time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, 
1654.0, 0.747810, 0.309375, 0.916403, 0.531057, 1.000000, 0.957937, 0.428571, 
1678.0, 0.747810, 0.309375, 0.916403, 0.531057, 1.000000, 0.957937, 0.428571, 
1685.0, 0.747810, 0.309375, 0.916403, 0.531057, 1.000000, 0.957937, 0.428571, 
1690.0, 0.741578, 0.309375, 0.916403, 0.531057, 1.000000, 0.957937, 0.428571, 
1710.0, 0.741578, 0.309375, 0.916403, 0.531057, 1.000000, 0.957937, 0.428571, 
1726.0, 0.735294, 0.309375, 0.903675, 0.531057, 1.000000, 0.940830, 0.428571, 
1745.0, 0.735294, 0.309375, 0.903675, 0.531057, 1.000000, 0.940830, 0.428571, 
1762.0, 0.735294, 0.309375, 0.903675, 0.531057, 1.000000, 0.940830, 0.428571, 
1779.0, 0.735294, 0.309375, 0.903675, 0.531057, 1.000000, 0.940830, 0.428571, 
1787.0, 0.735294, 0.309375, 0.903675, 0.531057, 1.000000, 0.940830, 0.428571, 
1804.0, 0.735294, 0.309375, 0.903675, 0.531057, 1.000000, 0.940830, 0.428571, 
1812.0, 0.735294, 0.309375, 0.903675, 0.531057, 1.000000, 0.940830, 0.428571, 
1836.0, 0.735294, 0.309375, 0.903675, 0.531057, 1.000000, 0.940830, 0.428571, 
1839.0, 0.735294, 0.309375, 0.903675, 0.531057, 1.000000, 0.940830, 0.428571, 
1854.0, 0.735294, 0.309375, 0.903675, 0.531057, 1.000000, 0.940830, 0.428571, 
1856.0, 0.735294, 0.309375, 0.903675, 0.531057, 1.000000, 0.940830, 0.428571, 
1860.0, 0.728291, 0.270703, 0.903675, 0.517082, 1.000000, 0.940830, 0.395604, 
1864.0, 0.728291, 0.270703, 0.903675, 0.517082, 1.000000, 0.940830, 0.395604, 
1899.0, 0.728291, 0.270703, 0.903675, 0.517082, 1.000000, 0.940830, 0.395604, 
1914.0, 0.728291, 0.270703, 0.903675, 0.517082, 1.000000, 0.940830, 0.395604, 
1920.0, 0.728291, 0.270703, 0.903675, 0.517082, 1.000000, 0.940830, 0.395604, 
1927.0, 0.728291, 0.270703, 0.903675, 0.517082, 1.000000, 0.940830, 0.395604, 
1933.0, 0.720934, 0.270703, 0.903675, 0.517082, 1.000000, 0.940830, 0.395604, 
1942.0, 0.720934, 0.270703, 0.903675, 0.517082, 1.000000, 0.940830, 0.395604, 
1955.0, 0.720934, 0.270703, 0.903675, 0.517082, 1.000000, 0.940830, 0.395604, 
1956.0, 0.720934, 0.270703, 0.903675, 0.517082, 1.000000, 0.940830, 0.395604, 
1958.0, 0.720934, 0.270703, 0.903675, 0.517082, 1.000000, 0.940830, 0.395604, 
1963.0, 0.720934, 0.270703, 0.903675, 0.517082, 1.000000, 0.940830, 0.395604, 
1970.0, 0.720934, 0.270703, 0.903675, 0.517082, 1.000000, 0.940830, 0.395604, 
2005.0, 0.720934, 0.270703, 0.903675, 0.517082, 1.000000, 0.940830, 0.395604, 
2007.0, 0.720934, 0.270703, 0.903675, 0.517082, 1.000000, 0.940830, 0.395604, 
2011.0, 0.720934, 0.270703, 0.903675, 0.517082, 1.000000, 0.940830, 0.395604, 
2024.0, 0.720934, 0.270703, 0.903675, 0.517082, 1.000000, 0.940830, 0.395604, 
2028.0, 0.720934, 0.270703, 0.903675, 0.517082, 1.000000, 0.940830, 0.395604, 
2056.0, 0.720934, 0.270703, 0.903675, 0.517082, 1.000000, 0.940830, 0.395604, 
2059.0, 0.720934, 0.270703, 0.903675, 0.517082, 1.000000, 0.940830, 0.395604, 
2061.0, 0.712453, 0.270703, 0.903675, 0.498614, 1.000000, 0.940830, 0.395604, 
2062.0, 0.703971, 0.270703, 0.903675, 0.480147, 1.000000, 0.940830, 0.395604, 
2075.0, 0.703971, 0.270703, 0.903675, 0.480147, 1.000000, 0.940830, 0.395604, 
2085.0, 0.695386, 0.270703, 0.886624, 0.480147, 1.000000, 0.940830, 0.395604, 
2102.0, 0.695386, 0.270703, 0.886624, 0.480147, 1.000000, 0.940830, 0.395604, 
2103.0, 0.686694, 0.270703, 0.869240, 0.480147, 0.971429, 0.916707, 0.395604, 
2104.0, 0.686694, 0.270703, 0.869240, 0.480147, 0.971429, 0.916707, 0.395604, 
2108.0, 0.677890, 0.270703, 0.851500, 0.480147, 0.971429, 0.892583, 0.395604, 
2112.0, 0.677890, 0.270703, 0.851500, 0.480147, 0.971429, 0.892583, 0.395604, 
2150.0, 0.677890, 0.270703, 0.851500, 0.480147, 0.971429, 0.892583, 0.395604, 
2156.0, 0.677890, 0.270703, 0.851500, 0.480147, 0.971429, 0.892583, 0.395604, 
2165.0, 0.677890, 0.270703, 0.851500, 0.480147, 0.971429, 0.892583, 0.395604, 
2209.0, 0.677890, 0.270703, 0.851500, 0.480147, 0.971429, 0.892583, 0.395604, 
2227.0, 0.677890, 0.270703, 0.851500, 0.480147, 0.971429, 0.892583, 0.395604, 
2256.0, 0.668206, 0.270703, 0.851500, 0.459271, 0.971429, 0.892583, 0.395604, 
2264.0, 0.668206, 0.270703, 0.851500, 0.459271, 0.971429, 0.892583, 0.395604, 
2339.0, 0.668206, 0.270703, 0.851500, 0.459271, 0.971429, 0.892583, 0.395604, 
2361.0, 0.668206, 0.270703, 0.851500, 0.459271, 0.971429, 0.892583, 0.395604, 
2388.0, 0.658082, 0.270703, 0.831226, 0.459271, 0.939048, 0.864690, 0.395604, 
2403.0, 0.658082, 0.270703, 0.831226, 0.459271, 0.939048, 0.864690, 0.395604, 
2426.0, 0.658082, 0.270703, 0.831226, 0.459271, 0.939048, 0.864690, 0.395604, 
2460.0, 0.658082, 0.270703, 0.831226, 0.459271, 0.939048, 0.864690, 0.395604, 
2467.0, 0.647293, 0.270703, 0.831226, 0.435099, 0.939048, 0.864690, 0.395604, 
2521.0, 0.647293, 0.270703, 0.831226, 0.435099, 0.939048, 0.864690, 0.395604, 
2542.0, 0.647293, 0.270703, 0.831226, 0.435099, 0.939048, 0.864690, 0.395604, 
2559.0, 0.647293, 0.270703, 0.831226, 0.435099, 0.939048, 0.864690, 0.395604, 
2565.0, 0.635937, 0.270703, 0.831226, 0.409505, 0.939048, 0.864690, 0.395604, 
2570.0, 0.635937, 0.270703, 0.831226, 0.409505, 0.939048, 0.864690, 0.395604, 
2660.0, 0.635937, 0.270703, 0.831226, 0.409505, 0.939048, 0.864690, 0.395604, 
2666.0, 0.635937, 0.270703, 0.831226, 0.409505, 0.939048, 0.864690, 0.395604, 
2676.0, 0.635937, 0.270703, 0.831226, 0.409505, 0.939048, 0.864690, 0.395604, 
2738.0, 0.635937, 0.270703, 0.831226, 0.409505, 0.939048, 0.864690, 0.395604, 
2782.0, 0.623468, 0.270703, 0.831226, 0.409505, 0.939048, 0.864690, 0.395604, 
2984.0, 0.623468, 0.270703, 0.831226, 0.409505, 0.939048, 0.864690, 0.395604, 
3032.0, 0.623468, 0.270703, 0.831226, 0.409505, 0.939048, 0.864690, 0.395604, 
3040.0, 0.623468, 0.270703, 0.831226, 0.409505, 0.939048, 0.864690, 0.395604, 
3079.0, 0.623468, 0.270703, 0.831226, 0.409505, 0.939048, 0.864690, 0.395604, 
3101.0, 0.623468, 0.270703, 0.831226, 0.409505, 0.939048, 0.864690, 0.395604, 
3144.0, 0.623468, 0.270703, 0.831226, 0.409505, 0.939048, 0.864690, 0.395604, 
3152.0, 0.623468, 0.270703, 0.831226, 0.409505, 0.939048, 0.864690, 0.395604, 
3154.0, 0.608969, 0.270703, 0.800440, 0.409505, 0.894331, 0.823514, 0.395604, 
3180.0, 0.608969, 0.270703, 0.800440, 0.409505, 0.894331, 0.823514, 0.395604, 
3182.0, 0.594116, 0.270703, 0.800440, 0.380255, 0.894331, 0.823514, 0.263736, 
3185.0, 0.594116, 0.270703, 0.800440, 0.380255, 0.894331, 0.823514, 0.263736, 
3199.0, 0.594116, 0.270703, 0.800440, 0.380255, 0.894331, 0.823514, 0.263736, 
3228.0, 0.594116, 0.270703, 0.800440, 0.380255, 0.894331, 0.823514, 0.263736, 
3229.0, 0.594116, 0.270703, 0.800440, 0.380255, 0.894331, 0.823514, 0.263736, 
3278.0, 0.594116, 0.270703, 0.800440, 0.380255, 0.894331, 0.823514, 0.263736, 
3297.0, 0.594116, 0.270703, 0.800440, 0.380255, 0.894331, 0.823514, 0.263736, 
3328.0, 0.594116, 0.270703, 0.800440, 0.380255, 0.894331, 0.823514, 0.263736, 
3330.0, 0.594116, 0.270703, 0.800440, 0.380255, 0.894331, 0.823514, 0.263736, 
3338.0, 0.575550, 0.270703, 0.800440, 0.342229, 0.894331, 0.823514, 0.263736, 
3383.0, 0.575550, 0.270703, 0.800440, 0.342229, 0.894331, 0.823514, 0.263736, 
3384.0, 0.575550, 0.270703, 0.800440, 0.342229, 0.894331, 0.823514, 0.263736, 
3385.0, 0.575550, 0.270703, 0.800440, 0.342229, 0.894331, 0.823514, 0.263736, 
3388.0, 0.575550, 0.270703, 0.800440, 0.342229, 0.894331, 0.823514, 0.263736, 
3402.0, 0.575550, 0.270703, 0.800440, 0.342229, 0.894331, 0.823514, 0.263736, 
3441.0, 0.575550, 0.270703, 0.800440, 0.342229, 0.894331, 0.823514, 0.263736, 
3458.0, 0.552528, 0.270703, 0.753355, 0.342229, 0.825536, 0.760167, 0.263736, 
3459.0, 0.552528, 0.270703, 0.753355, 0.342229, 0.825536, 0.760167, 0.263736, 
3476.0, 0.552528, 0.270703, 0.753355, 0.342229, 0.825536, 0.760167, 0.263736, 
3523.0, 0.552528, 0.270703, 0.753355, 0.342229, 0.825536, 0.760167, 0.263736, 
3667.0, 0.552528, 0.270703, 0.753355, 0.342229, 0.825536, 0.760167, 0.263736, 
3695.0, 0.552528, 0.270703, 0.753355, 0.342229, 0.825536, 0.760167, 0.263736, 
3776.0, 0.552528, 0.270703, 0.753355, 0.342229, 0.825536, 0.760167, 0.263736, 
3830.0, 0.552528, 0.270703, 0.753355, 0.342229, 0.825536, 0.760167, 0.263736, 
3856.0, 0.552528, 0.270703, 0.753355, 0.342229, 0.825536, 0.760167, 0.263736, 
3909.0, 0.552528, 0.270703, 0.753355, 0.342229, 0.825536, 0.760167, 0.263736, 
3968.0, 0.552528, 0.270703, 0.753355, 0.342229, 0.825536, 0.760167, 0.263736, 
4001.0, 0.552528, 0.270703, 0.753355, 0.342229, 0.825536, 0.760167, 0.263736, 
4103.0, 0.552528, 0.270703, 0.753355, 0.342229, 0.825536, 0.760167, 0.263736, 
4119.0, 0.552528, 0.270703, 0.753355, 0.342229, 0.825536, 0.760167, 0.263736, 
4124.0, 0.552528, 0.270703, 0.753355, 0.342229, 0.825536, 0.760167, 0.263736, 
4207.0, 0.552528, 0.270703, 0.753355, 0.342229, 0.825536, 0.760167, 0.263736, 
4310.0, 0.552528, 0.270703, 0.753355, 0.342229, 0.825536, 0.760167, 0.263736, 
4390.0, 0.552528, 0.270703, 0.753355, 0.342229, 0.825536, 0.760167, 0.263736, 
4492.0, 0.552528, 0.270703, 0.753355, 0.342229, 0.825536, 0.760167, 0.263736, 
4668.0, 0.552528, 0.270703, 0.753355, 0.342229, 0.825536, 0.760167, 0.263736, 
4688.0, 0.552528, 0.270703, 0.753355, 0.342229, 0.825536, 0.760167, 0.263736, 
4926.0, 0.552528, 0.270703, 0.753355, 0.342229, 0.825536, 0.760167, 0.263736, 

