attribute,value
temperatureInd,"(73.3080348930513, 80.60614736115005>"
temperatureInd,"(80.60614736115005, 83.43483534063175>"
temperatureInd,"(83.43483534063175, 88.4096133280874>"
temperatureInd,"(88.4096133280874, 92.56423014204715>"
temperatureInd,"(92.56423014204715, 99.0844782989913>"
temperatureInd,"(99.0844782989913, 101.72466647697149>"
temperatureInd,"(101.72466647697149, 105.556761618177>"
temperatureInd,"(105.556761618177, 105.59580486008349>"
temperatureInd,"(105.59580486008349, 114.69369351145201>"
temperatureInd,"(114.69369351145201, 115.2351644053>"
temperatureInd,"(115.2351644053, 115.27318007193>"
temperatureInd,"(115.27318007193, 115.4193894436795>"
temperatureInd,"(115.4193894436795, 116.09985342935249>"
temperatureInd,"(116.09985342935249, 116.2937949525885>"
temperatureInd,"(116.2937949525885, 117.4702677683285>"
temperatureInd,"(117.4702677683285, 126.35562845098>"
temperatureInd,"(126.35562845098, 128.03971577722>"
temperatureInd,"(128.03971577722, 128.1784395860455>"
temperatureInd,"(128.1784395860455, 149.89845425583349>"
temperatureInd,"(149.89845425583349, 156.81344952522>"
temperatureInd,"(156.81344952522, 160.2769203891305>"
temperatureInd,"(160.2769203891305, 161.234375386534>"
temperatureInd,"(161.234375386534, inf)"
moistureInd,"(-inf, 76.33582647778164>"
moistureInd,"(76.33582647778164, 76.9832809838799>"
moistureInd,"(76.9832809838799, 78.06176263850921>"
moistureInd,"(78.06176263850921, 80.80965623021521>"
moistureInd,"(80.80965623021521, 81.07048944322969>"
moistureInd,"(81.07048944322969, 81.34219519013715>"
moistureInd,"(81.34219519013715, 83.79041217925585>"
moistureInd,"(83.79041217925585, 85.2590987846509>"
moistureInd,"(85.2590987846509, 88.57734546506755>"
moistureInd,"(88.57734546506755, 88.8374035772794>"
moistureInd,"(88.8374035772794, 88.86849753583314>"
moistureInd,"(88.86849753583314, 89.4271098456023>"
moistureInd,"(89.4271098456023, 89.48423303886864>"
moistureInd,"(89.48423303886864, 89.64379190586365>"
moistureInd,"(89.64379190586365, 89.78449812668255>"
moistureInd,"(89.78449812668255, 91.1172559983236>"
moistureInd,"(91.1172559983236, 92.59515875125166>"
moistureInd,"(92.59515875125166, 92.90965704962015>"
moistureInd,"(92.90965704962015, 93.7318248461297>"
moistureInd,"(93.7318248461297, 93.88432995740334>"
moistureInd,"(93.88432995740334, 94.21032854308291>"
moistureInd,"(94.21032854308291, 94.7400782250497>"
moistureInd,"(94.7400782250497, 95.269705877384>"
moistureInd,"(95.269705877384, 97.3453053125686>"
moistureInd,"(97.3453053125686, 98.00592594161165>"
moistureInd,"(98.00592594161165, 103.6639528613305>"
moistureInd,"(103.6639528613305, 104.0491368973945>"
moistureInd,"(104.0491368973945, 104.2627322038625>"
moistureInd,"(104.2627322038625, 106.21837445892>"
moistureInd,"(106.21837445892, 109.6528818826435>"
moistureInd,"(109.6528818826435, 109.9397759136645>"
moistureInd,"(109.9397759136645, 110.45503596067749>"
moistureInd,"(110.45503596067749, 111.3022585127415>"
moistureInd,"(111.3022585127415, 112.8727716325445>"
moistureInd,"(112.8727716325445, 113.9021942405345>"
moistureInd,"(113.9021942405345, 114.28685100155>"
moistureInd,"(114.28685100155, 114.52295498322701>"
moistureInd,"(114.52295498322701, 114.62920127963051>"
moistureInd,"(114.62920127963051, 114.754961810546>"
moistureInd,"(114.754961810546, 115.26469446434649>"
moistureInd,"(115.26469446434649, 115.5247013650055>"
moistureInd,"(115.5247013650055, 117.6924545942865>"
moistureInd,"(117.6924545942865, 118.066341613004>"
moistureInd,"(118.066341613004, 123.7770622192645>"
moistureInd,"(123.7770622192645, 126.8068354625275>"
moistureInd,"(126.8068354625275, inf)"
