((pressureInd, (pressureInd, (75.75137737007105, 76.9685706204893>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (81.22460635932265, 84.4400733872479>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (93.6703379127845, 96.17576993957525>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((temperatureInd, (temperatureInd, (107.19161837279, 114.8121195910015>) -> (temperatureInd, (117.9963455457615, 121.834414773084>)))
((pressureInd, (pressureInd, (97.78537133990935, 101.093227697554>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (102.446732448369, 110.171490679743>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (102.446732448369, 110.171490679743>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((moistureInd, (moistureInd, (113.2741490600715, 113.908241267818>) -> (moistureInd, (92.49863061692571, 93.7318248461297>)))
((pressureInd, (pressureInd, (85.79388078452375, 89.04752527620535>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (97.78537133990935, 101.093227697554>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (89.04752527620535, 93.6703379127845>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (130.13944473476448, 132.64084712880202>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (97.78537133990935, 101.093227697554>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((temperatureInd, (temperatureInd, (107.19161837279, 114.8121195910015>) -> (temperatureInd, (117.9963455457615, 121.834414773084>)))
((temperatureInd, (temperatureInd, (92.07222311492194, 98.43496603249096>) -> (temperatureInd, (117.9963455457615, 121.834414773084>)))
((pressureInd, (pressureInd, (93.6703379127845, 96.17576993957525>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (110.171490679743, 113.51963786249101>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (68.36258276497755, 69.18897442135085>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (85.79388078452375, 89.04752527620535>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (64.9101808929815, 68.36258276497755>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (89.04752527620535, 93.6703379127845>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (113.51963786249101, 118.5257859734615>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (120.2851857642065, 130.13944473476448>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (85.57015537174189, 85.6544554969544>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((temperatureInd, (temperatureInd, (105.556761618177, 107.19161837279>) -> (temperatureInd, (117.9963455457615, 121.834414773084>)))
((pressureInd, (pressureInd, (97.78537133990935, 101.093227697554>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (89.04752527620535, 93.6703379127845>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((moistureInd, (moistureInd, (67.99034345958225, 82.11649358006511>) -> (moistureInd, (92.49863061692571, 93.7318248461297>)))
((pressureInd, (pressureInd, (81.22460635932265, 84.4400733872479>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (89.04752527620535, 93.6703379127845>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((moistureInd, (moistureInd, (93.7318248461297, 94.8751352364792>) -> (moistureInd, (92.49863061692571, 93.7318248461297>)))
((pressureInd, (pressureInd, (93.6703379127845, 96.17576993957525>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (69.18897442135085, 71.24353895880945>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (110.171490679743, 113.51963786249101>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((temperatureInd, (temperatureInd, (116.295650155441, 117.970649174962>) -> (temperatureInd, (117.9963455457615, 121.834414773084>)))
((temperatureInd, (temperatureInd, (-inf, 48.456179489836>) -> (temperatureInd, (117.9963455457615, 121.834414773084>)))
((pressureInd, (pressureInd, (81.22460635932265, 84.4400733872479>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (102.446732448369, 110.171490679743>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (135.1602647942345, inf)) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((moistureInd, (moistureInd, (67.99034345958225, 82.11649358006511>) -> (moistureInd, (92.49863061692571, 93.7318248461297>)))
((pressureInd, (pressureInd, (96.17576993957525, 96.55282418066881>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((temperatureInd, (temperatureInd, (107.19161837279, 114.8121195910015>) -> (temperatureInd, (117.9963455457615, 121.834414773084>)))
((pressureInd, (pressureInd, (64.9101808929815, 68.36258276497755>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (102.446732448369, 110.171490679743>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((temperatureInd, (temperatureInd, (135.64043669769302, 148.249516806914>) -> (temperatureInd, (117.9963455457615, 121.834414773084>)))
((pressureInd, (pressureInd, (76.9685706204893, 79.14793355363821>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (93.6703379127845, 96.17576993957525>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (102.446732448369, 110.171490679743>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((temperatureInd, (temperatureInd, (84.7832733283098, 86.9261968309857>) -> (temperatureInd, (117.9963455457615, 121.834414773084>)))
((temperatureInd, (temperatureInd, (107.19161837279, 114.8121195910015>) -> (temperatureInd, (117.9963455457615, 121.834414773084>)))
((pressureInd, (pressureInd, (89.04752527620535, 93.6703379127845>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (102.446732448369, 110.171490679743>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (120.2851857642065, 130.13944473476448>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (69.18897442135085, 71.24353895880945>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (97.78537133990935, 101.093227697554>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((temperatureInd, (temperatureInd, (122.3237674841705, 124.106164250967>) -> (temperatureInd, (117.9963455457615, 121.834414773084>)))
((moistureInd, (moistureInd, (93.7318248461297, 94.8751352364792>) -> (moistureInd, (92.49863061692571, 93.7318248461297>)))
((pressureInd, (pressureInd, (93.6703379127845, 96.17576993957525>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
