time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, r14_l, r14_r, r15_l, r15_r, 
11.0, 0.961148, 0.910179, 0.968937, 0.944459, 0.975912, 0.950935, 0.968386, 0.943672, 0.968784, 1.000000, 0.974350, 0.993939, 0.944286, 0.980145, 0.933303, 0.972496, 0.955146, 0.924071, 0.973018, 0.971953, 0.950244, 0.972922, 0.949153, 0.980825, 0.932426, 1.000000, 0.935484, 0.967067, 0.943672, 0.971250, 0.926582, 
12.0, 0.959815, 0.901828, 0.968937, 0.937358, 0.975912, 0.942666, 0.968386, 0.939241, 0.968784, 1.000000, 0.961184, 0.993939, 0.939097, 0.980145, 0.927122, 0.972496, 0.952084, 0.918071, 0.973018, 0.971953, 0.950244, 0.972922, 0.949153, 0.980825, 0.928110, 1.000000, 0.935484, 0.967067, 0.939241, 0.971250, 0.920827, 
13.0, 0.955793, 0.893478, 0.968937, 0.930257, 0.975912, 0.934324, 0.968386, 0.934790, 0.966472, 1.000000, 0.947834, 0.993939, 0.933880, 0.980145, 0.920900, 0.972496, 0.942841, 0.906070, 0.973018, 0.971953, 0.950244, 0.972922, 0.949153, 0.980825, 0.919436, 1.000000, 0.903226, 0.967067, 0.934769, 0.971250, 0.915072, 
14.0, 0.955793, 0.893478, 0.968937, 0.930257, 0.975912, 0.934324, 0.968386, 0.934790, 0.966472, 1.000000, 0.947834, 0.993939, 0.933880, 0.980145, 0.920900, 0.972496, 0.942841, 0.906070, 0.973018, 0.971953, 0.950244, 0.972922, 0.949153, 0.980825, 0.919436, 1.000000, 0.903226, 0.967067, 0.934769, 0.971250, 0.915072, 
15.0, 0.955793, 0.893478, 0.968937, 0.930257, 0.975912, 0.934324, 0.968386, 0.934790, 0.966472, 1.000000, 0.947834, 0.993939, 0.933880, 0.980145, 0.920900, 0.972496, 0.942841, 0.906070, 0.973018, 0.971953, 0.950244, 0.972922, 0.949153, 0.980825, 0.919436, 1.000000, 0.903226, 0.967067, 0.934769, 0.971250, 0.915072, 
16.0, 0.955793, 0.893478, 0.968937, 0.930257, 0.975912, 0.934324, 0.968386, 0.934790, 0.966472, 1.000000, 0.947834, 0.993939, 0.933880, 0.980145, 0.920900, 0.972496, 0.942841, 0.906070, 0.973018, 0.971953, 0.950244, 0.972922, 0.949153, 0.980825, 0.919436, 1.000000, 0.903226, 0.967067, 0.934769, 0.971250, 0.915072, 
17.0, 0.951732, 0.876459, 0.968937, 0.908623, 0.975912, 0.909072, 0.968386, 0.921242, 0.966472, 1.000000, 0.947834, 0.993939, 0.918052, 0.980145, 0.908285, 0.972496, 0.933536, 0.893908, 0.973018, 0.971953, 0.933276, 0.972922, 0.931895, 0.980825, 0.906301, 1.000000, 0.903226, 0.967067, 0.921156, 0.971250, 0.897587, 
18.0, 0.949016, 0.876459, 0.966434, 0.908623, 0.975912, 0.909072, 0.964176, 0.916727, 0.964126, 1.000000, 0.947834, 0.993939, 0.918052, 0.980145, 0.908285, 0.967609, 0.930435, 0.893908, 0.970197, 0.971953, 0.933276, 0.972922, 0.931895, 0.980825, 0.901923, 1.000000, 0.903226, 0.967067, 0.916618, 0.971250, 0.891758, 
19.0, 0.946281, 0.867867, 0.966434, 0.901354, 0.975912, 0.909072, 0.964176, 0.912188, 0.964126, 1.000000, 0.947834, 0.993939, 0.912745, 0.980145, 0.901933, 0.967609, 0.924190, 0.881663, 0.970197, 0.971953, 0.899339, 0.972922, 0.931895, 0.980825, 0.893123, 1.000000, 0.903226, 0.967067, 0.912058, 0.971250, 0.885891, 
20.0, 0.943538, 0.859274, 0.966434, 0.894085, 0.975912, 0.900655, 0.964176, 0.907650, 0.964126, 1.000000, 0.934097, 0.993939, 0.907438, 0.980145, 0.895581, 0.967609, 0.917903, 0.869417, 0.970197, 0.971953, 0.899339, 0.972922, 0.914638, 0.980825, 0.884324, 1.000000, 0.903226, 0.967067, 0.907497, 0.971250, 0.880024, 
21.0, 0.940792, 0.859274, 0.966434, 0.886816, 0.971650, 0.892237, 0.964176, 0.898574, 0.964126, 1.000000, 0.934097, 0.993939, 0.896825, 0.980145, 0.882878, 0.967609, 0.911616, 0.863295, 0.970197, 0.971953, 0.899339, 0.965716, 0.897381, 0.976669, 0.879925, 1.000000, 0.870968, 0.967067, 0.898377, 0.971250, 0.874158, 
22.0, 0.938045, 0.859274, 0.961334, 0.886816, 0.967389, 0.892237, 0.955681, 0.898574, 0.959353, 1.000000, 0.934097, 0.987485, 0.896825, 0.974818, 0.882878, 0.957735, 0.911616, 0.863295, 0.970197, 0.971953, 0.899339, 0.965716, 0.897381, 0.972513, 0.879925, 1.000000, 0.870968, 0.962631, 0.898377, 0.964386, 0.874158, 
23.0, 0.936667, 0.850681, 0.961334, 0.879547, 0.967389, 0.883820, 0.955681, 0.894035, 0.959353, 1.000000, 0.934097, 0.987485, 0.891518, 0.974818, 0.876527, 0.957735, 0.908473, 0.857172, 0.970197, 0.971953, 0.899339, 0.965716, 0.897381, 0.972513, 0.875525, 1.000000, 0.870968, 0.962631, 0.893817, 0.964386, 0.868291, 
25.0, 0.936667, 0.850681, 0.961334, 0.879547, 0.967389, 0.883820, 0.955681, 0.894035, 0.959353, 1.000000, 0.934097, 0.987485, 0.891518, 0.974818, 0.876527, 0.957735, 0.908473, 0.857172, 0.970197, 0.971953, 0.899339, 0.965716, 0.897381, 0.972513, 0.875525, 1.000000, 0.870968, 0.962631, 0.893817, 0.964386, 0.868291, 
26.0, 0.935288, 0.850681, 0.958763, 0.879547, 0.963089, 0.883820, 0.955681, 0.894035, 0.956949, 1.000000, 0.934097, 0.987485, 0.891518, 0.974818, 0.876527, 0.957735, 0.908473, 0.857172, 0.967293, 0.971953, 0.899339, 0.965716, 0.897381, 0.972513, 0.875525, 1.000000, 0.870968, 0.958154, 0.893817, 0.960917, 0.868291, 
27.0, 0.935288, 0.850681, 0.958763, 0.879547, 0.963089, 0.883820, 0.955681, 0.894035, 0.956949, 1.000000, 0.934097, 0.987485, 0.891518, 0.974818, 0.876527, 0.957735, 0.908473, 0.857172, 0.967293, 0.971953, 0.899339, 0.965716, 0.897381, 0.972513, 0.875525, 1.000000, 0.870968, 0.958154, 0.893817, 0.960917, 0.868291, 
28.0, 0.935288, 0.850681, 0.958763, 0.879547, 0.963089, 0.883820, 0.955681, 0.894035, 0.956949, 1.000000, 0.934097, 0.987485, 0.891518, 0.974818, 0.876527, 0.957735, 0.908473, 0.857172, 0.967293, 0.971953, 0.899339, 0.965716, 0.897381, 0.972513, 0.875525, 1.000000, 0.870968, 0.958154, 0.893817, 0.960917, 0.868291, 
29.0, 0.935288, 0.850681, 0.958763, 0.879547, 0.963089, 0.883820, 0.955681, 0.894035, 0.956949, 1.000000, 0.934097, 0.987485, 0.891518, 0.974818, 0.876527, 0.957735, 0.908473, 0.857172, 0.967293, 0.971953, 0.899339, 0.965716, 0.897381, 0.972513, 0.875525, 1.000000, 0.870968, 0.958154, 0.893817, 0.960917, 0.868291, 
30.0, 0.935288, 0.850681, 0.958763, 0.879547, 0.963089, 0.883820, 0.955681, 0.894035, 0.956949, 1.000000, 0.934097, 0.987485, 0.891518, 0.974818, 0.876527, 0.957735, 0.908473, 0.857172, 0.967293, 0.971953, 0.899339, 0.965716, 0.897381, 0.972513, 0.875525, 1.000000, 0.870968, 0.958154, 0.893817, 0.960917, 0.868291, 
31.0, 0.933892, 0.842001, 0.958763, 0.872218, 0.963089, 0.883820, 0.955681, 0.889474, 0.956949, 1.000000, 0.920360, 0.987485, 0.886180, 0.974818, 0.870129, 0.957735, 0.905296, 0.851005, 0.967293, 0.971953, 0.899339, 0.965716, 0.897381, 0.972513, 0.871103, 1.000000, 0.870968, 0.958154, 0.889233, 0.960917, 0.862384, 
32.0, 0.932496, 0.842001, 0.958763, 0.872218, 0.958790, 0.883820, 0.951357, 0.889474, 0.956949, 1.000000, 0.920360, 0.980946, 0.886180, 0.969432, 0.870129, 0.952721, 0.905296, 0.851005, 0.967293, 0.962035, 0.899339, 0.958455, 0.897381, 0.968339, 0.871103, 1.000000, 0.870968, 0.958154, 0.889233, 0.960917, 0.862384, 
33.0, 0.928308, 0.833320, 0.953538, 0.864888, 0.954490, 0.875403, 0.951357, 0.884912, 0.952054, 1.000000, 0.906624, 0.980946, 0.880841, 0.969432, 0.863731, 0.952721, 0.902120, 0.844839, 0.961395, 0.962035, 0.899339, 0.951194, 0.897381, 0.964165, 0.866681, 0.987805, 0.870968, 0.948985, 0.884649, 0.953877, 0.856477, 
34.0, 0.926910, 0.833320, 0.950919, 0.864888, 0.954490, 0.875403, 0.951357, 0.884912, 0.949600, 1.000000, 0.906624, 0.980946, 0.880841, 0.969432, 0.863731, 0.952721, 0.898943, 0.844839, 0.961395, 0.962035, 0.899339, 0.951194, 0.897381, 0.964165, 0.866681, 0.987805, 0.870968, 0.948985, 0.884649, 0.953877, 0.856477, 
35.0, 0.926910, 0.833320, 0.950919, 0.864888, 0.954490, 0.875403, 0.951357, 0.884912, 0.949600, 1.000000, 0.906624, 0.980946, 0.880841, 0.969432, 0.863731, 0.952721, 0.898943, 0.844839, 0.961395, 0.962035, 0.899339, 0.951194, 0.897381, 0.964165, 0.866681, 0.987805, 0.870968, 0.948985, 0.884649, 0.953877, 0.856477, 
37.0, 0.925510, 0.824640, 0.950919, 0.857558, 0.954490, 0.866985, 0.951357, 0.880351, 0.949600, 1.000000, 0.892887, 0.980946, 0.875503, 0.969432, 0.857333, 0.952721, 0.895756, 0.838672, 0.961395, 0.962035, 0.899339, 0.951194, 0.880123, 0.964165, 0.862259, 0.987805, 0.838710, 0.948985, 0.880066, 0.953877, 0.850571, 
38.0, 0.924108, 0.824640, 0.948299, 0.857558, 0.954490, 0.866985, 0.951357, 0.880351, 0.947140, 1.000000, 0.892887, 0.980946, 0.875503, 0.969432, 0.857333, 0.952721, 0.892568, 0.838672, 0.961395, 0.962035, 0.899339, 0.951194, 0.880123, 0.964165, 0.862259, 0.987805, 0.838710, 0.948985, 0.880066, 0.953877, 0.850571, 
39.0, 0.924108, 0.824640, 0.948299, 0.857558, 0.954490, 0.866985, 0.951357, 0.880351, 0.947140, 1.000000, 0.892887, 0.980946, 0.875503, 0.969432, 0.857333, 0.952721, 0.892568, 0.838672, 0.961395, 0.962035, 0.899339, 0.951194, 0.880123, 0.964165, 0.862259, 0.987805, 0.838710, 0.948985, 0.880066, 0.953877, 0.850571, 
40.0, 0.922701, 0.824640, 0.945672, 0.857558, 0.954490, 0.866985, 0.946973, 0.880351, 0.944674, 0.988506, 0.892887, 0.974273, 0.875503, 0.963955, 0.857333, 0.947626, 0.892568, 0.838672, 0.958427, 0.962035, 0.899339, 0.951194, 0.880123, 0.964165, 0.862259, 0.987805, 0.838710, 0.944400, 0.880066, 0.950344, 0.850571, 
41.0, 0.919871, 0.815960, 0.943038, 0.850229, 0.954490, 0.858568, 0.946973, 0.875718, 0.942201, 0.988506, 0.878936, 0.974273, 0.870099, 0.963955, 0.850886, 0.947626, 0.889346, 0.832460, 0.955451, 0.962035, 0.899339, 0.951194, 0.862162, 0.964165, 0.857769, 0.987805, 0.838710, 0.939816, 0.875409, 0.946798, 0.844623, 
42.0, 0.917036, 0.815960, 0.937770, 0.850229, 0.950151, 0.858568, 0.942589, 0.875718, 0.937255, 0.988506, 0.878936, 0.974273, 0.870099, 0.958478, 0.850886, 0.947626, 0.889346, 0.832460, 0.949498, 0.962035, 0.882044, 0.951194, 0.862162, 0.964165, 0.857769, 0.987805, 0.838710, 0.939816, 0.875409, 0.939706, 0.844623, 
43.0, 0.914188, 0.815960, 0.935128, 0.850229, 0.945793, 0.858568, 0.938163, 0.875718, 0.932283, 0.988506, 0.878936, 0.974273, 0.870099, 0.958478, 0.850886, 0.947626, 0.886100, 0.832460, 0.946512, 0.952117, 0.882044, 0.951194, 0.862162, 0.959918, 0.857769, 0.987805, 0.838710, 0.939816, 0.875409, 0.939706, 0.844623, 
44.0, 0.912762, 0.815960, 0.935128, 0.850229, 0.945793, 0.858568, 0.938163, 0.875718, 0.932283, 0.988506, 0.878936, 0.974273, 0.870099, 0.958478, 0.850886, 0.947626, 0.882842, 0.826247, 0.946512, 0.952117, 0.882044, 0.951194, 0.862162, 0.959918, 0.853278, 0.987805, 0.838710, 0.939816, 0.875409, 0.939706, 0.844623, 
45.0, 0.909909, 0.815960, 0.929830, 0.850229, 0.941434, 0.858568, 0.933738, 0.875718, 0.927297, 0.988506, 0.878936, 0.967507, 0.870099, 0.952938, 0.850886, 0.942476, 0.882842, 0.826247, 0.940521, 0.942199, 0.882044, 0.943932, 0.862162, 0.955671, 0.853278, 0.975141, 0.838710, 0.935186, 0.875409, 0.932587, 0.844623, 
46.0, 0.908483, 0.815960, 0.929830, 0.850229, 0.941434, 0.858568, 0.933738, 0.875718, 0.924804, 0.988506, 0.878936, 0.967507, 0.870099, 0.952938, 0.850886, 0.942476, 0.882842, 0.826247, 0.940521, 0.942199, 0.882044, 0.943932, 0.862162, 0.955671, 0.853278, 0.975141, 0.838710, 0.930557, 0.875409, 0.932587, 0.844623, 
47.0, 0.907057, 0.815960, 0.927181, 0.850229, 0.941434, 0.858568, 0.933738, 0.875718, 0.922312, 0.988506, 0.878936, 0.967507, 0.870099, 0.952938, 0.850886, 0.942476, 0.882842, 0.826247, 0.940521, 0.942199, 0.882044, 0.943932, 0.862162, 0.955671, 0.853278, 0.975141, 0.838710, 0.930557, 0.875409, 0.929027, 0.844623, 
49.0, 0.905629, 0.815960, 0.924524, 0.850229, 0.941434, 0.858568, 0.933738, 0.875718, 0.919812, 0.988506, 0.878936, 0.967507, 0.870099, 0.952938, 0.850886, 0.942476, 0.882842, 0.826247, 0.937526, 0.942199, 0.882044, 0.943932, 0.862162, 0.955671, 0.853278, 0.975141, 0.838710, 0.925904, 0.875409, 0.925454, 0.844623, 
50.0, 0.905629, 0.815960, 0.924524, 0.850229, 0.941434, 0.858568, 0.933738, 0.875718, 0.919812, 0.988506, 0.878936, 0.967507, 0.870099, 0.952938, 0.850886, 0.942476, 0.882842, 0.826247, 0.937526, 0.942199, 0.882044, 0.943932, 0.862162, 0.955671, 0.853278, 0.975141, 0.838710, 0.925904, 0.875409, 0.925454, 0.844623, 
51.0, 0.904184, 0.806993, 0.924524, 0.842771, 0.941434, 0.849896, 0.933738, 0.870984, 0.919812, 0.988506, 0.864759, 0.967507, 0.864557, 0.952938, 0.844239, 0.942476, 0.879536, 0.819891, 0.937526, 0.942199, 0.882044, 0.943932, 0.862162, 0.955671, 0.848715, 0.975141, 0.805161, 0.925904, 0.870651, 0.925454, 0.838546, 
53.0, 0.904184, 0.806993, 0.924524, 0.842771, 0.941434, 0.849896, 0.933738, 0.870984, 0.919812, 0.988506, 0.864759, 0.967507, 0.864557, 0.952938, 0.844239, 0.942476, 0.879536, 0.819891, 0.937526, 0.942199, 0.882044, 0.943932, 0.862162, 0.955671, 0.848715, 0.975141, 0.805161, 0.925904, 0.870651, 0.925454, 0.838546, 
54.0, 0.901282, 0.806993, 0.921821, 0.842771, 0.941434, 0.849896, 0.933738, 0.870984, 0.914716, 0.988506, 0.864759, 0.967507, 0.864557, 0.952938, 0.844239, 0.942476, 0.879536, 0.819891, 0.934472, 0.942199, 0.882044, 0.943932, 0.862162, 0.955671, 0.848715, 0.975141, 0.805161, 0.921228, 0.870651, 0.921839, 0.838546, 
55.0, 0.896913, 0.788858, 0.919110, 0.835246, 0.941434, 0.832551, 0.933738, 0.861465, 0.912161, 0.988506, 0.850583, 0.967507, 0.853401, 0.952938, 0.830838, 0.942476, 0.872847, 0.807081, 0.931408, 0.942199, 0.882044, 0.943932, 0.862162, 0.955671, 0.839539, 0.975141, 0.771613, 0.921228, 0.861084, 0.918210, 0.826305, 
57.0, 0.895453, 0.788858, 0.916382, 0.835246, 0.941434, 0.832551, 0.929227, 0.861465, 0.909592, 0.976596, 0.850583, 0.960596, 0.853401, 0.947266, 0.830838, 0.937211, 0.872847, 0.807081, 0.928324, 0.942199, 0.882044, 0.943932, 0.862162, 0.955671, 0.839539, 0.961783, 0.771613, 0.916503, 0.861084, 0.914566, 0.826305, 
58.0, 0.892526, 0.779791, 0.913647, 0.827721, 0.941434, 0.823878, 0.929227, 0.856706, 0.907015, 0.976596, 0.850583, 0.960596, 0.847823, 0.947266, 0.824138, 0.937211, 0.866107, 0.800675, 0.925230, 0.942199, 0.863668, 0.943932, 0.862162, 0.955671, 0.834952, 0.961783, 0.771613, 0.916503, 0.856300, 0.914566, 0.820184, 
60.0, 0.891061, 0.779791, 0.913647, 0.820196, 0.941434, 0.815206, 0.929227, 0.851946, 0.907015, 0.976596, 0.836406, 0.960596, 0.842245, 0.947266, 0.817438, 0.937211, 0.862724, 0.794270, 0.925230, 0.942199, 0.863668, 0.943932, 0.862162, 0.955671, 0.830364, 0.961783, 0.771613, 0.916503, 0.851516, 0.914566, 0.814063, 
61.0, 0.891061, 0.779791, 0.913647, 0.820196, 0.941434, 0.815206, 0.929227, 0.851946, 0.907015, 0.976596, 0.836406, 0.960596, 0.842245, 0.947266, 0.817438, 0.937211, 0.862724, 0.794270, 0.925230, 0.942199, 0.863668, 0.943932, 0.862162, 0.955671, 0.830364, 0.961783, 0.771613, 0.916503, 0.851516, 0.914566, 0.814063, 
62.0, 0.888120, 0.770724, 0.910895, 0.812672, 0.941434, 0.815206, 0.924694, 0.847160, 0.904424, 0.976596, 0.822230, 0.960596, 0.836668, 0.941593, 0.810737, 0.931916, 0.859327, 0.787864, 0.922115, 0.942199, 0.863668, 0.943932, 0.843002, 0.955671, 0.825751, 0.961783, 0.771613, 0.916503, 0.846705, 0.910922, 0.807896, 
63.0, 0.888120, 0.770724, 0.910895, 0.812672, 0.941434, 0.815206, 0.924694, 0.847160, 0.904424, 0.976596, 0.822230, 0.960596, 0.836668, 0.941593, 0.810737, 0.931916, 0.859327, 0.787864, 0.922115, 0.942199, 0.863668, 0.943932, 0.843002, 0.955671, 0.825751, 0.961783, 0.771613, 0.916503, 0.846705, 0.910922, 0.807896, 
64.0, 0.888120, 0.770724, 0.910895, 0.812672, 0.941434, 0.815206, 0.924694, 0.847160, 0.904424, 0.976596, 0.822230, 0.960596, 0.836668, 0.941593, 0.810737, 0.931916, 0.859327, 0.787864, 0.922115, 0.942199, 0.863668, 0.943932, 0.843002, 0.955671, 0.825751, 0.961783, 0.771613, 0.916503, 0.846705, 0.910922, 0.807896, 
65.0, 0.886640, 0.770724, 0.910895, 0.812672, 0.941434, 0.806440, 0.924694, 0.842319, 0.904424, 0.976596, 0.808054, 0.960596, 0.831052, 0.941593, 0.803981, 0.931916, 0.855917, 0.787864, 0.922115, 0.942199, 0.863668, 0.943932, 0.843002, 0.951327, 0.825751, 0.961783, 0.738065, 0.916503, 0.841839, 0.910922, 0.807896, 
68.0, 0.883674, 0.761548, 0.910895, 0.805147, 0.941434, 0.797675, 0.924694, 0.832637, 0.904424, 0.976596, 0.808054, 0.960596, 0.819822, 0.941593, 0.797225, 0.931916, 0.849070, 0.781407, 0.922115, 0.942199, 0.845292, 0.943932, 0.843002, 0.946983, 0.821086, 0.961783, 0.738065, 0.916503, 0.832107, 0.910922, 0.801633, 
69.0, 0.882192, 0.761548, 0.910895, 0.805147, 0.936973, 0.797675, 0.924694, 0.827796, 0.904424, 0.976596, 0.808054, 0.960596, 0.814207, 0.941593, 0.790469, 0.931916, 0.845646, 0.781407, 0.922115, 0.931958, 0.845292, 0.936441, 0.843002, 0.942639, 0.821086, 0.961783, 0.738065, 0.916503, 0.827241, 0.910922, 0.801633, 
70.0, 0.882192, 0.761548, 0.910895, 0.805147, 0.936973, 0.797675, 0.924694, 0.827796, 0.904424, 0.976596, 0.808054, 0.960596, 0.814207, 0.941593, 0.790469, 0.931916, 0.845646, 0.781407, 0.922115, 0.931958, 0.845292, 0.936441, 0.843002, 0.942639, 0.821086, 0.961783, 0.738065, 0.916503, 0.827241, 0.910922, 0.801633, 
71.0, 0.880707, 0.761548, 0.908118, 0.805147, 0.932490, 0.797675, 0.920117, 0.827796, 0.901802, 0.976596, 0.808054, 0.953584, 0.814207, 0.935852, 0.790469, 0.926560, 0.845646, 0.781407, 0.918967, 0.931958, 0.845292, 0.928889, 0.843002, 0.938275, 0.821086, 0.961783, 0.738065, 0.911730, 0.827241, 0.907249, 0.801633, 
72.0, 0.880707, 0.761548, 0.908118, 0.805147, 0.932490, 0.797675, 0.920117, 0.827796, 0.901802, 0.976596, 0.808054, 0.953584, 0.814207, 0.935852, 0.790469, 0.926560, 0.845646, 0.781407, 0.918967, 0.931958, 0.845292, 0.928889, 0.843002, 0.938275, 0.821086, 0.961783, 0.738065, 0.911730, 0.827241, 0.907249, 0.801633, 
73.0, 0.880707, 0.761548, 0.908118, 0.805147, 0.932490, 0.797675, 0.920117, 0.827796, 0.901802, 0.976596, 0.808054, 0.953584, 0.814207, 0.935852, 0.790469, 0.926560, 0.845646, 0.781407, 0.918967, 0.931958, 0.845292, 0.928889, 0.843002, 0.938275, 0.821086, 0.961783, 0.738065, 0.911730, 0.827241, 0.907249, 0.801633, 
74.0, 0.879206, 0.761548, 0.905298, 0.805147, 0.932490, 0.797675, 0.920117, 0.827796, 0.899142, 0.976596, 0.808054, 0.953584, 0.814207, 0.935852, 0.790469, 0.926560, 0.845646, 0.781407, 0.915799, 0.931958, 0.826916, 0.928889, 0.843002, 0.938275, 0.821086, 0.961783, 0.738065, 0.911730, 0.827241, 0.903516, 0.801633, 
75.0, 0.877701, 0.761548, 0.905298, 0.805147, 0.932490, 0.797675, 0.920117, 0.827796, 0.899142, 0.976596, 0.808054, 0.953584, 0.814207, 0.935852, 0.790469, 0.926560, 0.842181, 0.774895, 0.915799, 0.931958, 0.826916, 0.928889, 0.843002, 0.938275, 0.816394, 0.961783, 0.738065, 0.911730, 0.827241, 0.903516, 0.801633, 
76.0, 0.877701, 0.761548, 0.905298, 0.805147, 0.932490, 0.797675, 0.920117, 0.827796, 0.899142, 0.976596, 0.808054, 0.953584, 0.814207, 0.935852, 0.790469, 0.926560, 0.842181, 0.774895, 0.915799, 0.931958, 0.826916, 0.928889, 0.843002, 0.938275, 0.816394, 0.961783, 0.738065, 0.911730, 0.827241, 0.903516, 0.801633, 
77.0, 0.873153, 0.761548, 0.899622, 0.805147, 0.932490, 0.797675, 0.906033, 0.827796, 0.891114, 0.964234, 0.808054, 0.946468, 0.814207, 0.930003, 0.790469, 0.910209, 0.842181, 0.774895, 0.912619, 0.931958, 0.826916, 0.928889, 0.843002, 0.938275, 0.816394, 0.934303, 0.738065, 0.902082, 0.827241, 0.899751, 0.801633, 
78.0, 0.871637, 0.761548, 0.899622, 0.805147, 0.932490, 0.797675, 0.906033, 0.827796, 0.891114, 0.964234, 0.808054, 0.946468, 0.814207, 0.930003, 0.790469, 0.910209, 0.838715, 0.768383, 0.912619, 0.931958, 0.826916, 0.928889, 0.843002, 0.938275, 0.811675, 0.934303, 0.738065, 0.902082, 0.827241, 0.899751, 0.801633, 
79.0, 0.871637, 0.761548, 0.899622, 0.805147, 0.932490, 0.797675, 0.906033, 0.827796, 0.891114, 0.964234, 0.808054, 0.946468, 0.814207, 0.930003, 0.790469, 0.910209, 0.838715, 0.768383, 0.912619, 0.931958, 0.826916, 0.928889, 0.843002, 0.938275, 0.811675, 0.934303, 0.738065, 0.902082, 0.827241, 0.899751, 0.801633, 
