time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, 
173.0, 0.986722, 0.960784, 1.000000, 0.938776, 1.000000, 0.947761, 1.000000, 0.952381, 1.000000, 0.958115, 1.000000, 0.960130, 1.000000, 0.967262, 1.000000, 0.981818, 1.000000, 0.984962, 1.000000, 0.989583, 1.000000, 0.983739, 1.000000, 1.000000, 0.979592, 0.979932, 1.000000, 
175.0, 0.985058, 0.960784, 1.000000, 0.928571, 1.000000, 0.940299, 1.000000, 0.945578, 1.000000, 0.952880, 1.000000, 0.953462, 1.000000, 0.963164, 1.000000, 0.972727, 1.000000, 0.977444, 1.000000, 0.984347, 1.000000, 0.979657, 1.000000, 1.000000, 0.979592, 0.976565, 1.000000, 
177.0, 0.981730, 0.941176, 1.000000, 0.918367, 1.000000, 0.932836, 1.000000, 0.938776, 1.000000, 0.947644, 1.000000, 0.946795, 1.000000, 0.959065, 1.000000, 0.963636, 1.000000, 0.969925, 0.994012, 0.979112, 0.994012, 0.975575, 0.994318, 1.000000, 0.959184, 0.973197, 0.994595, 
181.0, 0.980063, 0.941176, 1.000000, 0.908163, 1.000000, 0.925373, 1.000000, 0.931973, 1.000000, 0.942408, 1.000000, 0.940127, 1.000000, 0.954967, 1.000000, 0.954545, 1.000000, 0.962347, 0.994012, 0.973848, 0.994012, 0.971476, 0.994318, 1.000000, 0.959184, 0.969818, 0.994595, 
186.0, 0.980063, 0.941176, 1.000000, 0.908163, 1.000000, 0.925373, 1.000000, 0.931973, 1.000000, 0.942408, 1.000000, 0.940127, 1.000000, 0.954967, 1.000000, 0.954545, 1.000000, 0.962347, 0.994012, 0.973848, 0.994012, 0.971476, 0.994318, 1.000000, 0.959184, 0.969818, 0.994595, 
191.0, 0.978393, 0.941176, 1.000000, 0.908163, 1.000000, 0.925373, 1.000000, 0.931973, 1.000000, 0.942408, 1.000000, 0.940127, 0.996587, 0.954967, 0.996587, 0.954545, 1.000000, 0.962347, 0.994012, 0.973848, 0.994012, 0.971476, 0.994318, 1.000000, 0.959184, 0.966427, 0.994595, 
195.0, 0.976724, 0.941176, 1.000000, 0.908163, 1.000000, 0.917850, 1.000000, 0.925120, 1.000000, 0.937144, 1.000000, 0.933412, 0.996587, 0.950850, 0.996587, 0.954545, 1.000000, 0.962347, 0.994012, 0.973848, 0.994012, 0.967360, 0.994318, 1.000000, 0.959184, 0.963036, 0.994595, 
213.0, 0.976724, 0.941176, 1.000000, 0.908163, 1.000000, 0.917850, 1.000000, 0.925120, 1.000000, 0.937144, 1.000000, 0.933412, 0.996587, 0.950850, 0.996587, 0.954545, 1.000000, 0.962347, 0.994012, 0.973848, 0.994012, 0.967360, 0.994318, 1.000000, 0.959184, 0.963036, 0.994595, 
223.0, 0.975049, 0.941176, 1.000000, 0.908163, 1.000000, 0.917850, 1.000000, 0.925120, 1.000000, 0.937144, 1.000000, 0.933412, 0.993151, 0.950850, 0.993151, 0.954545, 1.000000, 0.954710, 0.994012, 0.968555, 0.994012, 0.963244, 0.994318, 1.000000, 0.959184, 0.959645, 0.994595, 
227.0, 0.973373, 0.921151, 1.000000, 0.897843, 1.000000, 0.910326, 1.000000, 0.918267, 1.000000, 0.931879, 1.000000, 0.926697, 0.993151, 0.946734, 0.993151, 0.945367, 1.000000, 0.947072, 0.994012, 0.963262, 0.994012, 0.959127, 0.994318, 1.000000, 0.938332, 0.956254, 0.994595, 
233.0, 0.971698, 0.901126, 1.000000, 0.887523, 1.000000, 0.902803, 1.000000, 0.911415, 1.000000, 0.926614, 1.000000, 0.919981, 0.993151, 0.942618, 0.993151, 0.936189, 1.000000, 0.939434, 0.994012, 0.957970, 0.994012, 0.955011, 0.994318, 1.000000, 0.917480, 0.952863, 0.994595, 
238.0, 0.970023, 0.881101, 1.000000, 0.877203, 1.000000, 0.895280, 1.000000, 0.904562, 1.000000, 0.921349, 1.000000, 0.913266, 0.993151, 0.938502, 0.993151, 0.927010, 1.000000, 0.931797, 0.994012, 0.952677, 0.994012, 0.950894, 0.994318, 1.000000, 0.896628, 0.949472, 0.994595, 
241.0, 0.968347, 0.881101, 1.000000, 0.866883, 1.000000, 0.887756, 1.000000, 0.897709, 1.000000, 0.916084, 1.000000, 0.906551, 0.993151, 0.934385, 0.993151, 0.927010, 1.000000, 0.931797, 0.994012, 0.952677, 0.994012, 0.950894, 0.994318, 1.000000, 0.896628, 0.949472, 0.994595, 
242.0, 0.966672, 0.861076, 1.000000, 0.856563, 1.000000, 0.880233, 1.000000, 0.890856, 1.000000, 0.910819, 1.000000, 0.899836, 0.993151, 0.930269, 0.993151, 0.927010, 1.000000, 0.931797, 0.994012, 0.952677, 0.994012, 0.950894, 0.994318, 1.000000, 0.875776, 0.946081, 0.994595, 
247.0, 0.964996, 0.861076, 1.000000, 0.856563, 1.000000, 0.880233, 1.000000, 0.890856, 0.995968, 0.910819, 0.996183, 0.899836, 0.989714, 0.930269, 0.989714, 0.927010, 1.000000, 0.931797, 0.994012, 0.952677, 0.994012, 0.946778, 0.994318, 1.000000, 0.875776, 0.942690, 0.994595, 
249.0, 0.963321, 0.841051, 1.000000, 0.846243, 1.000000, 0.872710, 1.000000, 0.884004, 0.995968, 0.905554, 0.996183, 0.893121, 0.989714, 0.926153, 0.989714, 0.917832, 1.000000, 0.924159, 0.994012, 0.947384, 0.994012, 0.942661, 0.994318, 1.000000, 0.854925, 0.939299, 0.994595, 
251.0, 0.961646, 0.821026, 1.000000, 0.835923, 1.000000, 0.865186, 1.000000, 0.877151, 0.995968, 0.900290, 0.996183, 0.886405, 0.989714, 0.922037, 0.989714, 0.908654, 1.000000, 0.916521, 0.994012, 0.942092, 0.994012, 0.938545, 0.994318, 1.000000, 0.834073, 0.935908, 0.994595, 
272.0, 0.958295, 0.821026, 1.000000, 0.825603, 1.000000, 0.857663, 1.000000, 0.863445, 0.995968, 0.889760, 0.996183, 0.879690, 0.989714, 0.913804, 0.989714, 0.899476, 1.000000, 0.908884, 0.994012, 0.936799, 0.994012, 0.934429, 0.994318, 0.995536, 0.834073, 0.932517, 0.994595, 
273.0, 0.958295, 0.821026, 1.000000, 0.825603, 1.000000, 0.857663, 1.000000, 0.863445, 0.995968, 0.889760, 0.996183, 0.879690, 0.989714, 0.913804, 0.989714, 0.899476, 1.000000, 0.908884, 0.994012, 0.936799, 0.994012, 0.934429, 0.994318, 0.995536, 0.834073, 0.932517, 0.994595, 
275.0, 0.956617, 0.821026, 1.000000, 0.815283, 1.000000, 0.850140, 1.000000, 0.856593, 0.995968, 0.884495, 0.996183, 0.872975, 0.989714, 0.909688, 0.989714, 0.890297, 1.000000, 0.901246, 0.994012, 0.931506, 0.994012, 0.930312, 0.994318, 0.995536, 0.834073, 0.929126, 0.994595, 
276.0, 0.956617, 0.821026, 1.000000, 0.815283, 1.000000, 0.850140, 1.000000, 0.856593, 0.995968, 0.884495, 0.996183, 0.872975, 0.989714, 0.909688, 0.989714, 0.890297, 1.000000, 0.901246, 0.994012, 0.931506, 0.994012, 0.930312, 0.994318, 0.995536, 0.834073, 0.929126, 0.994595, 
281.0, 0.953254, 0.821026, 1.000000, 0.804963, 1.000000, 0.835093, 1.000000, 0.849740, 0.995968, 0.873965, 0.996183, 0.859545, 0.989714, 0.901455, 0.989714, 0.881119, 1.000000, 0.901246, 0.994012, 0.920861, 0.994012, 0.922043, 0.994318, 0.995536, 0.834073, 0.922319, 0.994595, 
285.0, 0.951573, 0.821026, 1.000000, 0.804963, 1.000000, 0.835093, 1.000000, 0.842887, 0.995968, 0.868700, 0.996183, 0.859545, 0.989714, 0.897339, 0.989714, 0.881119, 1.000000, 0.901246, 0.994012, 0.920861, 0.994012, 0.922043, 0.988537, 0.995536, 0.834073, 0.922319, 0.989100, 
286.0, 0.949892, 0.801001, 1.000000, 0.794643, 1.000000, 0.827569, 1.000000, 0.836034, 0.995968, 0.863436, 0.996183, 0.852830, 0.989714, 0.893223, 0.989714, 0.871941, 1.000000, 0.893543, 0.994012, 0.915538, 0.994012, 0.917908, 0.988537, 0.995536, 0.813221, 0.918916, 0.989100, 
288.0, 0.948211, 0.801001, 1.000000, 0.794643, 1.000000, 0.820046, 1.000000, 0.829182, 0.995968, 0.858171, 0.996183, 0.852830, 0.989714, 0.889107, 0.989714, 0.871941, 1.000000, 0.893543, 0.994012, 0.915538, 0.994012, 0.917908, 0.988537, 0.995536, 0.813221, 0.918916, 0.989100, 
293.0, 0.946529, 0.780976, 1.000000, 0.784323, 1.000000, 0.812523, 1.000000, 0.822329, 0.995968, 0.852906, 0.996183, 0.846114, 0.989714, 0.884991, 0.989714, 0.862762, 1.000000, 0.885840, 0.994012, 0.910215, 0.994012, 0.913773, 0.988537, 0.995536, 0.792369, 0.915513, 0.989100, 
296.0, 0.946529, 0.780976, 1.000000, 0.784323, 1.000000, 0.812523, 1.000000, 0.822329, 0.995968, 0.852906, 0.996183, 0.846114, 0.989714, 0.884991, 0.989714, 0.862762, 1.000000, 0.885840, 0.994012, 0.910215, 0.994012, 0.913773, 0.988537, 0.995536, 0.792369, 0.915513, 0.989100, 
305.0, 0.944845, 0.780976, 1.000000, 0.784323, 1.000000, 0.804999, 1.000000, 0.822329, 0.995968, 0.847641, 0.996183, 0.839399, 0.989714, 0.880874, 0.989714, 0.862762, 1.000000, 0.885840, 0.994012, 0.904861, 0.994012, 0.909620, 0.988537, 0.995536, 0.792369, 0.912097, 0.989100, 
308.0, 0.941477, 0.760951, 0.995902, 0.774003, 0.996063, 0.797476, 1.000000, 0.815476, 0.991919, 0.842376, 0.992352, 0.832684, 0.986266, 0.876758, 0.986266, 0.853584, 1.000000, 0.870299, 0.994012, 0.894152, 0.994012, 0.901313, 0.988537, 0.995536, 0.771517, 0.905264, 0.989100, 
310.0, 0.941477, 0.760951, 0.995902, 0.774003, 0.996063, 0.797476, 1.000000, 0.815476, 0.991919, 0.842376, 0.992352, 0.832684, 0.986266, 0.876758, 0.986266, 0.853584, 1.000000, 0.870299, 0.994012, 0.894152, 0.994012, 0.901313, 0.988537, 0.995536, 0.771517, 0.905264, 0.989100, 
316.0, 0.939790, 0.740926, 0.995902, 0.763683, 0.996063, 0.789953, 1.000000, 0.808565, 0.991919, 0.837078, 0.992352, 0.825969, 0.986266, 0.872622, 0.986266, 0.844406, 1.000000, 0.862528, 0.994012, 0.888798, 0.994012, 0.897159, 0.988537, 0.995536, 0.750665, 0.901848, 0.989100, 
319.0, 0.939790, 0.740926, 0.995902, 0.763683, 0.996063, 0.789953, 1.000000, 0.808565, 0.991919, 0.837078, 0.992352, 0.825969, 0.986266, 0.872622, 0.986266, 0.844406, 1.000000, 0.862528, 0.994012, 0.888798, 0.994012, 0.897159, 0.988537, 0.995536, 0.750665, 0.901848, 0.989100, 
322.0, 0.939790, 0.740926, 0.995902, 0.763683, 0.996063, 0.789953, 1.000000, 0.808565, 0.991919, 0.837078, 0.992352, 0.825969, 0.986266, 0.872622, 0.986266, 0.844406, 1.000000, 0.862528, 0.994012, 0.888798, 0.994012, 0.897159, 0.988537, 0.995536, 0.750665, 0.901848, 0.989100, 
329.0, 0.938096, 0.740926, 0.991769, 0.763683, 0.992095, 0.789953, 0.995984, 0.808565, 0.987837, 0.837078, 0.988490, 0.825969, 0.982793, 0.872622, 0.982793, 0.844406, 1.000000, 0.862528, 0.994012, 0.883444, 0.994012, 0.893006, 0.988537, 0.995536, 0.750665, 0.898432, 0.989100, 
336.0, 0.936403, 0.720901, 0.991769, 0.753363, 0.992095, 0.782429, 0.995984, 0.801655, 0.987837, 0.831780, 0.988490, 0.819254, 0.982793, 0.868487, 0.982793, 0.835227, 1.000000, 0.854758, 0.994012, 0.878090, 0.994012, 0.888852, 0.988537, 0.995536, 0.729814, 0.895016, 0.989100, 
338.0, 0.931323, 0.700876, 0.991769, 0.743043, 0.992095, 0.774906, 0.995984, 0.794744, 0.987837, 0.821184, 0.988490, 0.805823, 0.982793, 0.860215, 0.982793, 0.826049, 1.000000, 0.846987, 0.994012, 0.872735, 0.994012, 0.884699, 0.988537, 0.995536, 0.708962, 0.891600, 0.983511, 
343.0, 0.929630, 0.700876, 0.991769, 0.743043, 0.992095, 0.774906, 0.995984, 0.794744, 0.987837, 0.821184, 0.988490, 0.805823, 0.982793, 0.860215, 0.982793, 0.816871, 1.000000, 0.839217, 0.994012, 0.867381, 0.994012, 0.880545, 0.988537, 0.995536, 0.708962, 0.888184, 0.983511, 
344.0, 0.927936, 0.700876, 0.991769, 0.743043, 0.992095, 0.774906, 0.995984, 0.794744, 0.987837, 0.821184, 0.988490, 0.799108, 0.982793, 0.856080, 0.982793, 0.807692, 1.000000, 0.831446, 0.994012, 0.862027, 0.994012, 0.876392, 0.988537, 0.995536, 0.688110, 0.884768, 0.983511, 
348.0, 0.926243, 0.700876, 0.991769, 0.732723, 0.992095, 0.767383, 0.995984, 0.787833, 0.987837, 0.815886, 0.988490, 0.792393, 0.982793, 0.851944, 0.982793, 0.807692, 1.000000, 0.831446, 0.994012, 0.862027, 0.994012, 0.876392, 0.988537, 0.995536, 0.688110, 0.881352, 0.983511, 
353.0, 0.924550, 0.700876, 0.987637, 0.732723, 0.988126, 0.767383, 0.991968, 0.787833, 0.983755, 0.815886, 0.984629, 0.792393, 0.979320, 0.851944, 0.979320, 0.807692, 1.000000, 0.831446, 0.994012, 0.862027, 0.994012, 0.876392, 0.988537, 0.995536, 0.688110, 0.877936, 0.983511, 
358.0, 0.922856, 0.700876, 0.987637, 0.722403, 0.988126, 0.759859, 0.991968, 0.780922, 0.983755, 0.810588, 0.984629, 0.785678, 0.979320, 0.847809, 0.979320, 0.798514, 1.000000, 0.823676, 0.994012, 0.856673, 0.994012, 0.872238, 0.988537, 0.995536, 0.688110, 0.874520, 0.983511, 
359.0, 0.919470, 0.680851, 0.987637, 0.712083, 0.988126, 0.752336, 0.991968, 0.774011, 0.983755, 0.805290, 0.984629, 0.778962, 0.975847, 0.843673, 0.975847, 0.780157, 1.000000, 0.808135, 0.994012, 0.845964, 0.994012, 0.863931, 0.988537, 0.995536, 0.667258, 0.867687, 0.983511, 
360.0, 0.917777, 0.680851, 0.987637, 0.712083, 0.988126, 0.752336, 0.991968, 0.774011, 0.983755, 0.805290, 0.984629, 0.772247, 0.975847, 0.839537, 0.975847, 0.780157, 1.000000, 0.808135, 0.994012, 0.845964, 0.994012, 0.859778, 0.988537, 0.995536, 0.667258, 0.864271, 0.983511, 
368.0, 0.917777, 0.680851, 0.987637, 0.712083, 0.988126, 0.752336, 0.991968, 0.774011, 0.983755, 0.805290, 0.984629, 0.772247, 0.975847, 0.839537, 0.975847, 0.780157, 1.000000, 0.808135, 0.994012, 0.845964, 0.994012, 0.859778, 0.988537, 0.995536, 0.667258, 0.864271, 0.983511, 
369.0, 0.916080, 0.680851, 0.983487, 0.712083, 0.984142, 0.752336, 0.987935, 0.774011, 0.979656, 0.805290, 0.980753, 0.772247, 0.972362, 0.839537, 0.972362, 0.770979, 1.000000, 0.800364, 0.994012, 0.840610, 0.994012, 0.855624, 0.988537, 0.995536, 0.667258, 0.860855, 0.983511, 
370.0, 0.914384, 0.680851, 0.983487, 0.712083, 0.984142, 0.752336, 0.987935, 0.774011, 0.979656, 0.805290, 0.980753, 0.765532, 0.972362, 0.835402, 0.972362, 0.761801, 1.000000, 0.792594, 0.994012, 0.835256, 0.994012, 0.851471, 0.988537, 0.995536, 0.667258, 0.857439, 0.983511, 
371.0, 0.912687, 0.680851, 0.979337, 0.712083, 0.980157, 0.752336, 0.983903, 0.774011, 0.975557, 0.805290, 0.976876, 0.765532, 0.968877, 0.835402, 0.968877, 0.761801, 1.000000, 0.792594, 0.994012, 0.835256, 0.994012, 0.851471, 0.988537, 0.995536, 0.667258, 0.857439, 0.983511, 
372.0, 0.910991, 0.680851, 0.979337, 0.712083, 0.980157, 0.752336, 0.983903, 0.774011, 0.975557, 0.805290, 0.976876, 0.765532, 0.965392, 0.835402, 0.965392, 0.761801, 1.000000, 0.792594, 0.994012, 0.835256, 0.994012, 0.851471, 0.988537, 0.995536, 0.667258, 0.854023, 0.983511, 
374.0, 0.909294, 0.680851, 0.979337, 0.712083, 0.980157, 0.752336, 0.983903, 0.774011, 0.975557, 0.805290, 0.976876, 0.765532, 0.965392, 0.831266, 0.965392, 0.761801, 1.000000, 0.792594, 0.994012, 0.835256, 0.994012, 0.851471, 0.988537, 0.990969, 0.667258, 0.854023, 0.983511, 
377.0, 0.907598, 0.680851, 0.979337, 0.701763, 0.980157, 0.744813, 0.983903, 0.767100, 0.975557, 0.799992, 0.976876, 0.758817, 0.965392, 0.827130, 0.965392, 0.752622, 1.000000, 0.784823, 0.994012, 0.829902, 0.994012, 0.847317, 0.988537, 0.990969, 0.667258, 0.850607, 0.983511, 
379.0, 0.905901, 0.680851, 0.979337, 0.701763, 0.980157, 0.737289, 0.983903, 0.760190, 0.975557, 0.794695, 0.976876, 0.752102, 0.965392, 0.822995, 0.965392, 0.743444, 1.000000, 0.784823, 0.994012, 0.824547, 0.994012, 0.843164, 0.988537, 0.990969, 0.667258, 0.847191, 0.983511, 
385.0, 0.904205, 0.680851, 0.975188, 0.701763, 0.976173, 0.737289, 0.979871, 0.760190, 0.971458, 0.794695, 0.973000, 0.752102, 0.961907, 0.822995, 0.961907, 0.743444, 0.993377, 0.784823, 0.987760, 0.824547, 0.987760, 0.843164, 0.982618, 0.986402, 0.667258, 0.847191, 0.977891, 
392.0, 0.902509, 0.660826, 0.975188, 0.691442, 0.976173, 0.729766, 0.979871, 0.753279, 0.971458, 0.789397, 0.973000, 0.745386, 0.961907, 0.818859, 0.961907, 0.734266, 0.993377, 0.777053, 0.987760, 0.819193, 0.987760, 0.839010, 0.982618, 0.986402, 0.646406, 0.843775, 0.977891, 
403.0, 0.900812, 0.640801, 0.975188, 0.681122, 0.976173, 0.722242, 0.979871, 0.746368, 0.971458, 0.784099, 0.973000, 0.738671, 0.961907, 0.814723, 0.961907, 0.725087, 0.993377, 0.769282, 0.987760, 0.813839, 0.987760, 0.834857, 0.982618, 0.986402, 0.625555, 0.840359, 0.977891, 
410.0, 0.899116, 0.620776, 0.975188, 0.681122, 0.976173, 0.714719, 0.979871, 0.746368, 0.971458, 0.778801, 0.973000, 0.731956, 0.961907, 0.810588, 0.961907, 0.715909, 0.993377, 0.761512, 0.987760, 0.808485, 0.987760, 0.830703, 0.982618, 0.986402, 0.604703, 0.836943, 0.977891, 
415.0, 0.897419, 0.620776, 0.975188, 0.670802, 0.976173, 0.707196, 0.979871, 0.739457, 0.971458, 0.773503, 0.973000, 0.725241, 0.961907, 0.806452, 0.961907, 0.715909, 0.993377, 0.761512, 0.987760, 0.803131, 0.987760, 0.826549, 0.982618, 0.986402, 0.604703, 0.833526, 0.977891, 
417.0, 0.895723, 0.600751, 0.975188, 0.660482, 0.976173, 0.699672, 0.979871, 0.732546, 0.971458, 0.768205, 0.973000, 0.718526, 0.961907, 0.802316, 0.961907, 0.715909, 0.993377, 0.761512, 0.987760, 0.803131, 0.987760, 0.822396, 0.982618, 0.986402, 0.583851, 0.830110, 0.977891, 
420.0, 0.894026, 0.580726, 0.975188, 0.650162, 0.976173, 0.692149, 0.979871, 0.725636, 0.971458, 0.762907, 0.973000, 0.711810, 0.961907, 0.798181, 0.961907, 0.715909, 0.993377, 0.761512, 0.987760, 0.803131, 0.987760, 0.818242, 0.982618, 0.986402, 0.583851, 0.826694, 0.977891, 
