time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, r14_l, r14_r, r15_l, r15_r, r16_l, r16_r, 
11.0, 0.958427, 0.872180, 0.969496, 0.909653, 0.966045, 0.939839, 0.975820, 0.941253, 0.968910, 0.942751, 0.966121, 0.923887, 0.963306, 0.942114, 0.961328, 1.000000, 0.946998, 0.993939, 0.953175, 0.976588, 0.941253, 0.967072, 0.933248, 1.000000, 0.945963, 0.939784, 0.968667, 0.992366, 0.965374, 0.978857, 0.962642, 0.965557, 0.945708, 
12.0, 0.957094, 0.855724, 0.969496, 0.901944, 0.966045, 0.933028, 0.975820, 0.936220, 0.968910, 0.938241, 0.966121, 0.918288, 0.963306, 0.938156, 0.961328, 1.000000, 0.946998, 0.993939, 0.940955, 0.976588, 0.936220, 0.967072, 0.933248, 1.000000, 0.934834, 0.935662, 0.968667, 0.992366, 0.965374, 0.978857, 0.949807, 0.965557, 0.941429, 
13.0, 0.953078, 0.855724, 0.969496, 0.894235, 0.966045, 0.926218, 0.975820, 0.931186, 0.968910, 0.933730, 0.963429, 0.907089, 0.960784, 0.930205, 0.958838, 1.000000, 0.928429, 0.993939, 0.928734, 0.976588, 0.931186, 0.967072, 0.933248, 1.000000, 0.923571, 0.931540, 0.968667, 0.992366, 0.953601, 0.978857, 0.936796, 0.965557, 0.937130, 
15.0, 0.953078, 0.855724, 0.969496, 0.894235, 0.966045, 0.926218, 0.975820, 0.931186, 0.968910, 0.933730, 0.963429, 0.907089, 0.960784, 0.930205, 0.958838, 1.000000, 0.928429, 0.993939, 0.928734, 0.976588, 0.931186, 0.967072, 0.933248, 1.000000, 0.923571, 0.931540, 0.968667, 0.992366, 0.953601, 0.978857, 0.936796, 0.965557, 0.937130, 
16.0, 0.953078, 0.855724, 0.969496, 0.894235, 0.966045, 0.926218, 0.975820, 0.931186, 0.968910, 0.933730, 0.963429, 0.907089, 0.960784, 0.930205, 0.958838, 1.000000, 0.928429, 0.993939, 0.928734, 0.976588, 0.931186, 0.967072, 0.933248, 1.000000, 0.923571, 0.931540, 0.968667, 0.992366, 0.953601, 0.978857, 0.936796, 0.965557, 0.937130, 
17.0, 0.950379, 0.838610, 0.969496, 0.886391, 0.966045, 0.919306, 0.975820, 0.921010, 0.968910, 0.924576, 0.963429, 0.901420, 0.960784, 0.926179, 0.958838, 1.000000, 0.928429, 0.993939, 0.928734, 0.976588, 0.921010, 0.967072, 0.933248, 1.000000, 0.912169, 0.923223, 0.968667, 0.992366, 0.941681, 0.978857, 0.936796, 0.965557, 0.928413, 
18.0, 0.947671, 0.838610, 0.965555, 0.886391, 0.963332, 0.919306, 0.970764, 0.921010, 0.964805, 0.919998, 0.960700, 0.901420, 0.958236, 0.926179, 0.956321, 1.000000, 0.928429, 0.993939, 0.928734, 0.971655, 0.921010, 0.962716, 0.933248, 1.000000, 0.912169, 0.923223, 0.964527, 0.992366, 0.941681, 0.975232, 0.936796, 0.965557, 0.924054, 
19.0, 0.944944, 0.838610, 0.965555, 0.878477, 0.963332, 0.912341, 0.970764, 0.915893, 0.964805, 0.915398, 0.960700, 0.890009, 0.958236, 0.918090, 0.956321, 1.000000, 0.928429, 0.993939, 0.928734, 0.971655, 0.915893, 0.962716, 0.933248, 1.000000, 0.900623, 0.914868, 0.964527, 0.992366, 0.929761, 0.975232, 0.923413, 0.965557, 0.919675, 
20.0, 0.943576, 0.821139, 0.965555, 0.870563, 0.963332, 0.905377, 0.970764, 0.910776, 0.964805, 0.910798, 0.960700, 0.884304, 0.958236, 0.914045, 0.956321, 1.000000, 0.909087, 0.993939, 0.916184, 0.971655, 0.910776, 0.962716, 0.933248, 1.000000, 0.900623, 0.910690, 0.964527, 0.992366, 0.917841, 0.975232, 0.910030, 0.965557, 0.915295, 
21.0, 0.940841, 0.821139, 0.965555, 0.870563, 0.963332, 0.898413, 0.970764, 0.900543, 0.964805, 0.901598, 0.960700, 0.878599, 0.958236, 0.905956, 0.956321, 1.000000, 0.909087, 0.993939, 0.916184, 0.971655, 0.900543, 0.962716, 0.921582, 1.000000, 0.889076, 0.902335, 0.964527, 0.992366, 0.917841, 0.975232, 0.910030, 0.965557, 0.906537, 
22.0, 0.938106, 0.821139, 0.961565, 0.870563, 0.957811, 0.898413, 0.965655, 0.900543, 0.956523, 0.901598, 0.955147, 0.878599, 0.958236, 0.905956, 0.956321, 1.000000, 0.909087, 0.987527, 0.916184, 0.966673, 0.900543, 0.953924, 0.921582, 1.000000, 0.889076, 0.902335, 0.956176, 0.984165, 0.917841, 0.971552, 0.910030, 0.961900, 0.906537, 
23.0, 0.936735, 0.803668, 0.961565, 0.862648, 0.957811, 0.891448, 0.965655, 0.895426, 0.956523, 0.896998, 0.955147, 0.872894, 0.958236, 0.901912, 0.956321, 1.000000, 0.909087, 0.987527, 0.916184, 0.966673, 0.895426, 0.953924, 0.921582, 1.000000, 0.889076, 0.898158, 0.956176, 0.984165, 0.917841, 0.971552, 0.910030, 0.961900, 0.902157, 
24.0, 0.936735, 0.803668, 0.961565, 0.862648, 0.957811, 0.891448, 0.965655, 0.895426, 0.956523, 0.896998, 0.955147, 0.872894, 0.958236, 0.901912, 0.956321, 1.000000, 0.909087, 0.987527, 0.916184, 0.966673, 0.895426, 0.953924, 0.921582, 1.000000, 0.889076, 0.898158, 0.956176, 0.984165, 0.917841, 0.971552, 0.910030, 0.961900, 0.902157, 
25.0, 0.936735, 0.803668, 0.961565, 0.862648, 0.957811, 0.891448, 0.965655, 0.895426, 0.956523, 0.896998, 0.955147, 0.872894, 0.958236, 0.901912, 0.956321, 1.000000, 0.909087, 0.987527, 0.916184, 0.966673, 0.895426, 0.953924, 0.921582, 1.000000, 0.889076, 0.898158, 0.956176, 0.984165, 0.917841, 0.971552, 0.910030, 0.961900, 0.902157, 
27.0, 0.936735, 0.803668, 0.961565, 0.862648, 0.957811, 0.891448, 0.965655, 0.895426, 0.956523, 0.896998, 0.955147, 0.872894, 0.958236, 0.901912, 0.956321, 1.000000, 0.909087, 0.987527, 0.916184, 0.966673, 0.895426, 0.953924, 0.921582, 1.000000, 0.889076, 0.898158, 0.956176, 0.984165, 0.917841, 0.971552, 0.910030, 0.961900, 0.902157, 
28.0, 0.936735, 0.803668, 0.961565, 0.862648, 0.957811, 0.891448, 0.965655, 0.895426, 0.956523, 0.896998, 0.955147, 0.872894, 0.958236, 0.901912, 0.956321, 1.000000, 0.909087, 0.987527, 0.916184, 0.966673, 0.895426, 0.953924, 0.921582, 1.000000, 0.889076, 0.898158, 0.956176, 0.984165, 0.917841, 0.971552, 0.910030, 0.961900, 0.902157, 
29.0, 0.936735, 0.803668, 0.961565, 0.862648, 0.957811, 0.891448, 0.965655, 0.895426, 0.956523, 0.896998, 0.955147, 0.872894, 0.958236, 0.901912, 0.956321, 1.000000, 0.909087, 0.987527, 0.916184, 0.966673, 0.895426, 0.953924, 0.921582, 1.000000, 0.889076, 0.898158, 0.956176, 0.984165, 0.917841, 0.971552, 0.910030, 0.961900, 0.902157, 
30.0, 0.936735, 0.803668, 0.961565, 0.862648, 0.957811, 0.891448, 0.965655, 0.895426, 0.956523, 0.896998, 0.955147, 0.872894, 0.958236, 0.901912, 0.956321, 1.000000, 0.909087, 0.987527, 0.916184, 0.966673, 0.895426, 0.953924, 0.921582, 1.000000, 0.889076, 0.898158, 0.956176, 0.984165, 0.917841, 0.971552, 0.910030, 0.961900, 0.902157, 
31.0, 0.935339, 0.785808, 0.961565, 0.854661, 0.957811, 0.884373, 0.965655, 0.890250, 0.956523, 0.892351, 0.955147, 0.867151, 0.958236, 0.897831, 0.956321, 1.000000, 0.889324, 0.987527, 0.903459, 0.966673, 0.890250, 0.953924, 0.921582, 1.000000, 0.889076, 0.893921, 0.956176, 0.984165, 0.917841, 0.971552, 0.896448, 0.961900, 0.897735, 
32.0, 0.933943, 0.785808, 0.961565, 0.854661, 0.957811, 0.884373, 0.960378, 0.890250, 0.952272, 0.892351, 0.955147, 0.867151, 0.958236, 0.897831, 0.956321, 1.000000, 0.889324, 0.980943, 0.903459, 0.961585, 0.890250, 0.949403, 0.921582, 1.000000, 0.889076, 0.893921, 0.951889, 0.984165, 0.917841, 0.967771, 0.896448, 0.961900, 0.897735, 
33.0, 0.929755, 0.767949, 0.953276, 0.846673, 0.952144, 0.877298, 0.960378, 0.885074, 0.952272, 0.887703, 0.949410, 0.861408, 0.952882, 0.893750, 0.951037, 1.000000, 0.869561, 0.980943, 0.890734, 0.961585, 0.885074, 0.949403, 0.921582, 0.989474, 0.877378, 0.889684, 0.951889, 0.984165, 0.905765, 0.960211, 0.882865, 0.954296, 0.893312, 
34.0, 0.928357, 0.767949, 0.953276, 0.846673, 0.952144, 0.877298, 0.960378, 0.885074, 0.952272, 0.887703, 0.949410, 0.861408, 0.950198, 0.893750, 0.948388, 1.000000, 0.869561, 0.980943, 0.890734, 0.961585, 0.885074, 0.949403, 0.921582, 0.989474, 0.877378, 0.889684, 0.951889, 0.984165, 0.905765, 0.960211, 0.882865, 0.954296, 0.893312, 
35.0, 0.928357, 0.767949, 0.953276, 0.846673, 0.952144, 0.877298, 0.960378, 0.885074, 0.952272, 0.887703, 0.949410, 0.861408, 0.950198, 0.893750, 0.948388, 1.000000, 0.869561, 0.980943, 0.890734, 0.961585, 0.885074, 0.949403, 0.921582, 0.989474, 0.877378, 0.889684, 0.951889, 0.984165, 0.905765, 0.960211, 0.882865, 0.954296, 0.893312, 
37.0, 0.926956, 0.767949, 0.953276, 0.838686, 0.952144, 0.870223, 0.960378, 0.879898, 0.952272, 0.883055, 0.949410, 0.855666, 0.950198, 0.889669, 0.948388, 1.000000, 0.869561, 0.980943, 0.878010, 0.961585, 0.879898, 0.949403, 0.909917, 0.989474, 0.865679, 0.885448, 0.951889, 0.984165, 0.893688, 0.960211, 0.869283, 0.954296, 0.888890, 
38.0, 0.925556, 0.767949, 0.949131, 0.838686, 0.949301, 0.870223, 0.960378, 0.879898, 0.952272, 0.883055, 0.949410, 0.855666, 0.950198, 0.889669, 0.948388, 1.000000, 0.869561, 0.980943, 0.878010, 0.961585, 0.879898, 0.949403, 0.898251, 0.989474, 0.865679, 0.885448, 0.951889, 0.984165, 0.893688, 0.960211, 0.869283, 0.954296, 0.888890, 
39.0, 0.925556, 0.767949, 0.949131, 0.838686, 0.949301, 0.870223, 0.960378, 0.879898, 0.952272, 0.883055, 0.949410, 0.855666, 0.950198, 0.889669, 0.948388, 1.000000, 0.869561, 0.980943, 0.878010, 0.961585, 0.879898, 0.949403, 0.898251, 0.989474, 0.865679, 0.885448, 0.951889, 0.984165, 0.893688, 0.960211, 0.869283, 0.954296, 0.888890, 
40.0, 0.922747, 0.767949, 0.944987, 0.838686, 0.943600, 0.870223, 0.955043, 0.879898, 0.943693, 0.883055, 0.943621, 0.855666, 0.944799, 0.889669, 0.943060, 0.987805, 0.869561, 0.974270, 0.878010, 0.956443, 0.879898, 0.944839, 0.898251, 0.989474, 0.865679, 0.885448, 0.943235, 0.984165, 0.893688, 0.956400, 0.869283, 0.950494, 0.888890, 
41.0, 0.918508, 0.750090, 0.940842, 0.830698, 0.940740, 0.863031, 0.955043, 0.874661, 0.943693, 0.878383, 0.940718, 0.844103, 0.942092, 0.881354, 0.940389, 0.987805, 0.869561, 0.974270, 0.865098, 0.956443, 0.874661, 0.944839, 0.886432, 0.989474, 0.853821, 0.881150, 0.943235, 0.984165, 0.881611, 0.948780, 0.855485, 0.946676, 0.884423, 
42.0, 0.915677, 0.750090, 0.936697, 0.830698, 0.935022, 0.863031, 0.955043, 0.874661, 0.939404, 0.878383, 0.934911, 0.844103, 0.936678, 0.881354, 0.935046, 0.987805, 0.869561, 0.974270, 0.865098, 0.951300, 0.874661, 0.940274, 0.886432, 0.989474, 0.853821, 0.881150, 0.938908, 0.984165, 0.881611, 0.948780, 0.855485, 0.942859, 0.884423, 
43.0, 0.912834, 0.750090, 0.936697, 0.830698, 0.932153, 0.863031, 0.955043, 0.874661, 0.935075, 0.878383, 0.931998, 0.844103, 0.933955, 0.881354, 0.932359, 0.987805, 0.869561, 0.974270, 0.865098, 0.951300, 0.874661, 0.940274, 0.886432, 0.989474, 0.853821, 0.881150, 0.934541, 0.975218, 0.881611, 0.944954, 0.855485, 0.942859, 0.884423, 
44.0, 0.911409, 0.750090, 0.936697, 0.830698, 0.932153, 0.863031, 0.955043, 0.874661, 0.935075, 0.878383, 0.931998, 0.838321, 0.933955, 0.877157, 0.932359, 0.987805, 0.869561, 0.974270, 0.865098, 0.951300, 0.874661, 0.940274, 0.886432, 0.989474, 0.853821, 0.881150, 0.934541, 0.975218, 0.881611, 0.941113, 0.855485, 0.942859, 0.884423, 
45.0, 0.908561, 0.750090, 0.932516, 0.830698, 0.926399, 0.863031, 0.949677, 0.874661, 0.930745, 0.878383, 0.926155, 0.838321, 0.928493, 0.877157, 0.926969, 0.987805, 0.869561, 0.967505, 0.865098, 0.946102, 0.874661, 0.935665, 0.886432, 0.978600, 0.853821, 0.881150, 0.930174, 0.966188, 0.881611, 0.937271, 0.855485, 0.939011, 0.884423, 
46.0, 0.907135, 0.750090, 0.932516, 0.830698, 0.926399, 0.863031, 0.949677, 0.874661, 0.930745, 0.878383, 0.923234, 0.838321, 0.925762, 0.877157, 0.924275, 0.987805, 0.869561, 0.967505, 0.865098, 0.946102, 0.874661, 0.935665, 0.886432, 0.978600, 0.853821, 0.881150, 0.930174, 0.966188, 0.881611, 0.937271, 0.855485, 0.935162, 0.884423, 
47.0, 0.905709, 0.750090, 0.932516, 0.830698, 0.926399, 0.863031, 0.949677, 0.874661, 0.930745, 0.878383, 0.923234, 0.838321, 0.923032, 0.877157, 0.921580, 0.987805, 0.869561, 0.967505, 0.865098, 0.946102, 0.874661, 0.935665, 0.886432, 0.978600, 0.853821, 0.881150, 0.930174, 0.966188, 0.881611, 0.937271, 0.855485, 0.935162, 0.884423, 
49.0, 0.904278, 0.750090, 0.928315, 0.830698, 0.923513, 0.863031, 0.949677, 0.874661, 0.930745, 0.878383, 0.920303, 0.838321, 0.920301, 0.877157, 0.918885, 0.987805, 0.869561, 0.967505, 0.865098, 0.946102, 0.874661, 0.935665, 0.874613, 0.978600, 0.853821, 0.881150, 0.930174, 0.957073, 0.881611, 0.937271, 0.855485, 0.931298, 0.884423, 
50.0, 0.902838, 0.750090, 0.928315, 0.830698, 0.920609, 0.863031, 0.949677, 0.874661, 0.930745, 0.878383, 0.917353, 0.838321, 0.917554, 0.877157, 0.916175, 0.987805, 0.869561, 0.967505, 0.865098, 0.946102, 0.874661, 0.935665, 0.874613, 0.978600, 0.853821, 0.881150, 0.930174, 0.957073, 0.881611, 0.937271, 0.855485, 0.931298, 0.884423, 
51.0, 0.901389, 0.750090, 0.928315, 0.822474, 0.920609, 0.863031, 0.949677, 0.869295, 0.930745, 0.873583, 0.917353, 0.832375, 0.917554, 0.872857, 0.916175, 0.987805, 0.849339, 0.967505, 0.851990, 0.946102, 0.869295, 0.935665, 0.874613, 0.978600, 0.841623, 0.876722, 0.930174, 0.957073, 0.869016, 0.937271, 0.855485, 0.931298, 0.879841, 
53.0, 0.901389, 0.750090, 0.928315, 0.822474, 0.920609, 0.863031, 0.949677, 0.869295, 0.930745, 0.873583, 0.917353, 0.832375, 0.917554, 0.872857, 0.916175, 0.987805, 0.849339, 0.967505, 0.851990, 0.946102, 0.869295, 0.935665, 0.874613, 0.978600, 0.841623, 0.876722, 0.930174, 0.957073, 0.869016, 0.937271, 0.855485, 0.931298, 0.879841, 
54.0, 0.898476, 0.750090, 0.924057, 0.822474, 0.917659, 0.863031, 0.949677, 0.869295, 0.930745, 0.873583, 0.911338, 0.832375, 0.911959, 0.872857, 0.910656, 0.987805, 0.849339, 0.967505, 0.851990, 0.946102, 0.869295, 0.935665, 0.874613, 0.978600, 0.841623, 0.876722, 0.930174, 0.957073, 0.869016, 0.933366, 0.855485, 0.923439, 0.879841, 
55.0, 0.895559, 0.731795, 0.924057, 0.805858, 0.917659, 0.848022, 0.949677, 0.858496, 0.930745, 0.863930, 0.911338, 0.820399, 0.911959, 0.864215, 0.910656, 0.987805, 0.829117, 0.967505, 0.838883, 0.946102, 0.858496, 0.935665, 0.874613, 0.978600, 0.829426, 0.867821, 0.930174, 0.957073, 0.856422, 0.933366, 0.841227, 0.923439, 0.870628, 
57.0, 0.894098, 0.731795, 0.919779, 0.805858, 0.914698, 0.848022, 0.944219, 0.858496, 0.926313, 0.863930, 0.908320, 0.820399, 0.909153, 0.864215, 0.907888, 0.974976, 0.829117, 0.960594, 0.838883, 0.940757, 0.858496, 0.930939, 0.874613, 0.967221, 0.829426, 0.867821, 0.925702, 0.957073, 0.856422, 0.929444, 0.841227, 0.919510, 0.870628, 
58.0, 0.891172, 0.713500, 0.919779, 0.797550, 0.911729, 0.840517, 0.944219, 0.853097, 0.926313, 0.859104, 0.905292, 0.814411, 0.906338, 0.859894, 0.905111, 0.974976, 0.829117, 0.960594, 0.838883, 0.940757, 0.853097, 0.930939, 0.874613, 0.967221, 0.829426, 0.863348, 0.925702, 0.957073, 0.856422, 0.925506, 0.841227, 0.919510, 0.866021, 
59.0, 0.891172, 0.713500, 0.919779, 0.797550, 0.911729, 0.840517, 0.944219, 0.853097, 0.926313, 0.859104, 0.905292, 0.814411, 0.906338, 0.859894, 0.905111, 0.974976, 0.829117, 0.960594, 0.838883, 0.940757, 0.853097, 0.930939, 0.874613, 0.967221, 0.829426, 0.863348, 0.925702, 0.957073, 0.856422, 0.925506, 0.841227, 0.919510, 0.866021, 
60.0, 0.889703, 0.713500, 0.919779, 0.797550, 0.911729, 0.840517, 0.944219, 0.847697, 0.926313, 0.854278, 0.905292, 0.808422, 0.906338, 0.855573, 0.905111, 0.974976, 0.808894, 0.960594, 0.825775, 0.940757, 0.847697, 0.930939, 0.874613, 0.967221, 0.817046, 0.858851, 0.925702, 0.957073, 0.843828, 0.925506, 0.841227, 0.919510, 0.861415, 
61.0, 0.889703, 0.713500, 0.919779, 0.797550, 0.911729, 0.840517, 0.944219, 0.847697, 0.926313, 0.854278, 0.905292, 0.808422, 0.906338, 0.855573, 0.905111, 0.974976, 0.808894, 0.960594, 0.825775, 0.940757, 0.847697, 0.930939, 0.874613, 0.967221, 0.817046, 0.858851, 0.925702, 0.957073, 0.843828, 0.925506, 0.841227, 0.919510, 0.861415, 
62.0, 0.886757, 0.713500, 0.919779, 0.789242, 0.908730, 0.840517, 0.944219, 0.842298, 0.921838, 0.849424, 0.902234, 0.802434, 0.903497, 0.851252, 0.902309, 0.974976, 0.808894, 0.960594, 0.812668, 0.935350, 0.842298, 0.926165, 0.861938, 0.967221, 0.817046, 0.854354, 0.921187, 0.957073, 0.843828, 0.925506, 0.841227, 0.919510, 0.856784, 
63.0, 0.886757, 0.713500, 0.919779, 0.789242, 0.908730, 0.840517, 0.944219, 0.842298, 0.921838, 0.849424, 0.902234, 0.802434, 0.903497, 0.851252, 0.902309, 0.974976, 0.808894, 0.960594, 0.812668, 0.935350, 0.842298, 0.926165, 0.861938, 0.967221, 0.817046, 0.854354, 0.921187, 0.957073, 0.843828, 0.925506, 0.841227, 0.919510, 0.856784, 
64.0, 0.886757, 0.713500, 0.919779, 0.789242, 0.908730, 0.840517, 0.944219, 0.842298, 0.921838, 0.849424, 0.902234, 0.802434, 0.903497, 0.851252, 0.902309, 0.974976, 0.808894, 0.960594, 0.812668, 0.935350, 0.842298, 0.926165, 0.861938, 0.967221, 0.817046, 0.854354, 0.921187, 0.957073, 0.843828, 0.925506, 0.841227, 0.919510, 0.856784, 
65.0, 0.885272, 0.713500, 0.919779, 0.789242, 0.908730, 0.833013, 0.944219, 0.836864, 0.921838, 0.844542, 0.902234, 0.802434, 0.903497, 0.846909, 0.902309, 0.974976, 0.788672, 0.960594, 0.799345, 0.935350, 0.836864, 0.926165, 0.861938, 0.967221, 0.804476, 0.849834, 0.921187, 0.957073, 0.831042, 0.925506, 0.826968, 0.919510, 0.852102, 
66.0, 0.883784, 0.713500, 0.919779, 0.789242, 0.905700, 0.833013, 0.938665, 0.836864, 0.917297, 0.844542, 0.899144, 0.802434, 0.900619, 0.846909, 0.899472, 0.974976, 0.788672, 0.953478, 0.799345, 0.929848, 0.836864, 0.921342, 0.861938, 0.967221, 0.804476, 0.849834, 0.916604, 0.947503, 0.831042, 0.921534, 0.826968, 0.915529, 0.852102, 
68.0, 0.880804, 0.713500, 0.919779, 0.780846, 0.905700, 0.825508, 0.938665, 0.825996, 0.917297, 0.834779, 0.899144, 0.796355, 0.900619, 0.842543, 0.899472, 0.974976, 0.788672, 0.953478, 0.799345, 0.929848, 0.825996, 0.921342, 0.861938, 0.967221, 0.791907, 0.845314, 0.916604, 0.947503, 0.818257, 0.921534, 0.826968, 0.915529, 0.842738, 
69.0, 0.879313, 0.713500, 0.919779, 0.780846, 0.905700, 0.818003, 0.938665, 0.820561, 0.917297, 0.829897, 0.899144, 0.796355, 0.900619, 0.838178, 0.899472, 0.974976, 0.788672, 0.953478, 0.799345, 0.929848, 0.820561, 0.921342, 0.861938, 0.967221, 0.791907, 0.840793, 0.916604, 0.947503, 0.818257, 0.921534, 0.826968, 0.915529, 0.838056, 
70.0, 0.877823, 0.713500, 0.919779, 0.780846, 0.905700, 0.818003, 0.938665, 0.820561, 0.917297, 0.829897, 0.899144, 0.790276, 0.900619, 0.833812, 0.899472, 0.974976, 0.788672, 0.953478, 0.799345, 0.929848, 0.820561, 0.921342, 0.861938, 0.967221, 0.791907, 0.836273, 0.916604, 0.947503, 0.818257, 0.921534, 0.826968, 0.915529, 0.838056, 
71.0, 0.876330, 0.713500, 0.915357, 0.780846, 0.902661, 0.818003, 0.933111, 0.820561, 0.912756, 0.829897, 0.896043, 0.790276, 0.897733, 0.833812, 0.896625, 0.974976, 0.788672, 0.946363, 0.799345, 0.924346, 0.820561, 0.916518, 0.861938, 0.967221, 0.791907, 0.836273, 0.912021, 0.947503, 0.818257, 0.917545, 0.826968, 0.911531, 0.838056, 
72.0, 0.876330, 0.713500, 0.915357, 0.780846, 0.902661, 0.818003, 0.933111, 0.820561, 0.912756, 0.829897, 0.896043, 0.790276, 0.897733, 0.833812, 0.896625, 0.974976, 0.788672, 0.946363, 0.799345, 0.924346, 0.820561, 0.916518, 0.861938, 0.967221, 0.791907, 0.836273, 0.912021, 0.947503, 0.818257, 0.917545, 0.826968, 0.911531, 0.838056, 
73.0, 0.876330, 0.713500, 0.915357, 0.780846, 0.902661, 0.818003, 0.933111, 0.820561, 0.912756, 0.829897, 0.896043, 0.790276, 0.897733, 0.833812, 0.896625, 0.974976, 0.788672, 0.946363, 0.799345, 0.924346, 0.820561, 0.916518, 0.861938, 0.967221, 0.791907, 0.836273, 0.912021, 0.947503, 0.818257, 0.917545, 0.826968, 0.911531, 0.838056, 
