time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, 
1.2, 0.857510, 0.740741, 0.895372, 0.731884, 0.895372, 0.757396, 0.894000, 0.783251, 0.896247, 0.770833, 0.896247, 0.792115, 0.896247, 0.777778, 0.896247, 0.875000, 0.917647, 0.900901, 0.740741, 0.896739, 0.740741, 0.931034, 0.743243, 
1.3, 0.852375, 0.740741, 0.889336, 0.731884, 0.889336, 0.757396, 0.888000, 0.778325, 0.894040, 0.765625, 0.894040, 0.788530, 0.894040, 0.764957, 0.894040, 0.854167, 0.905882, 0.900901, 0.740741, 0.896739, 0.740741, 0.931034, 0.743243, 
1.4, 0.842105, 0.740741, 0.877264, 0.731884, 0.877264, 0.751479, 0.876000, 0.773399, 0.880795, 0.760417, 0.880795, 0.781362, 0.880795, 0.756410, 0.880795, 0.854167, 0.905882, 0.885886, 0.740741, 0.880435, 0.740741, 0.931034, 0.743243, 
1.5, 0.829268, 0.685185, 0.871227, 0.688406, 0.871227, 0.710059, 0.870000, 0.738916, 0.874172, 0.729167, 0.874172, 0.756272, 0.874172, 0.730769, 0.874172, 0.854167, 0.905882, 0.876877, 0.685185, 0.872283, 0.685185, 0.931034, 0.662162, 
1.6, 0.822850, 0.675926, 0.865191, 0.681159, 0.865191, 0.704142, 0.864000, 0.729064, 0.867550, 0.723958, 0.867550, 0.749104, 0.867550, 0.726496, 0.867550, 0.854167, 0.905882, 0.867868, 0.675926, 0.864130, 0.675926, 0.931034, 0.648649, 
1.7, 0.812580, 0.675926, 0.855131, 0.673913, 0.855131, 0.692308, 0.854000, 0.719212, 0.858720, 0.713542, 0.858720, 0.738351, 0.858720, 0.713675, 0.858720, 0.833333, 0.894118, 0.858859, 0.675926, 0.853261, 0.675926, 0.931034, 0.648649, 
1.8, 0.811297, 0.675926, 0.853119, 0.673913, 0.853119, 0.692308, 0.852000, 0.719212, 0.856512, 0.713542, 0.856512, 0.738351, 0.856512, 0.713675, 0.856512, 0.833333, 0.894118, 0.858859, 0.675926, 0.853261, 0.675926, 0.913793, 0.648649, 
1.9, 0.806154, 0.657407, 0.849085, 0.659420, 0.849085, 0.680473, 0.847991, 0.709360, 0.852086, 0.703125, 0.852086, 0.731183, 0.852086, 0.705128, 0.852086, 0.833333, 0.894118, 0.855845, 0.657407, 0.850535, 0.657407, 0.896552, 0.635135, 
2.0, 0.799725, 0.657407, 0.841018, 0.659420, 0.841018, 0.674556, 0.839972, 0.704433, 0.843233, 0.697917, 0.843233, 0.727599, 0.843233, 0.700855, 0.843233, 0.833333, 0.894118, 0.843791, 0.657407, 0.839631, 0.657407, 0.896552, 0.635135, 
2.1, 0.790725, 0.638889, 0.832950, 0.644928, 0.832950, 0.662722, 0.831953, 0.694581, 0.834380, 0.692708, 0.834380, 0.716846, 0.834380, 0.692308, 0.834380, 0.833333, 0.894118, 0.837764, 0.638889, 0.828726, 0.638889, 0.896552, 0.621622, 
2.2, 0.788153, 0.638889, 0.830934, 0.644928, 0.830934, 0.662722, 0.829948, 0.694581, 0.832167, 0.687500, 0.832167, 0.713262, 0.832167, 0.688034, 0.832167, 0.833333, 0.894118, 0.834751, 0.638889, 0.826000, 0.638889, 0.896552, 0.621622, 
2.3, 0.784296, 0.638889, 0.824883, 0.644928, 0.824883, 0.662722, 0.823934, 0.694581, 0.825527, 0.687500, 0.825527, 0.713262, 0.825527, 0.688034, 0.825527, 0.833333, 0.882353, 0.834751, 0.638889, 0.823274, 0.638889, 0.879310, 0.621622, 
2.4, 0.780439, 0.629630, 0.820849, 0.637681, 0.820849, 0.656805, 0.819925, 0.689655, 0.821101, 0.682292, 0.821101, 0.709677, 0.821101, 0.683761, 0.821101, 0.833333, 0.882353, 0.828723, 0.629630, 0.817822, 0.629630, 0.879310, 0.621622, 
2.5, 0.772725, 0.620370, 0.812782, 0.630435, 0.812782, 0.650888, 0.811906, 0.684729, 0.812248, 0.671875, 0.812248, 0.702509, 0.812248, 0.679487, 0.812248, 0.833333, 0.882353, 0.816669, 0.620370, 0.806918, 0.620370, 0.879310, 0.621622, 
2.6, 0.770153, 0.620370, 0.808748, 0.630435, 0.808748, 0.650888, 0.807896, 0.684729, 0.807822, 0.671875, 0.807822, 0.702509, 0.807822, 0.679487, 0.807822, 0.833333, 0.870588, 0.813656, 0.620370, 0.804192, 0.620370, 0.862069, 0.621622, 
2.7, 0.759867, 0.601852, 0.800681, 0.615942, 0.800681, 0.639053, 0.799878, 0.669951, 0.798969, 0.656250, 0.798969, 0.688172, 0.798969, 0.662393, 0.798969, 0.833333, 0.870588, 0.801602, 0.601852, 0.793287, 0.601852, 0.862069, 0.594595, 
2.8, 0.757296, 0.601852, 0.796647, 0.615942, 0.796647, 0.639053, 0.795868, 0.669951, 0.794542, 0.656250, 0.794542, 0.688172, 0.794542, 0.662393, 0.794542, 0.833333, 0.870588, 0.801602, 0.601852, 0.790561, 0.601852, 0.862069, 0.594595, 
2.9, 0.750867, 0.583333, 0.792614, 0.601449, 0.792614, 0.627219, 0.791859, 0.660099, 0.790116, 0.640625, 0.790116, 0.677419, 0.790116, 0.649573, 0.790116, 0.833333, 0.870588, 0.798588, 0.583333, 0.785109, 0.583333, 0.862069, 0.581081, 
3.0, 0.741867, 0.564815, 0.782530, 0.586957, 0.782530, 0.615385, 0.781835, 0.650246, 0.781263, 0.630208, 0.781263, 0.670251, 0.781263, 0.641026, 0.781263, 0.812500, 0.870588, 0.789547, 0.564815, 0.776931, 0.564815, 0.844828, 0.554054, 
3.1, 0.740581, 0.564815, 0.780513, 0.586957, 0.780513, 0.615385, 0.779831, 0.650246, 0.779050, 0.630208, 0.779050, 0.670251, 0.779050, 0.641026, 0.779050, 0.812500, 0.870588, 0.789547, 0.564815, 0.774205, 0.564815, 0.844828, 0.554054, 
3.2, 0.736724, 0.555556, 0.780513, 0.579710, 0.780513, 0.609467, 0.779831, 0.640394, 0.779050, 0.619792, 0.779050, 0.659498, 0.779050, 0.632479, 0.779050, 0.812500, 0.870588, 0.789547, 0.555556, 0.774205, 0.555556, 0.844828, 0.554054, 
3.3, 0.730295, 0.555556, 0.774462, 0.579710, 0.774462, 0.609467, 0.773816, 0.640394, 0.772410, 0.614583, 0.772410, 0.652330, 0.772410, 0.623932, 0.772410, 0.812500, 0.870588, 0.780507, 0.555556, 0.766027, 0.555556, 0.844828, 0.554054, 
3.4, 0.727724, 0.546296, 0.772446, 0.572464, 0.772446, 0.603550, 0.771812, 0.635468, 0.770197, 0.609375, 0.770197, 0.648746, 0.770197, 0.619658, 0.770197, 0.812500, 0.858824, 0.780507, 0.546296, 0.766027, 0.546296, 0.827586, 0.554054, 
3.5, 0.722581, 0.537037, 0.768412, 0.565217, 0.768412, 0.597633, 0.767802, 0.630542, 0.765771, 0.598958, 0.765771, 0.641577, 0.765771, 0.611111, 0.765771, 0.812500, 0.858824, 0.774480, 0.537037, 0.760574, 0.537037, 0.827586, 0.554054, 
3.6, 0.721295, 0.537037, 0.766395, 0.565217, 0.766395, 0.597633, 0.765798, 0.630542, 0.765771, 0.598958, 0.765771, 0.641577, 0.765771, 0.611111, 0.765771, 0.791667, 0.858824, 0.774480, 0.537037, 0.760574, 0.537037, 0.827586, 0.554054, 
3.7, 0.716152, 0.527778, 0.762361, 0.557971, 0.762361, 0.591716, 0.761788, 0.620690, 0.763557, 0.588542, 0.763557, 0.634409, 0.763557, 0.602564, 0.763557, 0.791667, 0.858824, 0.771466, 0.527778, 0.757848, 0.527778, 0.827586, 0.540541, 
3.8, 0.713581, 0.527778, 0.758328, 0.557971, 0.758328, 0.591716, 0.757779, 0.620690, 0.761344, 0.588542, 0.761344, 0.634409, 0.761344, 0.602564, 0.761344, 0.791667, 0.847059, 0.771466, 0.527778, 0.757848, 0.527778, 0.827586, 0.540541, 
3.9, 0.713581, 0.527778, 0.758328, 0.557971, 0.758328, 0.591716, 0.757779, 0.620690, 0.761344, 0.588542, 0.761344, 0.634409, 0.761344, 0.602564, 0.761344, 0.791667, 0.847059, 0.771466, 0.527778, 0.757848, 0.527778, 0.827586, 0.540541, 
4.0, 0.708429, 0.518519, 0.752261, 0.550725, 0.752261, 0.585799, 0.751749, 0.615764, 0.754685, 0.583333, 0.754685, 0.630824, 0.754685, 0.602564, 0.754685, 0.791667, 0.847059, 0.765415, 0.518519, 0.752376, 0.518519, 0.810345, 0.540541, 
4.1, 0.703277, 0.500000, 0.748217, 0.536232, 0.748217, 0.573964, 0.747729, 0.605911, 0.750246, 0.572917, 0.750246, 0.623656, 0.750246, 0.594017, 0.750246, 0.791667, 0.847059, 0.759365, 0.500000, 0.746905, 0.500000, 0.810345, 0.527027, 
4.2, 0.701988, 0.500000, 0.748217, 0.536232, 0.748217, 0.568047, 0.747729, 0.600985, 0.750246, 0.572917, 0.750246, 0.620072, 0.750246, 0.594017, 0.750246, 0.791667, 0.847059, 0.759365, 0.500000, 0.746905, 0.500000, 0.810345, 0.527027, 
4.3, 0.698124, 0.490741, 0.746195, 0.521739, 0.746195, 0.556213, 0.745719, 0.591133, 0.750246, 0.567708, 0.750246, 0.612903, 0.750246, 0.585470, 0.750246, 0.770833, 0.847059, 0.759365, 0.490741, 0.746905, 0.490741, 0.810345, 0.513514, 
4.4, 0.696836, 0.490741, 0.744172, 0.521739, 0.744172, 0.556213, 0.743709, 0.591133, 0.750246, 0.567708, 0.750246, 0.612903, 0.750246, 0.581197, 0.750246, 0.750000, 0.847059, 0.759365, 0.490741, 0.746905, 0.490741, 0.810345, 0.513514, 
4.5, 0.695548, 0.490741, 0.744172, 0.521739, 0.744172, 0.556213, 0.743709, 0.591133, 0.750246, 0.567708, 0.750246, 0.609319, 0.750246, 0.581197, 0.750246, 0.750000, 0.847059, 0.759365, 0.490741, 0.746905, 0.490741, 0.810345, 0.513514, 
4.7, 0.694260, 0.490741, 0.742150, 0.521739, 0.742150, 0.556213, 0.741699, 0.591133, 0.748026, 0.567708, 0.748026, 0.609319, 0.748026, 0.581197, 0.748026, 0.729167, 0.835294, 0.759365, 0.490741, 0.746905, 0.490741, 0.793103, 0.513514, 
4.8, 0.692972, 0.481481, 0.742150, 0.514493, 0.742150, 0.550296, 0.741699, 0.586207, 0.748026, 0.567708, 0.748026, 0.605735, 0.748026, 0.581197, 0.748026, 0.729167, 0.835294, 0.759365, 0.481481, 0.746905, 0.481481, 0.793103, 0.500000, 
4.9, 0.691684, 0.481481, 0.740128, 0.514493, 0.740128, 0.550296, 0.739689, 0.586207, 0.745806, 0.567708, 0.745806, 0.605735, 0.745806, 0.581197, 0.745806, 0.729167, 0.835294, 0.756339, 0.481481, 0.744169, 0.481481, 0.793103, 0.500000, 
5.0, 0.690396, 0.481481, 0.738106, 0.514493, 0.738106, 0.550296, 0.737679, 0.586207, 0.745806, 0.567708, 0.745806, 0.605735, 0.745806, 0.581197, 0.745806, 0.708333, 0.835294, 0.756339, 0.481481, 0.744169, 0.481481, 0.793103, 0.500000, 
5.1, 0.686532, 0.481481, 0.732039, 0.514493, 0.732039, 0.550296, 0.731649, 0.586207, 0.739148, 0.567708, 0.739148, 0.605735, 0.739148, 0.581197, 0.739148, 0.708333, 0.835294, 0.747263, 0.481481, 0.735961, 0.481481, 0.793103, 0.500000, 
5.3, 0.681380, 0.462963, 0.730017, 0.500000, 0.730017, 0.538462, 0.729638, 0.571429, 0.736928, 0.557292, 0.736928, 0.594982, 0.736928, 0.572650, 0.736928, 0.708333, 0.835294, 0.744238, 0.462963, 0.733225, 0.462963, 0.793103, 0.472973, 
5.4, 0.676227, 0.444444, 0.727995, 0.485507, 0.727995, 0.526627, 0.727628, 0.556650, 0.734708, 0.541667, 0.734708, 0.584229, 0.734708, 0.559829, 0.734708, 0.708333, 0.835294, 0.741213, 0.444444, 0.730489, 0.444444, 0.793103, 0.445946, 
5.5, 0.674939, 0.444444, 0.727995, 0.485507, 0.727995, 0.526627, 0.727628, 0.556650, 0.734708, 0.536458, 0.734708, 0.580645, 0.734708, 0.559829, 0.734708, 0.708333, 0.835294, 0.741213, 0.444444, 0.730489, 0.444444, 0.793103, 0.445946, 
5.6, 0.673651, 0.444444, 0.725972, 0.485507, 0.725972, 0.526627, 0.725618, 0.556650, 0.732489, 0.536458, 0.732489, 0.580645, 0.732489, 0.559829, 0.732489, 0.708333, 0.835294, 0.738187, 0.444444, 0.727753, 0.444444, 0.793103, 0.445946, 
5.7, 0.671075, 0.435185, 0.723950, 0.478261, 0.723950, 0.520710, 0.723608, 0.551724, 0.730269, 0.531250, 0.730269, 0.577061, 0.730269, 0.555556, 0.730269, 0.687500, 0.823529, 0.738187, 0.435185, 0.727753, 0.435185, 0.775862, 0.432432, 
5.9, 0.671075, 0.435185, 0.723950, 0.478261, 0.723950, 0.520710, 0.723608, 0.551724, 0.730269, 0.531250, 0.730269, 0.577061, 0.730269, 0.555556, 0.730269, 0.687500, 0.823529, 0.738187, 0.435185, 0.727753, 0.435185, 0.775862, 0.432432, 
6.0, 0.667196, 0.416667, 0.721917, 0.463768, 0.721917, 0.508876, 0.721587, 0.541872, 0.728036, 0.520833, 0.728036, 0.569892, 0.728036, 0.547009, 0.728036, 0.687500, 0.823529, 0.735137, 0.416667, 0.724997, 0.416667, 0.775862, 0.405405, 
6.1, 0.663310, 0.407407, 0.717838, 0.456522, 0.717838, 0.502959, 0.717533, 0.536946, 0.723555, 0.515625, 0.723555, 0.566308, 0.723555, 0.542735, 0.723555, 0.687500, 0.811765, 0.732087, 0.407407, 0.722240, 0.407407, 0.758229, 0.405405, 
6.2, 0.663310, 0.407407, 0.717838, 0.456522, 0.717838, 0.502959, 0.717533, 0.536946, 0.723555, 0.515625, 0.723555, 0.566308, 0.723555, 0.542735, 0.723555, 0.687500, 0.811765, 0.732087, 0.407407, 0.722240, 0.407407, 0.758229, 0.405405, 
6.3, 0.662012, 0.407407, 0.717838, 0.456522, 0.717838, 0.502959, 0.717533, 0.536946, 0.723555, 0.515625, 0.723555, 0.562724, 0.723555, 0.538462, 0.723555, 0.687500, 0.811765, 0.732087, 0.407407, 0.722240, 0.407407, 0.758229, 0.405405, 
6.4, 0.659415, 0.388889, 0.717838, 0.442029, 0.717838, 0.491124, 0.717533, 0.527094, 0.723555, 0.505208, 0.723555, 0.555556, 0.723555, 0.529915, 0.723555, 0.687500, 0.811765, 0.732087, 0.388889, 0.722240, 0.388889, 0.758229, 0.378378, 
6.5, 0.656819, 0.388889, 0.715793, 0.442029, 0.715793, 0.485207, 0.715501, 0.522167, 0.721308, 0.500000, 0.721308, 0.551971, 0.721308, 0.525641, 0.721308, 0.687500, 0.800000, 0.729023, 0.388889, 0.719473, 0.388889, 0.758229, 0.378378, 
6.6, 0.655519, 0.388889, 0.713742, 0.442029, 0.713742, 0.485207, 0.713462, 0.522167, 0.719054, 0.500000, 0.719054, 0.551971, 0.719054, 0.525641, 0.719054, 0.687500, 0.800000, 0.725947, 0.388889, 0.716695, 0.388889, 0.758229, 0.378378, 
6.8, 0.651609, 0.379630, 0.713742, 0.434783, 0.713742, 0.479290, 0.713462, 0.517241, 0.719054, 0.494792, 0.719054, 0.541219, 0.719054, 0.525641, 0.719054, 0.687500, 0.800000, 0.725947, 0.379630, 0.716695, 0.379630, 0.758229, 0.364865, 
6.9, 0.646396, 0.370370, 0.709628, 0.427536, 0.709628, 0.473373, 0.709374, 0.507389, 0.714532, 0.484375, 0.714532, 0.534050, 0.714532, 0.517094, 0.714532, 0.687500, 0.788235, 0.722858, 0.370370, 0.713906, 0.370370, 0.740596, 0.351351, 
7.0, 0.643790, 0.361111, 0.709628, 0.413043, 0.709628, 0.461538, 0.709374, 0.497537, 0.714532, 0.473958, 0.714532, 0.526882, 0.714532, 0.512821, 0.714532, 0.687500, 0.788235, 0.722858, 0.361111, 0.713906, 0.361111, 0.740596, 0.337838, 
7.1, 0.642486, 0.351852, 0.709628, 0.405797, 0.709628, 0.455621, 0.709374, 0.492611, 0.714532, 0.473958, 0.714532, 0.523297, 0.714532, 0.508547, 0.714532, 0.687500, 0.788235, 0.722858, 0.351852, 0.713906, 0.351852, 0.740596, 0.324324, 
7.2, 0.639880, 0.351852, 0.705514, 0.405797, 0.705514, 0.455621, 0.705285, 0.492611, 0.710010, 0.473958, 0.710010, 0.523297, 0.710010, 0.508547, 0.710010, 0.687500, 0.788235, 0.719769, 0.351852, 0.711117, 0.351852, 0.722962, 0.324324, 
7.4, 0.638577, 0.351852, 0.703457, 0.405797, 0.703457, 0.455621, 0.703241, 0.492611, 0.707748, 0.473958, 0.707748, 0.523297, 0.707748, 0.508547, 0.707748, 0.687500, 0.788235, 0.716680, 0.351852, 0.708329, 0.351852, 0.722962, 0.324324, 
7.5, 0.635970, 0.342593, 0.703457, 0.398551, 0.703457, 0.449704, 0.703241, 0.487685, 0.707748, 0.463542, 0.707748, 0.516129, 0.707748, 0.500000, 0.707748, 0.687500, 0.788235, 0.716680, 0.342593, 0.708329, 0.342593, 0.722962, 0.310811, 
7.6, 0.632061, 0.342593, 0.697287, 0.398551, 0.697287, 0.449704, 0.697108, 0.487685, 0.700965, 0.463542, 0.700965, 0.516129, 0.700965, 0.500000, 0.700965, 0.687500, 0.788235, 0.707413, 0.342593, 0.699963, 0.342593, 0.722962, 0.310811, 
7.8, 0.629454, 0.333333, 0.695230, 0.391304, 0.695230, 0.443787, 0.695063, 0.482759, 0.698704, 0.458333, 0.698704, 0.512545, 0.698704, 0.495726, 0.698704, 0.687500, 0.788235, 0.704323, 0.333333, 0.697174, 0.333333, 0.722962, 0.297297, 
8.0, 0.628151, 0.333333, 0.693173, 0.391304, 0.693173, 0.443787, 0.693019, 0.482759, 0.696442, 0.458333, 0.696442, 0.512545, 0.696442, 0.495726, 0.696442, 0.687500, 0.788235, 0.701234, 0.333333, 0.694385, 0.333333, 0.722962, 0.297297, 
8.3, 0.628151, 0.333333, 0.693173, 0.391304, 0.693173, 0.443787, 0.693019, 0.482759, 0.696442, 0.458333, 0.696442, 0.512545, 0.696442, 0.495726, 0.696442, 0.687500, 0.788235, 0.701234, 0.333333, 0.694385, 0.333333, 0.722962, 0.297297, 
8.5, 0.626845, 0.333333, 0.691110, 0.391304, 0.691110, 0.443787, 0.690969, 0.482759, 0.696442, 0.458333, 0.696442, 0.512545, 0.696442, 0.491453, 0.696442, 0.666667, 0.788235, 0.701234, 0.333333, 0.694385, 0.333333, 0.722962, 0.297297, 
8.6, 0.625536, 0.333333, 0.691110, 0.391304, 0.691110, 0.443787, 0.690969, 0.482759, 0.696442, 0.453125, 0.696442, 0.508961, 0.696442, 0.487179, 0.696442, 0.666667, 0.788235, 0.701234, 0.333333, 0.694385, 0.333333, 0.722962, 0.297297, 
8.8, 0.624220, 0.324074, 0.691110, 0.384058, 0.691110, 0.437870, 0.690969, 0.477782, 0.696442, 0.453125, 0.696442, 0.505351, 0.696442, 0.487179, 0.696442, 0.666667, 0.788235, 0.701234, 0.324074, 0.694385, 0.324074, 0.722962, 0.297297, 
8.9, 0.622903, 0.324074, 0.689028, 0.384058, 0.689028, 0.437870, 0.688900, 0.477782, 0.694152, 0.453125, 0.694152, 0.505351, 0.694152, 0.487179, 0.694152, 0.666667, 0.788235, 0.698118, 0.324074, 0.691574, 0.324074, 0.722962, 0.297297, 
9.0, 0.620269, 0.314815, 0.689028, 0.376812, 0.689028, 0.426036, 0.688900, 0.467828, 0.694152, 0.442708, 0.694152, 0.498132, 0.694152, 0.482906, 0.694152, 0.666667, 0.788235, 0.698118, 0.314815, 0.691574, 0.314815, 0.722962, 0.297297, 
9.2, 0.618952, 0.314815, 0.689028, 0.376812, 0.689028, 0.426036, 0.688900, 0.462851, 0.694152, 0.442708, 0.694152, 0.494522, 0.694152, 0.478632, 0.694152, 0.666667, 0.788235, 0.698118, 0.314815, 0.691574, 0.314815, 0.722962, 0.297297, 
9.4, 0.617635, 0.314815, 0.689028, 0.369565, 0.689028, 0.420118, 0.688900, 0.457874, 0.694152, 0.437500, 0.694152, 0.490912, 0.694152, 0.474359, 0.694152, 0.666667, 0.788235, 0.698118, 0.314815, 0.691574, 0.314815, 0.722962, 0.297297, 
9.5, 0.616318, 0.305556, 0.689028, 0.362319, 0.689028, 0.414201, 0.688900, 0.452897, 0.694152, 0.432292, 0.694152, 0.487303, 0.694152, 0.470085, 0.694152, 0.666667, 0.788235, 0.698118, 0.305556, 0.691574, 0.305556, 0.722962, 0.297297, 
9.6, 0.616318, 0.305556, 0.689028, 0.362319, 0.689028, 0.414201, 0.688900, 0.452897, 0.694152, 0.432292, 0.694152, 0.487303, 0.694152, 0.470085, 0.694152, 0.666667, 0.788235, 0.698118, 0.305556, 0.691574, 0.305556, 0.722962, 0.297297, 
9.7, 0.614995, 0.305556, 0.689028, 0.362319, 0.689028, 0.414201, 0.688900, 0.447920, 0.694152, 0.427083, 0.694152, 0.483693, 0.694152, 0.470085, 0.694152, 0.666667, 0.788235, 0.698118, 0.305556, 0.691574, 0.305556, 0.722962, 0.297297, 
9.8, 0.613673, 0.305556, 0.686934, 0.362319, 0.686934, 0.414201, 0.686819, 0.447920, 0.691845, 0.427083, 0.691845, 0.483693, 0.691845, 0.470085, 0.691845, 0.666667, 0.788235, 0.698118, 0.305556, 0.688740, 0.305556, 0.722962, 0.297297, 
10.1, 0.612347, 0.305556, 0.684833, 0.362319, 0.684833, 0.414201, 0.684731, 0.447920, 0.689532, 0.427083, 0.689532, 0.483693, 0.689532, 0.470085, 0.689532, 0.666667, 0.788235, 0.698118, 0.305556, 0.688740, 0.305556, 0.704425, 0.297297, 
10.2, 0.609697, 0.296296, 0.682733, 0.355072, 0.682733, 0.408284, 0.682644, 0.442943, 0.687218, 0.421875, 0.687218, 0.480083, 0.687218, 0.465812, 0.687218, 0.666667, 0.788235, 0.694959, 0.296296, 0.685894, 0.296296, 0.704425, 0.283784, 
10.5, 0.609697, 0.296296, 0.682733, 0.355072, 0.682733, 0.408284, 0.682644, 0.442943, 0.687218, 0.421875, 0.687218, 0.480083, 0.687218, 0.465812, 0.687218, 0.666667, 0.788235, 0.694959, 0.296296, 0.685894, 0.296296, 0.704425, 0.283784, 
10.6, 0.608368, 0.296296, 0.682733, 0.355072, 0.682733, 0.408284, 0.682644, 0.442943, 0.687218, 0.421875, 0.687218, 0.476446, 0.687218, 0.461538, 0.687218, 0.666667, 0.788235, 0.694959, 0.296296, 0.685894, 0.296296, 0.704425, 0.283784, 
10.8, 0.605706, 0.277778, 0.682733, 0.340278, 0.682733, 0.396276, 0.682644, 0.432877, 0.687218, 0.411328, 0.687218, 0.469172, 0.687218, 0.452991, 0.687218, 0.666667, 0.788235, 0.694959, 0.277778, 0.685894, 0.277778, 0.704425, 0.270270, 
10.9, 0.605706, 0.277778, 0.682733, 0.340278, 0.682733, 0.396276, 0.682644, 0.432877, 0.687218, 0.411328, 0.687218, 0.469172, 0.687218, 0.452991, 0.687218, 0.666667, 0.788235, 0.694959, 0.277778, 0.685894, 0.277778, 0.704425, 0.270270, 
11.0, 0.604366, 0.277778, 0.680606, 0.340278, 0.680606, 0.396276, 0.680530, 0.432877, 0.684872, 0.411328, 0.684872, 0.469172, 0.684872, 0.452991, 0.684872, 0.666667, 0.788235, 0.691741, 0.277778, 0.683000, 0.277778, 0.704425, 0.270270, 
11.1, 0.603026, 0.268519, 0.680606, 0.332880, 0.680606, 0.390271, 0.680530, 0.427843, 0.684872, 0.406055, 0.684872, 0.465535, 0.684872, 0.452991, 0.684872, 0.666667, 0.788235, 0.691741, 0.268519, 0.683000, 0.268519, 0.704425, 0.256757, 
11.2, 0.603026, 0.268519, 0.680606, 0.332880, 0.680606, 0.390271, 0.680530, 0.427843, 0.684872, 0.406055, 0.684872, 0.465535, 0.684872, 0.452991, 0.684872, 0.666667, 0.788235, 0.691741, 0.268519, 0.683000, 0.268519, 0.704425, 0.256757, 
