time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, r14_l, r14_r, 
71.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
72.0, 0.998347, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.992424, 1.000000, 0.994012, 1.000000, 0.994898, 1.000000, 0.994681, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.995708, 1.000000, 1.000000, 1.000000, 1.000000, 0.986486, 
98.0, 0.996694, 0.967742, 1.000000, 0.985075, 1.000000, 0.989899, 1.000000, 0.984848, 1.000000, 0.988024, 1.000000, 0.989796, 1.000000, 0.989362, 1.000000, 0.994898, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.991416, 1.000000, 1.000000, 0.975000, 1.000000, 0.986486, 
113.0, 0.995041, 0.967742, 1.000000, 0.985075, 1.000000, 0.989899, 1.000000, 0.984848, 1.000000, 0.982036, 1.000000, 0.984694, 1.000000, 0.984043, 1.000000, 0.989796, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.991416, 1.000000, 1.000000, 0.975000, 1.000000, 0.986486, 
114.0, 0.995041, 0.967742, 1.000000, 0.985075, 1.000000, 0.989899, 1.000000, 0.984848, 1.000000, 0.982036, 1.000000, 0.984694, 1.000000, 0.984043, 1.000000, 0.989796, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.991416, 1.000000, 1.000000, 0.975000, 1.000000, 0.986486, 
120.0, 0.993386, 0.967742, 1.000000, 0.970149, 1.000000, 0.979798, 1.000000, 0.977214, 1.000000, 0.976011, 1.000000, 0.979565, 1.000000, 0.978723, 1.000000, 0.984694, 1.000000, 0.992248, 1.000000, 0.992593, 1.000000, 0.995098, 1.000000, 0.987106, 1.000000, 1.000000, 0.950000, 1.000000, 0.986486, 
148.0, 0.993386, 0.967742, 1.000000, 0.970149, 1.000000, 0.979798, 1.000000, 0.977214, 1.000000, 0.976011, 1.000000, 0.979565, 1.000000, 0.978723, 1.000000, 0.984694, 1.000000, 0.992248, 1.000000, 0.992593, 1.000000, 0.995098, 1.000000, 0.987106, 1.000000, 1.000000, 0.950000, 1.000000, 0.986486, 
160.0, 0.991727, 0.967742, 1.000000, 0.955224, 1.000000, 0.969697, 1.000000, 0.969580, 1.000000, 0.969986, 1.000000, 0.974437, 1.000000, 0.973404, 1.000000, 0.979592, 1.000000, 0.984496, 1.000000, 0.985185, 1.000000, 0.990196, 1.000000, 0.982795, 1.000000, 1.000000, 0.925000, 1.000000, 0.986486, 
168.0, 0.991727, 0.967742, 1.000000, 0.955224, 1.000000, 0.969697, 1.000000, 0.969580, 1.000000, 0.969986, 1.000000, 0.974437, 1.000000, 0.973404, 1.000000, 0.979592, 1.000000, 0.984496, 1.000000, 0.985185, 1.000000, 0.990196, 1.000000, 0.982795, 1.000000, 1.000000, 0.925000, 1.000000, 0.986486, 
169.0, 0.990066, 0.967742, 1.000000, 0.955224, 1.000000, 0.969697, 1.000000, 0.961945, 1.000000, 0.963962, 1.000000, 0.969308, 1.000000, 0.968085, 1.000000, 0.979592, 1.000000, 0.984496, 1.000000, 0.985185, 1.000000, 0.985270, 1.000000, 0.978485, 1.000000, 1.000000, 0.925000, 1.000000, 0.986486, 
171.0, 0.988405, 0.967742, 1.000000, 0.955224, 1.000000, 0.969697, 1.000000, 0.961945, 1.000000, 0.963962, 1.000000, 0.964179, 1.000000, 0.962766, 1.000000, 0.974490, 1.000000, 0.984496, 1.000000, 0.985185, 1.000000, 0.985270, 1.000000, 0.978485, 1.000000, 1.000000, 0.925000, 1.000000, 0.986486, 
173.0, 0.986744, 0.967742, 1.000000, 0.955224, 1.000000, 0.969697, 1.000000, 0.961945, 1.000000, 0.957937, 1.000000, 0.959051, 1.000000, 0.957447, 1.000000, 0.974490, 1.000000, 0.984496, 1.000000, 0.985185, 1.000000, 0.985270, 1.000000, 0.978485, 1.000000, 1.000000, 0.925000, 1.000000, 0.986486, 
175.0, 0.985083, 0.935484, 1.000000, 0.940299, 1.000000, 0.959596, 1.000000, 0.954311, 1.000000, 0.951912, 1.000000, 0.953922, 1.000000, 0.952128, 1.000000, 0.969388, 1.000000, 0.976683, 1.000000, 0.977778, 1.000000, 0.980343, 1.000000, 0.974174, 1.000000, 1.000000, 0.925000, 1.000000, 0.986486, 
177.0, 0.981760, 0.903226, 1.000000, 0.925373, 1.000000, 0.949495, 1.000000, 0.946676, 1.000000, 0.945887, 1.000000, 0.948794, 1.000000, 0.946809, 1.000000, 0.959184, 1.000000, 0.968869, 1.000000, 0.970370, 0.993377, 0.975417, 0.994382, 0.969864, 0.993711, 1.000000, 0.925000, 1.000000, 0.972785, 
180.0, 0.980099, 0.903226, 1.000000, 0.925373, 1.000000, 0.939394, 1.000000, 0.939042, 1.000000, 0.939863, 1.000000, 0.943665, 1.000000, 0.941489, 1.000000, 0.954082, 1.000000, 0.961056, 1.000000, 0.970370, 0.993377, 0.970491, 0.994382, 0.965553, 0.993711, 1.000000, 0.925000, 1.000000, 0.959084, 
181.0, 0.978438, 0.870968, 1.000000, 0.910448, 1.000000, 0.929293, 1.000000, 0.931407, 1.000000, 0.933838, 1.000000, 0.938536, 1.000000, 0.936170, 1.000000, 0.948980, 1.000000, 0.953242, 1.000000, 0.962963, 0.993377, 0.965564, 0.994382, 0.961243, 0.993711, 1.000000, 0.925000, 1.000000, 0.959084, 
184.0, 0.976777, 0.870968, 1.000000, 0.910448, 1.000000, 0.929293, 1.000000, 0.923773, 1.000000, 0.927813, 1.000000, 0.933408, 1.000000, 0.930851, 1.000000, 0.948980, 1.000000, 0.945429, 1.000000, 0.962963, 0.993377, 0.960638, 0.994382, 0.961243, 0.993711, 1.000000, 0.925000, 1.000000, 0.945383, 
186.0, 0.976777, 0.870968, 1.000000, 0.910448, 1.000000, 0.929293, 1.000000, 0.923773, 1.000000, 0.927813, 1.000000, 0.933408, 1.000000, 0.930851, 1.000000, 0.948980, 1.000000, 0.945429, 1.000000, 0.962963, 0.993377, 0.960638, 0.994382, 0.961243, 0.993711, 1.000000, 0.925000, 1.000000, 0.945383, 
191.0, 0.975113, 0.870968, 0.995763, 0.910448, 0.995885, 0.929293, 0.995951, 0.923773, 0.995951, 0.927813, 0.995951, 0.933408, 0.996255, 0.930851, 1.000000, 0.948980, 0.996255, 0.945429, 1.000000, 0.962963, 0.993377, 0.960638, 0.994382, 0.956913, 0.993711, 1.000000, 0.925000, 1.000000, 0.945383, 
195.0, 0.975113, 0.870968, 0.995763, 0.910448, 0.995885, 0.929293, 0.995951, 0.923773, 0.995951, 0.927813, 0.995951, 0.933408, 0.996255, 0.930851, 1.000000, 0.948980, 0.996255, 0.945429, 1.000000, 0.962963, 0.993377, 0.960638, 0.994382, 0.956913, 0.993711, 1.000000, 0.925000, 1.000000, 0.945383, 
205.0, 0.973446, 0.870968, 0.995763, 0.910448, 0.995885, 0.929293, 0.995951, 0.923773, 0.995951, 0.927813, 0.995951, 0.933408, 0.992495, 0.930851, 0.996283, 0.948980, 0.992495, 0.945429, 0.993976, 0.962963, 0.993377, 0.960638, 0.988732, 0.956913, 0.993711, 1.000000, 0.925000, 0.995902, 0.945383, 
213.0, 0.973446, 0.870968, 0.995763, 0.910448, 0.995885, 0.929293, 0.995951, 0.923773, 0.995951, 0.927813, 0.995951, 0.933408, 0.992495, 0.930851, 0.996283, 0.948980, 0.992495, 0.945429, 0.993976, 0.962963, 0.993377, 0.960638, 0.988732, 0.956913, 0.993711, 1.000000, 0.925000, 0.995902, 0.945383, 
223.0, 0.971776, 0.870968, 0.995763, 0.910448, 0.995885, 0.929293, 0.995951, 0.923773, 0.995951, 0.927813, 0.995951, 0.933408, 0.992495, 0.930851, 0.996283, 0.948980, 0.992495, 0.945429, 0.993976, 0.962963, 0.993377, 0.955686, 0.988732, 0.952583, 0.993711, 1.000000, 0.925000, 0.995902, 0.945383, 
227.0, 0.970106, 0.838710, 0.995763, 0.895522, 0.995885, 0.919081, 0.995951, 0.916075, 0.995951, 0.921749, 0.995951, 0.928251, 0.992495, 0.925501, 0.996283, 0.943850, 0.992495, 0.937550, 0.993976, 0.955498, 0.993377, 0.950735, 0.988732, 0.948253, 0.993711, 1.000000, 0.900000, 0.995902, 0.931480, 
229.0, 0.970106, 0.838710, 0.995763, 0.895522, 0.995885, 0.919081, 0.995951, 0.916075, 0.995951, 0.921749, 0.995951, 0.928251, 0.992495, 0.925501, 0.996283, 0.943850, 0.992495, 0.937550, 0.993976, 0.955498, 0.993377, 0.950735, 0.988732, 0.948253, 0.993711, 1.000000, 0.900000, 0.995902, 0.931480, 
233.0, 0.968434, 0.838710, 0.995763, 0.895522, 0.995885, 0.908869, 0.995951, 0.908376, 0.995951, 0.915685, 0.995951, 0.923094, 0.992495, 0.920152, 0.996283, 0.938720, 0.992495, 0.937550, 0.993976, 0.955498, 0.993377, 0.945783, 0.988732, 0.943923, 0.993711, 1.000000, 0.900000, 0.995902, 0.917578, 
238.0, 0.966761, 0.838710, 0.995763, 0.895522, 0.995885, 0.898657, 0.995951, 0.900678, 0.995951, 0.909621, 0.995951, 0.917937, 0.992495, 0.914802, 0.996283, 0.933591, 0.992495, 0.929672, 0.993976, 0.948033, 0.993377, 0.940831, 0.988732, 0.939593, 0.993711, 1.000000, 0.900000, 0.995902, 0.903675, 
241.0, 0.965089, 0.838710, 0.995763, 0.895522, 0.995885, 0.898657, 0.995951, 0.900678, 0.995951, 0.903557, 0.995951, 0.912780, 0.992495, 0.909452, 0.996283, 0.928461, 0.992495, 0.929672, 0.993976, 0.948033, 0.993377, 0.940831, 0.988732, 0.939593, 0.993711, 1.000000, 0.900000, 0.995902, 0.903675, 
242.0, 0.963416, 0.838710, 0.995763, 0.895522, 0.995885, 0.898657, 0.995951, 0.892980, 0.995951, 0.897492, 0.995951, 0.907623, 0.992495, 0.904102, 0.996283, 0.928461, 0.992495, 0.929672, 0.993976, 0.948033, 0.993377, 0.940831, 0.988732, 0.935263, 0.993711, 1.000000, 0.875000, 0.995902, 0.903675, 
247.0, 0.961743, 0.838710, 0.995763, 0.895522, 0.995885, 0.898657, 0.995951, 0.892980, 0.995951, 0.897492, 0.995951, 0.907623, 0.988707, 0.904102, 0.992537, 0.928461, 0.988707, 0.929672, 0.993976, 0.948033, 0.993377, 0.940831, 0.988732, 0.930933, 0.993711, 1.000000, 0.875000, 0.995902, 0.903675, 
249.0, 0.960071, 0.806452, 0.995763, 0.880597, 0.995885, 0.888445, 0.995951, 0.885282, 0.995951, 0.891428, 0.995951, 0.902466, 0.988707, 0.898753, 0.992537, 0.923331, 0.988707, 0.921793, 0.993976, 0.940568, 0.993377, 0.935879, 0.988732, 0.926603, 0.993711, 1.000000, 0.875000, 0.995902, 0.889772, 
251.0, 0.958398, 0.806452, 0.995763, 0.880597, 0.995885, 0.888445, 0.995951, 0.877584, 0.995951, 0.885364, 0.995951, 0.897309, 0.988707, 0.893403, 0.992537, 0.923331, 0.988707, 0.921793, 0.993976, 0.940568, 0.993377, 0.930928, 0.988732, 0.922273, 0.993711, 1.000000, 0.875000, 0.995902, 0.889772, 
272.0, 0.955053, 0.806452, 0.995763, 0.865672, 0.995885, 0.878233, 0.995951, 0.869886, 0.995951, 0.879300, 0.995951, 0.886995, 0.988707, 0.882704, 0.992537, 0.913072, 0.988707, 0.913915, 0.993976, 0.933104, 0.993377, 0.925976, 0.988732, 0.917944, 0.993711, 1.000000, 0.850000, 0.991786, 0.889772, 
273.0, 0.955053, 0.806452, 0.995763, 0.865672, 0.995885, 0.878233, 0.995951, 0.869886, 0.995951, 0.879300, 0.995951, 0.886995, 0.988707, 0.882704, 0.992537, 0.913072, 0.988707, 0.913915, 0.993976, 0.933104, 0.993377, 0.925976, 0.988732, 0.917944, 0.993711, 1.000000, 0.850000, 0.991786, 0.889772, 
275.0, 0.953377, 0.806452, 0.995763, 0.850746, 0.995885, 0.868021, 0.995951, 0.862188, 0.995951, 0.873236, 0.995951, 0.881838, 0.988707, 0.877354, 0.992537, 0.907943, 0.988707, 0.906036, 0.993976, 0.925639, 0.993377, 0.921024, 0.988732, 0.913614, 0.993711, 1.000000, 0.850000, 0.991786, 0.875869, 
276.0, 0.953377, 0.806452, 0.995763, 0.850746, 0.995885, 0.868021, 0.995951, 0.862188, 0.995951, 0.873236, 0.995951, 0.881838, 0.988707, 0.877354, 0.992537, 0.907943, 0.988707, 0.906036, 0.993976, 0.925639, 0.993377, 0.921024, 0.988732, 0.913614, 0.993711, 1.000000, 0.850000, 0.991786, 0.875869, 
281.0, 0.950020, 0.774194, 0.995763, 0.820896, 0.995885, 0.847597, 0.995951, 0.846792, 0.995951, 0.861108, 0.995951, 0.871524, 0.988707, 0.872004, 0.992537, 0.897683, 0.988707, 0.890279, 0.993976, 0.910588, 0.993377, 0.911067, 0.988732, 0.904913, 0.993711, 1.000000, 0.825000, 0.991786, 0.875869, 
285.0, 0.946663, 0.774194, 0.995763, 0.820896, 0.995885, 0.847597, 0.995951, 0.846792, 0.995951, 0.861108, 0.995951, 0.871524, 0.984904, 0.866654, 0.988763, 0.892554, 0.984904, 0.890279, 0.993976, 0.910588, 0.993377, 0.911067, 0.977302, 0.904913, 0.993711, 1.000000, 0.825000, 0.991786, 0.875869, 
286.0, 0.944985, 0.774194, 0.995763, 0.820896, 0.995885, 0.837385, 0.995951, 0.839093, 0.995951, 0.855043, 0.995951, 0.866367, 0.984904, 0.861305, 0.988763, 0.887424, 0.984904, 0.890279, 0.993976, 0.910588, 0.993377, 0.906089, 0.977302, 0.900562, 0.993711, 1.000000, 0.800000, 0.991786, 0.861967, 
293.0, 0.943307, 0.774194, 0.995763, 0.820896, 0.995885, 0.837385, 0.995951, 0.831395, 0.995951, 0.848979, 0.995951, 0.861210, 0.984904, 0.855955, 0.988763, 0.887424, 0.984904, 0.882400, 0.993976, 0.910588, 0.993377, 0.901110, 0.977302, 0.896211, 0.993711, 1.000000, 0.800000, 0.991786, 0.848064, 
296.0, 0.943307, 0.774194, 0.995763, 0.820896, 0.995885, 0.837385, 0.995951, 0.831395, 0.995951, 0.848979, 0.995951, 0.861210, 0.984904, 0.855955, 0.988763, 0.887424, 0.984904, 0.882400, 0.993976, 0.910588, 0.993377, 0.901110, 0.977302, 0.896211, 0.993711, 1.000000, 0.800000, 0.991786, 0.848064, 
305.0, 0.941625, 0.774194, 0.995763, 0.805970, 0.995885, 0.827173, 0.995951, 0.823697, 0.995951, 0.842915, 0.995951, 0.856054, 0.984904, 0.855955, 0.988763, 0.882295, 0.984904, 0.874522, 0.993976, 0.903000, 0.993377, 0.896104, 0.977302, 0.891840, 0.993711, 1.000000, 0.800000, 0.991786, 0.848064, 
307.0, 0.939944, 0.741935, 0.995763, 0.791045, 0.995885, 0.816961, 0.995951, 0.815999, 0.995951, 0.836851, 0.995951, 0.850897, 0.984904, 0.850605, 0.988763, 0.877165, 0.984904, 0.866643, 0.993976, 0.895411, 0.993377, 0.891098, 0.977302, 0.887468, 0.993711, 1.000000, 0.800000, 0.991786, 0.848064, 
308.0, 0.936581, 0.741935, 0.991452, 0.791045, 0.991700, 0.806749, 0.991836, 0.808301, 0.991836, 0.830787, 0.991836, 0.845740, 0.981102, 0.845256, 0.988763, 0.872035, 0.981102, 0.858765, 0.993976, 0.880235, 0.993377, 0.881085, 0.977302, 0.878724, 0.993711, 1.000000, 0.800000, 0.991786, 0.834161, 
310.0, 0.936581, 0.741935, 0.991452, 0.791045, 0.991700, 0.806749, 0.991836, 0.808301, 0.991836, 0.830787, 0.991836, 0.845740, 0.981102, 0.845256, 0.988763, 0.872035, 0.981102, 0.858765, 0.993976, 0.880235, 0.993377, 0.881085, 0.977302, 0.878724, 0.993711, 1.000000, 0.800000, 0.991786, 0.834161, 
316.0, 0.934896, 0.741935, 0.991452, 0.791045, 0.991700, 0.796537, 0.991836, 0.800603, 0.991836, 0.824723, 0.991836, 0.840583, 0.981102, 0.839872, 0.988763, 0.866875, 0.981102, 0.858765, 0.993976, 0.872647, 0.993377, 0.876079, 0.977302, 0.874353, 0.993711, 1.000000, 0.800000, 0.991786, 0.834161, 
336.0, 0.933212, 0.709677, 0.991452, 0.776119, 0.991700, 0.786325, 0.991836, 0.792905, 0.991836, 0.818659, 0.991836, 0.835426, 0.981102, 0.834488, 0.988763, 0.861715, 0.981102, 0.850886, 0.993976, 0.865058, 0.993377, 0.871073, 0.977302, 0.869981, 0.993711, 1.000000, 0.800000, 0.991786, 0.820259, 
338.0, 0.929843, 0.709677, 0.991452, 0.776119, 0.991700, 0.786325, 0.991836, 0.792905, 0.991836, 0.812594, 0.991836, 0.830269, 0.981102, 0.829104, 0.988763, 0.856555, 0.981102, 0.850886, 0.993976, 0.865058, 0.993377, 0.871073, 0.977302, 0.869981, 0.993711, 1.000000, 0.800000, 0.991786, 0.820259, 
343.0, 0.928158, 0.709677, 0.991452, 0.776119, 0.991700, 0.786325, 0.991836, 0.792905, 0.991836, 0.812594, 0.991836, 0.830269, 0.981102, 0.829104, 0.988763, 0.856555, 0.981102, 0.850886, 0.993976, 0.865058, 0.993377, 0.866067, 0.977302, 0.865609, 0.993711, 1.000000, 0.800000, 0.991786, 0.806356, 
344.0, 0.926474, 0.709677, 0.991452, 0.776119, 0.991700, 0.786325, 0.991836, 0.785207, 0.991836, 0.806530, 0.991836, 0.825112, 0.981102, 0.823720, 0.988763, 0.856555, 0.981102, 0.843007, 0.993976, 0.865058, 0.993377, 0.861061, 0.977302, 0.861237, 0.993711, 1.000000, 0.800000, 0.991786, 0.792453, 
348.0, 0.924789, 0.709677, 0.991452, 0.776119, 0.991700, 0.786325, 0.991836, 0.785207, 0.991836, 0.800466, 0.991836, 0.819955, 0.981102, 0.818337, 0.988763, 0.856555, 0.981102, 0.843007, 0.993976, 0.865058, 0.993377, 0.861061, 0.977302, 0.861237, 0.993711, 1.000000, 0.800000, 0.991786, 0.792453, 
350.0, 0.923105, 0.709677, 0.991452, 0.776119, 0.991700, 0.786325, 0.991836, 0.785207, 0.991836, 0.800466, 0.991836, 0.819955, 0.981102, 0.818337, 0.988763, 0.856555, 0.981102, 0.843007, 0.993976, 0.857470, 0.993377, 0.856055, 0.977302, 0.856866, 0.993711, 1.000000, 0.800000, 0.991786, 0.792453, 
353.0, 0.921420, 0.709677, 0.987141, 0.776119, 0.987516, 0.786325, 0.987720, 0.785207, 0.987720, 0.800466, 0.987720, 0.819955, 0.977299, 0.818337, 0.984989, 0.856555, 0.977299, 0.843007, 0.993976, 0.857470, 0.993377, 0.856055, 0.977302, 0.856866, 0.993711, 0.994565, 0.800000, 0.991786, 0.792453, 
357.0, 0.919736, 0.677419, 0.987141, 0.761194, 0.987516, 0.776113, 0.987720, 0.777509, 0.987720, 0.794402, 0.987720, 0.814798, 0.977299, 0.812953, 0.984989, 0.851395, 0.977299, 0.835129, 0.993976, 0.849882, 0.993377, 0.851048, 0.977302, 0.852494, 0.993711, 0.994565, 0.775000, 0.991786, 0.792453, 
358.0, 0.918051, 0.645161, 0.987141, 0.746269, 0.987516, 0.765901, 0.987720, 0.769811, 0.987720, 0.788338, 0.987720, 0.809641, 0.977299, 0.807569, 0.984989, 0.846235, 0.977299, 0.827250, 0.993976, 0.842294, 0.993377, 0.846042, 0.977302, 0.848122, 0.993711, 0.994565, 0.775000, 0.991786, 0.792453, 
359.0, 0.914682, 0.612903, 0.987141, 0.731343, 0.987516, 0.755689, 0.987720, 0.762112, 0.987720, 0.782274, 0.987720, 0.804484, 0.977299, 0.802185, 0.984989, 0.841075, 0.977299, 0.811493, 0.993976, 0.827117, 0.993377, 0.836030, 0.977302, 0.839379, 0.993711, 0.994565, 0.750000, 0.991786, 0.778551, 
360.0, 0.912998, 0.612903, 0.987141, 0.716418, 0.987516, 0.745477, 0.987720, 0.754414, 0.987720, 0.776210, 0.987720, 0.799327, 0.977299, 0.802185, 0.984989, 0.835915, 0.977299, 0.803614, 0.993976, 0.827117, 0.993377, 0.831024, 0.977302, 0.839379, 0.993711, 0.994565, 0.725000, 0.991786, 0.764648, 
368.0, 0.912998, 0.612903, 0.987141, 0.716418, 0.987516, 0.745477, 0.987720, 0.754414, 0.987720, 0.776210, 0.987720, 0.799327, 0.977299, 0.802185, 0.984989, 0.835915, 0.977299, 0.803614, 0.993976, 0.827117, 0.993377, 0.831024, 0.977302, 0.839379, 0.993711, 0.994565, 0.725000, 0.991786, 0.764648, 
369.0, 0.911310, 0.612903, 0.987141, 0.716418, 0.987516, 0.745477, 0.987720, 0.754414, 0.987720, 0.776210, 0.987720, 0.799327, 0.977299, 0.802185, 0.981201, 0.835915, 0.977299, 0.795736, 0.993976, 0.819529, 0.993377, 0.826018, 0.977302, 0.835007, 0.993711, 0.989101, 0.725000, 0.991786, 0.764648, 
370.0, 0.907935, 0.580645, 0.987141, 0.701493, 0.987516, 0.725053, 0.987720, 0.739018, 0.987720, 0.764081, 0.987720, 0.789013, 0.977299, 0.791418, 0.981201, 0.825596, 0.977299, 0.779979, 0.993976, 0.804353, 0.993377, 0.816005, 0.977302, 0.826263, 0.993711, 0.989101, 0.725000, 0.991786, 0.750745, 
371.0, 0.906247, 0.580645, 0.987141, 0.701493, 0.987516, 0.725053, 0.987720, 0.739018, 0.987720, 0.764081, 0.987720, 0.789013, 0.973481, 0.791418, 0.977412, 0.825596, 0.973481, 0.779979, 0.993976, 0.804353, 0.993377, 0.816005, 0.977302, 0.826263, 0.993711, 0.989101, 0.725000, 0.991786, 0.750745, 
372.0, 0.904560, 0.580645, 0.987141, 0.701493, 0.983314, 0.725053, 0.983588, 0.739018, 0.983588, 0.764081, 0.983588, 0.789013, 0.969664, 0.791418, 0.977412, 0.825596, 0.969664, 0.779979, 0.993976, 0.804353, 0.993377, 0.816005, 0.977302, 0.826263, 0.993711, 0.989101, 0.725000, 0.991786, 0.750745, 
374.0, 0.902872, 0.580645, 0.987141, 0.701493, 0.983314, 0.725053, 0.983588, 0.739018, 0.983588, 0.764081, 0.983588, 0.783856, 0.969664, 0.791418, 0.977412, 0.820436, 0.969664, 0.779979, 0.993976, 0.804353, 0.993377, 0.816005, 0.977302, 0.826263, 0.993711, 0.989101, 0.725000, 0.987619, 0.750745, 
375.0, 0.901184, 0.548387, 0.987141, 0.686567, 0.983314, 0.714841, 0.983588, 0.731320, 0.983588, 0.758017, 0.983588, 0.778699, 0.969664, 0.786034, 0.977412, 0.815276, 0.969664, 0.772100, 0.993976, 0.796764, 0.993377, 0.810999, 0.977302, 0.821891, 0.993711, 0.989101, 0.725000, 0.987619, 0.736843, 
377.0, 0.899497, 0.548387, 0.987141, 0.671642, 0.983314, 0.704629, 0.983588, 0.723622, 0.983588, 0.751953, 0.983588, 0.773542, 0.969664, 0.780650, 0.977412, 0.810116, 0.969664, 0.764222, 0.993976, 0.789176, 0.993377, 0.805993, 0.977302, 0.817520, 0.993711, 0.989101, 0.700000, 0.987619, 0.722940, 
379.0, 0.897809, 0.548387, 0.987141, 0.656716, 0.983314, 0.694417, 0.983588, 0.715924, 0.983588, 0.745889, 0.983588, 0.768385, 0.969664, 0.775266, 0.977412, 0.804956, 0.969664, 0.756343, 0.993976, 0.789176, 0.993377, 0.800987, 0.977302, 0.813148, 0.993711, 0.989101, 0.675000, 0.987619, 0.709037, 
