time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, r14_l, r14_r, r15_l, r15_r, r16_l, r16_r, r17_l, r17_r, r18_l, r18_r, r19_l, r19_r, 
17.0, 0.875556, 0.633333, 0.880208, 0.700000, 0.868996, 0.712500, 0.933333, 0.809524, 0.982456, 0.785714, 0.981132, 0.833333, 0.981132, 0.843750, 0.959459, 0.839506, 0.960526, 0.855469, 0.940594, 0.867133, 0.888889, 0.868421, 0.915584, 0.875817, 0.647059, 0.747826, 0.943662, 0.896104, 0.633333, 0.905660, 0.633333, 0.886842, 0.666667, 0.900000, 0.645161, 0.880814, 0.647059, 0.890411, 0.657143, 
18.0, 0.864444, 0.633333, 0.875000, 0.700000, 0.864629, 0.712500, 0.916667, 0.809524, 0.964912, 0.785714, 0.962264, 0.833333, 0.962264, 0.833333, 0.945946, 0.833333, 0.947368, 0.843750, 0.930693, 0.849650, 0.882716, 0.852632, 0.909091, 0.866013, 0.647059, 0.747826, 0.901408, 0.883117, 0.633333, 0.900943, 0.633333, 0.871053, 0.666667, 0.889655, 0.645161, 0.872093, 0.647059, 0.876712, 0.657143, 
19.0, 0.854444, 0.633333, 0.875000, 0.683333, 0.864629, 0.687500, 0.900000, 0.809524, 0.964912, 0.785714, 0.962264, 0.796296, 0.962264, 0.812500, 0.932432, 0.820988, 0.947368, 0.832031, 0.920792, 0.839161, 0.870370, 0.836842, 0.909091, 0.856209, 0.617647, 0.730435, 0.887324, 0.883117, 0.633333, 0.900943, 0.633333, 0.860526, 0.638889, 0.882759, 0.645161, 0.863372, 0.617647, 0.865297, 0.628571, 
20.0, 0.846667, 0.633333, 0.875000, 0.683333, 0.864629, 0.687500, 0.900000, 0.785714, 0.964912, 0.761905, 0.962264, 0.777778, 0.962264, 0.791667, 0.932432, 0.802469, 0.947368, 0.812500, 0.920792, 0.821678, 0.870370, 0.826316, 0.909091, 0.836601, 0.617647, 0.721739, 0.887324, 0.883117, 0.633333, 0.900943, 0.633333, 0.844737, 0.638889, 0.882759, 0.645161, 0.845930, 0.617647, 0.851598, 0.628571, 
21.0, 0.844444, 0.633333, 0.875000, 0.683333, 0.864629, 0.687500, 0.883333, 0.785714, 0.964912, 0.761905, 0.962264, 0.777778, 0.962264, 0.791667, 0.932432, 0.802469, 0.947368, 0.812500, 0.920792, 0.821678, 0.870370, 0.826316, 0.909091, 0.836601, 0.617647, 0.721739, 0.873239, 0.883117, 0.633333, 0.900943, 0.633333, 0.842105, 0.638889, 0.882759, 0.645161, 0.843023, 0.617647, 0.847032, 0.628571, 
22.0, 0.836667, 0.633333, 0.869792, 0.683333, 0.860262, 0.687500, 0.883333, 0.785714, 0.964912, 0.761905, 0.962264, 0.777778, 0.962264, 0.791667, 0.932432, 0.796296, 0.947368, 0.808594, 0.920792, 0.818182, 0.864198, 0.821053, 0.902597, 0.830065, 0.617647, 0.721739, 0.859155, 0.878788, 0.633333, 0.900943, 0.633333, 0.836842, 0.638889, 0.868966, 0.645161, 0.837209, 0.617647, 0.842466, 0.628571, 
23.0, 0.827778, 0.633333, 0.864583, 0.683333, 0.851528, 0.687500, 0.866667, 0.761905, 0.964912, 0.714286, 0.962264, 0.759259, 0.962264, 0.791667, 0.932432, 0.783951, 0.947368, 0.800781, 0.920792, 0.807692, 0.864198, 0.805263, 0.896104, 0.820261, 0.617647, 0.713043, 0.845070, 0.874459, 0.633333, 0.891509, 0.633333, 0.826316, 0.638889, 0.865517, 0.645161, 0.825581, 0.617647, 0.831050, 0.628571, 
24.0, 0.818889, 0.600000, 0.848958, 0.666667, 0.838428, 0.675000, 0.866667, 0.738095, 0.964912, 0.714286, 0.962264, 0.759259, 0.962264, 0.791667, 0.932432, 0.771605, 0.921053, 0.792969, 0.900990, 0.800699, 0.845679, 0.794737, 0.876623, 0.813725, 0.588235, 0.704348, 0.845070, 0.861472, 0.600000, 0.872642, 0.600000, 0.821053, 0.611111, 0.848276, 0.612903, 0.819767, 0.588235, 0.826484, 0.600000, 
25.0, 0.811111, 0.600000, 0.848958, 0.650000, 0.834061, 0.675000, 0.850000, 0.738095, 0.964912, 0.714286, 0.962264, 0.759259, 0.962264, 0.781250, 0.918919, 0.771605, 0.921053, 0.789063, 0.891089, 0.793706, 0.833333, 0.789474, 0.876623, 0.810458, 0.588235, 0.704348, 0.830986, 0.852814, 0.600000, 0.858491, 0.600000, 0.815789, 0.611111, 0.837931, 0.612903, 0.813953, 0.588235, 0.819635, 0.600000, 
26.0, 0.801111, 0.600000, 0.838542, 0.650000, 0.825328, 0.675000, 0.850000, 0.714286, 0.964912, 0.666667, 0.962264, 0.740741, 0.962264, 0.770833, 0.905405, 0.746914, 0.921053, 0.773438, 0.881188, 0.776224, 0.827160, 0.773684, 0.863636, 0.794118, 0.588235, 0.695652, 0.830986, 0.844156, 0.600000, 0.844340, 0.600000, 0.802632, 0.611111, 0.824138, 0.612903, 0.802326, 0.588235, 0.808219, 0.600000, 
27.0, 0.792222, 0.600000, 0.833333, 0.650000, 0.820961, 0.675000, 0.850000, 0.714286, 0.947368, 0.642857, 0.943396, 0.740741, 0.943396, 0.750000, 0.891892, 0.740741, 0.907895, 0.761719, 0.871287, 0.765734, 0.820988, 0.768421, 0.857143, 0.781046, 0.588235, 0.695652, 0.830986, 0.831169, 0.600000, 0.839623, 0.600000, 0.792105, 0.611111, 0.813793, 0.612903, 0.787791, 0.588235, 0.796804, 0.600000, 
28.0, 0.783333, 0.566667, 0.822917, 0.616667, 0.812227, 0.650000, 0.850000, 0.714286, 0.947368, 0.619048, 0.943396, 0.722222, 0.943396, 0.739583, 0.891892, 0.734568, 0.907895, 0.753906, 0.871287, 0.758741, 0.820988, 0.763158, 0.850649, 0.774510, 0.558824, 0.669565, 0.830986, 0.822511, 0.566667, 0.834906, 0.566667, 0.786842, 0.583333, 0.803448, 0.580645, 0.781977, 0.558824, 0.792237, 0.571429, 
29.0, 0.774444, 0.566667, 0.817708, 0.600000, 0.807860, 0.637500, 0.850000, 0.690476, 0.947368, 0.595238, 0.943396, 0.722222, 0.943396, 0.729167, 0.891892, 0.722222, 0.907895, 0.738281, 0.871287, 0.744755, 0.820988, 0.752632, 0.844156, 0.761438, 0.558824, 0.660870, 0.830986, 0.818182, 0.566667, 0.830189, 0.566667, 0.776316, 0.583333, 0.800000, 0.580645, 0.770349, 0.558824, 0.780822, 0.571429, 
30.0, 0.764444, 0.566667, 0.802083, 0.600000, 0.790393, 0.637500, 0.850000, 0.690476, 0.947368, 0.571429, 0.943396, 0.703704, 0.943396, 0.718750, 0.891892, 0.716049, 0.894737, 0.730469, 0.861386, 0.737762, 0.808642, 0.747368, 0.824675, 0.751634, 0.558824, 0.660870, 0.830986, 0.805195, 0.566667, 0.811321, 0.566667, 0.768421, 0.583333, 0.786207, 0.580645, 0.758721, 0.558824, 0.771689, 0.571429, 
31.0, 0.753333, 0.566667, 0.802083, 0.583333, 0.790393, 0.612500, 0.850000, 0.642857, 0.947368, 0.547619, 0.943396, 0.611111, 0.943396, 0.687500, 0.891892, 0.691358, 0.894737, 0.703125, 0.861386, 0.713287, 0.808642, 0.726316, 0.824675, 0.725490, 0.558824, 0.643478, 0.830986, 0.805195, 0.566667, 0.811321, 0.566667, 0.747368, 0.583333, 0.786207, 0.580645, 0.735465, 0.558824, 0.753425, 0.571429, 
32.0, 0.750000, 0.566667, 0.802083, 0.583333, 0.790393, 0.612500, 0.850000, 0.642857, 0.947368, 0.547619, 0.943396, 0.611111, 0.943396, 0.666667, 0.891892, 0.691358, 0.894737, 0.695313, 0.861386, 0.706294, 0.808642, 0.726316, 0.824675, 0.718954, 0.558824, 0.643478, 0.830986, 0.805195, 0.566667, 0.811321, 0.566667, 0.742105, 0.583333, 0.786207, 0.580645, 0.729651, 0.558824, 0.748858, 0.571429, 
33.0, 0.744444, 0.566667, 0.802083, 0.583333, 0.790393, 0.612500, 0.850000, 0.619048, 0.947368, 0.547619, 0.943396, 0.611111, 0.943396, 0.666667, 0.891892, 0.685185, 0.894737, 0.687500, 0.861386, 0.699301, 0.808642, 0.721053, 0.824675, 0.712418, 0.558824, 0.643478, 0.830986, 0.800866, 0.566667, 0.811321, 0.566667, 0.734211, 0.583333, 0.782759, 0.580645, 0.720930, 0.558824, 0.739726, 0.571429, 
34.0, 0.730000, 0.533333, 0.791667, 0.550000, 0.777293, 0.587500, 0.850000, 0.595238, 0.947368, 0.547619, 0.943396, 0.611111, 0.943396, 0.656250, 0.891892, 0.679012, 0.894737, 0.679688, 0.851485, 0.688811, 0.796296, 0.715789, 0.818182, 0.699346, 0.529412, 0.617391, 0.830986, 0.792208, 0.533333, 0.797170, 0.533333, 0.723684, 0.555556, 0.772414, 0.548387, 0.709302, 0.529412, 0.726027, 0.542857, 
35.0, 0.717778, 0.533333, 0.781250, 0.550000, 0.768559, 0.575000, 0.850000, 0.571429, 0.947368, 0.547619, 0.943396, 0.611111, 0.943396, 0.625000, 0.891892, 0.666667, 0.881579, 0.664063, 0.841584, 0.674825, 0.790123, 0.705263, 0.811688, 0.683007, 0.529412, 0.608696, 0.816901, 0.783550, 0.533333, 0.792453, 0.533333, 0.707895, 0.555556, 0.765517, 0.548387, 0.688953, 0.529412, 0.710046, 0.542857, 
36.0, 0.711111, 0.533333, 0.776042, 0.550000, 0.764192, 0.575000, 0.850000, 0.547619, 0.947368, 0.547619, 0.943396, 0.592593, 0.943396, 0.614583, 0.891892, 0.648148, 0.881579, 0.652344, 0.841584, 0.664336, 0.783951, 0.694737, 0.805195, 0.669935, 0.529412, 0.608696, 0.816901, 0.779221, 0.533333, 0.787736, 0.533333, 0.694737, 0.555556, 0.762069, 0.548387, 0.677326, 0.529412, 0.698630, 0.542857, 
37.0, 0.706667, 0.533333, 0.776042, 0.550000, 0.764192, 0.575000, 0.850000, 0.547619, 0.947368, 0.500000, 0.943396, 0.592593, 0.943396, 0.604167, 0.891892, 0.635802, 0.881579, 0.640625, 0.841584, 0.653846, 0.783951, 0.684211, 0.805195, 0.660131, 0.529412, 0.608696, 0.816901, 0.779221, 0.533333, 0.787736, 0.533333, 0.686842, 0.555556, 0.758621, 0.548387, 0.668605, 0.529412, 0.691781, 0.542857, 
38.0, 0.697778, 0.466667, 0.770833, 0.516667, 0.755459, 0.550000, 0.850000, 0.547619, 0.947368, 0.476190, 0.943396, 0.574074, 0.943396, 0.593750, 0.878378, 0.629630, 0.881579, 0.632813, 0.831683, 0.646853, 0.771605, 0.678947, 0.805195, 0.653595, 0.470588, 0.600000, 0.816901, 0.774892, 0.466667, 0.778302, 0.466667, 0.681579, 0.500000, 0.751724, 0.483871, 0.659884, 0.470588, 0.682648, 0.485714, 
39.0, 0.693333, 0.466667, 0.765625, 0.516667, 0.751092, 0.550000, 0.850000, 0.547619, 0.947368, 0.476190, 0.943396, 0.574074, 0.943396, 0.583333, 0.878378, 0.629630, 0.881579, 0.628906, 0.831683, 0.643357, 0.765432, 0.678947, 0.798701, 0.647059, 0.470588, 0.600000, 0.816901, 0.770563, 0.466667, 0.773585, 0.466667, 0.676316, 0.500000, 0.748276, 0.483871, 0.651163, 0.470588, 0.675799, 0.485714, 
40.0, 0.685556, 0.433333, 0.755208, 0.500000, 0.742358, 0.550000, 0.833333, 0.547619, 0.929825, 0.452381, 0.943396, 0.574074, 0.943396, 0.572917, 0.878378, 0.623457, 0.881579, 0.617188, 0.831683, 0.632867, 0.759259, 0.673684, 0.792208, 0.633987, 0.441176, 0.600000, 0.802817, 0.766234, 0.433333, 0.768868, 0.433333, 0.665789, 0.472222, 0.741379, 0.451613, 0.639535, 0.441176, 0.666667, 0.457143, 
41.0, 0.677778, 0.400000, 0.755208, 0.483333, 0.737991, 0.537500, 0.816667, 0.523810, 0.929825, 0.452381, 0.943396, 0.574074, 0.943396, 0.572917, 0.878378, 0.617284, 0.881579, 0.613281, 0.831683, 0.629371, 0.753086, 0.657895, 0.792208, 0.627451, 0.411765, 0.582609, 0.788732, 0.761905, 0.400000, 0.764151, 0.400000, 0.655263, 0.444444, 0.737931, 0.419355, 0.633721, 0.411765, 0.657534, 0.428571, 
42.0, 0.670000, 0.366667, 0.744792, 0.466667, 0.729258, 0.525000, 0.816667, 0.500000, 0.912281, 0.452381, 0.924528, 0.555556, 0.924528, 0.552083, 0.864865, 0.598765, 0.868421, 0.597656, 0.821782, 0.615385, 0.740741, 0.647368, 0.779221, 0.614379, 0.382353, 0.573913, 0.788732, 0.753247, 0.366667, 0.754717, 0.366667, 0.644737, 0.416667, 0.731034, 0.387097, 0.622093, 0.382353, 0.648402, 0.400000, 
43.0, 0.667778, 0.366667, 0.744792, 0.466667, 0.729258, 0.525000, 0.816667, 0.500000, 0.912281, 0.452381, 0.924528, 0.555556, 0.924528, 0.552083, 0.864865, 0.598765, 0.868421, 0.597656, 0.821782, 0.615385, 0.740741, 0.647368, 0.779221, 0.614379, 0.382353, 0.573913, 0.788732, 0.744589, 0.366667, 0.754717, 0.366667, 0.644737, 0.416667, 0.724138, 0.387097, 0.622093, 0.382353, 0.648402, 0.400000, 
44.0, 0.658889, 0.366667, 0.734375, 0.466667, 0.716157, 0.512500, 0.816667, 0.476190, 0.894737, 0.452381, 0.905660, 0.518519, 0.905660, 0.531250, 0.851351, 0.592593, 0.855263, 0.589844, 0.811881, 0.604895, 0.728395, 0.631579, 0.766234, 0.607843, 0.382353, 0.565217, 0.788732, 0.735931, 0.366667, 0.740566, 0.366667, 0.634211, 0.416667, 0.717241, 0.387097, 0.616279, 0.382353, 0.639269, 0.400000, 
45.0, 0.648889, 0.366667, 0.718750, 0.466667, 0.698690, 0.512500, 0.816667, 0.476190, 0.894737, 0.452381, 0.905660, 0.518519, 0.905660, 0.520833, 0.851351, 0.592593, 0.828947, 0.582031, 0.792079, 0.594406, 0.716049, 0.631579, 0.746753, 0.598039, 0.382353, 0.556522, 0.788732, 0.727273, 0.366667, 0.721698, 0.366667, 0.626316, 0.416667, 0.710345, 0.387097, 0.607558, 0.382353, 0.630137, 0.400000, 
46.0, 0.640000, 0.366667, 0.697917, 0.450000, 0.681223, 0.500000, 0.800000, 0.476190, 0.894737, 0.452381, 0.905660, 0.518519, 0.905660, 0.510417, 0.851351, 0.592593, 0.815789, 0.578125, 0.782178, 0.590909, 0.703704, 0.631579, 0.733766, 0.594771, 0.382353, 0.539130, 0.774648, 0.714286, 0.366667, 0.712264, 0.366667, 0.623684, 0.416667, 0.700000, 0.387097, 0.604651, 0.382353, 0.625571, 0.400000, 
47.0, 0.633333, 0.366667, 0.692708, 0.450000, 0.676856, 0.500000, 0.800000, 0.476190, 0.894737, 0.452381, 0.905660, 0.500000, 0.905660, 0.489583, 0.851351, 0.586420, 0.815789, 0.566406, 0.782178, 0.580420, 0.703704, 0.631579, 0.727273, 0.584967, 0.382353, 0.539130, 0.774648, 0.705628, 0.366667, 0.707547, 0.366667, 0.615789, 0.416667, 0.693103, 0.387097, 0.595930, 0.382353, 0.616438, 0.400000, 
48.0, 0.626667, 0.366667, 0.682292, 0.450000, 0.668122, 0.500000, 0.783333, 0.476190, 0.877193, 0.452381, 0.886792, 0.500000, 0.886792, 0.479167, 0.824324, 0.586420, 0.802632, 0.562500, 0.762376, 0.576923, 0.685185, 0.626316, 0.714286, 0.581699, 0.382353, 0.539130, 0.760563, 0.688312, 0.366667, 0.693396, 0.366667, 0.610526, 0.416667, 0.679310, 0.387097, 0.593023, 0.382353, 0.611872, 0.400000, 
49.0, 0.612222, 0.366667, 0.682292, 0.450000, 0.663755, 0.487500, 0.750000, 0.476190, 0.877193, 0.428571, 0.886792, 0.500000, 0.886792, 0.479167, 0.810811, 0.567901, 0.802632, 0.550781, 0.752475, 0.566434, 0.679012, 0.600000, 0.714286, 0.568627, 0.382353, 0.530435, 0.732394, 0.670996, 0.366667, 0.683962, 0.366667, 0.594737, 0.416667, 0.662069, 0.387097, 0.578488, 0.382353, 0.595890, 0.400000, 
50.0, 0.607778, 0.366667, 0.682292, 0.450000, 0.659389, 0.487500, 0.733333, 0.452381, 0.877193, 0.428571, 0.886792, 0.500000, 0.886792, 0.468750, 0.810811, 0.555556, 0.802632, 0.542969, 0.752475, 0.555944, 0.679012, 0.584211, 0.714286, 0.562092, 0.382353, 0.530435, 0.718310, 0.670996, 0.366667, 0.679245, 0.366667, 0.586842, 0.416667, 0.658621, 0.387097, 0.572674, 0.382353, 0.589041, 0.400000, 
51.0, 0.603333, 0.366667, 0.671875, 0.433333, 0.650655, 0.475000, 0.733333, 0.452381, 0.859649, 0.428571, 0.867925, 0.481481, 0.867925, 0.458333, 0.797297, 0.549383, 0.789474, 0.539063, 0.732673, 0.548951, 0.666667, 0.578947, 0.707792, 0.555556, 0.382353, 0.521739, 0.718310, 0.666667, 0.366667, 0.674528, 0.366667, 0.581579, 0.416667, 0.655172, 0.387097, 0.566860, 0.382353, 0.584475, 0.400000, 
52.0, 0.595556, 0.366667, 0.651042, 0.400000, 0.633188, 0.450000, 0.733333, 0.428571, 0.842105, 0.428571, 0.849057, 0.481481, 0.849057, 0.458333, 0.783784, 0.543210, 0.776316, 0.535156, 0.722772, 0.545455, 0.654321, 0.573684, 0.688312, 0.552288, 0.352941, 0.495652, 0.718310, 0.653680, 0.366667, 0.660377, 0.366667, 0.578947, 0.388889, 0.644828, 0.387097, 0.563953, 0.352941, 0.582192, 0.371429, 
53.0, 0.586667, 0.366667, 0.645833, 0.383333, 0.628821, 0.437500, 0.733333, 0.428571, 0.824561, 0.404762, 0.830189, 0.481481, 0.830189, 0.458333, 0.770270, 0.518519, 0.763158, 0.519531, 0.712871, 0.531469, 0.648148, 0.552632, 0.681818, 0.539216, 0.352941, 0.486957, 0.718310, 0.649351, 0.366667, 0.655660, 0.366667, 0.565789, 0.388889, 0.641379, 0.387097, 0.552326, 0.352941, 0.568493, 0.371429, 
54.0, 0.578889, 0.366667, 0.640625, 0.383333, 0.624454, 0.437500, 0.733333, 0.428571, 0.824561, 0.404762, 0.830189, 0.444444, 0.830189, 0.437500, 0.770270, 0.506173, 0.763158, 0.507813, 0.712871, 0.520979, 0.648148, 0.542105, 0.681818, 0.526144, 0.352941, 0.486957, 0.704225, 0.649351, 0.366667, 0.655660, 0.366667, 0.555263, 0.388889, 0.637931, 0.387097, 0.540698, 0.352941, 0.557078, 0.371429, 
55.0, 0.567778, 0.366667, 0.635417, 0.383333, 0.611354, 0.425000, 0.716667, 0.404762, 0.824561, 0.404762, 0.830189, 0.444444, 0.830189, 0.427083, 0.770270, 0.500000, 0.763158, 0.500000, 0.712871, 0.513986, 0.641975, 0.536842, 0.668831, 0.519608, 0.352941, 0.469565, 0.690141, 0.636364, 0.366667, 0.646226, 0.366667, 0.547368, 0.388889, 0.620690, 0.387097, 0.534884, 0.352941, 0.550228, 0.371429, 
56.0, 0.556667, 0.366667, 0.630208, 0.383333, 0.606987, 0.425000, 0.700000, 0.380952, 0.807018, 0.380952, 0.811321, 0.444444, 0.811321, 0.416667, 0.756757, 0.487654, 0.750000, 0.488281, 0.702970, 0.503497, 0.629630, 0.526316, 0.662338, 0.509804, 0.352941, 0.469565, 0.676056, 0.632035, 0.366667, 0.636792, 0.366667, 0.539474, 0.388889, 0.613793, 0.387097, 0.523256, 0.352941, 0.534247, 0.371429, 
