((pressureInd, (pressureInd, (97.51444783240035, 97.9722038912177>) -> (pressureInd, (36.36041025584155, 64.43832873091155>)))
((moistureInd, (moistureInd, (92.4554907145469, 95.269705877384>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (97.3453053125686, 103.242342334336>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (112.91719411861149, 114.1364615871625>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (112.91719411861149, 114.1364615871625>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (89.48423303886864, 91.1172559983236>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (97.3453053125686, 103.242342334336>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (97.3453053125686, 103.242342334336>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((pressureInd, (pressureInd, (75.66673329804391, 80.6500128679062>) -> (pressureInd, (36.36041025584155, 64.43832873091155>)))
((moistureInd, (moistureInd, (103.6639528613305, 110.437114814551>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (87.64618931736689, 88.3154657173461>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (82.38520370249506, 87.19978501884755>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((pressureInd, (pressureInd, (85.6571843398078, 93.6503936174002>) -> (pressureInd, (36.36041025584155, 64.43832873091155>)))
((pressureInd, (pressureInd, (69.41534395693091, 70.10689885096716>) -> (pressureInd, (64.43832873091155, 69.41534395693091>)))
((moistureInd, (moistureInd, (103.242342334336, 103.6639528613305>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (97.3453053125686, 103.242342334336>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (103.6639528613305, 110.437114814551>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (88.5303058261661, 89.40919020937511>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (82.38520370249506, 87.19978501884755>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (97.3453053125686, 103.242342334336>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((pressureInd, (pressureInd, (127.3191350909755, inf)) -> (pressureInd, (64.43832873091155, 69.41534395693091>)))
((moistureInd, (moistureInd, (118.1678800769745, 120.357769721007>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (103.6639528613305, 110.437114814551>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (103.6639528613305, 110.437114814551>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((pressureInd, (pressureInd, (81.0541716611798, 85.6571843398078>) -> (pressureInd, (64.43832873091155, 69.41534395693091>)))
((moistureInd, (moistureInd, (103.6639528613305, 110.437114814551>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (97.3453053125686, 103.242342334336>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (97.3453053125686, 103.242342334336>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (97.3453053125686, 103.242342334336>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((pressureInd, (pressureInd, (85.6571843398078, 93.6503936174002>) -> (pressureInd, (36.36041025584155, 64.43832873091155>)))
((moistureInd, (moistureInd, (88.5303058261661, 89.40919020937511>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (95.269705877384, 97.3453053125686>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((pressureInd, (pressureInd, (36.36041025584155, 64.43832873091155>) -> (pressureInd, (64.43832873091155, 69.41534395693091>)))
((moistureInd, (moistureInd, (103.6639528613305, 110.437114814551>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (97.3453053125686, 103.242342334336>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (92.4554907145469, 95.269705877384>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (103.6639528613305, 110.437114814551>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((pressureInd, (pressureInd, (127.3191350909755, inf)) -> (pressureInd, (36.36041025584155, 64.43832873091155>)))
((moistureInd, (moistureInd, (92.4554907145469, 95.269705877384>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (103.6639528613305, 110.437114814551>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((pressureInd, (pressureInd, (81.0541716611798, 85.6571843398078>) -> (pressureInd, (64.43832873091155, 69.41534395693091>)))
((moistureInd, (moistureInd, (81.1156453683692, 82.38520370249506>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((pressureInd, (pressureInd, (85.6571843398078, 93.6503936174002>) -> (pressureInd, (36.36041025584155, 64.43832873091155>)))
((moistureInd, (moistureInd, (92.4554907145469, 95.269705877384>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (91.1172559983236, 92.4554907145469>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (76.10889652486571, 80.78482301322924>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (97.3453053125686, 103.242342334336>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((pressureInd, (pressureInd, (81.0541716611798, 85.6571843398078>) -> (pressureInd, (36.36041025584155, 64.43832873091155>)))
((moistureInd, (moistureInd, (92.4554907145469, 95.269705877384>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (97.3453053125686, 103.242342334336>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (92.4554907145469, 95.269705877384>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (82.38520370249506, 87.19978501884755>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (97.3453053125686, 103.242342334336>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((pressureInd, (pressureInd, (85.6571843398078, 93.6503936174002>) -> (pressureInd, (36.36041025584155, 64.43832873091155>)))
((moistureInd, (moistureInd, (87.64618931736689, 88.3154657173461>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((pressureInd, (pressureInd, (75.66673329804391, 80.6500128679062>) -> (pressureInd, (64.43832873091155, 69.41534395693091>)))
((moistureInd, (moistureInd, (103.6639528613305, 110.437114814551>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (82.38520370249506, 87.19978501884755>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (76.10889652486571, 80.78482301322924>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
((moistureInd, (moistureInd, (122.079935857167, 126.8068354625275>) -> (moistureInd, (76.10889652486571, 80.78482301322924>)))
