attribute,value
temperatureInd,"(117.962770304905, 118.051019180629>"
temperatureInd,"(118.051019180629, 121.17737006678999>"
temperatureInd,"(121.17737006678999, 121.723034245923>"
temperatureInd,"(121.723034245923, 123.835107454018>"
temperatureInd,"(123.835107454018, 130.55111994329252>"
temperatureInd,"(130.55111994329252, 133.103730756596>"
temperatureInd,"(133.103730756596, 134.47372677852752>"
temperatureInd,"(134.47372677852752, 148.9434392358805>"
temperatureInd,"(148.9434392358805, 149.33358743994648>"
temperatureInd,"(149.33358743994648, inf)"
