time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, r14_l, r14_r, 
65.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
67.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
71.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
98.0, 0.998342, 1.000000, 1.000000, 0.985294, 1.000000, 0.989474, 1.000000, 0.991228, 1.000000, 1.000000, 1.000000, 0.994012, 1.000000, 0.995074, 1.000000, 0.996032, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.996124, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
114.0, 0.998342, 1.000000, 1.000000, 0.985294, 1.000000, 0.989474, 1.000000, 0.991228, 1.000000, 1.000000, 1.000000, 0.994012, 1.000000, 0.995074, 1.000000, 0.996032, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.996124, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
148.0, 0.998342, 1.000000, 1.000000, 0.985294, 1.000000, 0.989474, 1.000000, 0.991228, 1.000000, 1.000000, 1.000000, 0.994012, 1.000000, 0.995074, 1.000000, 0.996032, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.996124, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
160.0, 0.996678, 1.000000, 1.000000, 0.970588, 1.000000, 0.978947, 1.000000, 0.982456, 1.000000, 0.990741, 1.000000, 0.987988, 1.000000, 0.990148, 1.000000, 0.992048, 1.000000, 0.991667, 1.000000, 0.992248, 1.000000, 0.995025, 1.000000, 0.992233, 1.000000, 1.000000, 0.990826, 1.000000, 0.982759, 
168.0, 0.996678, 1.000000, 1.000000, 0.970588, 1.000000, 0.978947, 1.000000, 0.982456, 1.000000, 0.990741, 1.000000, 0.987988, 1.000000, 0.990148, 1.000000, 0.992048, 1.000000, 0.991667, 1.000000, 0.992248, 1.000000, 0.995025, 1.000000, 0.992233, 1.000000, 1.000000, 0.990826, 1.000000, 0.982759, 
169.0, 0.995011, 1.000000, 1.000000, 0.970588, 1.000000, 0.978947, 1.000000, 0.973684, 1.000000, 0.981481, 1.000000, 0.981963, 1.000000, 0.985222, 1.000000, 0.988063, 1.000000, 0.991667, 1.000000, 0.992248, 1.000000, 0.995025, 1.000000, 0.988326, 1.000000, 1.000000, 0.990826, 1.000000, 0.982759, 
171.0, 0.993344, 1.000000, 1.000000, 0.970588, 1.000000, 0.968421, 1.000000, 0.964912, 1.000000, 0.981481, 1.000000, 0.981963, 1.000000, 0.980296, 1.000000, 0.984079, 1.000000, 0.991667, 1.000000, 0.992248, 1.000000, 0.995025, 1.000000, 0.988326, 1.000000, 1.000000, 0.990826, 1.000000, 0.982759, 
173.0, 0.991678, 1.000000, 1.000000, 0.970588, 1.000000, 0.968421, 1.000000, 0.964912, 1.000000, 0.981481, 1.000000, 0.975939, 1.000000, 0.975369, 1.000000, 0.980095, 1.000000, 0.991667, 1.000000, 0.992248, 1.000000, 0.995025, 1.000000, 0.988326, 1.000000, 1.000000, 0.990826, 0.996540, 0.982759, 
177.0, 0.988344, 0.968750, 1.000000, 0.955882, 1.000000, 0.957895, 1.000000, 0.956140, 1.000000, 0.972222, 1.000000, 0.969915, 1.000000, 0.970443, 1.000000, 0.976111, 1.000000, 0.983263, 1.000000, 0.984496, 0.993939, 0.990025, 0.994186, 0.984420, 0.993671, 1.000000, 0.981566, 0.993080, 0.965517, 
180.0, 0.986675, 0.937500, 1.000000, 0.941176, 1.000000, 0.947368, 1.000000, 0.947368, 1.000000, 0.962963, 1.000000, 0.963890, 1.000000, 0.965517, 1.000000, 0.972127, 1.000000, 0.974859, 1.000000, 0.984496, 0.993939, 0.984999, 0.994186, 0.980498, 0.993671, 1.000000, 0.972306, 0.993080, 0.948276, 
181.0, 0.985005, 0.937500, 1.000000, 0.941176, 1.000000, 0.947368, 1.000000, 0.947368, 1.000000, 0.953704, 1.000000, 0.957866, 1.000000, 0.960591, 1.000000, 0.968143, 1.000000, 0.966455, 1.000000, 0.976683, 0.993939, 0.979974, 0.994186, 0.976576, 0.993671, 1.000000, 0.963046, 0.993080, 0.948276, 
184.0, 0.983336, 0.906250, 1.000000, 0.926471, 1.000000, 0.936842, 1.000000, 0.938596, 1.000000, 0.944444, 1.000000, 0.951842, 1.000000, 0.955665, 1.000000, 0.964159, 1.000000, 0.958051, 1.000000, 0.976683, 0.993939, 0.974948, 0.994186, 0.972654, 0.993671, 1.000000, 0.953785, 0.993080, 0.931034, 
186.0, 0.983336, 0.906250, 1.000000, 0.926471, 1.000000, 0.936842, 1.000000, 0.938596, 1.000000, 0.944444, 1.000000, 0.951842, 1.000000, 0.955665, 1.000000, 0.964159, 1.000000, 0.958051, 1.000000, 0.976683, 0.993939, 0.974948, 0.994186, 0.972654, 0.993671, 1.000000, 0.953785, 0.993080, 0.931034, 
191.0, 0.981663, 0.906250, 0.995575, 0.926471, 0.995671, 0.936842, 0.996016, 0.938596, 1.000000, 0.944444, 0.995671, 0.951842, 0.996016, 0.955665, 1.000000, 0.964159, 0.996016, 0.958051, 1.000000, 0.976683, 0.993939, 0.974948, 0.994186, 0.968716, 0.993671, 1.000000, 0.953785, 0.993080, 0.931034, 
195.0, 0.979991, 0.906250, 0.995575, 0.911528, 0.995671, 0.926196, 0.996016, 0.929742, 1.000000, 0.935094, 0.995671, 0.945779, 0.996016, 0.950713, 1.000000, 0.960158, 0.996016, 0.949573, 1.000000, 0.976683, 0.993939, 0.969897, 0.994186, 0.964778, 0.993671, 1.000000, 0.944435, 0.993080, 0.913468, 
205.0, 0.978316, 0.906250, 0.995575, 0.911528, 0.995671, 0.926196, 0.992016, 0.929742, 1.000000, 0.935094, 0.995671, 0.945779, 0.992016, 0.950713, 0.996269, 0.960158, 0.992016, 0.949573, 0.993750, 0.976683, 0.987842, 0.969897, 0.988338, 0.964778, 0.993671, 1.000000, 0.944435, 0.989607, 0.913468, 
213.0, 0.978316, 0.906250, 0.995575, 0.911528, 0.995671, 0.926196, 0.992016, 0.929742, 1.000000, 0.935094, 0.995671, 0.945779, 0.992016, 0.950713, 0.996269, 0.960158, 0.992016, 0.949573, 0.993750, 0.976683, 0.987842, 0.969897, 0.988338, 0.964778, 0.993671, 1.000000, 0.944435, 0.989607, 0.913468, 
223.0, 0.976638, 0.906250, 0.995575, 0.911528, 0.995671, 0.926196, 0.992016, 0.929742, 1.000000, 0.935094, 0.995671, 0.945779, 0.992016, 0.950713, 0.996269, 0.960158, 0.992016, 0.949573, 0.993750, 0.968806, 0.987842, 0.964845, 0.988338, 0.960840, 0.993671, 1.000000, 0.944435, 0.989607, 0.913468, 
227.0, 0.974960, 0.873884, 0.995575, 0.896584, 0.995671, 0.915550, 0.992016, 0.920887, 1.000000, 0.925743, 0.995671, 0.939716, 0.992016, 0.945762, 0.996269, 0.956157, 0.992016, 0.941094, 0.993750, 0.960930, 0.987842, 0.959794, 0.988338, 0.956903, 0.993671, 1.000000, 0.935084, 0.989607, 0.895901, 
229.0, 0.974960, 0.873884, 0.995575, 0.896584, 0.995671, 0.915550, 0.992016, 0.920887, 1.000000, 0.925743, 0.995671, 0.939716, 0.992016, 0.945762, 0.996269, 0.956157, 0.992016, 0.941094, 0.993750, 0.960930, 0.987842, 0.959794, 0.988338, 0.956903, 0.993671, 1.000000, 0.935084, 0.989607, 0.895901, 
233.0, 0.973279, 0.841518, 0.995575, 0.881641, 0.995671, 0.904904, 0.992016, 0.912032, 1.000000, 0.925743, 0.995671, 0.933654, 0.992016, 0.940810, 0.996269, 0.952157, 0.992016, 0.941094, 0.993750, 0.960930, 0.987842, 0.959794, 0.988338, 0.952965, 0.993671, 1.000000, 0.925733, 0.989607, 0.878334, 
238.0, 0.971598, 0.809152, 0.995575, 0.866698, 0.995671, 0.894258, 0.992016, 0.903178, 1.000000, 0.916392, 0.995671, 0.927591, 0.992016, 0.935858, 0.996269, 0.948156, 0.992016, 0.932616, 0.993750, 0.953053, 0.987842, 0.954742, 0.988338, 0.949027, 0.993671, 1.000000, 0.916382, 0.989607, 0.860768, 
241.0, 0.969917, 0.809152, 0.995575, 0.866698, 0.995671, 0.894258, 0.992016, 0.903178, 1.000000, 0.916392, 0.995671, 0.921528, 0.992016, 0.930907, 0.996269, 0.944155, 0.992016, 0.932616, 0.993750, 0.953053, 0.987842, 0.954742, 0.988338, 0.949027, 0.993671, 1.000000, 0.916382, 0.989607, 0.860768, 
242.0, 0.968236, 0.809152, 0.995575, 0.851755, 0.995671, 0.894258, 0.992016, 0.894323, 1.000000, 0.916392, 0.995671, 0.915466, 0.992016, 0.925955, 0.996269, 0.940155, 0.992016, 0.932616, 0.993750, 0.953053, 0.987842, 0.954742, 0.988338, 0.945089, 0.993671, 1.000000, 0.916382, 0.989607, 0.843201, 
249.0, 0.966555, 0.809152, 0.995575, 0.851755, 0.995671, 0.894258, 0.992016, 0.885468, 1.000000, 0.907041, 0.995671, 0.909403, 0.992016, 0.921004, 0.996269, 0.936154, 0.992016, 0.924138, 0.993750, 0.945177, 0.987842, 0.949691, 0.988338, 0.941151, 0.993671, 1.000000, 0.907031, 0.989607, 0.843201, 
251.0, 0.964874, 0.776786, 0.995575, 0.836812, 0.995671, 0.883612, 0.992016, 0.876614, 1.000000, 0.897690, 0.995671, 0.903340, 0.992016, 0.916052, 0.996269, 0.932153, 0.992016, 0.915659, 0.993750, 0.937300, 0.987842, 0.944639, 0.988338, 0.937213, 0.993671, 1.000000, 0.897680, 0.989607, 0.825634, 
272.0, 0.961512, 0.776786, 0.995575, 0.821869, 0.995671, 0.872967, 0.992016, 0.858904, 1.000000, 0.888339, 0.995671, 0.897278, 0.992016, 0.906149, 0.996269, 0.924152, 0.992016, 0.907181, 0.993750, 0.929424, 0.987842, 0.939587, 0.988338, 0.933275, 0.993671, 0.995392, 0.888330, 0.986123, 0.808068, 
273.0, 0.961512, 0.776786, 0.995575, 0.821869, 0.995671, 0.872967, 0.992016, 0.858904, 1.000000, 0.888339, 0.995671, 0.897278, 0.992016, 0.906149, 0.996269, 0.924152, 0.992016, 0.907181, 0.993750, 0.929424, 0.987842, 0.939587, 0.988338, 0.933275, 0.993671, 0.995392, 0.888330, 0.986123, 0.808068, 
275.0, 0.959828, 0.776786, 0.995575, 0.821869, 0.995671, 0.872967, 0.992016, 0.858904, 1.000000, 0.878988, 0.995671, 0.891215, 0.992016, 0.901197, 0.996269, 0.920151, 0.992016, 0.898703, 0.993750, 0.921547, 0.987842, 0.934536, 0.988338, 0.929338, 0.993671, 0.995392, 0.878979, 0.986123, 0.808068, 
276.0, 0.959828, 0.776786, 0.995575, 0.821869, 0.995671, 0.872967, 0.992016, 0.858904, 1.000000, 0.878988, 0.995671, 0.891215, 0.992016, 0.901197, 0.996269, 0.920151, 0.992016, 0.898703, 0.993750, 0.921547, 0.987842, 0.934536, 0.988338, 0.929338, 0.993671, 0.995392, 0.878979, 0.986123, 0.808068, 
281.0, 0.956454, 0.776786, 0.995575, 0.806926, 0.995671, 0.862321, 0.992016, 0.850050, 1.000000, 0.860286, 0.995671, 0.879090, 0.992016, 0.896245, 0.996269, 0.912150, 0.992016, 0.890224, 0.993750, 0.921547, 0.987842, 0.924378, 0.988338, 0.921428, 0.993671, 0.995392, 0.869628, 0.986123, 0.790501, 
285.0, 0.953081, 0.776786, 0.995575, 0.806926, 0.995671, 0.862321, 0.987967, 0.841195, 1.000000, 0.860286, 0.995671, 0.879090, 0.987967, 0.891294, 0.992495, 0.908150, 0.987967, 0.890224, 0.993750, 0.921547, 0.987842, 0.924378, 0.982420, 0.921428, 0.993671, 0.995392, 0.869628, 0.979129, 0.790501, 
286.0, 0.951394, 0.744420, 0.995575, 0.791983, 0.995671, 0.851675, 0.987967, 0.832340, 1.000000, 0.850935, 0.995671, 0.873027, 0.987967, 0.886342, 0.992495, 0.904149, 0.987967, 0.890224, 0.993750, 0.921547, 0.987842, 0.924378, 0.982420, 0.917474, 0.993671, 0.995392, 0.860277, 0.979129, 0.772934, 
288.0, 0.949707, 0.744420, 0.995575, 0.791983, 0.995671, 0.851675, 0.987967, 0.832340, 1.000000, 0.850935, 0.995671, 0.866964, 0.987967, 0.881391, 0.992495, 0.900148, 0.987967, 0.890224, 0.993750, 0.921547, 0.987842, 0.924378, 0.982420, 0.917474, 0.993671, 0.995392, 0.860277, 0.975632, 0.772934, 
293.0, 0.948020, 0.712054, 0.995575, 0.777040, 0.995671, 0.841029, 0.987967, 0.823486, 1.000000, 0.841584, 0.995671, 0.860901, 0.987967, 0.876439, 0.992495, 0.896148, 0.987967, 0.881746, 0.993750, 0.913671, 0.987842, 0.919299, 0.982420, 0.913519, 0.993671, 0.995392, 0.850926, 0.975632, 0.755368, 
296.0, 0.948020, 0.712054, 0.995575, 0.777040, 0.995671, 0.841029, 0.987967, 0.823486, 1.000000, 0.841584, 0.995671, 0.860901, 0.987967, 0.876439, 0.992495, 0.896148, 0.987967, 0.881746, 0.993750, 0.913671, 0.987842, 0.919299, 0.982420, 0.913519, 0.993671, 0.995392, 0.850926, 0.975632, 0.755368, 
307.0, 0.946330, 0.679688, 0.995575, 0.762097, 0.995671, 0.830383, 0.987967, 0.814631, 1.000000, 0.832233, 0.995671, 0.854839, 0.987967, 0.871487, 0.992495, 0.892147, 0.987967, 0.873268, 0.993750, 0.905726, 0.987842, 0.914192, 0.982420, 0.909547, 0.993671, 0.995392, 0.850926, 0.975632, 0.755368, 
308.0, 0.944640, 0.679688, 0.995575, 0.762097, 0.995671, 0.830383, 0.987967, 0.814631, 0.995951, 0.832233, 0.995671, 0.854839, 0.987967, 0.871487, 0.988721, 0.892147, 0.987967, 0.873268, 0.993750, 0.897781, 0.987842, 0.909084, 0.982420, 0.905575, 0.993671, 0.995392, 0.850926, 0.975632, 0.755368, 
310.0, 0.944640, 0.679688, 0.995575, 0.762097, 0.995671, 0.830383, 0.987967, 0.814631, 0.995951, 0.832233, 0.995671, 0.854839, 0.987967, 0.871487, 0.988721, 0.892147, 0.987967, 0.873268, 0.993750, 0.897781, 0.987842, 0.909084, 0.982420, 0.905575, 0.993671, 0.995392, 0.850926, 0.975632, 0.755368, 
316.0, 0.942947, 0.647321, 0.995575, 0.747154, 0.995671, 0.819737, 0.987967, 0.805679, 0.995951, 0.822882, 0.995671, 0.848776, 0.987967, 0.866507, 0.988721, 0.888128, 0.987967, 0.873268, 0.993750, 0.897781, 0.987842, 0.903977, 0.982420, 0.901604, 0.993671, 0.995392, 0.841575, 0.975632, 0.737801, 
319.0, 0.942947, 0.647321, 0.995575, 0.747154, 0.995671, 0.819737, 0.987967, 0.805679, 0.995951, 0.822882, 0.995671, 0.848776, 0.987967, 0.866507, 0.988721, 0.888128, 0.987967, 0.873268, 0.993750, 0.897781, 0.987842, 0.903977, 0.982420, 0.901604, 0.993671, 0.995392, 0.841575, 0.975632, 0.737801, 
322.0, 0.942947, 0.647321, 0.995575, 0.747154, 0.995671, 0.819737, 0.987967, 0.805679, 0.995951, 0.822882, 0.995671, 0.848776, 0.987967, 0.866507, 0.988721, 0.888128, 0.987967, 0.873268, 0.993750, 0.897781, 0.987842, 0.903977, 0.982420, 0.901604, 0.993671, 0.995392, 0.841575, 0.975632, 0.737801, 
329.0, 0.941248, 0.647321, 0.991029, 0.747154, 0.991226, 0.819737, 0.983884, 0.805679, 0.991870, 0.822882, 0.991226, 0.848776, 0.983884, 0.866507, 0.984918, 0.888128, 0.983884, 0.873268, 0.993750, 0.889836, 0.987842, 0.898870, 0.982420, 0.897632, 0.993671, 0.995392, 0.841575, 0.975632, 0.737801, 
336.0, 0.939549, 0.647321, 0.991029, 0.747154, 0.991226, 0.819737, 0.983884, 0.805679, 0.991870, 0.813531, 0.991226, 0.842713, 0.983884, 0.861527, 0.984918, 0.884110, 0.983884, 0.864789, 0.993750, 0.881891, 0.987842, 0.893763, 0.982420, 0.893660, 0.993671, 0.995392, 0.832225, 0.975632, 0.737801, 
338.0, 0.934452, 0.647321, 0.991029, 0.747154, 0.991226, 0.819737, 0.983884, 0.805679, 0.991870, 0.804180, 0.991226, 0.830588, 0.983884, 0.851568, 0.984918, 0.876072, 0.983884, 0.856311, 0.993750, 0.873946, 0.987842, 0.888656, 0.982420, 0.889688, 0.993671, 0.995392, 0.822874, 0.972097, 0.737801, 
343.0, 0.932753, 0.647321, 0.991029, 0.747154, 0.991226, 0.819737, 0.983884, 0.805679, 0.991870, 0.804180, 0.991226, 0.830588, 0.983884, 0.851568, 0.984918, 0.876072, 0.983884, 0.856311, 0.993750, 0.873946, 0.987842, 0.888656, 0.982420, 0.889688, 0.993671, 0.995392, 0.813523, 0.972097, 0.737801, 
344.0, 0.931054, 0.647321, 0.991029, 0.747154, 0.991226, 0.819737, 0.983884, 0.805679, 0.991870, 0.794829, 0.991226, 0.824525, 0.983884, 0.846588, 0.984918, 0.872053, 0.983884, 0.847833, 0.993750, 0.866001, 0.987842, 0.883548, 0.982420, 0.885716, 0.993671, 0.995392, 0.804172, 0.972097, 0.737801, 
348.0, 0.929355, 0.647321, 0.991029, 0.747154, 0.991226, 0.819737, 0.983884, 0.805679, 0.991870, 0.794829, 0.991226, 0.818463, 0.983884, 0.841608, 0.984918, 0.868035, 0.983884, 0.847833, 0.993750, 0.866001, 0.987842, 0.883548, 0.982420, 0.885716, 0.993671, 0.995392, 0.804172, 0.972097, 0.737801, 
350.0, 0.927656, 0.647321, 0.991029, 0.747154, 0.991226, 0.819737, 0.983884, 0.805679, 0.991870, 0.794829, 0.991226, 0.818463, 0.983884, 0.841608, 0.984918, 0.868035, 0.983884, 0.847833, 0.993750, 0.858056, 0.987842, 0.878441, 0.982420, 0.881744, 0.993671, 0.995392, 0.804172, 0.972097, 0.737801, 
353.0, 0.925957, 0.647321, 0.986483, 0.747154, 0.986781, 0.819737, 0.979802, 0.805679, 0.987788, 0.794829, 0.986781, 0.818463, 0.979802, 0.841608, 0.981116, 0.868035, 0.979802, 0.847833, 0.993750, 0.858056, 0.987842, 0.878441, 0.982420, 0.881744, 0.993671, 0.995392, 0.804172, 0.972097, 0.737801, 
357.0, 0.924258, 0.647321, 0.986483, 0.732211, 0.986781, 0.809091, 0.979802, 0.796727, 0.987788, 0.785479, 0.986781, 0.812400, 0.979802, 0.836628, 0.981116, 0.864016, 0.979802, 0.839354, 0.993750, 0.850111, 0.987842, 0.873334, 0.982420, 0.877773, 0.993671, 0.995392, 0.804172, 0.972097, 0.737801, 
358.0, 0.922559, 0.647321, 0.986483, 0.717268, 0.986781, 0.798445, 0.979802, 0.787775, 0.987788, 0.776128, 0.986781, 0.806337, 0.979802, 0.831648, 0.981116, 0.859997, 0.979802, 0.830876, 0.993750, 0.842166, 0.987842, 0.868227, 0.982420, 0.873801, 0.993671, 0.995392, 0.794821, 0.972097, 0.720234, 
359.0, 0.920860, 0.647321, 0.986483, 0.717268, 0.986781, 0.798445, 0.979802, 0.787775, 0.987788, 0.776128, 0.986781, 0.806337, 0.979802, 0.831648, 0.981116, 0.859997, 0.979802, 0.822398, 0.993750, 0.834221, 0.987842, 0.863119, 0.982420, 0.869829, 0.993671, 0.995392, 0.794821, 0.972097, 0.720234, 
360.0, 0.919161, 0.614955, 0.986483, 0.702324, 0.986781, 0.787799, 0.979802, 0.787775, 0.987788, 0.766777, 0.986781, 0.800275, 0.979802, 0.831648, 0.981116, 0.855979, 0.979802, 0.813919, 0.993750, 0.834221, 0.987842, 0.858012, 0.982420, 0.865857, 0.993671, 0.995392, 0.785470, 0.972097, 0.702668, 
368.0, 0.919161, 0.614955, 0.986483, 0.702324, 0.986781, 0.787799, 0.979802, 0.787775, 0.987788, 0.766777, 0.986781, 0.800275, 0.979802, 0.831648, 0.981116, 0.855979, 0.979802, 0.813919, 0.993750, 0.834221, 0.987842, 0.858012, 0.982420, 0.865857, 0.993671, 0.995392, 0.785470, 0.972097, 0.702668, 
369.0, 0.917459, 0.614955, 0.986483, 0.702324, 0.986781, 0.787799, 0.979802, 0.787775, 0.983689, 0.766777, 0.986781, 0.800275, 0.979802, 0.831648, 0.977298, 0.855979, 0.979802, 0.805441, 0.993750, 0.834221, 0.987842, 0.852905, 0.982420, 0.861885, 0.993671, 0.995392, 0.785470, 0.972097, 0.702668, 
370.0, 0.914055, 0.614955, 0.986483, 0.702324, 0.986781, 0.787799, 0.979802, 0.787775, 0.983689, 0.748075, 0.986781, 0.788149, 0.979802, 0.821688, 0.977298, 0.847941, 0.979802, 0.796963, 0.993750, 0.826276, 0.987842, 0.842691, 0.982420, 0.853942, 0.993671, 0.995392, 0.776120, 0.972097, 0.702668, 
371.0, 0.912353, 0.614955, 0.986483, 0.702324, 0.986781, 0.787799, 0.975702, 0.787775, 0.983689, 0.748075, 0.986781, 0.788149, 0.975702, 0.821688, 0.973480, 0.847941, 0.975702, 0.796963, 0.993750, 0.826276, 0.987842, 0.842691, 0.982420, 0.853942, 0.993671, 0.995392, 0.776120, 0.968549, 0.702668, 
372.0, 0.910651, 0.614955, 0.981916, 0.702324, 0.982316, 0.787799, 0.971603, 0.787775, 0.983689, 0.748075, 0.982316, 0.788149, 0.971603, 0.821688, 0.973480, 0.847941, 0.971603, 0.796963, 0.993750, 0.826276, 0.987842, 0.842691, 0.982420, 0.853942, 0.993671, 0.995392, 0.776120, 0.968549, 0.702668, 
374.0, 0.908948, 0.614955, 0.981916, 0.702324, 0.982316, 0.787799, 0.971603, 0.787775, 0.983689, 0.748075, 0.982316, 0.788149, 0.971603, 0.821688, 0.973480, 0.843923, 0.971603, 0.796963, 0.993750, 0.826276, 0.987842, 0.842691, 0.982420, 0.853942, 0.993671, 0.990674, 0.776120, 0.965002, 0.702668, 
375.0, 0.907246, 0.614955, 0.981916, 0.702324, 0.982316, 0.787799, 0.971603, 0.787775, 0.983689, 0.738724, 0.982316, 0.782087, 0.971603, 0.816708, 0.973480, 0.839904, 0.971603, 0.788484, 0.993750, 0.818331, 0.987842, 0.837583, 0.982420, 0.849970, 0.993671, 0.990674, 0.766769, 0.965002, 0.702668, 
377.0, 0.905544, 0.614955, 0.981916, 0.687381, 0.982316, 0.777153, 0.971603, 0.778823, 0.983689, 0.729373, 0.982316, 0.776024, 0.971603, 0.811728, 0.973480, 0.835885, 0.971603, 0.780006, 0.993750, 0.810386, 0.987842, 0.832476, 0.982420, 0.845998, 0.993671, 0.990674, 0.757418, 0.965002, 0.685101, 
379.0, 0.903842, 0.614955, 0.981916, 0.672438, 0.982316, 0.766507, 0.971603, 0.769871, 0.983689, 0.720022, 0.982316, 0.769961, 0.971603, 0.806748, 0.973480, 0.831867, 0.971603, 0.771528, 0.993750, 0.810386, 0.987842, 0.827369, 0.982420, 0.842026, 0.993671, 0.990674, 0.748067, 0.965002, 0.667534, 
