time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, 
1005.0, 0.884793, 0.987342, 0.580645, 0.625000, 0.983871, 0.776471, 0.983871, 
1077.0, 0.880184, 0.987342, 0.580645, 0.625000, 0.983871, 0.776471, 0.983871, 
1125.0, 0.875576, 0.987342, 0.580645, 0.600000, 0.983871, 0.764706, 0.983871, 
1249.0, 0.870968, 0.987342, 0.580645, 0.600000, 0.983871, 0.764706, 0.983871, 
1369.0, 0.866359, 0.987342, 0.580645, 0.575000, 0.983871, 0.752941, 0.983871, 
1392.0, 0.861751, 0.987342, 0.580645, 0.575000, 0.983871, 0.741176, 0.983871, 
1434.0, 0.857143, 0.987342, 0.548387, 0.550000, 0.983871, 0.729412, 0.983871, 
1492.0, 0.852535, 0.987342, 0.516129, 0.550000, 0.983871, 0.717647, 0.983871, 
1554.0, 0.847926, 0.987342, 0.516129, 0.550000, 0.983871, 0.717647, 0.983871, 
1625.0, 0.843318, 0.987342, 0.516129, 0.525000, 0.983871, 0.705882, 0.983871, 
1673.0, 0.838710, 0.974684, 0.516129, 0.525000, 0.983871, 0.705882, 0.983871, 
1674.0, 0.834101, 0.974684, 0.483871, 0.525000, 0.983871, 0.694118, 0.983871, 
1706.0, 0.824885, 0.962025, 0.483871, 0.525000, 0.983871, 0.682353, 0.983871, 
1766.0, 0.820276, 0.949367, 0.483871, 0.525000, 0.983871, 0.682353, 0.983871, 
1767.0, 0.815668, 0.949367, 0.483871, 0.525000, 0.983871, 0.682353, 0.983871, 
1826.0, 0.811060, 0.949367, 0.483871, 0.525000, 0.983871, 0.682353, 0.983871, 
1851.0, 0.806452, 0.949367, 0.483871, 0.525000, 0.983871, 0.682353, 0.983871, 
1857.0, 0.801843, 0.949367, 0.483871, 0.525000, 0.983871, 0.670588, 0.983871, 
2006.0, 0.797235, 0.949367, 0.451613, 0.500000, 0.983871, 0.658824, 0.983871, 
2010.0, 0.792627, 0.949367, 0.451613, 0.500000, 0.983871, 0.658824, 0.983871, 
2121.0, 0.788018, 0.949367, 0.451613, 0.500000, 0.983871, 0.658824, 0.983871, 
2223.0, 0.778802, 0.936709, 0.419355, 0.500000, 0.983871, 0.647059, 0.983871, 
2236.0, 0.774194, 0.924051, 0.419355, 0.500000, 0.967742, 0.647059, 0.967742, 
2345.0, 0.769585, 0.924051, 0.419355, 0.500000, 0.967742, 0.635294, 0.967742, 
2400.0, 0.764977, 0.924051, 0.419355, 0.475000, 0.967742, 0.623529, 0.967742, 
2422.0, 0.760369, 0.924051, 0.387097, 0.450000, 0.967742, 0.611765, 0.967742, 
2434.0, 0.755760, 0.924051, 0.387097, 0.450000, 0.967742, 0.600000, 0.967742, 
2435.0, 0.746544, 0.911392, 0.387097, 0.450000, 0.951613, 0.588235, 0.951613, 
2466.0, 0.741935, 0.911392, 0.387097, 0.450000, 0.951613, 0.588235, 0.951613, 
2587.0, 0.737327, 0.911392, 0.387097, 0.425000, 0.951613, 0.576471, 0.951613, 
2678.0, 0.732719, 0.898734, 0.387097, 0.425000, 0.935484, 0.576471, 0.935484, 
2815.0, 0.728111, 0.898734, 0.387097, 0.425000, 0.935484, 0.564706, 0.935484, 
2833.0, 0.723502, 0.898734, 0.387097, 0.425000, 0.935484, 0.564706, 0.935484, 
2844.0, 0.718894, 0.898734, 0.387097, 0.425000, 0.935484, 0.552941, 0.935484, 
2910.0, 0.714286, 0.898734, 0.354839, 0.400000, 0.935484, 0.541176, 0.935484, 
2961.0, 0.709677, 0.886076, 0.354839, 0.400000, 0.919355, 0.541176, 0.919355, 
2983.0, 0.705069, 0.886076, 0.354839, 0.400000, 0.919355, 0.529412, 0.919355, 
2989.0, 0.700461, 0.873418, 0.354839, 0.400000, 0.903226, 0.529412, 0.903226, 
3010.0, 0.695853, 0.873418, 0.354839, 0.400000, 0.903226, 0.529412, 0.903226, 
3012.0, 0.686636, 0.873418, 0.322581, 0.375000, 0.903226, 0.517647, 0.903226, 
3014.0, 0.682028, 0.873418, 0.322581, 0.350000, 0.903226, 0.505882, 0.903226, 
3027.0, 0.677419, 0.860759, 0.322581, 0.350000, 0.887097, 0.505882, 0.887097, 
3068.0, 0.672811, 0.860759, 0.322581, 0.325000, 0.887097, 0.494118, 0.887097, 
3167.0, 0.668203, 0.860759, 0.290323, 0.300000, 0.887097, 0.482353, 0.887097, 
3186.0, 0.663594, 0.860759, 0.258065, 0.275000, 0.887097, 0.470588, 0.887097, 
3226.0, 0.658986, 0.860759, 0.258065, 0.275000, 0.887097, 0.470588, 0.887097, 
3227.0, 0.654378, 0.848101, 0.258065, 0.275000, 0.870968, 0.470588, 0.870968, 
3275.0, 0.649770, 0.848101, 0.258065, 0.275000, 0.870968, 0.470588, 0.870968, 
3316.0, 0.645161, 0.848101, 0.258065, 0.275000, 0.870968, 0.470588, 0.870968, 
3318.0, 0.640553, 0.848101, 0.258065, 0.275000, 0.870968, 0.470588, 0.870968, 
3382.0, 0.635945, 0.835443, 0.258065, 0.275000, 0.870968, 0.470588, 0.870968, 
3448.0, 0.631336, 0.835443, 0.258065, 0.275000, 0.870968, 0.470588, 0.870968, 
3511.0, 0.626728, 0.822785, 0.258065, 0.275000, 0.854839, 0.470588, 0.854839, 
3560.0, 0.622120, 0.822785, 0.258065, 0.275000, 0.854839, 0.470588, 0.854839, 
3562.0, 0.617512, 0.822785, 0.258065, 0.275000, 0.854839, 0.470588, 0.854839, 
3658.0, 0.612903, 0.822785, 0.258065, 0.275000, 0.854839, 0.470588, 0.854839, 
3776.0, 0.608295, 0.810127, 0.258065, 0.275000, 0.838710, 0.470588, 0.838710, 
3932.0, 0.603687, 0.810127, 0.258065, 0.250000, 0.838710, 0.458824, 0.838710, 
3943.0, 0.599078, 0.810127, 0.258065, 0.250000, 0.838710, 0.447059, 0.838710, 
3962.0, 0.594470, 0.810127, 0.258065, 0.250000, 0.838710, 0.435294, 0.838710, 
4065.0, 0.589862, 0.810127, 0.258065, 0.250000, 0.838710, 0.435294, 0.838710, 
4066.0, 0.585253, 0.810127, 0.258065, 0.250000, 0.838710, 0.435294, 0.838710, 
4119.0, 0.580645, 0.810127, 0.258065, 0.225000, 0.838710, 0.423529, 0.838710, 
4169.0, 0.576037, 0.810127, 0.258065, 0.225000, 0.838710, 0.423529, 0.838710, 
4206.0, 0.571429, 0.810127, 0.225806, 0.200000, 0.838710, 0.411765, 0.838710, 
4224.0, 0.566820, 0.810127, 0.225806, 0.200000, 0.838710, 0.400000, 0.838710, 
4249.0, 0.562212, 0.797468, 0.225806, 0.200000, 0.838710, 0.400000, 0.838710, 
4370.0, 0.557604, 0.797468, 0.225806, 0.200000, 0.838710, 0.388235, 0.838710, 
4453.0, 0.552995, 0.797468, 0.225806, 0.175000, 0.838710, 0.376471, 0.838710, 
4505.0, 0.548387, 0.797468, 0.225806, 0.175000, 0.838710, 0.376471, 0.838710, 
4539.0, 0.543779, 0.797468, 0.225806, 0.150000, 0.838710, 0.364706, 0.838710, 
4656.0, 0.539171, 0.797468, 0.225806, 0.150000, 0.838710, 0.352941, 0.838710, 
4726.0, 0.534562, 0.797468, 0.225806, 0.150000, 0.838710, 0.352941, 0.838710, 
4758.0, 0.529954, 0.797468, 0.193548, 0.125000, 0.838710, 0.341176, 0.838710, 
4763.0, 0.525346, 0.797468, 0.193548, 0.125000, 0.838710, 0.341176, 0.838710, 
4810.0, 0.520737, 0.797468, 0.193548, 0.125000, 0.838710, 0.341176, 0.838710, 
4840.0, 0.516129, 0.797468, 0.193548, 0.125000, 0.838710, 0.329412, 0.838710, 
4901.0, 0.511521, 0.797468, 0.193548, 0.125000, 0.838710, 0.329412, 0.838710, 
4941.0, 0.506912, 0.797468, 0.193548, 0.125000, 0.838710, 0.317647, 0.838710, 
4959.0, 0.502304, 0.797468, 0.193548, 0.100000, 0.838710, 0.305882, 0.838710, 
4996.0, 0.497696, 0.784810, 0.193548, 0.100000, 0.822581, 0.305882, 0.822581, 
5022.0, 0.493088, 0.784810, 0.193548, 0.100000, 0.822581, 0.305882, 0.822581, 
5047.0, 0.488479, 0.784810, 0.193548, 0.100000, 0.822581, 0.294118, 0.822581, 
5068.0, 0.483871, 0.772152, 0.193548, 0.100000, 0.806452, 0.294118, 0.806452, 
5088.0, 0.479263, 0.772152, 0.193548, 0.100000, 0.806452, 0.282353, 0.806452, 
5143.0, 0.474654, 0.772152, 0.161290, 0.100000, 0.806452, 0.270588, 0.806452, 
5151.0, 0.470046, 0.759494, 0.161290, 0.100000, 0.790323, 0.270588, 0.790323, 
5181.0, 0.465438, 0.759494, 0.161290, 0.100000, 0.790323, 0.270588, 0.790323, 
5216.0, 0.460829, 0.759494, 0.129032, 0.075000, 0.790323, 0.258824, 0.790323, 
5231.0, 0.456221, 0.759494, 0.129032, 0.075000, 0.790323, 0.258824, 0.790323, 
5234.0, 0.451613, 0.759494, 0.129032, 0.075000, 0.790323, 0.258824, 0.790323, 
5238.0, 0.447005, 0.746835, 0.129032, 0.075000, 0.774194, 0.258824, 0.774194, 
5293.0, 0.442396, 0.746835, 0.129032, 0.075000, 0.774194, 0.247059, 0.774194, 
5308.0, 0.437788, 0.746835, 0.129032, 0.075000, 0.774194, 0.235294, 0.774194, 
5354.0, 0.433180, 0.734177, 0.129032, 0.075000, 0.758065, 0.235294, 0.758065, 
5384.0, 0.428571, 0.734177, 0.129032, 0.075000, 0.758065, 0.223529, 0.758065, 
5441.0, 0.423963, 0.734177, 0.096774, 0.050000, 0.758065, 0.211765, 0.758065, 
5550.0, 0.419355, 0.734177, 0.096774, 0.050000, 0.758065, 0.211765, 0.758065, 
5757.0, 0.414747, 0.734177, 0.096774, 0.050000, 0.758065, 0.200000, 0.758065, 
5796.0, 0.410138, 0.734177, 0.096774, 0.025000, 0.758065, 0.188235, 0.758065, 
5824.0, 0.405530, 0.734177, 0.096774, 0.025000, 0.758065, 0.188235, 0.758065, 
5917.0, 0.400922, 0.721519, 0.096774, 0.025000, 0.758065, 0.188235, 0.758065, 
5930.0, 0.396313, 0.721519, 0.096774, 0.025000, 0.758065, 0.176471, 0.758065, 
5982.0, 0.391705, 0.708861, 0.096774, 0.025000, 0.758065, 0.176471, 0.758065, 
6008.0, 0.387097, 0.708861, 0.096774, 0.025000, 0.758065, 0.176471, 0.758065, 
6025.0, 0.382488, 0.708861, 0.096774, 0.025000, 0.758065, 0.176471, 0.758065, 
6089.0, 0.377880, 0.696203, 0.096774, 0.025000, 0.741935, 0.176471, 0.741935, 
6117.0, 0.373272, 0.696203, 0.096774, 0.025000, 0.741935, 0.176471, 0.741935, 
6143.0, 0.368664, 0.696203, 0.064516, 0.025000, 0.741935, 0.164706, 0.741935, 
6209.0, 0.364055, 0.696203, 0.032258, 0.025000, 0.741935, 0.152941, 0.741935, 
6256.0, 0.359447, 0.696203, 0.032258, 0.025000, 0.741935, 0.141176, 0.741935, 
6349.0, 0.354839, 0.683544, 0.032258, 0.025000, 0.725806, 0.141176, 0.725806, 
6415.0, 0.350230, 0.683544, 0.032258, 0.025000, 0.725806, 0.129412, 0.725806, 
6479.0, 0.345622, 0.670886, 0.032258, 0.025000, 0.709677, 0.129412, 0.709677, 
6607.0, 0.341014, 0.670886, 0.032258, 0.025000, 0.709677, 0.117647, 0.709677, 
6642.0, 0.336406, 0.658228, 0.032258, 0.025000, 0.709677, 0.117647, 0.709677, 
6723.0, 0.331797, 0.645570, 0.032258, 0.025000, 0.693548, 0.117647, 0.693548, 
6760.0, 0.327189, 0.645570, 0.032258, 0.025000, 0.693548, 0.117647, 0.693548, 
6763.0, 0.322581, 0.645570, 0.032258, 0.025000, 0.693548, 0.105882, 0.693548, 
6778.0, 0.317972, 0.632911, 0.032258, 0.025000, 0.677419, 0.105882, 0.677419, 
6878.0, 0.313364, 0.620253, 0.032258, 0.025000, 0.677419, 0.105882, 0.677419, 
6931.0, 0.308756, 0.620253, 0.032258, 0.025000, 0.677419, 0.094118, 0.677419, 
7003.0, 0.308756, 0.620253, 0.032258, 0.025000, 0.677419, 0.094118, 0.677419, 
7065.0, 0.308756, 0.620253, 0.032258, 0.025000, 0.677419, 0.094118, 0.677419, 
7085.0, 0.304006, 0.620253, 0.032258, 0.025000, 0.677419, 0.094118, 0.677419, 
7093.0, 0.304006, 0.620253, 0.032258, 0.025000, 0.677419, 0.094118, 0.677419, 
7106.0, 0.299180, 0.607331, 0.032258, 0.025000, 0.660897, 0.094118, 0.660897, 
7160.0, 0.299180, 0.607331, 0.032258, 0.025000, 0.660897, 0.094118, 0.660897, 
7198.0, 0.299180, 0.607331, 0.032258, 0.025000, 0.660897, 0.094118, 0.660897, 
7235.0, 0.294194, 0.593835, 0.032258, 0.025000, 0.643505, 0.094118, 0.643505, 
7247.0, 0.294194, 0.593835, 0.032258, 0.025000, 0.643505, 0.094118, 0.643505, 
7280.0, 0.294194, 0.593835, 0.032258, 0.025000, 0.643505, 0.094118, 0.643505, 
7288.0, 0.294194, 0.593835, 0.032258, 0.025000, 0.643505, 0.094118, 0.643505, 
7301.0, 0.294194, 0.593835, 0.032258, 0.025000, 0.643505, 0.094118, 0.643505, 
7364.0, 0.294194, 0.593835, 0.032258, 0.025000, 0.643505, 0.094118, 0.643505, 
7370.0, 0.294194, 0.593835, 0.032258, 0.025000, 0.643505, 0.094118, 0.643505, 
7410.0, 0.294194, 0.593835, 0.032258, 0.025000, 0.643505, 0.094118, 0.643505, 
7417.0, 0.294194, 0.593835, 0.032258, 0.025000, 0.643505, 0.094118, 0.643505, 
7428.0, 0.288310, 0.577340, 0.032258, 0.025000, 0.621315, 0.094118, 0.621315, 
7454.0, 0.288310, 0.577340, 0.032258, 0.025000, 0.621315, 0.094118, 0.621315, 
7470.0, 0.288310, 0.577340, 0.032258, 0.025000, 0.621315, 0.094118, 0.621315, 
7479.0, 0.288310, 0.577340, 0.032258, 0.025000, 0.621315, 0.094118, 0.621315, 
7533.0, 0.288310, 0.577340, 0.032258, 0.025000, 0.621315, 0.094118, 0.621315, 
7555.0, 0.288310, 0.577340, 0.032258, 0.025000, 0.621315, 0.094118, 0.621315, 
7576.0, 0.281757, 0.577340, 0.032258, 0.025000, 0.621315, 0.075294, 0.621315, 
7668.0, 0.281757, 0.577340, 0.032258, 0.025000, 0.621315, 0.075294, 0.621315, 
7732.0, 0.281757, 0.577340, 0.032258, 0.025000, 0.621315, 0.075294, 0.621315, 
7758.0, 0.281757, 0.577340, 0.032258, 0.025000, 0.621315, 0.075294, 0.621315, 
7807.0, 0.281757, 0.577340, 0.032258, 0.025000, 0.621315, 0.075294, 0.621315, 
7862.0, 0.281757, 0.577340, 0.032258, 0.025000, 0.621315, 0.075294, 0.621315, 
7867.0, 0.281757, 0.577340, 0.032258, 0.025000, 0.621315, 0.075294, 0.621315, 
7875.0, 0.281757, 0.577340, 0.032258, 0.025000, 0.621315, 0.075294, 0.621315, 
7884.0, 0.281757, 0.577340, 0.032258, 0.025000, 0.621315, 0.075294, 0.621315, 
7898.0, 0.281757, 0.577340, 0.032258, 0.025000, 0.621315, 0.075294, 0.621315, 
7899.0, 0.273470, 0.555957, 0.032258, 0.025000, 0.591729, 0.075294, 0.591729, 
7911.0, 0.273470, 0.555957, 0.032258, 0.025000, 0.591729, 0.075294, 0.591729, 
7921.0, 0.264925, 0.533718, 0.032258, 0.025000, 0.560585, 0.075294, 0.560585, 
7954.0, 0.264925, 0.533718, 0.032258, 0.025000, 0.560585, 0.075294, 0.560585, 
7958.0, 0.264925, 0.533718, 0.032258, 0.025000, 0.560585, 0.075294, 0.560585, 
7965.0, 0.264925, 0.533718, 0.032258, 0.025000, 0.560585, 0.075294, 0.560585, 
8009.0, 0.264925, 0.533718, 0.032258, 0.025000, 0.560585, 0.075294, 0.560585, 
8030.0, 0.264925, 0.533718, 0.032258, 0.025000, 0.560585, 0.075294, 0.560585, 
8052.0, 0.254735, 0.505628, 0.032258, 0.025000, 0.517463, 0.075294, 0.517463, 
8059.0, 0.244546, 0.477537, 0.032258, 0.025000, 0.517463, 0.075294, 0.517463, 
8080.0, 0.244546, 0.477537, 0.032258, 0.025000, 0.517463, 0.075294, 0.517463, 
8100.0, 0.244546, 0.477537, 0.032258, 0.025000, 0.517463, 0.075294, 0.517463, 
8133.0, 0.244546, 0.477537, 0.032258, 0.025000, 0.517463, 0.075294, 0.517463, 
8165.0, 0.244546, 0.477537, 0.032258, 0.025000, 0.517463, 0.075294, 0.517463, 
8308.0, 0.244546, 0.477537, 0.032258, 0.025000, 0.517463, 0.075294, 0.517463, 
8327.0, 0.231675, 0.477537, 0.000000, 0.025000, 0.517463, 0.037647, 0.517463, 
8381.0, 0.231675, 0.477537, 0.000000, 0.025000, 0.517463, 0.037647, 0.517463, 
8389.0, 0.231675, 0.477537, 0.000000, 0.025000, 0.517463, 0.037647, 0.517463, 
8487.0, 0.231675, 0.477537, 0.000000, 0.025000, 0.517463, 0.037647, 0.517463, 
8497.0, 0.231675, 0.477537, 0.000000, 0.025000, 0.517463, 0.037647, 0.517463, 
8569.0, 0.231675, 0.477537, 0.000000, 0.025000, 0.517463, 0.037647, 0.517463, 
8600.0, 0.213854, 0.429784, 0.000000, 0.025000, 0.517463, 0.037647, 0.517463, 
8697.0, 0.196033, 0.429784, 0.000000, 0.025000, 0.517463, 0.000000, 0.517463, 
8761.0, 0.196033, 0.429784, 0.000000, 0.025000, 0.517463, 0.000000, 0.517463, 
8806.0, 0.176429, 0.376061, 0.000000, 0.025000, 0.517463, 0.000000, 0.517463, 
8887.0, 0.176429, 0.376061, 0.000000, 0.025000, 0.517463, 0.000000, 0.517463, 
9257.0, 0.176429, 0.376061, 0.000000, 0.025000, 0.517463, 0.000000, 0.517463, 
9318.0, 0.151225, 0.376061, 0.000000, 0.025000, 0.517463, 0.000000, 0.517463, 
9560.0, 0.151225, 0.376061, 0.000000, 0.025000, 0.517463, 0.000000, 0.517463, 
9598.0, 0.151225, 0.376061, 0.000000, 0.025000, 0.517463, 0.000000, 0.517463, 
9603.0, 0.113419, 0.376061, 0.000000, 0.025000, 0.517463, 0.000000, 0.517463, 
9993.0, 0.113419, 0.376061, 0.000000, 0.025000, 0.517463, 0.000000, 0.517463, 
10852.0, 0.056709, 0.188030, 0.000000, 0.025000, 0.517463, 0.000000, 0.517463, 
12457.0, 0.056709, 0.188030, 0.000000, 0.025000, 0.517463, 0.000000, 0.517463, 

