time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, r14_l, r14_r, 
12.0, 0.959626, 0.946637, 0.977593, 0.884957, 0.985529, 0.945861, 0.976185, 0.922833, 0.976373, 0.928689, 0.976280, 0.929565, 0.971103, 1.000000, 0.947547, 1.000000, 0.950631, 0.983899, 0.941538, 0.943890, 0.976373, 0.973372, 0.874157, 0.972213, 0.880198, 1.000000, 0.945700, 0.968634, 0.940193, 
13.0, 0.956942, 0.919591, 0.977593, 0.884957, 0.981782, 0.941247, 0.976185, 0.916241, 0.976373, 0.922579, 0.976280, 0.924401, 0.971103, 1.000000, 0.936656, 1.000000, 0.946016, 0.983899, 0.941538, 0.935610, 0.976373, 0.973372, 0.874157, 0.972213, 0.880198, 1.000000, 0.931151, 0.968634, 0.935779, 
14.0, 0.956942, 0.919591, 0.977593, 0.884957, 0.981782, 0.941247, 0.976185, 0.916241, 0.976373, 0.922579, 0.976280, 0.924401, 0.971103, 1.000000, 0.936656, 1.000000, 0.946016, 0.983899, 0.941538, 0.935610, 0.976373, 0.973372, 0.874157, 0.972213, 0.880198, 1.000000, 0.931151, 0.968634, 0.935779, 
15.0, 0.956942, 0.919591, 0.977593, 0.884957, 0.981782, 0.941247, 0.976185, 0.916241, 0.976373, 0.922579, 0.976280, 0.924401, 0.971103, 1.000000, 0.936656, 1.000000, 0.946016, 0.983899, 0.941538, 0.935610, 0.976373, 0.973372, 0.874157, 0.972213, 0.880198, 1.000000, 0.931151, 0.968634, 0.935779, 
16.0, 0.956942, 0.919591, 0.977593, 0.884957, 0.981782, 0.941247, 0.976185, 0.916241, 0.976373, 0.922579, 0.976280, 0.924401, 0.971103, 1.000000, 0.936656, 1.000000, 0.946016, 0.983899, 0.941538, 0.935610, 0.976373, 0.973372, 0.874157, 0.972213, 0.880198, 1.000000, 0.931151, 0.968634, 0.935779, 
17.0, 0.952875, 0.919591, 0.977593, 0.871342, 0.981782, 0.931928, 0.976185, 0.896178, 0.976373, 0.910195, 0.976280, 0.913896, 0.971103, 1.000000, 0.936656, 1.000000, 0.941367, 0.983899, 0.901473, 0.923080, 0.976373, 0.973372, 0.848447, 0.972213, 0.855748, 1.000000, 0.916370, 0.968634, 0.922347, 
18.0, 0.950157, 0.919591, 0.973651, 0.871342, 0.977976, 0.927268, 0.971978, 0.896178, 0.972200, 0.910195, 0.972089, 0.913896, 0.967731, 1.000000, 0.936656, 1.000000, 0.939043, 0.983899, 0.901473, 0.923080, 0.972200, 0.973372, 0.848447, 0.972213, 0.855748, 1.000000, 0.916370, 0.968634, 0.917869, 
19.0, 0.947418, 0.892544, 0.973651, 0.871342, 0.977976, 0.917854, 0.971978, 0.889440, 0.972200, 0.903961, 0.972089, 0.908613, 0.967731, 1.000000, 0.925505, 1.000000, 0.934371, 0.983899, 0.880985, 0.914688, 0.972200, 0.973372, 0.848447, 0.972213, 0.855748, 1.000000, 0.901348, 0.968634, 0.913370, 
20.0, 0.944676, 0.892544, 0.973651, 0.857511, 0.977976, 0.908440, 0.971978, 0.882701, 0.972200, 0.897727, 0.972089, 0.903331, 0.967731, 1.000000, 0.914354, 1.000000, 0.929688, 0.983899, 0.860497, 0.906297, 0.972200, 0.973372, 0.848447, 0.972213, 0.855748, 1.000000, 0.901348, 0.968634, 0.908871, 
21.0, 0.943303, 0.865497, 0.973651, 0.857511, 0.977976, 0.908440, 0.971978, 0.875963, 0.972200, 0.891493, 0.972089, 0.898048, 0.967731, 1.000000, 0.903204, 1.000000, 0.927340, 0.983899, 0.860497, 0.902101, 0.972200, 0.973372, 0.822736, 0.972213, 0.830579, 1.000000, 0.901348, 0.968634, 0.904371, 
22.0, 0.940557, 0.865497, 0.965670, 0.857511, 0.970276, 0.908440, 0.963489, 0.875963, 0.963783, 0.891493, 0.963637, 0.898048, 0.960916, 0.993421, 0.903204, 0.994118, 0.927340, 0.972391, 0.860497, 0.902101, 0.963783, 0.973372, 0.797026, 0.967376, 0.805410, 1.000000, 0.901348, 0.964923, 0.904371, 
23.0, 0.939180, 0.865497, 0.965670, 0.843680, 0.970276, 0.903733, 0.963489, 0.869225, 0.963783, 0.885258, 0.963637, 0.892765, 0.960916, 0.993421, 0.903204, 0.994118, 0.924986, 0.972391, 0.860497, 0.897905, 0.963783, 0.973372, 0.797026, 0.967376, 0.805410, 1.000000, 0.901348, 0.964923, 0.899872, 
24.0, 0.939180, 0.865497, 0.965670, 0.843680, 0.970276, 0.903733, 0.963489, 0.869225, 0.963783, 0.885258, 0.963637, 0.892765, 0.960916, 0.993421, 0.903204, 0.994118, 0.924986, 0.972391, 0.860497, 0.897905, 0.963783, 0.973372, 0.797026, 0.967376, 0.805410, 1.000000, 0.901348, 0.964923, 0.899872, 
26.0, 0.937799, 0.865497, 0.965670, 0.843680, 0.970276, 0.903733, 0.963489, 0.869225, 0.963783, 0.885258, 0.963637, 0.892765, 0.957472, 0.993421, 0.903204, 0.994118, 0.924986, 0.972391, 0.860497, 0.897905, 0.963783, 0.973372, 0.797026, 0.962465, 0.805410, 1.000000, 0.901348, 0.961168, 0.899872, 
27.0, 0.937799, 0.865497, 0.965670, 0.843680, 0.970276, 0.903733, 0.963489, 0.869225, 0.963783, 0.885258, 0.963637, 0.892765, 0.957472, 0.993421, 0.903204, 0.994118, 0.924986, 0.972391, 0.860497, 0.897905, 0.963783, 0.973372, 0.797026, 0.962465, 0.805410, 1.000000, 0.901348, 0.961168, 0.899872, 
28.0, 0.937799, 0.865497, 0.965670, 0.843680, 0.970276, 0.903733, 0.963489, 0.869225, 0.963783, 0.885258, 0.963637, 0.892765, 0.957472, 0.993421, 0.903204, 0.994118, 0.924986, 0.972391, 0.860497, 0.897905, 0.963783, 0.973372, 0.797026, 0.962465, 0.805410, 1.000000, 0.901348, 0.961168, 0.899872, 
29.0, 0.937799, 0.865497, 0.965670, 0.843680, 0.970276, 0.903733, 0.963489, 0.869225, 0.963783, 0.885258, 0.963637, 0.892765, 0.957472, 0.993421, 0.903204, 0.994118, 0.924986, 0.972391, 0.860497, 0.897905, 0.963783, 0.973372, 0.797026, 0.962465, 0.805410, 1.000000, 0.901348, 0.961168, 0.899872, 
30.0, 0.937799, 0.865497, 0.965670, 0.843680, 0.970276, 0.903733, 0.963489, 0.869225, 0.963783, 0.885258, 0.963637, 0.892765, 0.957472, 0.993421, 0.903204, 0.994118, 0.924986, 0.972391, 0.860497, 0.897905, 0.963783, 0.973372, 0.797026, 0.962465, 0.805410, 1.000000, 0.901348, 0.961168, 0.899872, 
31.0, 0.936397, 0.865497, 0.965670, 0.829619, 0.970276, 0.898977, 0.963489, 0.862434, 0.963783, 0.878935, 0.963637, 0.887420, 0.957472, 0.993421, 0.891914, 0.994118, 0.922602, 0.972391, 0.860497, 0.893670, 0.963783, 0.973372, 0.797026, 0.962465, 0.805410, 1.000000, 0.901348, 0.961168, 0.895327, 
33.0, 0.933593, 0.838450, 0.961561, 0.815558, 0.966315, 0.894220, 0.963489, 0.855643, 0.963783, 0.872612, 0.963637, 0.882074, 0.953965, 0.993421, 0.880624, 0.994118, 0.917834, 0.972391, 0.840009, 0.889434, 0.963783, 0.973372, 0.797026, 0.962465, 0.805410, 0.986111, 0.886071, 0.957324, 0.890782, 
34.0, 0.932190, 0.838450, 0.961561, 0.815558, 0.966315, 0.894220, 0.963489, 0.855643, 0.963783, 0.872612, 0.963637, 0.882074, 0.953965, 0.993421, 0.880624, 0.994118, 0.917834, 0.972391, 0.840009, 0.889434, 0.963783, 0.973372, 0.797026, 0.962465, 0.805410, 0.986111, 0.886071, 0.957324, 0.890782, 
35.0, 0.932190, 0.838450, 0.961561, 0.815558, 0.966315, 0.894220, 0.963489, 0.855643, 0.963783, 0.872612, 0.963637, 0.882074, 0.953965, 0.993421, 0.880624, 0.994118, 0.917834, 0.972391, 0.840009, 0.889434, 0.963783, 0.973372, 0.797026, 0.962465, 0.805410, 0.986111, 0.886071, 0.957324, 0.890782, 
37.0, 0.930783, 0.811404, 0.961561, 0.815558, 0.966315, 0.889464, 0.963489, 0.848853, 0.963783, 0.866289, 0.963637, 0.876728, 0.953965, 0.993421, 0.869334, 0.994118, 0.915438, 0.972391, 0.840009, 0.885199, 0.963783, 0.973372, 0.797026, 0.962465, 0.805410, 0.986111, 0.886071, 0.957324, 0.886237, 
38.0, 0.929375, 0.811404, 0.961561, 0.815558, 0.966315, 0.884707, 0.963489, 0.848853, 0.963783, 0.866289, 0.963637, 0.876728, 0.953965, 0.993421, 0.869334, 0.994118, 0.913041, 0.972391, 0.840009, 0.885199, 0.963783, 0.973372, 0.797026, 0.962465, 0.805410, 0.986111, 0.886071, 0.957324, 0.886237, 
39.0, 0.929375, 0.811404, 0.961561, 0.815558, 0.966315, 0.884707, 0.963489, 0.848853, 0.963783, 0.866289, 0.963637, 0.876728, 0.953965, 0.993421, 0.869334, 0.994118, 0.913041, 0.972391, 0.840009, 0.885199, 0.963783, 0.973372, 0.797026, 0.962465, 0.805410, 0.986111, 0.886071, 0.957324, 0.886237, 
40.0, 0.926550, 0.811404, 0.957398, 0.815558, 0.962322, 0.884707, 0.954649, 0.848853, 0.955021, 0.866289, 0.954836, 0.876728, 0.953965, 0.986570, 0.869334, 0.987943, 0.913041, 0.966389, 0.840009, 0.885199, 0.955021, 0.973372, 0.797026, 0.962465, 0.805410, 0.986111, 0.886071, 0.953479, 0.886237, 
41.0, 0.922287, 0.784357, 0.957398, 0.801496, 0.958329, 0.875143, 0.954649, 0.842062, 0.955021, 0.859919, 0.954836, 0.871316, 0.950405, 0.986570, 0.858043, 0.987943, 0.905795, 0.966389, 0.819521, 0.876646, 0.955021, 0.973372, 0.797026, 0.962465, 0.805410, 0.986111, 0.886071, 0.949619, 0.881622, 
42.0, 0.919441, 0.784357, 0.953236, 0.801496, 0.958329, 0.875143, 0.950230, 0.842062, 0.950641, 0.859919, 0.950436, 0.871316, 0.943286, 0.986570, 0.858043, 0.987943, 0.903373, 0.960386, 0.819521, 0.876646, 0.950641, 0.973372, 0.770458, 0.957529, 0.779429, 0.986111, 0.886071, 0.945758, 0.881622, 
43.0, 0.918011, 0.784357, 0.953236, 0.801496, 0.958329, 0.875143, 0.945769, 0.842062, 0.946219, 0.859919, 0.950436, 0.871316, 0.943286, 0.986570, 0.858043, 0.987943, 0.903373, 0.960386, 0.819521, 0.876646, 0.946219, 0.973372, 0.770458, 0.957529, 0.779429, 0.986111, 0.886071, 0.945758, 0.881622, 
44.0, 0.916579, 0.784357, 0.953236, 0.801496, 0.958329, 0.870361, 0.945769, 0.842062, 0.946219, 0.859919, 0.950436, 0.871316, 0.943286, 0.986570, 0.858043, 0.987943, 0.900938, 0.960386, 0.798508, 0.872328, 0.946219, 0.973372, 0.770458, 0.957529, 0.779429, 0.986111, 0.886071, 0.945758, 0.881622, 
45.0, 0.915146, 0.784357, 0.949036, 0.801496, 0.954269, 0.865579, 0.945769, 0.842062, 0.946219, 0.859919, 0.950436, 0.871316, 0.939699, 0.986570, 0.858043, 0.987943, 0.898503, 0.960386, 0.798508, 0.872328, 0.946219, 0.973372, 0.743891, 0.957529, 0.753448, 0.986111, 0.886071, 0.945758, 0.881622, 
46.0, 0.913712, 0.784357, 0.944837, 0.801496, 0.950208, 0.865579, 0.945769, 0.842062, 0.946219, 0.859919, 0.950436, 0.871316, 0.936113, 0.986570, 0.858043, 0.987943, 0.896062, 0.960386, 0.798508, 0.872328, 0.946219, 0.973372, 0.743891, 0.957529, 0.753448, 0.986111, 0.886071, 0.941882, 0.881622, 
47.0, 0.912278, 0.784357, 0.944837, 0.801496, 0.950208, 0.865579, 0.945769, 0.842062, 0.946219, 0.859919, 0.950436, 0.871316, 0.936113, 0.986570, 0.858043, 0.987943, 0.896062, 0.960386, 0.798508, 0.872328, 0.946219, 0.973372, 0.717323, 0.957529, 0.727467, 0.986111, 0.886071, 0.941882, 0.881622, 
49.0, 0.910839, 0.784357, 0.944837, 0.801496, 0.946147, 0.860770, 0.945769, 0.842062, 0.946219, 0.859919, 0.950436, 0.871316, 0.936113, 0.986570, 0.858043, 0.987943, 0.893620, 0.960386, 0.798508, 0.872328, 0.946219, 0.973372, 0.717323, 0.957529, 0.727467, 0.986111, 0.886071, 0.937990, 0.881622, 
50.0, 0.909391, 0.784357, 0.944837, 0.801496, 0.942069, 0.860770, 0.945769, 0.842062, 0.946219, 0.859919, 0.950436, 0.871316, 0.932484, 0.986570, 0.858043, 0.987943, 0.891158, 0.960386, 0.798508, 0.872328, 0.946219, 0.973372, 0.717323, 0.957529, 0.727467, 0.986111, 0.886071, 0.937990, 0.881622, 
51.0, 0.907938, 0.757310, 0.944837, 0.801496, 0.942069, 0.855907, 0.945769, 0.835160, 0.946219, 0.853404, 0.950436, 0.865766, 0.932484, 0.986570, 0.846448, 0.987943, 0.888690, 0.960386, 0.798508, 0.867944, 0.946219, 0.973372, 0.689734, 0.957529, 0.700524, 0.986111, 0.870248, 0.937990, 0.876907, 
53.0, 0.907938, 0.757310, 0.944837, 0.801496, 0.942069, 0.855907, 0.945769, 0.835160, 0.946219, 0.853404, 0.950436, 0.865766, 0.932484, 0.986570, 0.846448, 0.987943, 0.888690, 0.960386, 0.798508, 0.867944, 0.946219, 0.973372, 0.689734, 0.957529, 0.700524, 0.986111, 0.870248, 0.937990, 0.876907, 
54.0, 0.906478, 0.757310, 0.940483, 0.801496, 0.937955, 0.851016, 0.945769, 0.835160, 0.946219, 0.853404, 0.950436, 0.865766, 0.928828, 0.986570, 0.846448, 0.987943, 0.886207, 0.960386, 0.798508, 0.867944, 0.946219, 0.973372, 0.689734, 0.957529, 0.700524, 0.986111, 0.870248, 0.934033, 0.876907, 
55.0, 0.902085, 0.730263, 0.936129, 0.787184, 0.937955, 0.846097, 0.945769, 0.821240, 0.946219, 0.840275, 0.950436, 0.854595, 0.925156, 0.986570, 0.834853, 0.987943, 0.878718, 0.960386, 0.798508, 0.859132, 0.946219, 0.973372, 0.689734, 0.957529, 0.700524, 0.986111, 0.854426, 0.930058, 0.867427, 
57.0, 0.900616, 0.730263, 0.931734, 0.787184, 0.933805, 0.846097, 0.941200, 0.821240, 0.941692, 0.840275, 0.945888, 0.854595, 0.921456, 0.979472, 0.834853, 0.981486, 0.878718, 0.954190, 0.798508, 0.859132, 0.941692, 0.973372, 0.689734, 0.957529, 0.700524, 0.970703, 0.854426, 0.926066, 0.867427, 
58.0, 0.897673, 0.730263, 0.927318, 0.772871, 0.933805, 0.836258, 0.941200, 0.814281, 0.941692, 0.833710, 0.945888, 0.849009, 0.917740, 0.979472, 0.834853, 0.981486, 0.873697, 0.954190, 0.798508, 0.854727, 0.941692, 0.973372, 0.689734, 0.957529, 0.700524, 0.970703, 0.854426, 0.926066, 0.862687, 
59.0, 0.897673, 0.730263, 0.927318, 0.772871, 0.933805, 0.836258, 0.941200, 0.814281, 0.941692, 0.833710, 0.945888, 0.849009, 0.917740, 0.979472, 0.834853, 0.981486, 0.873697, 0.954190, 0.798508, 0.854727, 0.941692, 0.973372, 0.689734, 0.957529, 0.700524, 0.970703, 0.854426, 0.926066, 0.862687, 
60.0, 0.896196, 0.703216, 0.927318, 0.758559, 0.933805, 0.831310, 0.941200, 0.807321, 0.941692, 0.827146, 0.945888, 0.843424, 0.917740, 0.979472, 0.823258, 0.981486, 0.871179, 0.954190, 0.776327, 0.850321, 0.941692, 0.973372, 0.689734, 0.957529, 0.700524, 0.970703, 0.838603, 0.926066, 0.857947, 
61.0, 0.896196, 0.703216, 0.927318, 0.758559, 0.933805, 0.831310, 0.941200, 0.807321, 0.941692, 0.827146, 0.945888, 0.843424, 0.917740, 0.979472, 0.823258, 0.981486, 0.871179, 0.954190, 0.776327, 0.850321, 0.941692, 0.973372, 0.689734, 0.957529, 0.700524, 0.970703, 0.838603, 0.926066, 0.857947, 
62.0, 0.893234, 0.703216, 0.927318, 0.758559, 0.933805, 0.826362, 0.936586, 0.800361, 0.937120, 0.820581, 0.941297, 0.837838, 0.917740, 0.979472, 0.811663, 0.974986, 0.868654, 0.947954, 0.776327, 0.845915, 0.937120, 0.973372, 0.632256, 0.957529, 0.644482, 0.970703, 0.838603, 0.926066, 0.853181, 
63.0, 0.893234, 0.703216, 0.927318, 0.758559, 0.933805, 0.826362, 0.936586, 0.800361, 0.937120, 0.820581, 0.941297, 0.837838, 0.917740, 0.979472, 0.811663, 0.974986, 0.868654, 0.947954, 0.776327, 0.845915, 0.937120, 0.973372, 0.632256, 0.957529, 0.644482, 0.970703, 0.838603, 0.926066, 0.853181, 
64.0, 0.893234, 0.703216, 0.927318, 0.758559, 0.933805, 0.826362, 0.936586, 0.800361, 0.937120, 0.820581, 0.941297, 0.837838, 0.917740, 0.979472, 0.811663, 0.974986, 0.868654, 0.947954, 0.776327, 0.845915, 0.937120, 0.973372, 0.632256, 0.957529, 0.644482, 0.970703, 0.838603, 0.926066, 0.853181, 
65.0, 0.893234, 0.703216, 0.927318, 0.758559, 0.933805, 0.826362, 0.936586, 0.800361, 0.937120, 0.820581, 0.941297, 0.837838, 0.917740, 0.979472, 0.811663, 0.974986, 0.868654, 0.947954, 0.776327, 0.845915, 0.937120, 0.973372, 0.632256, 0.957529, 0.644482, 0.970703, 0.838603, 0.926066, 0.853181, 
66.0, 0.891737, 0.703216, 0.922817, 0.758559, 0.933805, 0.826362, 0.931903, 0.800361, 0.932481, 0.820581, 0.936637, 0.837838, 0.913948, 0.979472, 0.811663, 0.968353, 0.868654, 0.947954, 0.776327, 0.845915, 0.932481, 0.973372, 0.632256, 0.952463, 0.644482, 0.970703, 0.838603, 0.922040, 0.853181, 
68.0, 0.888740, 0.703216, 0.922817, 0.758559, 0.933805, 0.821353, 0.931903, 0.793341, 0.932481, 0.813963, 0.936637, 0.832177, 0.913948, 0.979472, 0.811663, 0.968353, 0.866099, 0.947954, 0.776327, 0.841463, 0.932481, 0.973372, 0.632256, 0.952463, 0.644482, 0.970703, 0.822476, 0.922040, 0.843540, 
69.0, 0.887241, 0.703216, 0.922817, 0.758559, 0.933805, 0.821353, 0.931903, 0.793341, 0.932481, 0.807346, 0.936637, 0.826516, 0.913948, 0.979472, 0.811663, 0.968353, 0.863544, 0.947954, 0.776327, 0.837011, 0.932481, 0.966108, 0.632256, 0.947397, 0.644482, 0.970703, 0.822476, 0.922040, 0.838720, 
70.0, 0.885742, 0.703216, 0.922817, 0.743971, 0.933805, 0.816345, 0.931903, 0.793341, 0.932481, 0.807346, 0.936637, 0.826516, 0.913948, 0.979472, 0.811663, 0.968353, 0.860989, 0.947954, 0.776327, 0.832558, 0.932481, 0.966108, 0.632256, 0.947397, 0.644482, 0.970703, 0.822476, 0.922040, 0.838720, 
71.0, 0.884241, 0.703216, 0.918293, 0.743971, 0.929541, 0.816345, 0.927220, 0.793341, 0.927842, 0.807346, 0.931977, 0.826516, 0.910140, 0.972163, 0.811663, 0.961721, 0.860989, 0.941634, 0.776327, 0.832558, 0.927842, 0.958789, 0.632256, 0.942303, 0.644482, 0.970703, 0.822476, 0.917996, 0.838720, 
73.0, 0.884241, 0.703216, 0.918293, 0.743971, 0.929541, 0.816345, 0.927220, 0.793341, 0.927842, 0.807346, 0.931977, 0.826516, 0.910140, 0.972163, 0.811663, 0.961721, 0.860989, 0.941634, 0.776327, 0.832558, 0.927842, 0.958789, 0.632256, 0.942303, 0.644482, 0.970703, 0.822476, 0.917996, 0.838720, 
74.0, 0.882730, 0.703216, 0.913724, 0.743971, 0.929541, 0.811306, 0.927220, 0.793341, 0.927842, 0.807346, 0.931977, 0.826516, 0.910140, 0.972163, 0.811663, 0.961721, 0.858412, 0.941634, 0.776327, 0.832558, 0.927842, 0.958789, 0.632256, 0.942303, 0.644482, 0.970703, 0.822476, 0.917996, 0.838720, 
75.0, 0.881213, 0.703216, 0.913724, 0.743971, 0.929541, 0.806235, 0.927220, 0.793341, 0.927842, 0.807346, 0.931977, 0.826516, 0.910140, 0.972163, 0.811663, 0.961721, 0.855818, 0.941634, 0.754146, 0.828058, 0.927842, 0.958789, 0.632256, 0.942303, 0.644482, 0.970703, 0.822476, 0.917996, 0.838720, 
77.0, 0.876647, 0.703216, 0.909156, 0.743971, 0.916631, 0.806235, 0.913028, 0.793341, 0.913784, 0.807346, 0.917856, 0.826516, 0.906283, 0.964798, 0.811663, 0.954996, 0.855818, 0.922547, 0.754146, 0.828058, 0.913784, 0.958789, 0.632256, 0.942303, 0.644482, 0.955047, 0.822476, 0.909836, 0.838720, 
78.0, 0.875125, 0.703216, 0.909156, 0.743971, 0.912327, 0.801165, 0.913028, 0.793341, 0.913784, 0.807346, 0.917856, 0.826516, 0.906283, 0.964798, 0.811663, 0.954996, 0.853225, 0.922547, 0.754146, 0.823558, 0.913784, 0.958789, 0.632256, 0.942303, 0.644482, 0.955047, 0.822476, 0.909836, 0.838720, 
79.0, 0.875125, 0.703216, 0.909156, 0.743971, 0.912327, 0.801165, 0.913028, 0.793341, 0.913784, 0.807346, 0.917856, 0.826516, 0.906283, 0.964798, 0.811663, 0.954996, 0.853225, 0.922547, 0.754146, 0.823558, 0.913784, 0.958789, 0.632256, 0.942303, 0.644482, 0.955047, 0.822476, 0.909836, 0.838720, 
80.0, 0.873598, 0.676170, 0.909156, 0.729384, 0.912327, 0.796094, 0.913028, 0.786257, 0.913784, 0.800618, 0.917856, 0.820736, 0.906283, 0.964798, 0.799727, 0.954996, 0.850624, 0.922547, 0.731965, 0.819058, 0.913784, 0.958789, 0.632256, 0.942303, 0.644482, 0.955047, 0.806349, 0.909836, 0.833815, 
82.0, 0.870543, 0.676170, 0.909156, 0.714796, 0.912327, 0.791023, 0.913028, 0.779174, 0.913784, 0.787162, 0.917856, 0.809176, 0.906283, 0.964798, 0.799727, 0.954996, 0.845421, 0.922547, 0.731965, 0.810057, 0.913784, 0.958789, 0.632256, 0.942303, 0.644482, 0.955047, 0.806349, 0.909836, 0.824005, 
83.0, 0.869013, 0.676170, 0.909156, 0.714796, 0.912327, 0.785953, 0.913028, 0.779174, 0.913784, 0.787162, 0.917856, 0.809176, 0.906283, 0.964798, 0.799727, 0.954996, 0.842820, 0.922547, 0.731965, 0.805557, 0.913784, 0.958789, 0.632256, 0.942303, 0.644482, 0.955047, 0.806349, 0.909836, 0.824005, 
84.0, 0.867481, 0.676170, 0.904541, 0.714796, 0.912327, 0.785953, 0.913028, 0.779174, 0.913784, 0.787162, 0.917856, 0.809176, 0.902394, 0.964798, 0.799727, 0.954996, 0.840210, 0.922547, 0.731965, 0.805557, 0.913784, 0.951357, 0.632256, 0.937126, 0.644482, 0.955047, 0.806349, 0.905738, 0.824005, 
85.0, 0.867481, 0.676170, 0.904541, 0.714796, 0.912327, 0.785953, 0.913028, 0.779174, 0.913784, 0.787162, 0.917856, 0.809176, 0.902394, 0.964798, 0.799727, 0.954996, 0.840210, 0.922547, 0.731965, 0.805557, 0.913784, 0.951357, 0.632256, 0.937126, 0.644482, 0.955047, 0.806349, 0.905738, 0.824005, 
88.0, 0.867481, 0.676170, 0.904541, 0.714796, 0.912327, 0.785953, 0.913028, 0.779174, 0.913784, 0.787162, 0.917856, 0.809176, 0.902394, 0.964798, 0.799727, 0.954996, 0.840210, 0.922547, 0.731965, 0.805557, 0.913784, 0.951357, 0.632256, 0.937126, 0.644482, 0.955047, 0.806349, 0.905738, 0.824005, 
