time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, 
0.364134, 0.930185, 0.873874, 0.961538, 0.961538, 0.870690, 0.952941, 0.869231, 0.948387, 0.869231, 0.958333, 0.869231, 0.955752, 0.869231, 0.894737, 0.961538, 0.885572, 0.961538, 0.985185, 0.842105, 
0.366872, 0.928131, 0.873874, 0.961538, 0.961538, 0.870690, 0.952941, 0.869231, 0.941935, 0.869231, 0.953125, 0.869231, 0.951327, 0.869231, 0.894737, 0.961538, 0.885572, 0.961538, 0.977778, 0.842105, 
0.391513, 0.926078, 0.864865, 0.961538, 0.961538, 0.862069, 0.952941, 0.861538, 0.941935, 0.861538, 0.953125, 0.861538, 0.951327, 0.861538, 0.888889, 0.961538, 0.880597, 0.961538, 0.977778, 0.831579, 
0.405202, 0.921971, 0.864865, 0.961538, 0.961538, 0.862069, 0.952941, 0.861538, 0.941935, 0.861538, 0.953125, 0.861538, 0.951327, 0.861538, 0.877193, 0.961538, 0.870647, 0.961538, 0.970370, 0.831579, 
0.416153, 0.919918, 0.864865, 0.961538, 0.961538, 0.862069, 0.952941, 0.861538, 0.941935, 0.861538, 0.953125, 0.861538, 0.946903, 0.861538, 0.877193, 0.961538, 0.870647, 0.961538, 0.962963, 0.831579, 
0.443532, 0.917864, 0.864865, 0.961538, 0.961538, 0.862069, 0.952941, 0.861538, 0.941935, 0.861538, 0.953125, 0.861538, 0.946903, 0.861538, 0.877193, 0.961538, 0.870647, 0.961538, 0.955556, 0.831579, 
0.457221, 0.913758, 0.855856, 0.961538, 0.961538, 0.853448, 0.952941, 0.853846, 0.941935, 0.853846, 0.953125, 0.853846, 0.946903, 0.853846, 0.865497, 0.961538, 0.860697, 0.961538, 0.955556, 0.831579, 
0.462697, 0.911704, 0.855856, 0.961538, 0.961538, 0.853448, 0.952941, 0.853846, 0.941935, 0.853846, 0.953125, 0.853846, 0.942478, 0.853846, 0.865497, 0.961538, 0.860697, 0.961538, 0.948148, 0.831579, 
0.481862, 0.909651, 0.855856, 0.961538, 0.961538, 0.853448, 0.952941, 0.853846, 0.941935, 0.853846, 0.953125, 0.853846, 0.942478, 0.853846, 0.859649, 0.961538, 0.855721, 0.961538, 0.948148, 0.831579, 
0.539357, 0.907598, 0.855856, 0.961538, 0.961538, 0.853448, 0.952941, 0.853846, 0.935484, 0.853846, 0.947917, 0.853846, 0.938053, 0.853846, 0.859649, 0.961538, 0.855721, 0.961538, 0.948148, 0.831579, 
0.558522, 0.905544, 0.846847, 0.961538, 0.961538, 0.844828, 0.952941, 0.846154, 0.935484, 0.846154, 0.947917, 0.846154, 0.938053, 0.846154, 0.853801, 0.961538, 0.850746, 0.961538, 0.948148, 0.821053, 
0.569473, 0.903491, 0.846847, 0.942308, 0.942308, 0.844828, 0.941176, 0.846154, 0.929032, 0.846154, 0.942708, 0.846154, 0.933628, 0.846154, 0.853801, 0.942308, 0.850746, 0.942308, 0.948148, 0.821053, 
0.577687, 0.901437, 0.846847, 0.942308, 0.942308, 0.844828, 0.941176, 0.846154, 0.922581, 0.846154, 0.937500, 0.846154, 0.929204, 0.846154, 0.853801, 0.942308, 0.850746, 0.942308, 0.948148, 0.821053, 
0.596851, 0.899384, 0.846847, 0.942308, 0.942308, 0.844828, 0.941176, 0.846154, 0.922581, 0.846154, 0.932292, 0.846154, 0.924779, 0.846154, 0.853801, 0.942308, 0.850746, 0.942308, 0.948148, 0.821053, 
0.613279, 0.897331, 0.846847, 0.942308, 0.942308, 0.844828, 0.929412, 0.846154, 0.916129, 0.846154, 0.927083, 0.846154, 0.920354, 0.846154, 0.853801, 0.942308, 0.850746, 0.942308, 0.948148, 0.821053, 
0.689938, 0.895277, 0.837838, 0.942308, 0.942308, 0.836207, 0.929412, 0.838462, 0.916129, 0.838462, 0.927083, 0.838462, 0.920354, 0.838462, 0.847953, 0.942308, 0.845771, 0.942308, 0.948148, 0.810526, 
0.70089, 0.893224, 0.837838, 0.942308, 0.942308, 0.836207, 0.929412, 0.838462, 0.916129, 0.838462, 0.927083, 0.838462, 0.920354, 0.838462, 0.847953, 0.942308, 0.845771, 0.942308, 0.940741, 0.810526, 
0.709103, 0.891170, 0.837838, 0.923077, 0.923077, 0.836207, 0.917647, 0.838462, 0.909677, 0.838462, 0.921875, 0.838462, 0.915929, 0.838462, 0.847953, 0.923077, 0.845771, 0.923077, 0.940741, 0.810526, 
0.711841, 0.889117, 0.828829, 0.923077, 0.923077, 0.827586, 0.917647, 0.830769, 0.909677, 0.830769, 0.921875, 0.830769, 0.915929, 0.830769, 0.842105, 0.923077, 0.840796, 0.923077, 0.940741, 0.800000, 
0.717317, 0.887064, 0.819820, 0.923077, 0.923077, 0.818966, 0.917647, 0.823077, 0.909677, 0.823077, 0.921875, 0.823077, 0.915929, 0.823077, 0.842105, 0.923077, 0.840796, 0.923077, 0.940741, 0.800000, 
0.733744, 0.885010, 0.819820, 0.923077, 0.923077, 0.818966, 0.917647, 0.823077, 0.909677, 0.823077, 0.921875, 0.823077, 0.915929, 0.823077, 0.836257, 0.923077, 0.835821, 0.923077, 0.940741, 0.800000, 
0.766598, 0.882957, 0.819820, 0.923077, 0.923077, 0.818966, 0.917647, 0.815385, 0.909677, 0.815385, 0.921875, 0.815385, 0.915929, 0.815385, 0.830409, 0.923077, 0.830846, 0.923077, 0.940741, 0.789474, 
0.807666, 0.880903, 0.819820, 0.923077, 0.923077, 0.818966, 0.917647, 0.815385, 0.903226, 0.815385, 0.916667, 0.815385, 0.911504, 0.815385, 0.830409, 0.923077, 0.830846, 0.923077, 0.940741, 0.789474, 
0.824093, 0.878850, 0.819820, 0.923077, 0.923077, 0.818966, 0.917647, 0.815385, 0.903226, 0.815385, 0.916667, 0.815385, 0.907080, 0.815385, 0.830409, 0.923077, 0.830846, 0.923077, 0.933333, 0.789474, 
0.835044, 0.876797, 0.819820, 0.923077, 0.923077, 0.818966, 0.917647, 0.815385, 0.903226, 0.815385, 0.916667, 0.815385, 0.907080, 0.815385, 0.824561, 0.923077, 0.825871, 0.923077, 0.925926, 0.789474, 
0.854209, 0.874743, 0.810811, 0.923077, 0.923077, 0.810345, 0.917647, 0.807692, 0.903226, 0.807692, 0.916667, 0.807692, 0.907080, 0.807692, 0.824561, 0.923077, 0.825871, 0.923077, 0.925926, 0.789474, 
0.867899, 0.872690, 0.810811, 0.923077, 0.923077, 0.810345, 0.917647, 0.807692, 0.903226, 0.807692, 0.911458, 0.807692, 0.902655, 0.807692, 0.824561, 0.923077, 0.825871, 0.923077, 0.925926, 0.789474, 
0.881588, 0.870637, 0.810811, 0.923077, 0.923077, 0.810345, 0.917647, 0.807692, 0.903226, 0.807692, 0.911458, 0.807692, 0.902655, 0.807692, 0.824561, 0.923077, 0.825871, 0.923077, 0.918519, 0.789474, 
0.898015, 0.868583, 0.810811, 0.923077, 0.923077, 0.810345, 0.917647, 0.807692, 0.903226, 0.807692, 0.911458, 0.807692, 0.898230, 0.807692, 0.824561, 0.923077, 0.825871, 0.923077, 0.911111, 0.789474, 
0.906229, 0.864476, 0.801802, 0.923077, 0.923077, 0.801724, 0.917647, 0.800000, 0.903226, 0.800000, 0.911458, 0.800000, 0.898230, 0.800000, 0.818713, 0.923077, 0.815920, 0.923077, 0.903704, 0.778947, 
0.908966, 0.862423, 0.801802, 0.923077, 0.923077, 0.801724, 0.917647, 0.800000, 0.903226, 0.800000, 0.906250, 0.800000, 0.893805, 0.800000, 0.818713, 0.923077, 0.815920, 0.923077, 0.903704, 0.778947, 
0.91718, 0.860370, 0.801802, 0.923077, 0.923077, 0.801724, 0.917647, 0.800000, 0.903226, 0.800000, 0.901042, 0.800000, 0.889381, 0.800000, 0.818713, 0.923077, 0.815920, 0.923077, 0.903704, 0.778947, 
0.919918, 0.858316, 0.801802, 0.923077, 0.923077, 0.801724, 0.917647, 0.800000, 0.903226, 0.800000, 0.901042, 0.800000, 0.889381, 0.800000, 0.812865, 0.923077, 0.810945, 0.923077, 0.903704, 0.778947, 
0.933607, 0.856263, 0.801802, 0.923077, 0.923077, 0.801724, 0.917647, 0.800000, 0.903226, 0.800000, 0.901042, 0.800000, 0.889381, 0.800000, 0.807018, 0.923077, 0.805970, 0.923077, 0.903704, 0.778947, 
0.941821, 0.854209, 0.801802, 0.923077, 0.923077, 0.801724, 0.917647, 0.800000, 0.903226, 0.800000, 0.895833, 0.800000, 0.884956, 0.800000, 0.807018, 0.923077, 0.805970, 0.923077, 0.903704, 0.778947, 
0.944559, 0.852156, 0.801802, 0.923077, 0.923077, 0.801724, 0.917647, 0.800000, 0.896774, 0.800000, 0.890625, 0.800000, 0.880531, 0.800000, 0.807018, 0.923077, 0.805970, 0.923077, 0.903704, 0.778947, 
0.960986, 0.850103, 0.792793, 0.923077, 0.923077, 0.793103, 0.917647, 0.792308, 0.896774, 0.792308, 0.890625, 0.792308, 0.880531, 0.792308, 0.801170, 0.923077, 0.800995, 0.923077, 0.903704, 0.768421, 
0.988364, 0.848049, 0.783784, 0.923077, 0.923077, 0.784483, 0.917647, 0.784615, 0.896774, 0.784615, 0.890625, 0.784615, 0.880531, 0.784615, 0.795322, 0.923077, 0.796020, 0.923077, 0.903704, 0.757895, 
1.043121, 0.845996, 0.774775, 0.923077, 0.923077, 0.775862, 0.917647, 0.776923, 0.896774, 0.776923, 0.890625, 0.776923, 0.880531, 0.776923, 0.789474, 0.923077, 0.791045, 0.923077, 0.903704, 0.747368, 
1.051335, 0.843943, 0.774775, 0.923077, 0.923077, 0.775862, 0.917647, 0.776923, 0.896774, 0.776923, 0.890625, 0.776923, 0.880531, 0.776923, 0.789474, 0.923077, 0.791045, 0.923077, 0.896296, 0.747368, 
1.05681, 0.841889, 0.765766, 0.923077, 0.923077, 0.767241, 0.917647, 0.769231, 0.896774, 0.769231, 0.890625, 0.769231, 0.880531, 0.769231, 0.783626, 0.923077, 0.786070, 0.923077, 0.896296, 0.747368, 
1.067762, 0.839836, 0.765766, 0.923077, 0.923077, 0.767241, 0.917647, 0.769231, 0.896774, 0.769231, 0.890625, 0.769231, 0.880531, 0.769231, 0.777778, 0.923077, 0.781095, 0.923077, 0.888889, 0.747368, 
1.0705, 0.837782, 0.765766, 0.923077, 0.923077, 0.767241, 0.917647, 0.769231, 0.896774, 0.769231, 0.885417, 0.769231, 0.876106, 0.769231, 0.777778, 0.923077, 0.781095, 0.923077, 0.888889, 0.747368, 
1.09514, 0.837782, 0.765766, 0.923077, 0.923077, 0.767241, 0.917647, 0.769231, 0.896774, 0.769231, 0.885417, 0.769231, 0.876106, 0.769231, 0.777778, 0.923077, 0.781095, 0.923077, 0.888889, 0.747368, 
1.122519, 0.835724, 0.765766, 0.923077, 0.923077, 0.767241, 0.905882, 0.769231, 0.890323, 0.769231, 0.880208, 0.769231, 0.871681, 0.769231, 0.777778, 0.923077, 0.781095, 0.923077, 0.881481, 0.747368, 
1.155373, 0.833665, 0.765766, 0.923077, 0.923077, 0.767241, 0.905882, 0.769231, 0.890323, 0.769231, 0.880208, 0.769231, 0.871681, 0.769231, 0.777778, 0.923077, 0.781095, 0.923077, 0.874074, 0.747368, 
1.160849, 0.831607, 0.765766, 0.923077, 0.923077, 0.767241, 0.905882, 0.769231, 0.883871, 0.769231, 0.875000, 0.769231, 0.867257, 0.769231, 0.777778, 0.923077, 0.781095, 0.923077, 0.874074, 0.747368, 
1.185489, 0.829549, 0.765766, 0.923077, 0.923077, 0.767241, 0.894118, 0.769231, 0.877419, 0.769231, 0.869792, 0.769231, 0.862832, 0.769231, 0.777778, 0.923077, 0.781095, 0.923077, 0.874074, 0.747368, 
1.193703, 0.827490, 0.756650, 0.923077, 0.923077, 0.758523, 0.894118, 0.761461, 0.877419, 0.761461, 0.869792, 0.761461, 0.862832, 0.761461, 0.771886, 0.923077, 0.776088, 0.923077, 0.874074, 0.747368, 
1.226557, 0.825432, 0.756650, 0.923077, 0.923077, 0.758523, 0.894118, 0.761461, 0.877419, 0.761461, 0.869792, 0.761461, 0.862832, 0.761461, 0.771886, 0.923077, 0.776088, 0.923077, 0.866667, 0.747368, 
1.229295, 0.823373, 0.756650, 0.923077, 0.923077, 0.758523, 0.894118, 0.761461, 0.877419, 0.761461, 0.869792, 0.761461, 0.862832, 0.761461, 0.771886, 0.923077, 0.771080, 0.923077, 0.859259, 0.747368, 
1.267625, 0.821315, 0.756650, 0.923077, 0.923077, 0.758523, 0.882353, 0.761461, 0.870968, 0.761461, 0.864583, 0.761461, 0.858407, 0.761461, 0.771886, 0.923077, 0.771080, 0.923077, 0.851852, 0.747368, 
1.270363, 0.819256, 0.756650, 0.923077, 0.923077, 0.758523, 0.882353, 0.761461, 0.864516, 0.761461, 0.859375, 0.761461, 0.853982, 0.761461, 0.771886, 0.923077, 0.771080, 0.923077, 0.844444, 0.747368, 
1.284052, 0.817198, 0.756650, 0.923077, 0.923077, 0.758523, 0.882353, 0.761461, 0.864516, 0.761461, 0.859375, 0.761461, 0.853982, 0.761461, 0.765993, 0.923077, 0.766073, 0.923077, 0.844444, 0.747368, 
1.297741, 0.815140, 0.756650, 0.923077, 0.923077, 0.758523, 0.882353, 0.761461, 0.858065, 0.761461, 0.854167, 0.761461, 0.849558, 0.761461, 0.765993, 0.923077, 0.766073, 0.923077, 0.837037, 0.747368, 
1.303217, 0.813081, 0.747533, 0.923077, 0.923077, 0.749804, 0.882353, 0.753691, 0.858065, 0.753691, 0.854167, 0.753691, 0.849558, 0.753691, 0.760101, 0.923077, 0.761066, 0.923077, 0.837037, 0.736692, 
1.330595, 0.811023, 0.747533, 0.923077, 0.923077, 0.749804, 0.882353, 0.753691, 0.851613, 0.753691, 0.848958, 0.753691, 0.845133, 0.753691, 0.760101, 0.923077, 0.761066, 0.923077, 0.837037, 0.736692, 
1.371663, 0.808964, 0.747533, 0.923077, 0.923077, 0.749804, 0.882353, 0.753691, 0.851613, 0.753691, 0.848958, 0.753691, 0.845133, 0.753691, 0.760101, 0.923077, 0.761066, 0.923077, 0.829630, 0.736692, 
1.385352, 0.806906, 0.747533, 0.923077, 0.923077, 0.749804, 0.870588, 0.753691, 0.845161, 0.753691, 0.843750, 0.753691, 0.840708, 0.753691, 0.760101, 0.923077, 0.761066, 0.923077, 0.829630, 0.736692, 
1.38809, 0.804847, 0.738417, 0.923077, 0.923077, 0.741085, 0.870588, 0.745921, 0.845161, 0.745921, 0.843750, 0.745921, 0.840708, 0.745921, 0.754209, 0.923077, 0.756059, 0.923077, 0.829630, 0.736692, 
1.407255, 0.802789, 0.738417, 0.923077, 0.923077, 0.732367, 0.870588, 0.738151, 0.845161, 0.738151, 0.843750, 0.738151, 0.840708, 0.738151, 0.748316, 0.923077, 0.751052, 0.923077, 0.829630, 0.726015, 
1.415469, 0.800731, 0.729301, 0.923077, 0.923077, 0.723648, 0.870588, 0.730381, 0.845161, 0.730381, 0.843750, 0.730381, 0.840708, 0.730381, 0.742424, 0.923077, 0.746045, 0.923077, 0.829630, 0.726015, 
1.418207, 0.798672, 0.720184, 0.923077, 0.923077, 0.714929, 0.870588, 0.722611, 0.845161, 0.722611, 0.843750, 0.722611, 0.840708, 0.722611, 0.736532, 0.923077, 0.741038, 0.923077, 0.829630, 0.715338, 
1.437372, 0.796614, 0.720184, 0.923077, 0.923077, 0.714929, 0.870588, 0.722611, 0.845161, 0.722611, 0.843750, 0.722611, 0.840708, 0.722611, 0.736532, 0.923077, 0.741038, 0.923077, 0.829630, 0.715338, 
1.448323, 0.794555, 0.720184, 0.923077, 0.923077, 0.714929, 0.870588, 0.722611, 0.845161, 0.722611, 0.843750, 0.722611, 0.836283, 0.722611, 0.736532, 0.923077, 0.741038, 0.923077, 0.829630, 0.715338, 
1.451061, 0.792497, 0.711068, 0.923077, 0.923077, 0.706211, 0.870588, 0.714841, 0.845161, 0.714841, 0.843750, 0.714841, 0.836283, 0.714841, 0.730640, 0.923077, 0.736031, 0.923077, 0.829630, 0.704662, 
1.462012, 0.790438, 0.711068, 0.923077, 0.923077, 0.706211, 0.870588, 0.714841, 0.845161, 0.714841, 0.843750, 0.714841, 0.836283, 0.714841, 0.724747, 0.923077, 0.731024, 0.923077, 0.822222, 0.704662, 
1.481177, 0.788380, 0.711068, 0.923077, 0.923077, 0.706211, 0.870588, 0.714841, 0.838710, 0.714841, 0.838542, 0.714841, 0.831858, 0.714841, 0.724747, 0.923077, 0.731024, 0.923077, 0.814815, 0.704662, 
1.486653, 0.786322, 0.701952, 0.923077, 0.923077, 0.697492, 0.870588, 0.707071, 0.838710, 0.707071, 0.838542, 0.707071, 0.831858, 0.707071, 0.718855, 0.923077, 0.726017, 0.923077, 0.814815, 0.693985, 
1.508556, 0.784263, 0.701952, 0.923077, 0.923077, 0.697492, 0.870588, 0.707071, 0.838710, 0.707071, 0.838542, 0.707071, 0.831858, 0.707071, 0.712963, 0.923077, 0.721010, 0.923077, 0.814815, 0.693985, 
1.519507, 0.782205, 0.701952, 0.923077, 0.923077, 0.697492, 0.870588, 0.707071, 0.838710, 0.707071, 0.838542, 0.707071, 0.831858, 0.707071, 0.712963, 0.923077, 0.721010, 0.923077, 0.814815, 0.693985, 
1.530459, 0.780146, 0.701952, 0.923077, 0.923077, 0.697492, 0.858824, 0.707071, 0.832258, 0.707071, 0.833333, 0.707071, 0.827434, 0.707071, 0.712963, 0.923077, 0.721010, 0.923077, 0.814815, 0.693985, 
1.54141, 0.778088, 0.701952, 0.923077, 0.923077, 0.697492, 0.858824, 0.707071, 0.832258, 0.707071, 0.833333, 0.707071, 0.827434, 0.707071, 0.712963, 0.923077, 0.721010, 0.923077, 0.814815, 0.693985, 
1.659138, 0.773971, 0.701952, 0.923077, 0.923077, 0.697492, 0.858824, 0.707071, 0.832258, 0.707071, 0.833333, 0.707071, 0.827434, 0.707071, 0.707071, 0.923077, 0.710996, 0.923077, 0.807407, 0.693985, 
1.672827, 0.771912, 0.701952, 0.923077, 0.923077, 0.697492, 0.858824, 0.707071, 0.832258, 0.707071, 0.833333, 0.707071, 0.827434, 0.707071, 0.707071, 0.923077, 0.710996, 0.923077, 0.807407, 0.693985, 
1.686516, 0.769854, 0.701952, 0.923077, 0.923077, 0.697492, 0.858824, 0.707071, 0.832258, 0.707071, 0.833333, 0.707071, 0.827434, 0.707071, 0.701178, 0.923077, 0.705989, 0.923077, 0.800000, 0.693985, 
1.697467, 0.767796, 0.701952, 0.923077, 0.923077, 0.697492, 0.858824, 0.707071, 0.832258, 0.707071, 0.828125, 0.707071, 0.823009, 0.707071, 0.701178, 0.923077, 0.705989, 0.923077, 0.800000, 0.693985, 
1.708419, 0.765737, 0.701952, 0.923077, 0.923077, 0.697492, 0.858824, 0.707071, 0.832258, 0.707071, 0.828125, 0.707071, 0.823009, 0.707071, 0.695286, 0.923077, 0.700982, 0.923077, 0.800000, 0.693985, 
1.730322, 0.763679, 0.692836, 0.923077, 0.923077, 0.688774, 0.858824, 0.699301, 0.832258, 0.699301, 0.828125, 0.699301, 0.823009, 0.699301, 0.695286, 0.923077, 0.700982, 0.923077, 0.800000, 0.693985, 
1.768652, 0.761620, 0.683719, 0.923077, 0.923077, 0.680055, 0.858824, 0.691531, 0.832258, 0.691531, 0.828125, 0.691531, 0.823009, 0.691531, 0.689394, 0.923077, 0.695975, 0.923077, 0.800000, 0.683308, 
1.842574, 0.759562, 0.683719, 0.923077, 0.923077, 0.680055, 0.858824, 0.691531, 0.832258, 0.691531, 0.828125, 0.691531, 0.818584, 0.691531, 0.689394, 0.923077, 0.695975, 0.923077, 0.800000, 0.683308, 
1.848049, 0.757503, 0.674603, 0.923077, 0.923077, 0.671336, 0.858824, 0.683761, 0.832258, 0.683761, 0.828125, 0.683761, 0.818584, 0.683761, 0.683502, 0.923077, 0.690968, 0.923077, 0.800000, 0.683308, 
1.878166, 0.755445, 0.674603, 0.923077, 0.923077, 0.671336, 0.858824, 0.683761, 0.832258, 0.683761, 0.828125, 0.683761, 0.814159, 0.683761, 0.683502, 0.923077, 0.690968, 0.923077, 0.800000, 0.683308, 
1.880903, 0.751328, 0.656371, 0.923077, 0.923077, 0.653899, 0.858824, 0.668221, 0.832258, 0.668221, 0.828125, 0.668221, 0.814159, 0.668221, 0.671717, 0.923077, 0.680954, 0.923077, 0.800000, 0.661955, 
1.91102, 0.749270, 0.656371, 0.923077, 0.923077, 0.645180, 0.858824, 0.660451, 0.832258, 0.660451, 0.828125, 0.660451, 0.814159, 0.660451, 0.671717, 0.923077, 0.680954, 0.923077, 0.800000, 0.661955, 
1.919233, 0.747211, 0.647254, 0.923077, 0.923077, 0.636462, 0.858824, 0.652681, 0.832258, 0.652681, 0.828125, 0.652681, 0.814159, 0.652681, 0.665825, 0.923077, 0.675947, 0.923077, 0.800000, 0.651278, 
1.957563, 0.745153, 0.647254, 0.923077, 0.923077, 0.636462, 0.858824, 0.652681, 0.832258, 0.652681, 0.828125, 0.652681, 0.814159, 0.652681, 0.665825, 0.923077, 0.670940, 0.923077, 0.792593, 0.651278, 
1.990418, 0.743094, 0.647254, 0.923077, 0.923077, 0.636462, 0.847059, 0.652681, 0.825806, 0.652681, 0.822917, 0.652681, 0.809735, 0.652681, 0.665825, 0.923077, 0.670940, 0.923077, 0.792593, 0.651278, 
1.993155, 0.741036, 0.647254, 0.923077, 0.923077, 0.636462, 0.847059, 0.652681, 0.825806, 0.652681, 0.817708, 0.652681, 0.805310, 0.652681, 0.665825, 0.923077, 0.670940, 0.923077, 0.792593, 0.651278, 
2.001369, 0.738978, 0.638138, 0.923077, 0.923077, 0.627743, 0.847059, 0.644911, 0.825806, 0.644911, 0.817708, 0.644911, 0.805310, 0.644911, 0.659933, 0.923077, 0.665933, 0.923077, 0.792593, 0.651278, 
2.056126, 0.736919, 0.638138, 0.923077, 0.923077, 0.627743, 0.847059, 0.644911, 0.819355, 0.644911, 0.812500, 0.644911, 0.800885, 0.644911, 0.659933, 0.923077, 0.665933, 0.923077, 0.792593, 0.651278, 
2.058864, 0.734861, 0.638138, 0.923077, 0.923077, 0.627743, 0.847059, 0.644911, 0.812903, 0.644911, 0.807292, 0.644911, 0.796460, 0.644911, 0.659933, 0.923077, 0.665933, 0.923077, 0.792593, 0.651278, 
2.099932, 0.732802, 0.638138, 0.923077, 0.923077, 0.627743, 0.847059, 0.644911, 0.812903, 0.644911, 0.807292, 0.644911, 0.792035, 0.644911, 0.659933, 0.923077, 0.665933, 0.923077, 0.792593, 0.651278, 
2.116359, 0.728685, 0.629022, 0.923077, 0.923077, 0.619024, 0.847059, 0.637141, 0.806452, 0.637141, 0.802083, 0.637141, 0.787611, 0.637141, 0.654040, 0.923077, 0.660926, 0.923077, 0.785185, 0.640602, 
2.12731, 0.726627, 0.629022, 0.923077, 0.923077, 0.619024, 0.847059, 0.637141, 0.806452, 0.637141, 0.802083, 0.637141, 0.787611, 0.637141, 0.648148, 0.923077, 0.655919, 0.923077, 0.785185, 0.640602, 
2.140999, 0.724569, 0.619906, 0.923077, 0.923077, 0.610306, 0.847059, 0.629371, 0.806452, 0.629371, 0.802083, 0.629371, 0.787611, 0.629371, 0.642256, 0.923077, 0.650912, 0.923077, 0.785185, 0.629925, 
2.146475, 0.722510, 0.619906, 0.923077, 0.923077, 0.610306, 0.847059, 0.621601, 0.806452, 0.621601, 0.802083, 0.621601, 0.787611, 0.621601, 0.636364, 0.923077, 0.645905, 0.923077, 0.785185, 0.619248, 
2.184805, 0.720452, 0.619906, 0.923077, 0.923077, 0.610306, 0.835294, 0.621601, 0.800000, 0.621601, 0.796875, 0.621601, 0.783186, 0.621601, 0.636364, 0.923077, 0.645905, 0.923077, 0.785185, 0.619248, 
2.193018, 0.718393, 0.610789, 0.923077, 0.923077, 0.601587, 0.835294, 0.613831, 0.800000, 0.613831, 0.796875, 0.613831, 0.783186, 0.613831, 0.630471, 0.923077, 0.640898, 0.923077, 0.785185, 0.608571, 
2.236824, 0.716335, 0.601673, 0.923077, 0.923077, 0.592868, 0.835294, 0.606061, 0.800000, 0.606061, 0.796875, 0.606061, 0.783186, 0.606061, 0.624579, 0.923077, 0.640898, 0.923077, 0.785185, 0.608571, 
2.286105, 0.714276, 0.601673, 0.923077, 0.923077, 0.592868, 0.835294, 0.606061, 0.800000, 0.606061, 0.796875, 0.606061, 0.783186, 0.606061, 0.624579, 0.923077, 0.635891, 0.923077, 0.785185, 0.608571, 
2.291581, 0.712218, 0.601673, 0.923077, 0.923077, 0.592868, 0.835294, 0.606061, 0.800000, 0.606061, 0.796875, 0.606061, 0.778761, 0.606061, 0.624579, 0.923077, 0.635891, 0.923077, 0.785185, 0.608571, 
2.31896, 0.710159, 0.601673, 0.923077, 0.923077, 0.592868, 0.835294, 0.606061, 0.793548, 0.606061, 0.791667, 0.606061, 0.774336, 0.606061, 0.624579, 0.923077, 0.635891, 0.923077, 0.777778, 0.608571, 
2.338125, 0.708101, 0.601673, 0.923077, 0.923077, 0.592868, 0.835294, 0.606061, 0.793548, 0.606061, 0.791667, 0.606061, 0.769912, 0.606061, 0.624579, 0.923077, 0.635891, 0.923077, 0.770370, 0.608571, 
