time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, 
14.0, 0.953039, 0.927004, 0.959614, 0.926566, 0.959614, 0.935414, 0.959614, 0.912805, 0.969468, 0.942093, 0.959614, 0.993939, 0.899692, 0.980340, 0.936664, 0.970513, 0.893309, 0.933793, 0.984597, 0.967148, 0.891491, 0.966339, 0.910319, 0.953817, 0.935670, 0.948204, 0.964604, 
15.0, 0.953039, 0.927004, 0.959614, 0.926566, 0.959614, 0.935414, 0.959614, 0.912805, 0.969468, 0.942093, 0.959614, 0.993939, 0.899692, 0.980340, 0.936664, 0.970513, 0.893309, 0.933793, 0.984597, 0.967148, 0.891491, 0.966339, 0.910319, 0.953817, 0.935670, 0.948204, 0.964604, 
16.0, 0.953039, 0.927004, 0.959614, 0.926566, 0.959614, 0.935414, 0.959614, 0.912805, 0.969468, 0.942093, 0.959614, 0.993939, 0.899692, 0.980340, 0.936664, 0.970513, 0.893309, 0.933793, 0.984597, 0.967148, 0.891491, 0.966339, 0.910319, 0.953817, 0.935670, 0.948204, 0.964604, 
17.0, 0.948967, 0.906403, 0.959614, 0.914838, 0.959614, 0.921987, 0.959614, 0.901605, 0.969468, 0.930833, 0.959614, 0.993939, 0.878271, 0.980340, 0.925897, 0.970513, 0.878664, 0.920942, 0.984597, 0.967148, 0.874181, 0.966339, 0.891867, 0.953817, 0.922240, 0.943793, 0.964604, 
18.0, 0.946244, 0.906403, 0.957256, 0.914838, 0.957256, 0.917511, 0.957256, 0.901605, 0.966797, 0.930833, 0.957256, 0.993939, 0.878271, 0.980340, 0.925897, 0.965323, 0.878664, 0.920942, 0.984597, 0.967148, 0.865525, 0.966339, 0.885716, 0.953817, 0.917763, 0.943793, 0.960410, 
19.0, 0.944872, 0.906403, 0.957256, 0.914838, 0.957256, 0.917511, 0.957256, 0.895970, 0.966797, 0.927065, 0.957256, 0.993939, 0.878271, 0.980340, 0.925897, 0.965323, 0.878664, 0.916639, 0.984597, 0.967148, 0.865525, 0.966339, 0.885716, 0.953817, 0.917763, 0.939342, 0.960410, 
20.0, 0.942122, 0.899484, 0.957256, 0.908936, 0.957256, 0.913014, 0.957256, 0.884700, 0.966797, 0.919528, 0.957256, 0.993939, 0.878271, 0.980340, 0.915005, 0.965323, 0.878664, 0.912335, 0.984597, 0.967148, 0.856783, 0.966339, 0.879522, 0.953817, 0.913264, 0.939342, 0.960410, 
21.0, 0.939367, 0.892565, 0.957256, 0.897131, 0.957256, 0.904019, 0.957256, 0.879064, 0.966797, 0.911991, 0.957256, 0.993939, 0.856850, 0.980340, 0.903980, 0.965323, 0.863515, 0.903728, 0.984597, 0.967148, 0.856783, 0.966339, 0.879522, 0.953817, 0.904266, 0.934826, 0.960410, 
22.0, 0.936612, 0.892565, 0.952458, 0.897131, 0.952458, 0.904019, 0.952458, 0.879064, 0.961350, 0.911991, 0.952458, 0.987485, 0.856850, 0.975069, 0.903980, 0.960077, 0.848366, 0.903728, 0.984597, 0.962137, 0.856783, 0.962330, 0.879522, 0.946752, 0.904266, 0.934826, 0.951948, 
23.0, 0.935231, 0.885646, 0.952458, 0.891229, 0.952458, 0.899521, 0.952458, 0.873429, 0.961350, 0.908222, 0.952458, 0.987485, 0.856850, 0.975069, 0.903980, 0.960077, 0.848366, 0.899425, 0.984597, 0.962137, 0.848040, 0.962330, 0.873328, 0.946752, 0.899768, 0.934826, 0.951948, 
24.0, 0.935231, 0.885646, 0.952458, 0.891229, 0.952458, 0.899521, 0.952458, 0.873429, 0.961350, 0.908222, 0.952458, 0.987485, 0.856850, 0.975069, 0.903980, 0.960077, 0.848366, 0.899425, 0.984597, 0.962137, 0.848040, 0.962330, 0.873328, 0.946752, 0.899768, 0.934826, 0.951948, 
25.0, 0.935231, 0.885646, 0.952458, 0.891229, 0.952458, 0.899521, 0.952458, 0.873429, 0.961350, 0.908222, 0.952458, 0.987485, 0.856850, 0.975069, 0.903980, 0.960077, 0.848366, 0.899425, 0.984597, 0.962137, 0.848040, 0.962330, 0.873328, 0.946752, 0.899768, 0.934826, 0.951948, 
26.0, 0.933843, 0.885646, 0.950028, 0.891229, 0.950028, 0.899521, 0.950028, 0.873429, 0.958604, 0.908222, 0.950028, 0.987485, 0.856850, 0.975069, 0.903980, 0.960077, 0.848366, 0.899425, 0.984597, 0.962137, 0.848040, 0.958269, 0.873328, 0.943179, 0.899768, 0.934826, 0.951948, 
27.0, 0.933843, 0.885646, 0.950028, 0.891229, 0.950028, 0.899521, 0.950028, 0.873429, 0.958604, 0.908222, 0.950028, 0.987485, 0.856850, 0.975069, 0.903980, 0.960077, 0.848366, 0.899425, 0.984597, 0.962137, 0.848040, 0.958269, 0.873328, 0.943179, 0.899768, 0.934826, 0.951948, 
28.0, 0.933843, 0.885646, 0.950028, 0.891229, 0.950028, 0.899521, 0.950028, 0.873429, 0.958604, 0.908222, 0.950028, 0.987485, 0.856850, 0.975069, 0.903980, 0.960077, 0.848366, 0.899425, 0.984597, 0.962137, 0.848040, 0.958269, 0.873328, 0.943179, 0.899768, 0.934826, 0.951948, 
29.0, 0.933843, 0.885646, 0.950028, 0.891229, 0.950028, 0.899521, 0.950028, 0.873429, 0.958604, 0.908222, 0.950028, 0.987485, 0.856850, 0.975069, 0.903980, 0.960077, 0.848366, 0.899425, 0.984597, 0.962137, 0.848040, 0.958269, 0.873328, 0.943179, 0.899768, 0.934826, 0.951948, 
30.0, 0.933843, 0.885646, 0.950028, 0.891229, 0.950028, 0.899521, 0.950028, 0.873429, 0.958604, 0.908222, 0.950028, 0.987485, 0.856850, 0.975069, 0.903980, 0.960077, 0.848366, 0.899425, 0.984597, 0.962137, 0.848040, 0.958269, 0.873328, 0.943179, 0.899768, 0.934826, 0.951948, 
31.0, 0.932439, 0.878617, 0.950028, 0.885248, 0.950028, 0.894978, 0.950028, 0.867758, 0.958604, 0.904422, 0.950028, 0.987485, 0.856850, 0.975069, 0.903980, 0.960077, 0.848366, 0.895038, 0.984597, 0.962137, 0.839206, 0.958269, 0.867090, 0.943179, 0.895223, 0.934826, 0.951948, 
32.0, 0.931034, 0.878617, 0.950028, 0.885248, 0.950028, 0.894978, 0.950028, 0.867758, 0.958604, 0.904422, 0.950028, 0.980902, 0.856850, 0.969712, 0.903980, 0.954713, 0.848366, 0.895038, 0.984597, 0.962137, 0.839206, 0.958269, 0.867090, 0.943179, 0.895223, 0.934826, 0.947641, 
33.0, 0.926822, 0.871588, 0.945093, 0.879266, 0.945093, 0.890435, 0.945093, 0.862086, 0.953046, 0.900622, 0.945093, 0.980902, 0.856850, 0.969712, 0.903980, 0.954713, 0.848366, 0.890650, 0.975960, 0.951792, 0.830372, 0.950044, 0.860852, 0.935924, 0.890679, 0.925661, 0.947641, 
34.0, 0.925415, 0.871588, 0.942619, 0.879266, 0.942619, 0.890435, 0.942619, 0.862086, 0.953046, 0.900622, 0.942619, 0.980902, 0.856850, 0.969712, 0.903980, 0.954713, 0.848366, 0.890650, 0.975960, 0.951792, 0.830372, 0.950044, 0.860852, 0.935924, 0.890679, 0.925661, 0.947641, 
35.0, 0.925415, 0.871588, 0.942619, 0.879266, 0.942619, 0.890435, 0.942619, 0.862086, 0.953046, 0.900622, 0.942619, 0.980902, 0.856850, 0.969712, 0.903980, 0.954713, 0.848366, 0.890650, 0.975960, 0.951792, 0.830372, 0.950044, 0.860852, 0.935924, 0.890679, 0.925661, 0.947641, 
37.0, 0.924007, 0.864559, 0.942619, 0.873285, 0.942619, 0.885892, 0.942619, 0.856415, 0.953046, 0.896822, 0.942619, 0.980902, 0.856850, 0.969712, 0.892956, 0.954713, 0.848366, 0.886263, 0.975960, 0.951792, 0.830372, 0.950044, 0.854614, 0.935924, 0.886135, 0.921032, 0.947641, 
40.0, 0.921185, 0.864559, 0.937658, 0.873285, 0.937658, 0.885892, 0.937658, 0.856415, 0.947473, 0.896822, 0.937658, 0.974274, 0.856850, 0.964325, 0.892956, 0.949350, 0.832655, 0.886263, 0.975960, 0.946619, 0.830372, 0.945931, 0.854614, 0.928640, 0.886135, 0.921032, 0.938986, 
41.0, 0.916947, 0.857473, 0.935177, 0.867262, 0.935177, 0.881302, 0.935177, 0.844996, 0.944686, 0.889157, 0.935177, 0.974274, 0.856850, 0.964325, 0.881932, 0.949350, 0.832655, 0.881853, 0.975960, 0.941446, 0.821539, 0.941818, 0.848330, 0.924998, 0.881543, 0.916404, 0.938986, 
42.0, 0.914117, 0.857473, 0.930216, 0.867262, 0.930216, 0.881302, 0.930216, 0.844996, 0.939113, 0.889157, 0.930216, 0.974274, 0.856850, 0.958937, 0.881932, 0.949350, 0.816945, 0.881853, 0.975960, 0.941446, 0.821539, 0.941818, 0.848330, 0.921357, 0.881543, 0.916404, 0.934659, 
43.0, 0.912699, 0.857473, 0.927729, 0.867262, 0.927729, 0.881302, 0.927729, 0.844996, 0.936326, 0.889157, 0.927729, 0.974274, 0.856850, 0.958937, 0.881932, 0.949350, 0.816945, 0.881853, 0.975960, 0.941446, 0.821539, 0.941818, 0.848330, 0.921357, 0.881543, 0.911776, 0.934659, 
44.0, 0.911280, 0.857473, 0.927729, 0.867262, 0.927729, 0.881302, 0.927729, 0.839286, 0.936326, 0.885307, 0.927729, 0.974274, 0.856850, 0.958937, 0.881932, 0.949350, 0.816945, 0.881853, 0.975960, 0.941446, 0.821539, 0.941818, 0.848330, 0.921357, 0.881543, 0.911776, 0.934659, 
45.0, 0.909861, 0.857473, 0.925235, 0.867262, 0.925235, 0.881302, 0.925235, 0.839286, 0.933531, 0.885307, 0.925235, 0.967601, 0.856850, 0.953520, 0.881932, 0.943986, 0.816945, 0.881853, 0.967168, 0.936273, 0.821539, 0.937705, 0.848330, 0.917701, 0.881543, 0.911776, 0.930312, 
47.0, 0.908439, 0.857473, 0.922741, 0.867262, 0.922741, 0.881302, 0.922741, 0.839286, 0.933531, 0.885307, 0.922741, 0.967601, 0.834301, 0.953520, 0.881932, 0.943986, 0.801234, 0.881853, 0.967168, 0.936273, 0.821539, 0.937705, 0.848330, 0.914044, 0.881543, 0.911776, 0.930312, 
49.0, 0.907013, 0.857473, 0.920240, 0.867262, 0.920240, 0.881302, 0.920240, 0.839286, 0.930728, 0.885307, 0.920240, 0.967601, 0.834301, 0.953520, 0.870908, 0.943986, 0.801234, 0.881853, 0.967168, 0.931072, 0.821539, 0.933575, 0.848330, 0.910374, 0.881543, 0.907124, 0.930312, 
50.0, 0.905580, 0.857473, 0.917726, 0.867262, 0.917726, 0.881302, 0.917726, 0.839286, 0.927908, 0.885307, 0.917726, 0.967601, 0.811752, 0.953520, 0.870908, 0.943986, 0.785210, 0.881853, 0.967168, 0.931072, 0.821539, 0.933575, 0.848330, 0.906673, 0.881543, 0.902472, 0.930312, 
51.0, 0.904138, 0.850144, 0.917726, 0.861067, 0.917726, 0.876614, 0.917726, 0.833417, 0.927908, 0.881390, 0.917726, 0.967601, 0.789204, 0.953520, 0.870908, 0.943986, 0.768851, 0.877331, 0.967168, 0.931072, 0.821539, 0.933575, 0.841904, 0.906673, 0.876854, 0.897796, 0.930312, 
53.0, 0.904138, 0.850144, 0.917726, 0.861067, 0.917726, 0.876614, 0.917726, 0.833417, 0.927908, 0.881390, 0.917726, 0.967601, 0.789204, 0.953520, 0.870908, 0.943986, 0.768851, 0.877331, 0.967168, 0.931072, 0.821539, 0.933575, 0.841904, 0.906673, 0.876854, 0.897796, 0.930312, 
54.0, 0.902689, 0.850144, 0.915169, 0.861067, 0.915169, 0.876614, 0.915169, 0.833417, 0.927908, 0.881390, 0.915169, 0.967601, 0.789204, 0.953520, 0.870908, 0.943986, 0.768851, 0.877331, 0.967168, 0.931072, 0.821539, 0.933575, 0.841904, 0.902942, 0.876854, 0.897796, 0.930312, 
55.0, 0.898328, 0.835359, 0.912606, 0.848588, 0.912606, 0.867188, 0.912606, 0.821596, 0.925035, 0.873521, 0.912606, 0.967601, 0.789204, 0.953520, 0.870908, 0.943986, 0.768851, 0.868240, 0.957957, 0.931072, 0.812410, 0.929350, 0.828951, 0.902942, 0.867426, 0.893071, 0.930312, 
57.0, 0.898328, 0.835359, 0.912606, 0.848588, 0.912606, 0.867188, 0.912606, 0.821596, 0.925035, 0.873521, 0.912606, 0.967601, 0.789204, 0.953520, 0.870908, 0.943986, 0.768851, 0.868240, 0.957957, 0.931072, 0.812410, 0.929350, 0.828951, 0.902942, 0.867426, 0.893071, 0.930312, 
58.0, 0.895407, 0.827966, 0.910021, 0.842349, 0.910021, 0.862475, 0.910021, 0.815685, 0.922135, 0.869586, 0.910021, 0.967601, 0.789204, 0.953520, 0.870908, 0.943986, 0.768851, 0.863670, 0.957957, 0.931072, 0.803282, 0.929350, 0.822475, 0.902942, 0.862711, 0.893071, 0.930312, 
59.0, 0.895407, 0.827966, 0.910021, 0.842349, 0.910021, 0.862475, 0.910021, 0.815685, 0.922135, 0.869586, 0.910021, 0.967601, 0.789204, 0.953520, 0.870908, 0.943986, 0.768851, 0.863670, 0.957957, 0.931072, 0.803282, 0.929350, 0.822475, 0.902942, 0.862711, 0.893071, 0.930312, 
61.0, 0.895407, 0.827966, 0.910021, 0.842349, 0.910021, 0.862475, 0.910021, 0.815685, 0.922135, 0.869586, 0.910021, 0.967601, 0.789204, 0.953520, 0.870908, 0.943986, 0.768851, 0.863670, 0.957957, 0.931072, 0.803282, 0.929350, 0.822475, 0.902942, 0.862711, 0.893071, 0.930312, 
62.0, 0.892466, 0.827966, 0.907413, 0.836109, 0.907413, 0.857736, 0.907413, 0.809774, 0.919208, 0.865633, 0.907413, 0.967601, 0.765992, 0.947877, 0.859296, 0.943986, 0.735423, 0.859076, 0.957957, 0.931072, 0.803282, 0.929350, 0.815947, 0.899164, 0.857971, 0.888320, 0.925796, 
63.0, 0.892466, 0.827966, 0.907413, 0.836109, 0.907413, 0.857736, 0.907413, 0.809774, 0.919208, 0.865633, 0.907413, 0.967601, 0.765992, 0.947877, 0.859296, 0.943986, 0.735423, 0.859076, 0.957957, 0.931072, 0.803282, 0.929350, 0.815947, 0.899164, 0.857971, 0.888320, 0.925796, 
64.0, 0.892466, 0.827966, 0.907413, 0.836109, 0.907413, 0.857736, 0.907413, 0.809774, 0.919208, 0.865633, 0.907413, 0.967601, 0.765992, 0.947877, 0.859296, 0.943986, 0.735423, 0.859076, 0.957957, 0.931072, 0.803282, 0.929350, 0.815947, 0.899164, 0.857971, 0.888320, 0.925796, 
65.0, 0.890984, 0.820439, 0.907413, 0.829822, 0.907413, 0.852944, 0.907413, 0.809774, 0.919208, 0.861662, 0.907413, 0.967601, 0.765992, 0.947877, 0.859296, 0.943986, 0.735423, 0.854457, 0.957957, 0.931072, 0.803282, 0.929350, 0.815947, 0.899164, 0.853178, 0.888320, 0.925796, 
66.0, 0.889499, 0.820439, 0.904775, 0.829822, 0.904775, 0.852944, 0.904775, 0.809774, 0.916252, 0.861662, 0.904775, 0.960538, 0.765992, 0.942133, 0.859296, 0.938401, 0.735423, 0.854457, 0.948472, 0.931072, 0.803282, 0.925087, 0.815947, 0.899164, 0.853178, 0.888320, 0.921213, 
68.0, 0.886524, 0.812912, 0.904775, 0.823536, 0.904775, 0.843361, 0.904775, 0.803776, 0.916252, 0.853684, 0.904775, 0.960538, 0.765992, 0.942133, 0.859296, 0.938401, 0.735423, 0.849839, 0.948472, 0.931072, 0.793942, 0.925087, 0.809314, 0.899164, 0.843592, 0.883518, 0.921213, 
70.0, 0.885036, 0.812912, 0.904775, 0.823536, 0.904775, 0.843361, 0.904775, 0.797777, 0.916252, 0.849695, 0.904775, 0.960538, 0.765992, 0.942133, 0.859296, 0.938401, 0.735423, 0.845220, 0.948472, 0.931072, 0.793942, 0.925087, 0.809314, 0.899164, 0.843592, 0.883518, 0.921213, 
71.0, 0.883546, 0.812912, 0.902130, 0.823536, 0.902130, 0.843361, 0.902130, 0.797777, 0.913287, 0.849695, 0.902130, 0.953476, 0.765992, 0.936388, 0.859296, 0.932815, 0.735423, 0.845220, 0.948472, 0.925690, 0.793942, 0.920804, 0.809314, 0.895337, 0.843592, 0.883518, 0.916630, 
72.0, 0.883546, 0.812912, 0.902130, 0.823536, 0.902130, 0.843361, 0.902130, 0.797777, 0.913287, 0.849695, 0.902130, 0.953476, 0.765992, 0.936388, 0.859296, 0.932815, 0.735423, 0.845220, 0.948472, 0.925690, 0.793942, 0.920804, 0.809314, 0.895337, 0.843592, 0.883518, 0.916630, 
73.0, 0.883546, 0.812912, 0.902130, 0.823536, 0.902130, 0.843361, 0.902130, 0.797777, 0.913287, 0.849695, 0.902130, 0.953476, 0.765992, 0.936388, 0.859296, 0.932815, 0.735423, 0.845220, 0.948472, 0.925690, 0.793942, 0.920804, 0.809314, 0.895337, 0.843592, 0.883518, 0.916630, 
74.0, 0.882044, 0.812912, 0.899453, 0.823536, 0.899453, 0.843361, 0.899453, 0.797777, 0.910282, 0.849695, 0.899453, 0.953476, 0.765992, 0.936388, 0.847020, 0.932815, 0.735423, 0.845220, 0.948472, 0.925690, 0.793942, 0.920804, 0.809314, 0.891462, 0.843592, 0.878690, 0.916630, 
75.0, 0.880536, 0.812912, 0.899453, 0.823536, 0.899453, 0.843361, 0.899453, 0.791734, 0.910282, 0.845668, 0.899453, 0.953476, 0.765992, 0.936388, 0.847020, 0.932815, 0.735423, 0.845220, 0.948472, 0.925690, 0.793942, 0.920804, 0.809314, 0.891462, 0.843592, 0.878690, 0.916630, 
76.0, 0.880536, 0.812912, 0.899453, 0.823536, 0.899453, 0.843361, 0.899453, 0.791734, 0.910282, 0.845668, 0.899453, 0.953476, 0.765992, 0.936388, 0.847020, 0.932815, 0.735423, 0.845220, 0.948472, 0.925690, 0.793942, 0.920804, 0.809314, 0.891462, 0.843592, 0.878690, 0.916630, 
77.0, 0.875981, 0.812912, 0.891374, 0.823536, 0.891374, 0.843361, 0.891374, 0.791734, 0.904234, 0.845668, 0.891374, 0.946307, 0.765992, 0.930536, 0.847020, 0.915751, 0.735423, 0.845220, 0.919437, 0.920245, 0.793942, 0.916461, 0.809314, 0.883642, 0.843592, 0.878690, 0.902528, 
79.0, 0.875981, 0.812912, 0.891374, 0.823536, 0.891374, 0.843361, 0.891374, 0.791734, 0.904234, 0.845668, 0.891374, 0.946307, 0.765992, 0.930536, 0.847020, 0.915751, 0.735423, 0.845220, 0.919437, 0.920245, 0.793942, 0.916461, 0.809314, 0.883642, 0.843592, 0.878690, 0.902528, 
80.0, 0.874458, 0.805243, 0.891374, 0.817152, 0.891374, 0.838457, 0.891374, 0.785690, 0.904234, 0.841641, 0.891374, 0.946307, 0.765992, 0.930536, 0.847020, 0.915751, 0.735423, 0.840524, 0.919437, 0.920245, 0.784490, 0.916461, 0.802625, 0.883642, 0.838687, 0.873836, 0.902528, 
82.0, 0.871411, 0.789905, 0.891374, 0.804384, 0.891374, 0.828651, 0.891374, 0.779646, 0.904234, 0.833587, 0.891374, 0.946307, 0.742055, 0.930536, 0.834564, 0.915751, 0.735423, 0.831133, 0.919437, 0.920245, 0.775038, 0.916461, 0.795937, 0.883642, 0.828878, 0.864127, 0.902528, 
83.0, 0.871411, 0.789905, 0.891374, 0.804384, 0.891374, 0.828651, 0.891374, 0.779646, 0.904234, 0.833587, 0.891374, 0.946307, 0.742055, 0.930536, 0.834564, 0.915751, 0.735423, 0.831133, 0.919437, 0.920245, 0.775038, 0.916461, 0.795937, 0.883642, 0.828878, 0.864127, 0.902528, 
84.0, 0.869882, 0.789905, 0.888656, 0.804384, 0.888656, 0.828651, 0.888656, 0.779646, 0.901179, 0.833587, 0.888656, 0.946307, 0.742055, 0.930536, 0.834564, 0.915751, 0.735423, 0.831133, 0.919437, 0.920245, 0.775038, 0.912097, 0.795937, 0.879697, 0.828878, 0.859272, 0.902528, 
85.0, 0.869882, 0.789905, 0.888656, 0.804384, 0.888656, 0.828651, 0.888656, 0.779646, 0.901179, 0.833587, 0.888656, 0.946307, 0.742055, 0.930536, 0.834564, 0.915751, 0.735423, 0.831133, 0.919437, 0.920245, 0.775038, 0.912097, 0.795937, 0.879697, 0.828878, 0.859272, 0.902528, 
88.0, 0.869882, 0.789905, 0.888656, 0.804384, 0.888656, 0.828651, 0.888656, 0.779646, 0.901179, 0.833587, 0.888656, 0.946307, 0.742055, 0.930536, 0.834564, 0.915751, 0.735423, 0.831133, 0.919437, 0.920245, 0.775038, 0.912097, 0.795937, 0.879697, 0.828878, 0.859272, 0.902528, 
89.0, 0.865272, 0.789905, 0.883204, 0.797844, 0.883204, 0.823659, 0.883204, 0.773459, 0.895049, 0.829501, 0.883204, 0.946307, 0.742055, 0.930536, 0.834564, 0.915751, 0.716566, 0.826329, 0.919437, 0.920245, 0.775038, 0.907733, 0.789075, 0.875752, 0.823885, 0.849452, 0.897777, 
90.0, 0.863729, 0.789905, 0.880470, 0.797844, 0.880470, 0.823659, 0.880470, 0.773459, 0.891973, 0.829501, 0.880470, 0.939083, 0.742055, 0.924571, 0.834564, 0.910028, 0.716566, 0.826329, 0.919437, 0.920245, 0.775038, 0.907733, 0.789075, 0.875752, 0.823885, 0.849452, 0.893002, 
91.0, 0.862184, 0.782085, 0.880470, 0.791305, 0.880470, 0.818667, 0.880470, 0.767271, 0.891973, 0.825394, 0.880470, 0.939083, 0.742055, 0.924571, 0.834564, 0.910028, 0.716566, 0.821496, 0.919437, 0.920245, 0.765350, 0.907733, 0.782214, 0.875752, 0.818892, 0.849452, 0.893002, 
92.0, 0.860636, 0.774264, 0.880470, 0.784765, 0.880470, 0.813675, 0.880470, 0.767271, 0.891973, 0.821288, 0.880470, 0.939083, 0.716467, 0.924571, 0.834564, 0.910028, 0.696661, 0.816664, 0.919437, 0.920245, 0.765350, 0.907733, 0.782214, 0.875752, 0.813898, 0.849452, 0.893002, 
93.0, 0.860636, 0.774264, 0.880470, 0.784765, 0.880470, 0.813675, 0.880470, 0.767271, 0.891973, 0.821288, 0.880470, 0.939083, 0.716467, 0.924571, 0.834564, 0.910028, 0.696661, 0.816664, 0.919437, 0.920245, 0.765350, 0.907733, 0.782214, 0.875752, 0.813898, 0.849452, 0.893002, 
94.0, 0.859086, 0.766443, 0.880470, 0.778225, 0.880470, 0.808683, 0.880470, 0.767271, 0.891973, 0.817181, 0.880470, 0.939083, 0.716467, 0.924571, 0.834564, 0.910028, 0.696661, 0.811832, 0.919437, 0.920245, 0.765350, 0.907733, 0.782214, 0.875752, 0.808905, 0.849452, 0.893002, 
95.0, 0.857535, 0.758622, 0.880470, 0.771685, 0.880470, 0.803692, 0.880470, 0.761083, 0.891973, 0.813075, 0.880470, 0.939083, 0.716467, 0.924571, 0.821919, 0.910028, 0.696661, 0.806999, 0.919437, 0.920245, 0.755662, 0.907733, 0.775352, 0.875752, 0.803912, 0.849452, 0.893002, 
