time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, r14_l, r14_r, r15_l, r15_r, r16_l, r16_r, r17_l, r17_r, r18_l, r18_r, r19_l, r19_r, 
15.0, 0.989332, 0.997768, 0.966667, 0.974359, 0.997658, 0.972785, 0.997792, 0.970965, 0.997792, 0.977499, 0.997812, 0.997863, 0.926829, 0.960784, 0.997792, 0.976744, 0.997753, 0.964079, 0.997753, 0.973432, 0.997753, 0.971060, 0.997753, 0.963384, 0.997653, 0.980319, 0.997653, 0.979672, 0.997792, 0.975459, 0.997653, 0.981052, 0.997653, 0.980929, 0.997792, 0.979899, 0.997792, 0.998043, 0.937500, 
16.0, 0.988361, 0.997768, 0.966667, 0.974359, 0.997658, 0.972785, 0.997792, 0.970965, 0.997792, 0.977499, 0.997812, 0.997863, 0.902439, 0.941176, 0.997792, 0.965116, 0.997753, 0.956884, 0.997753, 0.968112, 0.997753, 0.966229, 0.997753, 0.954209, 0.997653, 0.975393, 0.997653, 0.976282, 0.997792, 0.971361, 0.997653, 0.978341, 0.997653, 0.978543, 0.997792, 0.977887, 0.997792, 0.998043, 0.906250, 
17.0, 0.987390, 0.997768, 0.966667, 0.948718, 0.997658, 0.959084, 0.997792, 0.961256, 0.997792, 0.969980, 0.997812, 0.997863, 0.902439, 0.941176, 0.997792, 0.953488, 0.997753, 0.956884, 0.997753, 0.962793, 0.997753, 0.966229, 0.997753, 0.954209, 0.997653, 0.975393, 0.997653, 0.976282, 0.997792, 0.971361, 0.997653, 0.975631, 0.997653, 0.976156, 0.997792, 0.975875, 0.997792, 0.998043, 0.906250, 
18.0, 0.984474, 0.997768, 0.933333, 0.948718, 0.997658, 0.945383, 0.997792, 0.951546, 0.997792, 0.962460, 0.997812, 0.997863, 0.878049, 0.921569, 0.997792, 0.953488, 0.997753, 0.956884, 0.997753, 0.962793, 0.997753, 0.961398, 0.997753, 0.954209, 0.997653, 0.970467, 0.997653, 0.972893, 0.997792, 0.963164, 0.997653, 0.970211, 0.997653, 0.968996, 0.997792, 0.969839, 0.997792, 0.998043, 0.875000, 
19.0, 0.984474, 0.997768, 0.933333, 0.948718, 0.997658, 0.945383, 0.997792, 0.951546, 0.997792, 0.962460, 0.997812, 0.997863, 0.878049, 0.921569, 0.997792, 0.953488, 0.997753, 0.956884, 0.997753, 0.962793, 0.997753, 0.961398, 0.997753, 0.954209, 0.997653, 0.970467, 0.997653, 0.972893, 0.997792, 0.963164, 0.997653, 0.970211, 0.997653, 0.968996, 0.997792, 0.969839, 0.997792, 0.998043, 0.875000, 
20.0, 0.982529, 0.997768, 0.933333, 0.923077, 0.997658, 0.917980, 0.997792, 0.932127, 0.997792, 0.947422, 0.997812, 0.997863, 0.853659, 0.901961, 0.997792, 0.941860, 0.997753, 0.949689, 0.997753, 0.957474, 0.997753, 0.956567, 0.997753, 0.954209, 0.997653, 0.965541, 0.997653, 0.966113, 0.997792, 0.959065, 0.997653, 0.967501, 0.997653, 0.966609, 0.997792, 0.965814, 0.997792, 0.998043, 0.843750, 
24.0, 0.981556, 0.997768, 0.933333, 0.923077, 0.997658, 0.917980, 0.997792, 0.932127, 0.997792, 0.939903, 0.997812, 0.997863, 0.853659, 0.901961, 0.997792, 0.941860, 0.997753, 0.949689, 0.997753, 0.957474, 0.997753, 0.956567, 0.997753, 0.945034, 0.997653, 0.960614, 0.997653, 0.962723, 0.997792, 0.959065, 0.997653, 0.964791, 0.997653, 0.964223, 0.997792, 0.963802, 0.997792, 0.998043, 0.843750, 
25.0, 0.979610, 0.997768, 0.933333, 0.897436, 0.997658, 0.904279, 0.997792, 0.922417, 0.997792, 0.932384, 0.997812, 0.997863, 0.853659, 0.901961, 0.997792, 0.930233, 0.997753, 0.942495, 0.997753, 0.952155, 0.997753, 0.951735, 0.997753, 0.945034, 0.997653, 0.955688, 0.997653, 0.959333, 0.997792, 0.954967, 0.997653, 0.962081, 0.997653, 0.961836, 0.997792, 0.959778, 0.997792, 0.998043, 0.843750, 
26.0, 0.978636, 0.997768, 0.900000, 0.897436, 0.997658, 0.904279, 0.997792, 0.922417, 0.997792, 0.932384, 0.997812, 0.997863, 0.829268, 0.882353, 0.997792, 0.918605, 0.997753, 0.935300, 0.997753, 0.946835, 0.997753, 0.946904, 0.997753, 0.935769, 0.997653, 0.950736, 0.997653, 0.955931, 0.997792, 0.950868, 0.997653, 0.959363, 0.997653, 0.959443, 0.997792, 0.957762, 0.997792, 0.998043, 0.812500, 
27.0, 0.978636, 0.997768, 0.900000, 0.897436, 0.997658, 0.904279, 0.997792, 0.922417, 0.997792, 0.932384, 0.997812, 0.997863, 0.829268, 0.882353, 0.997792, 0.918605, 0.997753, 0.935300, 0.997753, 0.946835, 0.997753, 0.946904, 0.997753, 0.935769, 0.997653, 0.950736, 0.997653, 0.955931, 0.997792, 0.950868, 0.997653, 0.959363, 0.997653, 0.959443, 0.997792, 0.957762, 0.997792, 0.998043, 0.812500, 
35.0, 0.977660, 0.997768, 0.900000, 0.897436, 0.997658, 0.904279, 0.997792, 0.922417, 0.997792, 0.932384, 0.997812, 0.997863, 0.829268, 0.882353, 0.997792, 0.918605, 0.997753, 0.935300, 0.997753, 0.946835, 0.997753, 0.946904, 0.997753, 0.935769, 0.997653, 0.950736, 0.997653, 0.955931, 0.997792, 0.950868, 0.997653, 0.956638, 0.997653, 0.957045, 0.997792, 0.955741, 0.997792, 0.998043, 0.812500, 
38.0, 0.977660, 0.997768, 0.900000, 0.897436, 0.997658, 0.904279, 0.997792, 0.922417, 0.997792, 0.932384, 0.997812, 0.997863, 0.829268, 0.882353, 0.997792, 0.918605, 0.997753, 0.935300, 0.997753, 0.946835, 0.997753, 0.946904, 0.997753, 0.935769, 0.997653, 0.950736, 0.997653, 0.955931, 0.997792, 0.950868, 0.997653, 0.956638, 0.997653, 0.957045, 0.997792, 0.955741, 0.997792, 0.998043, 0.812500, 
39.0, 0.976682, 0.997768, 0.900000, 0.897436, 0.997658, 0.904279, 0.997792, 0.922417, 0.997792, 0.932384, 0.997812, 0.997863, 0.829268, 0.882353, 0.997792, 0.918605, 0.997753, 0.935300, 0.997753, 0.946835, 0.997753, 0.946904, 0.997753, 0.935769, 0.997653, 0.950736, 0.997653, 0.955931, 0.997792, 0.950868, 0.997653, 0.956638, 0.997653, 0.954646, 0.997792, 0.953721, 0.997792, 0.998043, 0.812500, 
40.0, 0.976682, 0.997768, 0.900000, 0.897436, 0.997658, 0.904279, 0.997792, 0.922417, 0.997792, 0.932384, 0.997812, 0.997863, 0.829268, 0.882353, 0.997792, 0.918605, 0.997753, 0.935300, 0.997753, 0.946835, 0.997753, 0.946904, 0.997753, 0.935769, 0.997653, 0.950736, 0.997653, 0.955931, 0.997792, 0.950868, 0.997653, 0.956638, 0.997653, 0.954646, 0.997792, 0.953721, 0.997792, 0.998043, 0.812500, 
42.0, 0.976682, 0.997768, 0.900000, 0.897436, 0.997658, 0.904279, 0.997792, 0.922417, 0.997792, 0.932384, 0.997812, 0.997863, 0.829268, 0.882353, 0.997792, 0.918605, 0.997753, 0.935300, 0.997753, 0.946835, 0.997753, 0.946904, 0.997753, 0.935769, 0.997653, 0.950736, 0.997653, 0.955931, 0.997792, 0.950868, 0.997653, 0.956638, 0.997653, 0.954646, 0.997792, 0.953721, 0.997792, 0.998043, 0.812500, 
44.0, 0.975699, 0.997768, 0.900000, 0.897436, 0.997658, 0.904279, 0.997792, 0.922417, 0.997792, 0.932384, 0.997812, 0.997863, 0.829268, 0.882353, 0.997792, 0.918605, 0.997753, 0.935300, 0.997753, 0.946835, 0.997753, 0.946904, 0.997753, 0.935769, 0.997653, 0.950736, 0.997653, 0.955931, 0.997792, 0.950868, 0.997653, 0.956638, 0.997653, 0.954646, 0.997792, 0.953721, 0.997792, 0.996055, 0.812500, 
46.0, 0.973731, 0.997768, 0.900000, 0.897436, 0.997658, 0.904279, 0.997792, 0.912707, 0.997792, 0.917223, 0.997812, 0.997863, 0.829268, 0.882353, 0.997792, 0.918605, 0.997753, 0.935300, 0.997753, 0.936014, 0.997753, 0.941998, 0.997753, 0.935769, 0.997653, 0.945733, 0.997653, 0.952493, 0.997792, 0.950868, 0.997653, 0.951156, 0.997653, 0.949825, 0.997792, 0.949662, 0.997792, 0.996055, 0.781250, 
47.0, 0.972745, 0.997768, 0.866667, 0.871041, 0.997658, 0.890367, 0.997792, 0.902893, 0.997792, 0.909579, 0.997812, 0.997863, 0.804878, 0.862745, 0.997792, 0.906675, 0.997753, 0.927936, 0.997753, 0.930541, 0.997753, 0.937040, 0.997753, 0.935769, 0.997653, 0.940702, 0.997653, 0.949029, 0.997792, 0.946716, 0.997653, 0.948399, 0.997653, 0.947402, 0.997792, 0.947624, 0.997792, 0.996055, 0.750000, 
49.0, 0.972745, 0.997768, 0.866667, 0.871041, 0.997658, 0.890367, 0.997792, 0.902893, 0.997792, 0.909579, 0.997812, 0.997863, 0.804878, 0.862745, 0.997792, 0.906675, 0.997753, 0.927936, 0.997753, 0.930541, 0.997753, 0.937040, 0.997753, 0.935769, 0.997653, 0.940702, 0.997653, 0.949029, 0.997792, 0.946716, 0.997653, 0.948399, 0.997653, 0.947402, 0.997792, 0.947624, 0.997792, 0.996055, 0.750000, 
52.0, 0.971752, 0.997768, 0.866667, 0.844646, 0.997658, 0.876455, 0.997792, 0.893079, 0.997792, 0.901936, 0.997812, 0.997863, 0.804878, 0.862745, 0.997792, 0.906675, 0.997753, 0.927936, 0.997753, 0.930541, 0.997753, 0.937040, 0.997753, 0.926411, 0.997653, 0.940702, 0.997653, 0.945565, 0.997792, 0.946716, 0.997653, 0.945642, 0.997653, 0.944972, 0.997792, 0.945582, 0.997792, 0.996055, 0.750000, 
53.0, 0.971752, 0.997768, 0.866667, 0.844646, 0.997658, 0.876455, 0.997792, 0.893079, 0.997792, 0.901936, 0.997812, 0.997863, 0.804878, 0.862745, 0.997792, 0.906675, 0.997753, 0.927936, 0.997753, 0.930541, 0.997753, 0.937040, 0.997753, 0.926411, 0.997653, 0.940702, 0.997653, 0.945565, 0.997792, 0.946716, 0.997653, 0.945642, 0.997653, 0.944972, 0.997792, 0.945582, 0.997792, 0.996055, 0.750000, 
54.0, 0.971752, 0.997768, 0.866667, 0.844646, 0.997658, 0.876455, 0.997792, 0.893079, 0.997792, 0.901936, 0.997812, 0.997863, 0.804878, 0.862745, 0.997792, 0.906675, 0.997753, 0.927936, 0.997753, 0.930541, 0.997753, 0.937040, 0.997753, 0.926411, 0.997653, 0.940702, 0.997653, 0.945565, 0.997792, 0.946716, 0.997653, 0.945642, 0.997653, 0.944972, 0.997792, 0.945582, 0.997792, 0.996055, 0.750000, 
55.0, 0.971752, 0.997768, 0.866667, 0.844646, 0.997658, 0.876455, 0.997792, 0.893079, 0.997792, 0.901936, 0.997812, 0.997863, 0.804878, 0.862745, 0.997792, 0.906675, 0.997753, 0.927936, 0.997753, 0.930541, 0.997753, 0.937040, 0.997753, 0.926411, 0.997653, 0.940702, 0.997653, 0.945565, 0.997792, 0.946716, 0.997653, 0.945642, 0.997653, 0.944972, 0.997792, 0.945582, 0.997792, 0.996055, 0.750000, 
56.0, 0.970755, 0.997768, 0.833333, 0.844646, 0.997658, 0.876455, 0.997792, 0.893079, 0.997792, 0.901936, 0.997812, 0.997863, 0.804878, 0.843137, 0.997792, 0.906675, 0.997753, 0.920571, 0.997753, 0.925034, 0.997753, 0.932082, 0.997753, 0.917053, 0.997653, 0.935672, 0.997653, 0.942102, 0.997792, 0.942563, 0.997653, 0.942885, 0.997653, 0.942543, 0.997792, 0.943535, 0.997792, 0.996055, 0.750000, 
58.0, 0.969756, 0.997768, 0.833333, 0.818250, 0.997658, 0.862543, 0.997792, 0.883265, 0.997792, 0.894227, 0.997812, 0.997863, 0.804878, 0.823529, 0.997792, 0.894745, 0.997753, 0.913147, 0.997753, 0.919495, 0.997753, 0.927098, 0.997753, 0.917053, 0.997653, 0.930614, 0.997653, 0.938625, 0.997792, 0.938393, 0.997653, 0.940120, 0.997653, 0.940108, 0.997792, 0.941484, 0.997792, 0.996055, 0.750000, 
59.0, 0.969756, 0.997768, 0.833333, 0.818250, 0.997658, 0.862543, 0.997792, 0.883265, 0.997792, 0.894227, 0.997812, 0.997863, 0.804878, 0.823529, 0.997792, 0.894745, 0.997753, 0.913147, 0.997753, 0.919495, 0.997753, 0.927098, 0.997753, 0.917053, 0.997653, 0.930614, 0.997653, 0.938625, 0.997792, 0.938393, 0.997653, 0.940120, 0.997653, 0.940108, 0.997792, 0.941484, 0.997792, 0.996055, 0.750000, 
60.0, 0.969756, 0.997768, 0.833333, 0.818250, 0.997658, 0.862543, 0.997792, 0.883265, 0.997792, 0.894227, 0.997812, 0.997863, 0.804878, 0.823529, 0.997792, 0.894745, 0.997753, 0.913147, 0.997753, 0.919495, 0.997753, 0.927098, 0.997753, 0.917053, 0.997653, 0.930614, 0.997653, 0.938625, 0.997792, 0.938393, 0.997653, 0.940120, 0.997653, 0.940108, 0.997792, 0.941484, 0.997792, 0.996055, 0.750000, 
61.0, 0.968754, 0.997768, 0.833333, 0.791855, 0.997658, 0.848631, 0.997792, 0.873451, 0.997792, 0.886518, 0.997812, 0.997863, 0.804878, 0.823529, 0.997792, 0.894745, 0.997753, 0.913147, 0.997753, 0.919495, 0.997753, 0.927098, 0.997753, 0.907696, 0.997653, 0.925556, 0.997653, 0.935149, 0.997792, 0.934204, 0.997653, 0.937346, 0.997653, 0.937666, 0.997792, 0.939424, 0.997792, 0.996055, 0.750000, 
62.0, 0.968754, 0.997768, 0.833333, 0.791855, 0.997658, 0.848631, 0.997792, 0.873451, 0.997792, 0.886518, 0.997812, 0.997863, 0.804878, 0.823529, 0.997792, 0.894745, 0.997753, 0.913147, 0.997753, 0.919495, 0.997753, 0.927098, 0.997753, 0.907696, 0.997653, 0.925556, 0.997653, 0.935149, 0.997792, 0.934204, 0.997653, 0.937346, 0.997653, 0.937666, 0.997792, 0.939424, 0.997792, 0.996055, 0.750000, 
63.0, 0.968754, 0.997768, 0.833333, 0.791855, 0.997658, 0.848631, 0.997792, 0.873451, 0.997792, 0.886518, 0.997812, 0.997863, 0.804878, 0.823529, 0.997792, 0.894745, 0.997753, 0.913147, 0.997753, 0.919495, 0.997753, 0.927098, 0.997753, 0.907696, 0.997653, 0.925556, 0.997653, 0.935149, 0.997792, 0.934204, 0.997653, 0.937346, 0.997653, 0.937666, 0.997792, 0.939424, 0.997792, 0.996055, 0.750000, 
64.0, 0.967749, 0.997768, 0.833333, 0.765460, 0.997658, 0.834719, 0.997792, 0.863637, 0.997792, 0.878742, 0.997812, 0.997863, 0.804878, 0.823529, 0.997792, 0.882815, 0.997753, 0.905723, 0.997753, 0.913956, 0.997753, 0.922114, 0.997753, 0.898338, 0.997653, 0.920499, 0.997653, 0.931660, 0.997792, 0.930014, 0.997653, 0.934565, 0.997653, 0.935218, 0.997792, 0.937355, 0.997792, 0.996055, 0.750000, 
65.0, 0.966744, 0.997768, 0.833333, 0.739065, 0.997658, 0.820807, 0.997792, 0.853823, 0.997792, 0.870965, 0.997812, 0.997863, 0.804878, 0.823529, 0.997792, 0.870885, 0.997753, 0.898299, 0.997753, 0.908417, 0.997753, 0.917129, 0.997753, 0.898338, 0.997653, 0.920499, 0.997653, 0.928170, 0.997792, 0.925825, 0.997653, 0.931783, 0.997653, 0.932769, 0.997792, 0.935286, 0.997792, 0.996055, 0.750000, 
66.0, 0.966744, 0.997768, 0.833333, 0.739065, 0.997658, 0.820807, 0.997792, 0.853823, 0.997792, 0.870965, 0.997812, 0.997863, 0.804878, 0.823529, 0.997792, 0.870885, 0.997753, 0.898299, 0.997753, 0.908417, 0.997753, 0.917129, 0.997753, 0.898338, 0.997653, 0.920499, 0.997653, 0.928170, 0.997792, 0.925825, 0.997653, 0.931783, 0.997653, 0.932769, 0.997792, 0.935286, 0.997792, 0.996055, 0.750000, 
67.0, 0.966744, 0.997768, 0.833333, 0.739065, 0.997658, 0.820807, 0.997792, 0.853823, 0.997792, 0.870965, 0.997812, 0.997863, 0.804878, 0.823529, 0.997792, 0.870885, 0.997753, 0.898299, 0.997753, 0.908417, 0.997753, 0.917129, 0.997753, 0.898338, 0.997653, 0.920499, 0.997653, 0.928170, 0.997792, 0.925825, 0.997653, 0.931783, 0.997653, 0.932769, 0.997792, 0.935286, 0.997792, 0.996055, 0.750000, 
68.0, 0.964722, 0.997768, 0.800000, 0.686275, 0.997658, 0.792983, 0.997792, 0.834195, 0.997792, 0.855412, 0.997812, 0.997863, 0.780488, 0.803922, 0.997792, 0.847025, 0.997753, 0.883451, 0.997753, 0.897339, 0.997753, 0.907160, 0.997753, 0.888980, 0.997653, 0.910327, 0.997653, 0.921165, 0.997792, 0.921617, 0.997653, 0.926204, 0.997653, 0.927860, 0.997792, 0.931138, 0.997792, 0.996055, 0.718750, 
69.0, 0.964722, 0.997768, 0.800000, 0.686275, 0.997658, 0.792983, 0.997792, 0.834195, 0.997792, 0.855412, 0.997812, 0.997863, 0.780488, 0.803922, 0.997792, 0.847025, 0.997753, 0.883451, 0.997753, 0.897339, 0.997753, 0.907160, 0.997753, 0.888980, 0.997653, 0.910327, 0.997653, 0.921165, 0.997792, 0.921617, 0.997653, 0.926204, 0.997653, 0.927860, 0.997792, 0.931138, 0.997792, 0.996055, 0.718750, 
70.0, 0.964722, 0.997768, 0.800000, 0.686275, 0.997658, 0.792983, 0.997792, 0.834195, 0.997792, 0.855412, 0.997812, 0.997863, 0.780488, 0.803922, 0.997792, 0.847025, 0.997753, 0.883451, 0.997753, 0.897339, 0.997753, 0.907160, 0.997753, 0.888980, 0.997653, 0.910327, 0.997653, 0.921165, 0.997792, 0.921617, 0.997653, 0.926204, 0.997653, 0.927860, 0.997792, 0.931138, 0.997792, 0.996055, 0.718750, 
74.0, 0.964722, 0.997768, 0.800000, 0.686275, 0.997658, 0.792983, 0.997792, 0.834195, 0.997792, 0.855412, 0.997812, 0.997863, 0.780488, 0.803922, 0.997792, 0.847025, 0.997753, 0.883451, 0.997753, 0.897339, 0.997753, 0.907160, 0.997753, 0.888980, 0.997653, 0.910327, 0.997653, 0.921165, 0.997792, 0.921617, 0.997653, 0.926204, 0.997653, 0.927860, 0.997792, 0.931138, 0.997792, 0.996055, 0.718750, 
75.0, 0.964722, 0.997768, 0.800000, 0.686275, 0.997658, 0.792983, 0.997792, 0.834195, 0.997792, 0.855412, 0.997812, 0.997863, 0.780488, 0.803922, 0.997792, 0.847025, 0.997753, 0.883451, 0.997753, 0.897339, 0.997753, 0.907160, 0.997753, 0.888980, 0.997653, 0.910327, 0.997653, 0.921165, 0.997792, 0.921617, 0.997653, 0.926204, 0.997653, 0.927860, 0.997792, 0.931138, 0.997792, 0.996055, 0.718750, 
76.0, 0.964722, 0.997768, 0.800000, 0.686275, 0.997658, 0.792983, 0.997792, 0.834195, 0.997792, 0.855412, 0.997812, 0.997863, 0.780488, 0.803922, 0.997792, 0.847025, 0.997753, 0.883451, 0.997753, 0.897339, 0.997753, 0.907160, 0.997753, 0.888980, 0.997653, 0.910327, 0.997653, 0.921165, 0.997792, 0.921617, 0.997653, 0.926204, 0.997653, 0.927860, 0.997792, 0.931138, 0.997792, 0.996055, 0.718750, 
77.0, 0.963701, 0.997768, 0.800000, 0.686275, 0.997658, 0.792983, 0.997792, 0.834195, 0.997792, 0.855412, 0.997812, 0.997863, 0.780488, 0.803922, 0.997792, 0.835095, 0.997753, 0.875964, 0.997753, 0.891730, 0.997753, 0.902148, 0.997753, 0.879623, 0.997653, 0.910327, 0.997653, 0.917636, 0.997792, 0.917370, 0.997653, 0.923397, 0.997653, 0.925386, 0.997792, 0.929050, 0.997792, 0.996055, 0.718750, 
81.0, 0.962679, 0.997768, 0.766667, 0.686275, 0.997658, 0.778823, 0.997792, 0.824264, 0.997792, 0.847564, 0.997812, 0.997863, 0.780488, 0.784314, 0.997792, 0.823165, 0.997753, 0.868478, 0.997753, 0.886122, 0.997753, 0.897136, 0.997753, 0.879623, 0.997653, 0.905184, 0.997653, 0.914106, 0.997792, 0.913123, 0.997653, 0.920591, 0.997653, 0.922911, 0.997792, 0.926962, 0.997792, 0.996055, 0.718750, 
82.0, 0.960633, 0.997768, 0.733333, 0.686275, 0.997658, 0.778823, 0.997792, 0.824264, 0.997792, 0.847564, 0.997812, 0.997863, 0.780488, 0.764706, 0.997792, 0.799305, 0.997753, 0.853504, 0.997753, 0.874905, 0.997753, 0.887113, 0.997753, 0.870265, 0.997653, 0.900041, 0.997653, 0.907048, 0.997792, 0.908876, 0.997653, 0.914977, 0.997653, 0.917963, 0.997792, 0.922787, 0.997792, 0.996055, 0.718750, 
84.0, 0.959609, 0.995420, 0.733333, 0.686275, 0.997658, 0.778823, 0.995445, 0.824264, 0.995445, 0.847564, 0.995486, 0.995611, 0.780488, 0.764706, 0.995445, 0.799305, 0.997753, 0.853504, 0.997753, 0.874905, 0.997753, 0.887113, 0.997753, 0.870265, 0.995158, 0.900041, 0.995158, 0.907048, 0.995445, 0.908876, 0.995158, 0.914977, 0.995158, 0.917963, 0.995445, 0.922787, 0.995445, 0.993975, 0.718750, 
86.0, 0.959609, 0.995420, 0.733333, 0.686275, 0.997658, 0.778823, 0.995445, 0.824264, 0.995445, 0.847564, 0.995486, 0.995611, 0.780488, 0.764706, 0.995445, 0.799305, 0.997753, 0.853504, 0.997753, 0.874905, 0.997753, 0.887113, 0.997753, 0.870265, 0.995158, 0.900041, 0.995158, 0.907048, 0.995445, 0.908876, 0.995158, 0.914977, 0.995158, 0.917963, 0.995445, 0.922787, 0.995445, 0.993975, 0.718750, 
87.0, 0.958581, 0.995420, 0.733333, 0.659879, 0.997658, 0.764663, 0.995445, 0.814333, 0.995445, 0.839717, 0.995486, 0.995611, 0.756098, 0.745098, 0.995445, 0.787375, 0.997753, 0.846017, 0.997753, 0.869297, 0.997753, 0.882101, 0.997753, 0.860805, 0.995158, 0.894868, 0.995158, 0.903505, 0.995445, 0.904608, 0.995158, 0.912162, 0.995158, 0.915482, 0.995445, 0.920690, 0.995445, 0.993975, 0.687500, 
