time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, 
1.0, 0.880616, 0.776786, 0.917505, 0.782313, 0.917505, 0.800000, 0.917505, 0.818605, 0.919355, 0.801887, 0.916000, 0.832090, 0.918860, 0.850000, 0.908257, 0.933333, 0.913043, 0.914948, 0.776786, 
1.1, 0.865212, 0.758929, 0.905433, 0.755102, 0.905433, 0.777778, 0.905433, 0.800000, 0.907258, 0.778302, 0.904000, 0.809701, 0.905702, 0.850000, 0.908257, 0.933333, 0.913043, 0.899485, 0.758929, 
1.2, 0.856226, 0.750000, 0.895372, 0.748299, 0.895372, 0.772222, 0.895372, 0.790698, 0.897177, 0.768868, 0.894000, 0.805970, 0.894737, 0.833333, 0.899083, 0.933333, 0.913043, 0.891753, 0.750000, 
1.3, 0.849807, 0.741071, 0.889336, 0.741497, 0.889336, 0.766667, 0.889336, 0.781395, 0.891129, 0.759434, 0.888000, 0.798507, 0.888158, 0.816667, 0.899083, 0.933333, 0.913043, 0.889175, 0.741071, 
1.4, 0.839538, 0.741071, 0.877264, 0.741497, 0.877264, 0.761111, 0.877264, 0.776744, 0.879032, 0.754717, 0.876000, 0.791045, 0.877193, 0.816667, 0.899083, 0.933333, 0.891304, 0.873711, 0.741071, 
1.5, 0.827985, 0.696429, 0.871227, 0.707483, 0.871227, 0.727778, 0.871227, 0.748837, 0.872984, 0.726415, 0.870000, 0.768657, 0.870614, 0.816667, 0.899083, 0.933333, 0.891304, 0.865979, 0.696429, 
1.6, 0.822850, 0.687500, 0.867203, 0.700680, 0.867203, 0.716667, 0.867203, 0.739535, 0.868952, 0.721698, 0.866000, 0.761194, 0.866228, 0.816667, 0.880734, 0.933333, 0.891304, 0.860825, 0.687500, 
1.7, 0.811297, 0.669643, 0.859155, 0.673469, 0.859155, 0.694444, 0.859155, 0.720930, 0.860887, 0.698113, 0.858000, 0.742537, 0.859649, 0.783333, 0.871560, 0.933333, 0.891304, 0.853093, 0.669643, 
1.8, 0.808729, 0.660714, 0.857143, 0.666667, 0.857143, 0.688889, 0.857143, 0.716279, 0.858871, 0.693396, 0.856000, 0.738806, 0.857456, 0.783333, 0.871560, 0.900000, 0.891304, 0.853093, 0.660714, 
1.9, 0.802300, 0.642857, 0.853109, 0.653061, 0.853109, 0.672222, 0.853109, 0.702326, 0.854829, 0.679245, 0.851991, 0.727612, 0.853059, 0.783333, 0.862288, 0.866667, 0.891304, 0.850508, 0.642857, 
2.0, 0.794586, 0.642857, 0.845042, 0.653061, 0.845042, 0.666667, 0.845042, 0.693023, 0.846746, 0.669811, 0.843972, 0.720149, 0.844265, 0.783333, 0.843744, 0.866667, 0.869565, 0.840167, 0.642857, 
2.1, 0.786872, 0.633929, 0.836975, 0.646259, 0.836975, 0.661111, 0.836975, 0.688372, 0.838662, 0.665094, 0.835953, 0.712687, 0.839867, 0.766667, 0.843744, 0.866667, 0.869565, 0.829827, 0.633929, 
2.2, 0.784300, 0.633929, 0.834958, 0.646259, 0.834958, 0.661111, 0.834958, 0.688372, 0.836641, 0.660377, 0.833948, 0.708955, 0.837669, 0.750000, 0.843744, 0.866667, 0.869565, 0.827241, 0.633929, 
2.3, 0.780443, 0.633929, 0.830924, 0.646259, 0.830924, 0.661111, 0.830924, 0.688372, 0.832600, 0.660377, 0.829939, 0.705224, 0.835470, 0.733333, 0.843744, 0.866667, 0.869565, 0.822071, 0.633929, 
2.4, 0.776586, 0.625000, 0.826891, 0.639456, 0.826891, 0.655556, 0.826891, 0.683721, 0.828558, 0.655660, 0.825930, 0.701493, 0.831073, 0.733333, 0.834472, 0.866667, 0.869565, 0.816901, 0.625000, 
2.5, 0.768871, 0.616071, 0.818824, 0.632653, 0.818824, 0.650000, 0.818824, 0.679070, 0.820474, 0.646226, 0.817911, 0.697761, 0.822278, 0.733333, 0.825200, 0.866667, 0.847826, 0.806560, 0.616071, 
2.6, 0.766300, 0.616071, 0.814790, 0.632653, 0.814790, 0.650000, 0.814790, 0.679070, 0.816433, 0.646226, 0.813902, 0.697761, 0.817881, 0.733333, 0.815928, 0.866667, 0.826087, 0.803975, 0.616071, 
2.7, 0.757300, 0.598214, 0.806723, 0.619048, 0.806723, 0.638889, 0.806723, 0.665116, 0.808349, 0.632075, 0.805883, 0.686567, 0.809087, 0.733333, 0.806656, 0.866667, 0.826087, 0.793635, 0.598214, 
2.8, 0.754728, 0.598214, 0.802689, 0.619048, 0.802689, 0.638889, 0.802689, 0.665116, 0.804307, 0.632075, 0.801874, 0.686567, 0.806888, 0.733333, 0.806656, 0.866667, 0.826087, 0.788465, 0.598214, 
2.9, 0.750871, 0.580357, 0.802689, 0.605442, 0.802689, 0.627778, 0.802689, 0.655814, 0.804307, 0.617925, 0.801874, 0.675373, 0.806888, 0.733333, 0.806656, 0.866667, 0.826087, 0.788465, 0.580357, 
3.0, 0.743157, 0.562500, 0.794622, 0.591837, 0.794622, 0.616667, 0.794622, 0.646512, 0.796224, 0.608491, 0.793855, 0.671642, 0.798094, 0.716667, 0.806656, 0.833333, 0.826087, 0.783294, 0.562500, 
3.1, 0.740585, 0.553571, 0.792605, 0.585034, 0.792605, 0.611111, 0.792605, 0.641860, 0.794203, 0.603774, 0.791850, 0.667910, 0.798094, 0.716667, 0.806656, 0.833333, 0.826087, 0.780709, 0.553571, 
3.2, 0.736728, 0.544643, 0.792605, 0.578231, 0.792605, 0.605556, 0.792605, 0.627907, 0.794203, 0.594340, 0.791850, 0.656716, 0.798094, 0.716667, 0.806656, 0.833333, 0.826087, 0.780709, 0.544643, 
3.3, 0.732871, 0.544643, 0.790588, 0.578231, 0.790588, 0.605556, 0.790588, 0.627907, 0.792182, 0.584906, 0.789845, 0.649254, 0.795895, 0.716667, 0.806656, 0.833333, 0.826087, 0.778124, 0.544643, 
3.4, 0.730299, 0.535714, 0.790588, 0.571429, 0.790588, 0.594444, 0.790588, 0.618605, 0.792182, 0.575472, 0.789845, 0.641791, 0.795895, 0.716667, 0.806656, 0.833333, 0.826087, 0.778124, 0.535714, 
3.5, 0.725156, 0.535714, 0.784538, 0.571429, 0.784538, 0.594444, 0.784538, 0.618605, 0.786120, 0.570755, 0.783831, 0.638060, 0.789299, 0.716667, 0.797384, 0.833333, 0.826087, 0.770369, 0.535714, 
3.6, 0.723868, 0.535714, 0.782516, 0.571429, 0.782516, 0.594444, 0.782516, 0.618605, 0.784093, 0.570755, 0.781822, 0.638060, 0.787095, 0.716667, 0.797384, 0.833333, 0.826087, 0.767784, 0.535714, 
3.7, 0.718716, 0.517857, 0.778472, 0.557823, 0.778472, 0.583333, 0.778472, 0.609302, 0.780041, 0.561321, 0.777802, 0.630597, 0.784890, 0.700000, 0.797384, 0.833333, 0.826087, 0.765198, 0.517857, 
3.8, 0.716140, 0.517857, 0.774428, 0.557823, 0.774428, 0.583333, 0.774428, 0.609302, 0.775989, 0.561321, 0.773782, 0.626866, 0.780480, 0.700000, 0.797384, 0.833333, 0.826087, 0.762613, 0.517857, 
3.9, 0.716140, 0.517857, 0.774428, 0.557823, 0.774428, 0.583333, 0.774428, 0.609302, 0.775989, 0.561321, 0.773782, 0.626866, 0.780480, 0.700000, 0.797384, 0.833333, 0.826087, 0.762613, 0.517857, 
4.0, 0.710979, 0.508929, 0.768346, 0.551020, 0.768346, 0.577778, 0.768346, 0.604651, 0.769895, 0.556604, 0.767737, 0.623134, 0.773847, 0.700000, 0.797384, 0.800000, 0.826087, 0.757425, 0.508929, 
4.1, 0.705817, 0.491071, 0.764291, 0.537415, 0.764291, 0.566667, 0.764291, 0.595349, 0.765832, 0.547170, 0.763707, 0.615672, 0.769425, 0.700000, 0.797384, 0.800000, 0.826087, 0.752238, 0.491071, 
4.2, 0.704527, 0.491071, 0.764291, 0.537415, 0.764291, 0.561111, 0.764291, 0.590698, 0.765832, 0.547170, 0.763707, 0.615672, 0.769425, 0.700000, 0.797384, 0.800000, 0.826087, 0.752238, 0.491071, 
4.3, 0.701942, 0.482143, 0.762259, 0.530612, 0.762259, 0.555556, 0.762259, 0.586047, 0.763795, 0.542453, 0.761687, 0.611940, 0.767208, 0.683333, 0.797384, 0.800000, 0.826087, 0.752238, 0.482143, 
4.5, 0.700649, 0.482143, 0.762259, 0.530612, 0.762259, 0.555556, 0.762259, 0.581395, 0.763795, 0.542453, 0.761687, 0.608209, 0.767208, 0.683333, 0.797384, 0.800000, 0.826087, 0.752238, 0.482143, 
4.7, 0.698063, 0.473214, 0.760226, 0.523810, 0.760226, 0.550000, 0.760226, 0.576744, 0.761759, 0.537736, 0.759666, 0.604478, 0.764991, 0.683333, 0.797384, 0.766667, 0.826087, 0.752238, 0.473214, 
4.8, 0.696771, 0.464286, 0.760226, 0.517007, 0.760226, 0.544444, 0.760226, 0.572093, 0.761759, 0.537736, 0.759666, 0.600746, 0.764991, 0.683333, 0.797384, 0.766667, 0.826087, 0.752238, 0.464286, 
4.9, 0.695478, 0.464286, 0.758193, 0.517007, 0.758193, 0.544444, 0.758193, 0.572093, 0.759722, 0.537736, 0.757646, 0.600746, 0.762773, 0.683333, 0.788112, 0.766667, 0.804348, 0.749635, 0.464286, 
5.0, 0.694185, 0.464286, 0.756161, 0.517007, 0.756161, 0.544444, 0.756161, 0.572093, 0.757685, 0.537736, 0.755625, 0.600746, 0.760556, 0.666667, 0.788112, 0.766667, 0.804348, 0.749635, 0.464286, 
5.1, 0.690307, 0.464286, 0.750062, 0.517007, 0.750062, 0.544444, 0.750062, 0.572093, 0.751575, 0.537736, 0.749564, 0.600746, 0.753904, 0.666667, 0.778841, 0.766667, 0.782609, 0.741826, 0.464286, 
5.3, 0.685136, 0.446429, 0.748030, 0.503401, 0.748030, 0.533333, 0.748030, 0.558140, 0.749538, 0.528302, 0.747544, 0.593284, 0.751687, 0.666667, 0.778841, 0.766667, 0.782609, 0.739223, 0.446429, 
5.4, 0.679965, 0.428571, 0.745997, 0.489796, 0.745997, 0.522222, 0.745997, 0.544186, 0.747501, 0.514151, 0.745523, 0.582090, 0.749469, 0.666667, 0.769569, 0.766667, 0.760870, 0.736620, 0.428571, 
5.6, 0.677380, 0.428571, 0.743964, 0.482993, 0.743964, 0.516667, 0.743964, 0.539535, 0.745464, 0.514151, 0.743503, 0.578358, 0.747252, 0.666667, 0.769569, 0.766667, 0.760870, 0.734017, 0.428571, 
5.7, 0.674795, 0.419643, 0.741932, 0.476190, 0.741932, 0.511111, 0.741932, 0.534884, 0.743428, 0.509434, 0.741483, 0.574627, 0.745034, 0.666667, 0.769569, 0.733333, 0.760870, 0.734017, 0.419643, 
6.0, 0.668331, 0.401786, 0.737866, 0.462585, 0.737866, 0.494444, 0.737866, 0.520930, 0.739354, 0.495283, 0.737442, 0.563433, 0.742817, 0.666667, 0.760297, 0.733333, 0.760870, 0.728811, 0.401786, 
6.1, 0.664445, 0.392857, 0.733790, 0.455782, 0.733790, 0.488889, 0.733790, 0.516279, 0.735269, 0.490566, 0.733390, 0.559701, 0.740593, 0.666667, 0.760297, 0.733333, 0.760870, 0.726209, 0.392857, 
6.2, 0.664445, 0.392857, 0.733790, 0.455782, 0.733790, 0.488889, 0.733790, 0.516279, 0.735269, 0.490566, 0.733390, 0.559701, 0.740593, 0.666667, 0.760297, 0.733333, 0.760870, 0.726209, 0.392857, 
6.3, 0.663148, 0.392857, 0.733790, 0.455782, 0.733790, 0.488889, 0.733790, 0.516279, 0.735269, 0.490566, 0.733390, 0.555970, 0.740593, 0.650000, 0.760297, 0.733333, 0.760870, 0.726209, 0.392857, 
6.4, 0.661850, 0.383929, 0.733790, 0.448980, 0.733790, 0.483333, 0.733790, 0.511628, 0.735269, 0.485849, 0.733390, 0.552239, 0.740593, 0.650000, 0.760297, 0.733333, 0.760870, 0.726209, 0.383929, 
6.5, 0.659254, 0.383929, 0.731746, 0.448980, 0.731746, 0.477778, 0.731746, 0.506977, 0.733221, 0.481132, 0.731358, 0.548507, 0.738362, 0.650000, 0.760297, 0.733333, 0.760870, 0.723596, 0.383929, 
6.6, 0.659254, 0.383929, 0.731746, 0.448980, 0.731746, 0.477778, 0.731746, 0.506977, 0.733221, 0.481132, 0.731358, 0.548507, 0.738362, 0.650000, 0.760297, 0.733333, 0.760870, 0.723596, 0.383929, 
6.8, 0.655346, 0.375000, 0.731746, 0.442177, 0.731746, 0.472222, 0.731746, 0.502326, 0.733221, 0.471698, 0.731358, 0.537313, 0.738362, 0.616667, 0.760297, 0.733333, 0.760870, 0.723596, 0.375000, 
6.9, 0.650134, 0.366071, 0.727635, 0.435374, 0.727635, 0.461111, 0.727635, 0.493023, 0.729102, 0.462264, 0.727273, 0.529851, 0.733874, 0.616667, 0.760297, 0.733333, 0.739130, 0.720965, 0.366071, 
7.0, 0.647523, 0.357143, 0.727635, 0.421769, 0.727635, 0.450000, 0.727635, 0.483721, 0.729102, 0.452830, 0.727273, 0.526119, 0.733874, 0.616667, 0.760297, 0.733333, 0.739130, 0.720965, 0.357143, 
7.1, 0.646218, 0.348214, 0.727635, 0.414966, 0.727635, 0.444444, 0.727635, 0.479070, 0.729102, 0.452830, 0.727273, 0.526119, 0.733874, 0.616667, 0.760297, 0.733333, 0.739130, 0.720965, 0.348214, 
7.2, 0.643607, 0.348214, 0.723512, 0.414966, 0.723512, 0.444444, 0.723512, 0.479070, 0.724971, 0.452830, 0.723175, 0.526119, 0.731623, 0.616667, 0.760297, 0.733333, 0.739130, 0.718324, 0.348214, 
7.4, 0.642301, 0.348214, 0.721451, 0.414966, 0.721451, 0.444444, 0.721451, 0.479070, 0.722905, 0.452830, 0.721127, 0.526119, 0.729372, 0.616667, 0.751025, 0.733333, 0.739130, 0.715683, 0.348214, 
7.5, 0.639690, 0.339286, 0.719390, 0.408163, 0.719390, 0.438889, 0.719390, 0.474419, 0.720840, 0.448113, 0.719078, 0.522388, 0.727120, 0.616667, 0.751025, 0.733333, 0.739130, 0.713042, 0.339286, 
7.6, 0.637079, 0.339286, 0.715267, 0.408163, 0.715267, 0.438889, 0.715267, 0.474419, 0.716709, 0.448113, 0.714981, 0.522388, 0.722618, 0.616667, 0.751025, 0.733333, 0.739130, 0.707761, 0.339286, 
7.8, 0.635774, 0.339286, 0.713206, 0.408163, 0.713206, 0.438889, 0.713206, 0.474419, 0.714644, 0.448113, 0.712932, 0.522388, 0.720367, 0.616667, 0.751025, 0.733333, 0.739130, 0.705120, 0.339286, 
8.0, 0.634468, 0.339286, 0.711145, 0.408163, 0.711145, 0.438889, 0.711145, 0.474419, 0.712578, 0.448113, 0.710883, 0.522388, 0.718116, 0.616667, 0.751025, 0.733333, 0.739130, 0.702479, 0.339286, 
8.3, 0.634468, 0.339286, 0.711145, 0.408163, 0.711145, 0.438889, 0.711145, 0.474419, 0.712578, 0.448113, 0.710883, 0.522388, 0.718116, 0.616667, 0.751025, 0.733333, 0.739130, 0.702479, 0.339286, 
8.5, 0.633160, 0.339286, 0.709077, 0.408163, 0.709077, 0.438889, 0.709077, 0.474419, 0.710507, 0.448113, 0.708829, 0.518657, 0.715858, 0.600000, 0.751025, 0.733333, 0.739130, 0.702479, 0.339286, 
8.6, 0.631849, 0.339286, 0.709077, 0.408163, 0.709077, 0.438889, 0.709077, 0.474419, 0.710507, 0.443396, 0.708829, 0.514925, 0.715858, 0.600000, 0.751025, 0.733333, 0.739130, 0.702479, 0.339286, 
8.8, 0.630530, 0.330357, 0.709077, 0.401361, 0.709077, 0.433333, 0.709077, 0.469721, 0.710507, 0.443396, 0.708829, 0.511167, 0.715858, 0.600000, 0.751025, 0.733333, 0.739130, 0.702479, 0.330357, 
8.9, 0.627892, 0.321429, 0.706992, 0.394558, 0.706992, 0.427778, 0.706992, 0.465024, 0.708417, 0.443396, 0.706756, 0.507408, 0.713578, 0.600000, 0.751025, 0.733333, 0.739130, 0.699818, 0.321429, 
9.0, 0.623935, 0.303571, 0.706992, 0.374150, 0.706992, 0.411111, 0.706992, 0.450933, 0.708417, 0.429245, 0.706756, 0.496132, 0.713578, 0.600000, 0.751025, 0.733333, 0.739130, 0.699818, 0.303571, 
9.2, 0.622616, 0.303571, 0.706992, 0.374150, 0.706992, 0.411111, 0.706992, 0.446235, 0.708417, 0.429245, 0.706756, 0.492374, 0.713578, 0.600000, 0.751025, 0.733333, 0.739130, 0.699818, 0.303571, 
9.5, 0.621297, 0.294643, 0.706992, 0.367347, 0.706992, 0.405556, 0.706992, 0.441538, 0.708417, 0.424528, 0.706756, 0.488615, 0.713578, 0.600000, 0.751025, 0.733333, 0.739130, 0.699818, 0.294643, 
9.6, 0.621297, 0.294643, 0.706992, 0.367347, 0.706992, 0.405556, 0.706992, 0.441538, 0.708417, 0.424528, 0.706756, 0.488615, 0.713578, 0.600000, 0.751025, 0.733333, 0.739130, 0.699818, 0.294643, 
9.7, 0.619972, 0.294643, 0.706992, 0.367347, 0.706992, 0.400000, 0.706992, 0.436841, 0.708417, 0.419811, 0.706756, 0.484857, 0.713578, 0.600000, 0.751025, 0.733333, 0.739130, 0.699818, 0.294643, 
9.8, 0.618647, 0.294643, 0.704894, 0.367347, 0.704894, 0.400000, 0.704894, 0.436841, 0.706315, 0.419811, 0.704671, 0.484857, 0.713578, 0.600000, 0.751025, 0.733333, 0.739130, 0.697147, 0.294643, 
10.1, 0.617320, 0.294643, 0.702790, 0.367347, 0.702790, 0.400000, 0.702790, 0.436841, 0.704207, 0.419811, 0.702580, 0.484857, 0.711276, 0.600000, 0.751025, 0.700000, 0.739130, 0.697147, 0.294643, 
10.2, 0.614659, 0.285714, 0.700679, 0.360544, 0.700679, 0.394444, 0.700679, 0.432144, 0.702092, 0.415094, 0.700483, 0.481098, 0.708967, 0.600000, 0.751025, 0.700000, 0.739130, 0.694465, 0.285714, 
10.5, 0.614659, 0.285714, 0.700679, 0.360544, 0.700679, 0.394444, 0.700679, 0.432144, 0.702092, 0.415094, 0.700483, 0.481098, 0.708967, 0.600000, 0.751025, 0.700000, 0.739130, 0.694465, 0.285714, 
10.6, 0.613325, 0.285714, 0.700679, 0.360544, 0.700679, 0.394444, 0.700679, 0.432144, 0.702092, 0.415094, 0.700483, 0.477310, 0.708967, 0.583333, 0.751025, 0.700000, 0.739130, 0.694465, 0.285714, 
10.8, 0.610653, 0.267857, 0.700679, 0.346677, 0.700679, 0.383175, 0.700679, 0.422646, 0.702092, 0.405552, 0.700483, 0.469734, 0.708967, 0.583333, 0.751025, 0.700000, 0.739130, 0.694465, 0.267857, 
10.9, 0.610653, 0.267857, 0.700679, 0.346677, 0.700679, 0.383175, 0.700679, 0.422646, 0.702092, 0.405552, 0.700483, 0.469734, 0.708967, 0.583333, 0.751025, 0.700000, 0.739130, 0.694465, 0.267857, 
11.0, 0.609311, 0.267857, 0.698549, 0.346677, 0.698549, 0.383175, 0.698549, 0.422646, 0.699958, 0.405552, 0.698367, 0.469734, 0.706634, 0.583333, 0.751025, 0.700000, 0.739130, 0.691753, 0.267857, 
11.1, 0.607969, 0.258929, 0.698549, 0.339744, 0.698549, 0.377540, 0.698549, 0.417897, 0.699958, 0.400781, 0.698367, 0.465945, 0.706634, 0.583333, 0.751025, 0.700000, 0.739130, 0.691753, 0.258929, 
11.2, 0.607969, 0.258929, 0.698549, 0.339744, 0.698549, 0.377540, 0.698549, 0.417897, 0.699958, 0.400781, 0.698367, 0.465945, 0.706634, 0.583333, 0.751025, 0.700000, 0.739130, 0.691753, 0.258929, 
11.3, 0.606618, 0.258929, 0.698549, 0.339744, 0.698549, 0.377540, 0.698549, 0.413148, 0.699958, 0.396010, 0.698367, 0.462157, 0.706634, 0.583333, 0.751025, 0.700000, 0.739130, 0.691753, 0.258929, 
11.4, 0.605261, 0.250000, 0.698549, 0.332666, 0.698549, 0.371819, 0.698549, 0.408344, 0.699958, 0.391180, 0.698367, 0.458338, 0.706634, 0.583333, 0.751025, 0.700000, 0.739130, 0.691753, 0.250000, 
11.6, 0.603904, 0.250000, 0.696393, 0.332666, 0.696393, 0.371819, 0.696393, 0.408344, 0.697797, 0.391180, 0.696225, 0.458338, 0.704287, 0.583333, 0.751025, 0.700000, 0.739130, 0.689008, 0.250000, 
11.7, 0.603904, 0.250000, 0.696393, 0.332666, 0.696393, 0.371819, 0.696393, 0.408344, 0.697797, 0.391180, 0.696225, 0.458338, 0.704287, 0.583333, 0.751025, 0.700000, 0.739130, 0.689008, 0.250000, 
11.8, 0.602543, 0.250000, 0.696393, 0.325588, 0.696393, 0.366099, 0.696393, 0.403540, 0.697797, 0.386351, 0.696225, 0.454518, 0.704287, 0.583333, 0.751025, 0.700000, 0.739130, 0.689008, 0.250000, 
12.0, 0.601183, 0.241071, 0.696393, 0.318510, 0.696393, 0.360379, 0.696393, 0.398736, 0.697797, 0.381521, 0.696225, 0.450699, 0.704287, 0.583333, 0.751025, 0.700000, 0.739130, 0.689008, 0.241071, 
12.1, 0.601183, 0.241071, 0.696393, 0.318510, 0.696393, 0.360379, 0.696393, 0.398736, 0.697797, 0.381521, 0.696225, 0.450699, 0.704287, 0.583333, 0.751025, 0.700000, 0.739130, 0.689008, 0.241071, 
12.2, 0.601183, 0.241071, 0.696393, 0.318510, 0.696393, 0.360379, 0.696393, 0.398736, 0.697797, 0.381521, 0.696225, 0.450699, 0.704287, 0.583333, 0.751025, 0.700000, 0.739130, 0.689008, 0.241071, 
12.3, 0.599808, 0.241071, 0.694204, 0.318510, 0.694204, 0.360379, 0.694204, 0.398736, 0.695603, 0.381521, 0.694049, 0.450699, 0.701907, 0.583333, 0.751025, 0.700000, 0.739130, 0.686207, 0.241071, 
12.4, 0.597050, 0.241071, 0.689810, 0.318510, 0.689810, 0.360379, 0.689810, 0.398736, 0.691201, 0.381521, 0.689684, 0.450699, 0.697133, 0.583333, 0.751025, 0.700000, 0.739130, 0.680582, 0.241071, 
12.5, 0.595671, 0.241071, 0.687613, 0.318510, 0.687613, 0.360379, 0.687613, 0.398736, 0.688999, 0.381521, 0.687501, 0.450699, 0.697133, 0.583333, 0.751025, 0.700000, 0.739130, 0.677770, 0.241071, 
12.6, 0.591534, 0.241071, 0.685416, 0.311432, 0.685416, 0.354658, 0.685416, 0.393874, 0.686798, 0.371863, 0.685319, 0.443060, 0.694745, 0.566176, 0.751025, 0.700000, 0.739130, 0.674958, 0.241071, 
12.7, 0.591534, 0.241071, 0.685416, 0.311432, 0.685416, 0.354658, 0.685416, 0.393874, 0.686798, 0.371863, 0.685319, 0.443060, 0.694745, 0.566176, 0.751025, 0.700000, 0.739130, 0.674958, 0.241071, 
12.8, 0.590152, 0.241071, 0.683219, 0.311432, 0.683219, 0.354658, 0.683219, 0.393874, 0.684597, 0.371863, 0.683136, 0.443060, 0.692358, 0.566176, 0.751025, 0.666667, 0.739130, 0.674958, 0.241071, 
12.9, 0.587382, 0.241071, 0.678811, 0.311432, 0.678811, 0.354658, 0.678811, 0.393874, 0.680180, 0.371863, 0.678757, 0.439207, 0.687566, 0.549020, 0.751025, 0.666667, 0.739130, 0.672133, 0.241071, 
13.0, 0.585986, 0.232143, 0.678811, 0.304354, 0.678811, 0.348844, 0.678811, 0.388950, 0.680180, 0.366970, 0.678757, 0.435354, 0.687566, 0.549020, 0.751025, 0.666667, 0.739130, 0.672133, 0.232143, 
13.1, 0.583162, 0.214286, 0.678811, 0.289861, 0.678811, 0.337019, 0.678811, 0.378977, 0.680180, 0.357184, 0.678757, 0.431502, 0.687566, 0.549020, 0.751025, 0.666667, 0.739130, 0.672133, 0.214286, 
13.2, 0.580325, 0.196429, 0.678811, 0.275368, 0.678811, 0.325194, 0.678811, 0.369004, 0.680180, 0.347398, 0.678757, 0.423796, 0.687566, 0.549020, 0.751025, 0.666667, 0.739130, 0.672133, 0.196429, 
13.3, 0.578892, 0.187500, 0.678811, 0.268121, 0.678811, 0.319172, 0.678811, 0.363949, 0.680180, 0.342435, 0.678757, 0.419908, 0.687566, 0.549020, 0.751025, 0.666667, 0.739130, 0.672133, 0.187500, 
13.5, 0.576026, 0.187500, 0.674225, 0.268121, 0.674225, 0.319172, 0.674225, 0.363949, 0.675584, 0.342435, 0.674202, 0.419908, 0.682566, 0.531309, 0.751025, 0.666667, 0.739130, 0.669224, 0.187500, 
13.6, 0.574593, 0.178571, 0.674225, 0.260875, 0.674225, 0.313150, 0.674225, 0.358894, 0.675584, 0.337472, 0.674202, 0.416020, 0.682566, 0.531309, 0.751025, 0.666667, 0.739130, 0.669224, 0.178571, 
13.7, 0.574593, 0.178571, 0.674225, 0.260875, 0.674225, 0.313150, 0.674225, 0.358894, 0.675584, 0.337472, 0.674202, 0.416020, 0.682566, 0.531309, 0.751025, 0.666667, 0.739130, 0.669224, 0.178571, 
13.8, 0.573153, 0.178571, 0.674225, 0.253421, 0.674225, 0.307010, 0.674225, 0.353767, 0.675584, 0.332435, 0.674202, 0.412096, 0.682566, 0.531309, 0.751025, 0.666667, 0.739130, 0.669224, 0.178571, 
13.9, 0.571713, 0.169173, 0.674225, 0.245967, 0.674225, 0.300869, 0.674225, 0.348640, 0.675584, 0.327399, 0.674202, 0.408171, 0.682566, 0.531309, 0.751025, 0.666667, 0.739130, 0.669224, 0.169173, 
