time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, 
2.1, 0.791737, 0.588235, 0.854460, 0.645161, 0.969697, 0.627027, 0.854460, 0.659091, 0.856215, 0.651741, 0.853313, 0.686411, 0.853313, 0.833333, 0.794872, 0.866667, 0.969697, 0.857949, 0.588235, 0.849502, 0.588235, 0.870045, 0.587719, 
2.2, 0.789162, 0.588235, 0.852406, 0.645161, 0.969697, 0.627027, 0.852406, 0.659091, 0.854156, 0.646766, 0.851271, 0.682927, 0.851271, 0.833333, 0.794872, 0.866667, 0.969697, 0.854851, 0.588235, 0.846708, 0.588235, 0.865695, 0.587719, 
2.3, 0.784013, 0.588235, 0.846244, 0.645161, 0.969697, 0.627027, 0.846244, 0.659091, 0.847982, 0.646766, 0.845147, 0.679443, 0.845147, 0.833333, 0.794872, 0.866667, 0.969697, 0.854851, 0.588235, 0.843913, 0.588235, 0.856994, 0.587719, 
2.4, 0.781438, 0.588235, 0.842136, 0.645161, 0.969697, 0.627027, 0.842136, 0.659091, 0.843865, 0.646766, 0.841064, 0.679443, 0.841064, 0.833333, 0.769231, 0.866667, 0.969697, 0.848657, 0.588235, 0.838324, 0.588235, 0.852644, 0.587719, 
2.5, 0.773714, 0.579832, 0.833920, 0.645161, 0.939394, 0.621622, 0.833920, 0.654545, 0.835633, 0.636816, 0.832899, 0.672474, 0.832899, 0.833333, 0.743590, 0.866667, 0.939394, 0.836268, 0.579832, 0.827147, 0.579832, 0.848294, 0.578947, 
2.6, 0.771139, 0.579832, 0.829812, 0.645161, 0.939394, 0.621622, 0.829812, 0.654545, 0.831516, 0.636816, 0.828816, 0.672474, 0.828816, 0.833333, 0.743590, 0.866667, 0.939394, 0.830073, 0.579832, 0.821558, 0.579832, 0.843944, 0.578947, 
2.7, 0.760840, 0.563025, 0.821596, 0.645161, 0.939394, 0.610811, 0.821596, 0.640909, 0.823283, 0.621891, 0.820650, 0.658537, 0.820650, 0.833333, 0.717949, 0.866667, 0.939394, 0.817684, 0.563025, 0.810380, 0.563025, 0.830893, 0.561404, 
2.8, 0.758265, 0.563025, 0.817488, 0.645161, 0.939394, 0.610811, 0.817488, 0.640909, 0.819167, 0.621891, 0.816567, 0.658537, 0.816567, 0.833333, 0.717949, 0.866667, 0.939394, 0.817684, 0.563025, 0.807586, 0.563025, 0.830893, 0.561404, 
2.9, 0.753116, 0.554622, 0.813380, 0.645161, 0.939394, 0.605405, 0.813380, 0.636364, 0.815050, 0.611940, 0.812485, 0.651568, 0.812485, 0.833333, 0.717949, 0.866667, 0.939394, 0.814587, 0.554622, 0.801997, 0.554622, 0.822193, 0.552632, 
3.0, 0.744104, 0.537815, 0.803110, 0.645161, 0.939394, 0.594595, 0.803110, 0.627273, 0.804759, 0.601990, 0.802277, 0.644599, 0.802277, 0.800000, 0.692308, 0.833333, 0.939394, 0.805295, 0.537815, 0.793614, 0.537815, 0.813492, 0.535088, 
3.1, 0.741530, 0.529412, 0.801056, 0.645161, 0.939394, 0.589189, 0.801056, 0.622727, 0.802701, 0.597015, 0.800236, 0.641115, 0.800236, 0.800000, 0.692308, 0.833333, 0.939394, 0.805295, 0.529412, 0.790819, 0.529412, 0.813492, 0.526316, 
3.2, 0.737667, 0.521008, 0.801056, 0.645161, 0.939394, 0.583784, 0.801056, 0.613636, 0.802701, 0.587065, 0.800236, 0.630662, 0.800236, 0.800000, 0.692308, 0.833333, 0.939394, 0.805295, 0.521008, 0.790819, 0.521008, 0.813492, 0.517544, 
3.3, 0.731230, 0.521008, 0.794894, 0.645161, 0.939394, 0.583784, 0.794894, 0.613636, 0.796527, 0.582090, 0.794112, 0.623693, 0.794112, 0.800000, 0.666667, 0.833333, 0.939394, 0.796003, 0.521008, 0.782436, 0.521008, 0.804792, 0.517544, 
3.4, 0.727368, 0.512605, 0.792840, 0.645161, 0.939394, 0.572973, 0.792840, 0.604545, 0.794468, 0.572139, 0.792070, 0.616725, 0.792070, 0.800000, 0.666667, 0.833333, 0.939394, 0.796003, 0.512605, 0.782436, 0.512605, 0.800441, 0.508772, 
3.5, 0.722219, 0.504202, 0.788732, 0.645161, 0.939394, 0.567568, 0.788732, 0.600000, 0.790352, 0.562189, 0.787988, 0.609756, 0.787988, 0.800000, 0.641026, 0.833333, 0.939394, 0.789808, 0.504202, 0.776847, 0.504202, 0.796091, 0.500000, 
3.6, 0.719639, 0.504202, 0.784614, 0.645161, 0.939394, 0.567568, 0.784614, 0.600000, 0.786225, 0.562189, 0.783894, 0.609756, 0.783894, 0.800000, 0.641026, 0.816667, 0.939394, 0.786711, 0.504202, 0.774053, 0.504202, 0.791741, 0.500000, 
3.7, 0.714481, 0.487395, 0.782554, 0.645161, 0.939394, 0.556757, 0.782554, 0.586364, 0.784161, 0.547264, 0.781847, 0.599303, 0.781847, 0.800000, 0.641026, 0.800000, 0.939394, 0.786711, 0.487395, 0.774053, 0.487395, 0.787391, 0.482456, 
3.8, 0.711901, 0.487395, 0.778436, 0.645161, 0.939394, 0.556757, 0.778436, 0.586364, 0.780034, 0.547264, 0.777754, 0.599303, 0.777754, 0.800000, 0.641026, 0.783333, 0.939394, 0.786711, 0.487395, 0.774053, 0.487395, 0.787391, 0.482456, 
3.9, 0.711901, 0.487395, 0.778436, 0.645161, 0.939394, 0.556757, 0.778436, 0.586364, 0.780034, 0.547264, 0.777754, 0.599303, 0.777754, 0.800000, 0.641026, 0.783333, 0.939394, 0.786711, 0.487395, 0.774053, 0.487395, 0.787391, 0.482456, 
4.0, 0.706733, 0.478992, 0.772241, 0.645161, 0.939394, 0.551351, 0.772241, 0.581818, 0.773827, 0.542289, 0.771598, 0.595819, 0.771598, 0.800000, 0.641026, 0.766667, 0.939394, 0.780492, 0.478992, 0.768444, 0.478992, 0.787391, 0.473684, 
4.1, 0.702857, 0.462185, 0.770176, 0.645161, 0.939394, 0.540541, 0.770176, 0.572727, 0.771758, 0.532338, 0.769545, 0.588850, 0.769545, 0.800000, 0.641026, 0.766667, 0.939394, 0.777382, 0.462185, 0.765639, 0.462185, 0.783040, 0.456140, 
4.2, 0.701565, 0.462185, 0.770176, 0.645161, 0.939394, 0.535135, 0.770176, 0.568182, 0.771758, 0.532338, 0.769545, 0.585366, 0.769545, 0.800000, 0.641026, 0.766667, 0.939394, 0.777382, 0.462185, 0.765639, 0.462185, 0.783040, 0.456140, 
4.3, 0.697682, 0.453782, 0.768106, 0.612903, 0.939394, 0.524324, 0.768106, 0.559091, 0.769683, 0.527363, 0.767488, 0.578397, 0.767488, 0.800000, 0.641026, 0.750000, 0.939394, 0.777382, 0.453782, 0.765639, 0.453782, 0.783040, 0.447368, 
4.4, 0.696388, 0.453782, 0.766036, 0.612903, 0.939394, 0.524324, 0.766036, 0.559091, 0.767609, 0.527363, 0.765430, 0.578397, 0.765430, 0.766667, 0.641026, 0.733333, 0.939394, 0.777382, 0.453782, 0.765639, 0.453782, 0.778666, 0.447368, 
4.5, 0.695093, 0.453782, 0.766036, 0.612903, 0.939394, 0.524324, 0.766036, 0.554545, 0.767609, 0.527363, 0.765430, 0.574913, 0.765430, 0.766667, 0.641026, 0.733333, 0.939394, 0.777382, 0.453782, 0.765639, 0.453782, 0.778666, 0.447368, 
4.7, 0.692504, 0.445378, 0.763965, 0.612903, 0.939394, 0.518919, 0.763965, 0.550000, 0.765534, 0.522388, 0.763373, 0.571429, 0.763373, 0.766667, 0.641026, 0.733333, 0.939394, 0.777382, 0.445378, 0.765639, 0.445378, 0.778666, 0.438596, 
4.9, 0.691210, 0.445378, 0.761895, 0.612903, 0.939394, 0.518919, 0.761895, 0.550000, 0.763459, 0.522388, 0.761315, 0.571429, 0.761315, 0.766667, 0.641026, 0.733333, 0.939394, 0.774260, 0.445378, 0.762824, 0.445378, 0.778666, 0.438596, 
5.0, 0.689916, 0.445378, 0.759825, 0.612903, 0.939394, 0.518919, 0.759825, 0.550000, 0.761385, 0.522388, 0.759257, 0.571429, 0.759257, 0.766667, 0.641026, 0.716667, 0.939394, 0.774260, 0.445378, 0.762824, 0.445378, 0.774291, 0.438596, 
5.1, 0.686032, 0.445378, 0.753613, 0.612903, 0.939394, 0.518919, 0.753613, 0.550000, 0.755161, 0.522388, 0.753085, 0.571429, 0.753085, 0.766667, 0.615385, 0.716667, 0.939394, 0.764894, 0.445378, 0.754380, 0.445378, 0.765542, 0.438596, 
5.3, 0.683444, 0.428571, 0.753613, 0.612903, 0.939394, 0.508108, 0.753613, 0.540909, 0.755161, 0.512438, 0.753085, 0.564460, 0.753085, 0.766667, 0.615385, 0.716667, 0.939394, 0.764894, 0.428571, 0.754380, 0.428571, 0.765542, 0.421053, 
5.4, 0.678266, 0.411765, 0.751543, 0.612903, 0.939394, 0.497297, 0.751543, 0.527273, 0.753086, 0.497512, 0.751027, 0.554007, 0.751027, 0.766667, 0.615385, 0.716667, 0.939394, 0.761772, 0.411765, 0.751565, 0.411765, 0.761168, 0.403509, 
5.5, 0.676972, 0.411765, 0.751543, 0.612903, 0.939394, 0.497297, 0.751543, 0.522727, 0.753086, 0.492537, 0.751027, 0.550523, 0.751027, 0.766667, 0.615385, 0.716667, 0.939394, 0.761772, 0.411765, 0.751565, 0.411765, 0.761168, 0.403509, 
5.6, 0.674383, 0.403361, 0.749473, 0.612903, 0.939394, 0.491892, 0.749473, 0.518182, 0.751012, 0.492537, 0.748969, 0.547038, 0.748969, 0.766667, 0.615385, 0.716667, 0.939394, 0.758650, 0.403361, 0.748750, 0.403361, 0.761168, 0.403509, 
5.7, 0.671794, 0.394958, 0.747402, 0.612903, 0.939394, 0.486486, 0.747402, 0.513636, 0.748937, 0.487562, 0.746912, 0.543554, 0.746912, 0.766667, 0.615385, 0.700000, 0.939394, 0.758650, 0.394958, 0.748750, 0.394958, 0.761168, 0.394737, 
5.9, 0.671794, 0.394958, 0.747402, 0.612903, 0.939394, 0.486486, 0.747402, 0.513636, 0.748937, 0.487562, 0.746912, 0.543554, 0.746912, 0.766667, 0.615385, 0.700000, 0.939394, 0.758650, 0.394958, 0.748750, 0.394958, 0.761168, 0.394737, 
6.0, 0.665297, 0.378151, 0.743239, 0.612903, 0.939394, 0.470270, 0.743239, 0.500000, 0.744765, 0.472637, 0.742774, 0.533101, 0.742774, 0.766667, 0.589744, 0.700000, 0.939394, 0.755502, 0.378151, 0.743078, 0.378151, 0.752419, 0.377193, 
6.1, 0.663995, 0.369748, 0.743239, 0.612903, 0.939394, 0.464865, 0.743239, 0.495455, 0.744765, 0.467662, 0.742774, 0.529617, 0.742774, 0.766667, 0.589744, 0.700000, 0.939394, 0.755502, 0.369748, 0.743078, 0.369748, 0.752419, 0.368421, 
6.2, 0.663995, 0.369748, 0.743239, 0.612903, 0.939394, 0.464865, 0.743239, 0.495455, 0.744765, 0.467662, 0.742774, 0.529617, 0.742774, 0.766667, 0.589744, 0.700000, 0.939394, 0.755502, 0.369748, 0.743078, 0.369748, 0.752419, 0.368421, 
6.3, 0.662691, 0.369748, 0.743239, 0.612903, 0.939394, 0.464865, 0.743239, 0.495455, 0.744765, 0.467662, 0.742774, 0.526132, 0.742774, 0.766667, 0.589744, 0.700000, 0.939394, 0.755502, 0.369748, 0.743078, 0.369748, 0.752419, 0.368421, 
6.4, 0.660082, 0.352941, 0.743239, 0.612903, 0.939394, 0.454054, 0.743239, 0.486364, 0.744765, 0.457711, 0.742774, 0.519164, 0.742774, 0.766667, 0.589744, 0.700000, 0.939394, 0.755502, 0.352941, 0.743078, 0.352941, 0.752419, 0.350877, 
6.5, 0.657473, 0.352941, 0.741145, 0.612903, 0.909091, 0.448649, 0.741145, 0.481818, 0.742667, 0.452736, 0.740693, 0.515679, 0.740693, 0.766667, 0.589744, 0.700000, 0.909091, 0.752341, 0.352941, 0.740231, 0.352941, 0.752419, 0.350877, 
6.6, 0.656165, 0.352941, 0.739045, 0.612903, 0.909091, 0.448649, 0.739045, 0.481818, 0.740563, 0.452736, 0.738607, 0.515679, 0.738607, 0.766667, 0.589744, 0.700000, 0.909091, 0.749167, 0.352941, 0.737373, 0.352941, 0.752419, 0.350877, 
6.8, 0.652236, 0.344538, 0.739045, 0.612903, 0.909091, 0.443243, 0.739045, 0.477273, 0.740563, 0.447761, 0.738607, 0.505226, 0.738607, 0.766667, 0.589744, 0.700000, 0.909091, 0.749167, 0.344538, 0.737373, 0.344538, 0.752419, 0.342105, 
6.9, 0.648307, 0.336134, 0.736940, 0.612903, 0.909091, 0.432432, 0.736940, 0.468182, 0.738453, 0.437811, 0.736514, 0.498258, 0.736514, 0.766667, 0.589744, 0.700000, 0.909091, 0.745979, 0.336134, 0.734504, 0.336134, 0.752419, 0.333333, 
7.0, 0.646995, 0.336134, 0.736940, 0.612903, 0.909091, 0.427027, 0.736940, 0.463636, 0.738453, 0.432836, 0.736514, 0.494774, 0.736514, 0.766667, 0.589744, 0.700000, 0.909091, 0.745979, 0.336134, 0.734504, 0.336134, 0.752419, 0.333333, 
7.1, 0.645682, 0.327731, 0.736940, 0.612903, 0.909091, 0.421622, 0.736940, 0.459091, 0.738453, 0.432836, 0.736514, 0.491289, 0.736514, 0.766667, 0.589744, 0.700000, 0.909091, 0.745979, 0.327731, 0.734504, 0.327731, 0.752419, 0.324561, 
7.2, 0.644370, 0.327731, 0.734828, 0.612903, 0.909091, 0.421622, 0.734828, 0.459091, 0.736337, 0.432836, 0.734416, 0.491289, 0.734416, 0.766667, 0.589744, 0.700000, 0.909091, 0.745979, 0.327731, 0.734504, 0.327731, 0.747967, 0.324561, 
7.4, 0.643058, 0.327731, 0.732717, 0.612903, 0.909091, 0.421622, 0.732717, 0.459091, 0.734221, 0.432836, 0.732318, 0.491289, 0.732318, 0.766667, 0.589744, 0.700000, 0.909091, 0.742777, 0.327731, 0.731623, 0.327731, 0.747967, 0.324561, 
7.5, 0.639121, 0.319328, 0.730605, 0.612903, 0.909091, 0.416216, 0.730605, 0.454545, 0.732105, 0.422886, 0.730219, 0.484321, 0.730219, 0.766667, 0.589744, 0.700000, 0.909091, 0.739576, 0.319328, 0.728743, 0.319328, 0.743514, 0.315789, 
7.6, 0.635184, 0.319328, 0.724270, 0.612903, 0.909091, 0.416216, 0.724270, 0.454545, 0.725758, 0.422886, 0.723924, 0.484321, 0.723924, 0.766667, 0.589744, 0.700000, 0.909091, 0.729971, 0.319328, 0.720102, 0.319328, 0.734610, 0.315789, 
7.8, 0.632559, 0.310924, 0.722159, 0.612903, 0.909091, 0.410811, 0.722159, 0.450000, 0.723642, 0.417910, 0.721826, 0.480836, 0.721826, 0.766667, 0.589744, 0.700000, 0.909091, 0.726769, 0.310924, 0.717221, 0.310924, 0.734610, 0.307018, 
8.0, 0.631246, 0.310924, 0.720047, 0.612903, 0.909091, 0.410811, 0.720047, 0.450000, 0.721526, 0.417910, 0.719728, 0.480836, 0.719728, 0.766667, 0.589744, 0.700000, 0.909091, 0.723568, 0.310924, 0.714341, 0.310924, 0.730158, 0.307018, 
8.3, 0.631246, 0.310924, 0.720047, 0.612903, 0.909091, 0.410811, 0.720047, 0.450000, 0.721526, 0.417910, 0.719728, 0.480836, 0.719728, 0.766667, 0.589744, 0.700000, 0.909091, 0.723568, 0.310924, 0.714341, 0.310924, 0.730158, 0.307018, 
8.5, 0.629931, 0.310924, 0.717929, 0.612903, 0.909091, 0.410811, 0.717929, 0.450000, 0.719404, 0.417910, 0.717623, 0.480836, 0.717623, 0.733333, 0.589744, 0.683333, 0.909091, 0.723568, 0.310924, 0.714341, 0.310924, 0.730158, 0.307018, 
8.6, 0.628614, 0.310924, 0.717929, 0.612903, 0.909091, 0.410811, 0.717929, 0.450000, 0.719404, 0.412935, 0.717623, 0.477352, 0.717623, 0.733333, 0.589744, 0.683333, 0.909091, 0.723568, 0.310924, 0.714341, 0.310924, 0.730158, 0.307018, 
8.8, 0.627287, 0.302521, 0.717929, 0.612903, 0.909091, 0.405405, 0.717929, 0.445408, 0.719404, 0.412935, 0.717623, 0.473842, 0.717623, 0.733333, 0.589744, 0.683333, 0.909091, 0.723568, 0.302521, 0.714341, 0.302521, 0.730158, 0.298246, 
8.9, 0.624635, 0.294118, 0.715793, 0.612903, 0.909091, 0.400000, 0.715793, 0.440816, 0.717263, 0.412935, 0.715500, 0.470332, 0.715500, 0.733333, 0.589744, 0.683333, 0.909091, 0.720337, 0.294118, 0.711437, 0.294118, 0.725623, 0.289474, 
9.0, 0.621983, 0.277311, 0.715793, 0.612903, 0.909091, 0.389189, 0.715793, 0.431633, 0.717263, 0.402985, 0.715500, 0.463312, 0.715500, 0.733333, 0.589744, 0.683333, 0.909091, 0.720337, 0.277311, 0.711437, 0.277311, 0.725623, 0.271930, 
9.2, 0.620656, 0.277311, 0.715793, 0.612903, 0.909091, 0.389189, 0.715793, 0.427041, 0.717263, 0.402985, 0.715500, 0.459802, 0.715500, 0.733333, 0.589744, 0.683333, 0.909091, 0.720337, 0.277311, 0.711437, 0.277311, 0.725623, 0.271930, 
9.4, 0.619330, 0.277311, 0.715793, 0.580645, 0.909091, 0.383784, 0.715793, 0.422449, 0.717263, 0.398010, 0.715500, 0.456292, 0.715500, 0.733333, 0.589744, 0.683333, 0.909091, 0.720337, 0.277311, 0.711437, 0.277311, 0.725623, 0.271930, 
9.5, 0.618004, 0.268908, 0.715793, 0.580645, 0.909091, 0.378378, 0.715793, 0.417857, 0.717263, 0.393035, 0.715500, 0.452782, 0.715500, 0.733333, 0.589744, 0.683333, 0.909091, 0.720337, 0.268908, 0.711437, 0.268908, 0.725623, 0.263158, 
9.6, 0.618004, 0.268908, 0.715793, 0.580645, 0.909091, 0.378378, 0.715793, 0.417857, 0.717263, 0.393035, 0.715500, 0.452782, 0.715500, 0.733333, 0.589744, 0.683333, 0.909091, 0.720337, 0.268908, 0.711437, 0.268908, 0.725623, 0.263158, 
9.7, 0.616669, 0.268908, 0.715793, 0.580645, 0.909091, 0.372973, 0.715793, 0.413265, 0.717263, 0.388060, 0.715500, 0.449272, 0.715500, 0.733333, 0.589744, 0.683333, 0.909091, 0.720337, 0.268908, 0.711437, 0.268908, 0.725623, 0.263158, 
9.8, 0.615334, 0.268908, 0.713637, 0.580645, 0.909091, 0.372973, 0.713637, 0.413265, 0.715102, 0.388060, 0.713358, 0.449272, 0.713358, 0.733333, 0.589744, 0.683333, 0.909091, 0.720337, 0.268908, 0.708509, 0.268908, 0.721059, 0.263158, 
10.1, 0.613997, 0.268908, 0.711474, 0.580645, 0.909091, 0.372973, 0.711474, 0.413265, 0.712935, 0.388060, 0.711209, 0.449272, 0.711209, 0.733333, 0.589744, 0.683333, 0.909091, 0.720337, 0.268908, 0.708509, 0.268908, 0.716466, 0.263158, 
10.2, 0.611316, 0.260504, 0.709305, 0.580645, 0.909091, 0.367568, 0.709305, 0.408673, 0.710762, 0.383085, 0.709054, 0.445762, 0.709054, 0.733333, 0.589744, 0.683333, 0.909091, 0.717063, 0.260504, 0.705569, 0.260504, 0.716466, 0.254386, 
10.5, 0.611316, 0.260504, 0.709305, 0.580645, 0.909091, 0.367568, 0.709305, 0.408673, 0.710762, 0.383085, 0.709054, 0.445762, 0.709054, 0.733333, 0.589744, 0.683333, 0.909091, 0.717063, 0.260504, 0.705569, 0.260504, 0.716466, 0.254386, 
10.6, 0.609972, 0.260504, 0.709305, 0.580645, 0.909091, 0.367568, 0.709305, 0.408673, 0.710762, 0.383085, 0.709054, 0.442225, 0.709054, 0.733333, 0.589744, 0.683333, 0.909091, 0.717063, 0.260504, 0.705569, 0.260504, 0.716466, 0.254386, 
10.8, 0.607279, 0.243137, 0.709305, 0.580645, 0.909091, 0.356595, 0.709305, 0.399385, 0.710762, 0.373003, 0.709054, 0.435149, 0.709054, 0.733333, 0.589744, 0.683333, 0.909091, 0.717063, 0.243137, 0.705569, 0.243137, 0.716466, 0.236842, 
10.9, 0.607279, 0.243137, 0.709305, 0.580645, 0.909091, 0.356595, 0.709305, 0.399385, 0.710762, 0.373003, 0.709054, 0.435149, 0.709054, 0.733333, 0.589744, 0.683333, 0.909091, 0.717063, 0.243137, 0.705569, 0.243137, 0.716466, 0.236842, 
11.0, 0.605926, 0.243137, 0.707116, 0.580645, 0.909091, 0.356595, 0.707116, 0.399385, 0.708568, 0.373003, 0.706879, 0.435149, 0.706879, 0.733333, 0.589744, 0.683333, 0.909091, 0.713743, 0.243137, 0.702592, 0.243137, 0.716466, 0.236842, 
11.1, 0.604574, 0.234454, 0.707116, 0.580645, 0.909091, 0.351109, 0.707116, 0.394741, 0.708568, 0.367963, 0.706879, 0.431611, 0.706879, 0.733333, 0.589744, 0.683333, 0.909091, 0.713743, 0.234454, 0.702592, 0.234454, 0.716466, 0.228070, 
11.2, 0.604574, 0.234454, 0.707116, 0.580645, 0.909091, 0.351109, 0.707116, 0.394741, 0.708568, 0.367963, 0.706879, 0.431611, 0.706879, 0.733333, 0.589744, 0.683333, 0.909091, 0.713743, 0.234454, 0.702592, 0.234454, 0.716466, 0.228070, 
11.3, 0.603212, 0.234454, 0.707116, 0.580645, 0.909091, 0.351109, 0.707116, 0.390097, 0.708568, 0.362922, 0.706879, 0.428073, 0.706879, 0.733333, 0.589744, 0.683333, 0.909091, 0.713743, 0.234454, 0.702592, 0.234454, 0.716466, 0.228070, 
