time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, r14_l, r14_r, r15_l, r15_r, r16_l, r16_r, 
11.0, 0.928889, 0.866667, 0.956522, 0.945946, 0.949153, 0.858696, 0.949153, 0.896104, 0.957746, 0.894472, 0.949580, 0.905172, 0.937255, 0.917293, 0.944444, 0.915612, 0.933333, 0.906780, 0.946970, 0.930748, 0.939394, 0.833333, 0.939891, 0.922222, 0.833333, 0.927171, 0.833333, 0.933333, 0.833333, 0.914980, 0.935000, 0.937947, 0.948864, 
12.0, 0.914444, 0.866667, 0.956522, 0.945946, 0.949153, 0.858696, 0.949153, 0.883117, 0.957746, 0.874372, 0.949580, 0.879310, 0.933333, 0.894737, 0.938889, 0.894515, 0.933333, 0.885593, 0.946970, 0.914127, 0.939394, 0.700000, 0.912568, 0.903704, 0.700000, 0.915966, 0.700000, 0.925926, 0.700000, 0.898785, 0.920000, 0.923628, 0.943182, 
13.0, 0.905556, 0.833333, 0.956522, 0.945946, 0.949153, 0.847826, 0.949153, 0.876623, 0.957746, 0.869347, 0.949580, 0.875000, 0.921569, 0.890977, 0.927778, 0.894515, 0.933333, 0.885593, 0.946970, 0.911357, 0.939394, 0.666667, 0.890710, 0.892593, 0.666667, 0.904762, 0.666667, 0.913580, 0.666667, 0.894737, 0.905000, 0.918854, 0.937500, 
14.0, 0.902222, 0.833333, 0.956522, 0.945946, 0.949153, 0.847826, 0.949153, 0.876623, 0.957746, 0.869347, 0.949580, 0.875000, 0.913725, 0.890977, 0.922222, 0.894515, 0.933333, 0.885593, 0.946970, 0.911357, 0.939394, 0.666667, 0.890710, 0.888889, 0.666667, 0.896359, 0.666667, 0.906173, 0.666667, 0.894737, 0.900000, 0.918854, 0.931818, 
15.0, 0.900000, 0.833333, 0.956522, 0.945946, 0.949153, 0.847826, 0.949153, 0.876623, 0.957746, 0.869347, 0.949580, 0.875000, 0.905882, 0.890977, 0.916667, 0.894515, 0.933333, 0.885593, 0.946970, 0.911357, 0.939394, 0.666667, 0.879781, 0.885185, 0.666667, 0.890756, 0.666667, 0.901235, 0.666667, 0.894737, 0.895000, 0.918854, 0.931818, 
16.0, 0.890000, 0.800000, 0.934783, 0.945946, 0.940678, 0.847826, 0.940678, 0.876623, 0.943662, 0.869347, 0.941176, 0.875000, 0.890196, 0.890977, 0.911111, 0.890295, 0.933333, 0.885593, 0.939394, 0.908587, 0.939394, 0.666667, 0.857923, 0.877778, 0.666667, 0.876751, 0.666667, 0.886420, 0.666667, 0.890688, 0.890000, 0.914081, 0.920455, 
17.0, 0.882222, 0.800000, 0.934783, 0.918919, 0.932203, 0.836957, 0.932203, 0.870130, 0.943662, 0.859296, 0.932773, 0.866379, 0.882353, 0.883459, 0.905556, 0.881857, 0.933333, 0.877119, 0.931818, 0.903047, 0.939394, 0.666667, 0.841530, 0.870370, 0.666667, 0.865546, 0.666667, 0.876543, 0.666667, 0.882591, 0.885000, 0.909308, 0.914773, 
18.0, 0.872222, 0.800000, 0.934783, 0.864865, 0.923729, 0.815217, 0.923729, 0.857143, 0.929577, 0.839196, 0.924370, 0.849138, 0.870588, 0.868421, 0.900000, 0.873418, 0.933333, 0.864407, 0.924242, 0.889197, 0.939394, 0.666667, 0.836066, 0.866667, 0.666667, 0.857143, 0.666667, 0.869136, 0.666667, 0.866397, 0.880000, 0.897375, 0.909091, 
19.0, 0.862222, 0.800000, 0.913043, 0.864865, 0.923729, 0.793478, 0.923729, 0.837662, 0.929577, 0.824121, 0.924370, 0.836207, 0.862745, 0.857143, 0.894444, 0.860759, 0.933333, 0.851695, 0.924242, 0.878116, 0.939394, 0.666667, 0.825137, 0.859259, 0.666667, 0.848739, 0.666667, 0.859259, 0.666667, 0.854251, 0.875000, 0.885442, 0.909091, 
20.0, 0.854444, 0.800000, 0.913043, 0.837838, 0.923729, 0.771739, 0.923729, 0.824675, 0.929577, 0.804020, 0.924370, 0.814655, 0.862745, 0.834586, 0.894444, 0.843882, 0.933333, 0.834746, 0.924242, 0.861496, 0.939394, 0.666667, 0.819672, 0.859259, 0.666667, 0.845938, 0.666667, 0.856790, 0.666667, 0.834008, 0.875000, 0.871122, 0.909091, 
21.0, 0.852222, 0.800000, 0.913043, 0.810811, 0.923729, 0.771739, 0.923729, 0.824675, 0.929577, 0.798995, 0.924370, 0.810345, 0.862745, 0.830827, 0.894444, 0.839662, 0.933333, 0.830508, 0.924242, 0.858726, 0.939394, 0.666667, 0.819672, 0.859259, 0.666667, 0.845938, 0.666667, 0.856790, 0.666667, 0.825911, 0.875000, 0.866348, 0.909091, 
22.0, 0.844444, 0.733333, 0.869565, 0.810811, 0.915254, 0.771739, 0.915254, 0.824675, 0.915493, 0.798995, 0.915966, 0.810345, 0.858824, 0.830827, 0.888889, 0.831224, 0.933333, 0.830508, 0.909091, 0.853186, 0.939394, 0.666667, 0.819672, 0.855556, 0.666667, 0.837535, 0.666667, 0.844444, 0.666667, 0.825911, 0.870000, 0.861575, 0.903409, 
23.0, 0.835556, 0.700000, 0.869565, 0.810811, 0.906780, 0.771739, 0.906780, 0.818182, 0.915493, 0.788945, 0.907563, 0.801724, 0.850980, 0.819549, 0.883333, 0.818565, 0.933333, 0.813559, 0.901515, 0.842105, 0.939394, 0.666667, 0.814208, 0.848148, 0.666667, 0.831933, 0.666667, 0.837037, 0.666667, 0.809717, 0.865000, 0.849642, 0.892045, 
24.0, 0.826667, 0.700000, 0.826087, 0.783784, 0.898305, 0.771739, 0.898305, 0.811688, 0.901408, 0.778894, 0.899160, 0.793103, 0.839216, 0.812030, 0.861111, 0.810127, 0.900000, 0.805085, 0.893939, 0.836565, 0.909091, 0.633333, 0.803279, 0.829630, 0.633333, 0.817927, 0.633333, 0.824691, 0.633333, 0.801619, 0.840000, 0.844869, 0.869318, 
25.0, 0.817778, 0.700000, 0.826087, 0.783784, 0.881356, 0.760870, 0.881356, 0.805195, 0.873239, 0.773869, 0.882353, 0.784483, 0.831373, 0.804511, 0.855556, 0.801688, 0.866667, 0.792373, 0.878788, 0.828255, 0.878788, 0.633333, 0.797814, 0.822222, 0.633333, 0.812325, 0.633333, 0.817284, 0.633333, 0.797571, 0.835000, 0.837709, 0.857955, 
26.0, 0.808889, 0.666667, 0.826087, 0.783784, 0.872881, 0.750000, 0.872881, 0.785714, 0.873239, 0.758794, 0.873950, 0.771552, 0.819608, 0.789474, 0.838889, 0.784810, 0.866667, 0.775424, 0.871212, 0.814404, 0.878788, 0.633333, 0.792350, 0.811111, 0.633333, 0.803922, 0.633333, 0.809877, 0.633333, 0.785425, 0.820000, 0.825776, 0.840909, 
27.0, 0.798889, 0.666667, 0.826087, 0.783784, 0.864407, 0.728261, 0.864407, 0.766234, 0.873239, 0.743719, 0.865546, 0.758621, 0.811765, 0.778195, 0.833333, 0.776371, 0.866667, 0.771186, 0.863636, 0.803324, 0.878788, 0.633333, 0.786885, 0.803704, 0.633333, 0.795518, 0.633333, 0.800000, 0.633333, 0.769231, 0.815000, 0.813842, 0.829545, 
28.0, 0.791111, 0.666667, 0.826087, 0.783784, 0.855932, 0.728261, 0.855932, 0.759740, 0.873239, 0.733668, 0.857143, 0.750000, 0.800000, 0.770677, 0.822222, 0.772152, 0.866667, 0.766949, 0.856061, 0.797784, 0.878788, 0.600000, 0.775956, 0.796296, 0.600000, 0.784314, 0.600000, 0.790123, 0.600000, 0.765182, 0.805000, 0.809069, 0.823864, 
29.0, 0.783333, 0.666667, 0.826087, 0.756757, 0.855932, 0.717391, 0.855932, 0.753247, 0.873239, 0.723618, 0.857143, 0.741379, 0.792157, 0.763158, 0.816667, 0.763713, 0.866667, 0.762712, 0.856061, 0.789474, 0.878788, 0.600000, 0.759563, 0.788889, 0.600000, 0.775910, 0.600000, 0.780247, 0.600000, 0.757085, 0.800000, 0.801909, 0.818182, 
30.0, 0.774444, 0.633333, 0.804348, 0.729730, 0.855932, 0.706522, 0.855932, 0.740260, 0.873239, 0.713568, 0.857143, 0.732759, 0.788235, 0.751880, 0.800000, 0.755274, 0.866667, 0.754237, 0.856061, 0.781163, 0.878788, 0.600000, 0.759563, 0.774074, 0.600000, 0.767507, 0.600000, 0.770370, 0.600000, 0.740891, 0.785000, 0.792363, 0.795455, 
31.0, 0.766667, 0.633333, 0.804348, 0.702703, 0.855932, 0.673913, 0.855932, 0.714286, 0.873239, 0.688442, 0.857143, 0.711207, 0.788235, 0.729323, 0.800000, 0.734177, 0.866667, 0.733051, 0.856061, 0.761773, 0.878788, 0.600000, 0.759563, 0.774074, 0.600000, 0.767507, 0.600000, 0.770370, 0.600000, 0.716599, 0.785000, 0.775656, 0.795455, 
32.0, 0.762222, 0.633333, 0.804348, 0.675676, 0.855932, 0.663043, 0.855932, 0.701299, 0.873239, 0.678392, 0.857143, 0.698276, 0.788235, 0.718045, 0.800000, 0.729958, 0.866667, 0.728814, 0.856061, 0.753463, 0.878788, 0.600000, 0.759563, 0.774074, 0.600000, 0.767507, 0.600000, 0.767901, 0.600000, 0.708502, 0.785000, 0.768496, 0.795455, 
33.0, 0.756667, 0.633333, 0.804348, 0.648649, 0.855932, 0.663043, 0.855932, 0.694805, 0.873239, 0.673367, 0.857143, 0.689655, 0.788235, 0.710526, 0.800000, 0.725738, 0.866667, 0.724576, 0.856061, 0.745152, 0.878788, 0.600000, 0.759563, 0.774074, 0.600000, 0.764706, 0.600000, 0.765432, 0.600000, 0.700405, 0.785000, 0.758950, 0.795455, 
34.0, 0.743333, 0.633333, 0.782609, 0.621622, 0.855932, 0.641304, 0.855932, 0.681818, 0.873239, 0.663317, 0.857143, 0.676724, 0.776471, 0.699248, 0.783333, 0.721519, 0.833333, 0.720339, 0.848485, 0.736842, 0.848485, 0.566667, 0.743169, 0.755556, 0.566667, 0.750700, 0.566667, 0.750617, 0.566667, 0.692308, 0.770000, 0.749403, 0.789773, 
35.0, 0.735556, 0.600000, 0.782609, 0.594595, 0.847458, 0.630435, 0.847458, 0.675325, 0.873239, 0.658291, 0.848739, 0.672414, 0.764706, 0.695489, 0.772222, 0.717300, 0.833333, 0.716102, 0.840909, 0.731302, 0.848485, 0.566667, 0.726776, 0.748148, 0.566667, 0.742297, 0.566667, 0.740741, 0.566667, 0.688259, 0.760000, 0.742243, 0.784091, 
36.0, 0.728889, 0.600000, 0.782609, 0.567568, 0.838983, 0.619565, 0.838983, 0.668831, 0.873239, 0.648241, 0.840336, 0.659483, 0.760784, 0.680451, 0.766667, 0.700422, 0.833333, 0.699153, 0.833333, 0.720222, 0.848485, 0.566667, 0.726776, 0.744444, 0.566667, 0.739496, 0.566667, 0.738272, 0.566667, 0.680162, 0.755000, 0.732697, 0.778409, 
37.0, 0.724444, 0.600000, 0.760870, 0.540541, 0.838983, 0.608696, 0.838983, 0.649351, 0.873239, 0.633166, 0.840336, 0.646552, 0.760784, 0.669173, 0.766667, 0.687764, 0.833333, 0.686441, 0.833333, 0.711911, 0.848485, 0.566667, 0.726776, 0.744444, 0.566667, 0.736695, 0.566667, 0.735802, 0.566667, 0.668016, 0.755000, 0.725537, 0.778409, 
38.0, 0.718889, 0.600000, 0.760870, 0.540541, 0.830508, 0.597826, 0.830508, 0.642857, 0.859155, 0.628141, 0.831933, 0.642241, 0.756863, 0.665414, 0.761111, 0.683544, 0.800000, 0.677966, 0.825758, 0.706371, 0.818182, 0.566667, 0.721311, 0.737037, 0.566667, 0.733894, 0.566667, 0.730864, 0.566667, 0.663968, 0.750000, 0.718377, 0.767045, 
39.0, 0.714444, 0.600000, 0.760870, 0.540541, 0.822034, 0.586957, 0.822034, 0.636364, 0.859155, 0.623116, 0.823529, 0.637931, 0.749020, 0.657895, 0.750000, 0.679325, 0.800000, 0.673729, 0.818182, 0.700831, 0.818182, 0.566667, 0.721311, 0.729630, 0.566667, 0.728291, 0.566667, 0.725926, 0.566667, 0.655870, 0.740000, 0.713604, 0.755682, 
40.0, 0.707778, 0.600000, 0.760870, 0.513514, 0.822034, 0.576087, 0.822034, 0.629870, 0.859155, 0.613065, 0.823529, 0.629310, 0.749020, 0.650376, 0.744444, 0.670886, 0.800000, 0.669492, 0.810606, 0.692521, 0.818182, 0.533333, 0.715847, 0.722222, 0.533333, 0.719888, 0.533333, 0.720988, 0.533333, 0.647773, 0.730000, 0.706444, 0.750000, 
41.0, 0.697778, 0.566667, 0.760870, 0.513514, 0.822034, 0.576087, 0.822034, 0.629870, 0.859155, 0.613065, 0.823529, 0.625000, 0.745098, 0.646617, 0.744444, 0.658228, 0.800000, 0.656780, 0.810606, 0.678670, 0.818182, 0.500000, 0.704918, 0.718519, 0.500000, 0.714286, 0.500000, 0.713580, 0.500000, 0.647773, 0.730000, 0.694511, 0.750000, 
42.0, 0.688889, 0.566667, 0.739130, 0.513514, 0.805085, 0.554348, 0.805085, 0.610390, 0.845070, 0.597990, 0.806723, 0.612069, 0.733333, 0.635338, 0.727778, 0.645570, 0.766667, 0.648305, 0.795455, 0.667590, 0.787879, 0.466667, 0.699454, 0.707407, 0.466667, 0.703081, 0.466667, 0.706173, 0.466667, 0.635628, 0.715000, 0.684964, 0.732955, 
43.0, 0.685556, 0.566667, 0.739130, 0.513514, 0.805085, 0.554348, 0.805085, 0.610390, 0.845070, 0.597990, 0.806723, 0.612069, 0.729412, 0.635338, 0.722222, 0.645570, 0.766667, 0.648305, 0.795455, 0.664820, 0.787879, 0.466667, 0.699454, 0.700000, 0.466667, 0.700280, 0.466667, 0.701235, 0.466667, 0.635628, 0.710000, 0.682578, 0.721591, 
44.0, 0.674444, 0.566667, 0.739130, 0.486486, 0.796610, 0.521739, 0.796610, 0.590909, 0.845070, 0.582915, 0.798319, 0.599138, 0.721569, 0.620301, 0.711111, 0.641350, 0.766667, 0.635593, 0.787879, 0.653740, 0.787879, 0.466667, 0.688525, 0.688889, 0.466667, 0.694678, 0.466667, 0.693827, 0.466667, 0.623482, 0.700000, 0.668258, 0.710227, 
45.0, 0.664444, 0.466667, 0.717391, 0.459459, 0.796610, 0.500000, 0.796610, 0.577922, 0.845070, 0.572864, 0.798319, 0.590517, 0.709804, 0.612782, 0.694444, 0.637131, 0.766667, 0.635593, 0.787879, 0.648199, 0.787879, 0.466667, 0.677596, 0.674074, 0.466667, 0.686275, 0.466667, 0.681481, 0.466667, 0.615385, 0.685000, 0.663484, 0.687500, 
46.0, 0.655556, 0.466667, 0.717391, 0.459459, 0.788136, 0.500000, 0.788136, 0.577922, 0.830986, 0.572864, 0.789916, 0.590517, 0.694118, 0.609023, 0.672222, 0.637131, 0.766667, 0.631356, 0.780303, 0.645429, 0.787879, 0.466667, 0.666667, 0.659259, 0.466667, 0.669468, 0.466667, 0.666667, 0.466667, 0.615385, 0.665000, 0.661098, 0.676136, 
47.0, 0.648889, 0.466667, 0.717391, 0.432432, 0.779661, 0.478261, 0.779661, 0.564935, 0.816901, 0.557789, 0.781513, 0.577586, 0.690196, 0.597744, 0.672222, 0.628692, 0.766667, 0.622881, 0.772727, 0.637119, 0.787879, 0.466667, 0.666667, 0.655556, 0.466667, 0.663866, 0.466667, 0.661728, 0.466667, 0.603239, 0.665000, 0.651551, 0.676136, 
48.0, 0.641111, 0.466667, 0.717391, 0.432432, 0.762712, 0.467391, 0.762712, 0.558442, 0.802817, 0.547739, 0.764706, 0.568966, 0.682353, 0.590226, 0.661111, 0.616034, 0.733333, 0.614407, 0.757576, 0.626039, 0.757576, 0.466667, 0.655738, 0.648148, 0.466667, 0.655462, 0.466667, 0.654321, 0.466667, 0.595142, 0.655000, 0.642005, 0.664773, 
49.0, 0.627778, 0.466667, 0.717391, 0.432432, 0.745763, 0.467391, 0.745763, 0.551948, 0.802817, 0.537688, 0.747899, 0.560345, 0.666667, 0.578947, 0.655556, 0.599156, 0.733333, 0.597458, 0.742424, 0.609418, 0.727273, 0.466667, 0.644809, 0.640741, 0.466667, 0.641457, 0.466667, 0.639506, 0.466667, 0.582996, 0.650000, 0.627685, 0.653409, 
50.0, 0.621111, 0.466667, 0.717391, 0.405405, 0.745763, 0.456522, 0.745763, 0.532468, 0.802817, 0.522613, 0.747899, 0.547414, 0.666667, 0.563910, 0.655556, 0.582278, 0.733333, 0.576271, 0.742424, 0.595568, 0.727273, 0.466667, 0.644809, 0.637037, 0.466667, 0.641457, 0.466667, 0.637037, 0.466667, 0.566802, 0.650000, 0.615752, 0.647727, 
51.0, 0.615556, 0.433333, 0.717391, 0.405405, 0.737288, 0.445652, 0.737288, 0.519481, 0.788732, 0.517588, 0.739496, 0.543103, 0.658824, 0.556391, 0.644444, 0.573840, 0.733333, 0.567797, 0.734848, 0.587258, 0.727273, 0.466667, 0.633880, 0.629630, 0.466667, 0.635854, 0.466667, 0.634568, 0.466667, 0.562753, 0.640000, 0.608592, 0.642045, 
52.0, 0.608889, 0.433333, 0.717391, 0.405405, 0.737288, 0.445652, 0.737288, 0.519481, 0.788732, 0.517588, 0.739496, 0.538793, 0.647059, 0.552632, 0.627778, 0.569620, 0.733333, 0.563559, 0.734848, 0.584488, 0.727273, 0.433333, 0.617486, 0.618519, 0.433333, 0.624650, 0.433333, 0.624691, 0.433333, 0.562753, 0.625000, 0.606205, 0.630682, 
53.0, 0.596667, 0.433333, 0.717391, 0.405405, 0.720339, 0.445652, 0.720339, 0.512987, 0.774648, 0.512563, 0.722689, 0.534483, 0.635294, 0.548872, 0.622222, 0.552743, 0.733333, 0.550847, 0.719697, 0.567867, 0.727273, 0.433333, 0.612022, 0.614815, 0.433333, 0.616246, 0.433333, 0.617284, 0.433333, 0.554656, 0.620000, 0.587112, 0.625000, 
54.0, 0.588889, 0.433333, 0.695652, 0.378378, 0.720339, 0.423913, 0.720339, 0.493506, 0.774648, 0.497487, 0.722689, 0.521552, 0.635294, 0.533835, 0.616667, 0.540084, 0.733333, 0.538136, 0.719697, 0.556787, 0.727273, 0.433333, 0.612022, 0.611111, 0.433333, 0.610644, 0.433333, 0.612346, 0.433333, 0.538462, 0.615000, 0.575179, 0.625000, 
55.0, 0.575556, 0.433333, 0.652174, 0.378378, 0.703390, 0.413043, 0.703390, 0.480519, 0.746479, 0.482412, 0.705882, 0.504310, 0.623529, 0.518797, 0.611111, 0.527426, 0.733333, 0.521186, 0.704545, 0.542936, 0.727273, 0.433333, 0.601093, 0.600000, 0.433333, 0.599440, 0.433333, 0.597531, 0.433333, 0.526316, 0.610000, 0.560859, 0.607955, 
56.0, 0.564444, 0.433333, 0.652174, 0.324324, 0.694915, 0.402174, 0.694915, 0.454545, 0.732394, 0.462312, 0.697479, 0.487069, 0.619608, 0.503759, 0.605556, 0.514768, 0.733333, 0.508475, 0.696970, 0.531856, 0.727273, 0.433333, 0.601093, 0.596296, 0.433333, 0.596639, 0.433333, 0.595062, 0.433333, 0.506073, 0.605000, 0.541766, 0.602273, 
57.0, 0.558889, 0.433333, 0.652174, 0.324324, 0.686441, 0.402174, 0.686441, 0.441558, 0.718310, 0.452261, 0.689076, 0.474138, 0.615686, 0.492481, 0.600000, 0.502110, 0.733333, 0.495763, 0.689394, 0.523546, 0.727273, 0.433333, 0.601093, 0.592593, 0.433333, 0.593838, 0.433333, 0.592593, 0.433333, 0.497976, 0.600000, 0.532220, 0.596591, 
58.0, 0.546667, 0.433333, 0.652174, 0.324324, 0.686441, 0.402174, 0.686441, 0.441558, 0.718310, 0.452261, 0.689076, 0.474138, 0.615686, 0.488722, 0.600000, 0.489451, 0.733333, 0.487288, 0.681818, 0.509695, 0.727273, 0.433333, 0.595628, 0.588889, 0.433333, 0.591036, 0.433333, 0.585185, 0.433333, 0.489879, 0.600000, 0.520286, 0.590909, 
59.0, 0.541111, 0.433333, 0.652174, 0.297297, 0.686441, 0.380435, 0.686441, 0.428571, 0.718310, 0.442211, 0.689076, 0.465517, 0.615686, 0.481203, 0.600000, 0.481013, 0.733333, 0.478814, 0.681818, 0.504155, 0.727273, 0.433333, 0.595628, 0.588889, 0.433333, 0.591036, 0.433333, 0.585185, 0.433333, 0.477733, 0.600000, 0.508353, 0.590909, 
60.0, 0.500000, 0.366667, 0.608696, 0.243243, 0.652542, 0.347826, 0.652542, 0.396104, 0.676056, 0.412060, 0.647059, 0.422414, 0.572549, 0.439850, 0.566667, 0.430380, 0.666667, 0.436441, 0.643939, 0.459834, 0.666667, 0.366667, 0.546448, 0.559259, 0.366667, 0.549020, 0.366667, 0.545679, 0.366667, 0.441296, 0.560000, 0.465394, 0.562500, 
61.0, 0.487778, 0.366667, 0.608696, 0.189189, 0.644068, 0.326087, 0.644068, 0.376623, 0.676056, 0.391960, 0.638655, 0.400862, 0.560784, 0.417293, 0.555556, 0.421941, 0.666667, 0.427966, 0.636364, 0.443213, 0.636364, 0.366667, 0.535519, 0.551852, 0.366667, 0.540616, 0.366667, 0.535802, 0.366667, 0.425101, 0.550000, 0.451074, 0.551136, 
62.0, 0.477778, 0.333333, 0.608696, 0.189189, 0.644068, 0.326087, 0.644068, 0.376623, 0.676056, 0.391960, 0.638655, 0.396552, 0.556863, 0.413534, 0.550000, 0.417722, 0.666667, 0.423729, 0.636364, 0.434903, 0.636364, 0.366667, 0.535519, 0.540741, 0.366667, 0.529412, 0.366667, 0.523457, 0.366667, 0.425101, 0.545000, 0.441527, 0.545455, 
63.0, 0.466667, 0.333333, 0.608696, 0.189189, 0.627119, 0.326087, 0.627119, 0.376623, 0.676056, 0.386935, 0.621849, 0.392241, 0.541176, 0.406015, 0.538889, 0.409283, 0.666667, 0.415254, 0.621212, 0.426593, 0.636364, 0.366667, 0.519126, 0.533333, 0.366667, 0.515406, 0.366667, 0.508642, 0.366667, 0.417004, 0.535000, 0.431981, 0.534091, 
64.0, 0.464444, 0.333333, 0.608696, 0.189189, 0.627119, 0.315217, 0.627119, 0.363636, 0.676056, 0.376884, 0.621849, 0.383621, 0.541176, 0.398496, 0.538889, 0.405063, 0.666667, 0.406780, 0.621212, 0.421053, 0.636364, 0.366667, 0.519126, 0.533333, 0.366667, 0.515406, 0.366667, 0.508642, 0.366667, 0.408907, 0.535000, 0.427208, 0.534091, 
65.0, 0.380000, 0.166667, 0.543478, 0.108108, 0.533898, 0.239130, 0.533898, 0.292208, 0.605634, 0.301508, 0.529412, 0.310345, 0.470588, 0.315789, 0.483333, 0.308017, 0.600000, 0.317797, 0.507576, 0.343490, 0.575758, 0.266667, 0.453552, 0.440741, 0.266667, 0.439776, 0.300000, 0.419753, 0.266667, 0.331984, 0.475000, 0.346062, 0.471591, 
66.0, 0.370000, 0.166667, 0.500000, 0.108108, 0.533898, 0.228261, 0.533898, 0.285714, 0.605634, 0.296482, 0.529412, 0.306034, 0.443137, 0.312030, 0.444444, 0.308017, 0.600000, 0.313559, 0.507576, 0.340720, 0.575758, 0.266667, 0.453552, 0.414815, 0.266667, 0.420168, 0.300000, 0.402469, 0.266667, 0.323887, 0.440000, 0.341289, 0.437500, 
