time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, 
0.364134, 0.934292, 0.955056, 0.874016, 0.950820, 0.874016, 0.949045, 0.874016, 0.959799, 0.874016, 0.961538, 0.874016, 0.636364, 0.958333, 0.868852, 0.955056, 0.900662, 0.955056, 0.897297, 0.955056, 0.901345, 0.955056, 
0.366872, 0.932238, 0.955056, 0.874016, 0.942623, 0.874016, 0.942675, 0.874016, 0.954774, 0.874016, 0.957265, 0.874016, 0.636364, 0.958333, 0.868852, 0.955056, 0.900662, 0.955056, 0.897297, 0.955056, 0.901345, 0.955056, 
0.391513, 0.930185, 0.955056, 0.866142, 0.942623, 0.866142, 0.942675, 0.866142, 0.954774, 0.866142, 0.957265, 0.866142, 0.606061, 0.958333, 0.860656, 0.955056, 0.894040, 0.955056, 0.891892, 0.955056, 0.896861, 0.955056, 
0.405202, 0.926078, 0.955056, 0.866142, 0.942623, 0.866142, 0.942675, 0.866142, 0.954774, 0.866142, 0.957265, 0.866142, 0.606061, 0.958333, 0.860656, 0.955056, 0.880795, 0.955056, 0.881081, 0.955056, 0.887892, 0.955056, 
0.416153, 0.921971, 0.943820, 0.866142, 0.934426, 0.866142, 0.936306, 0.866142, 0.949749, 0.866142, 0.948718, 0.866142, 0.606061, 0.947917, 0.860656, 0.943820, 0.880795, 0.943820, 0.881081, 0.943820, 0.887892, 0.943820, 
0.443532, 0.919918, 0.943820, 0.866142, 0.934426, 0.866142, 0.936306, 0.866142, 0.949749, 0.866142, 0.944444, 0.866142, 0.606061, 0.947917, 0.860656, 0.943820, 0.880795, 0.943820, 0.881081, 0.943820, 0.887892, 0.943820, 
0.457221, 0.915811, 0.943820, 0.858268, 0.934426, 0.858268, 0.936306, 0.858268, 0.949749, 0.858268, 0.944444, 0.858268, 0.606061, 0.947917, 0.852459, 0.943820, 0.867550, 0.943820, 0.870270, 0.943820, 0.878924, 0.943820, 
0.462697, 0.913758, 0.943820, 0.858268, 0.934426, 0.858268, 0.936306, 0.858268, 0.949749, 0.858268, 0.940171, 0.858268, 0.606061, 0.947917, 0.852459, 0.943820, 0.867550, 0.943820, 0.870270, 0.943820, 0.878924, 0.943820, 
0.481862, 0.911704, 0.943820, 0.858268, 0.934426, 0.858268, 0.936306, 0.858268, 0.949749, 0.858268, 0.940171, 0.858268, 0.606061, 0.947917, 0.852459, 0.943820, 0.860927, 0.943820, 0.864865, 0.943820, 0.874439, 0.943820, 
0.501027, 0.909651, 0.943820, 0.858268, 0.934426, 0.858268, 0.936306, 0.858268, 0.949749, 0.858268, 0.940171, 0.858268, 0.606061, 0.947917, 0.852459, 0.943820, 0.860927, 0.943820, 0.859459, 0.943820, 0.869955, 0.943820, 
0.531143, 0.907598, 0.943820, 0.858268, 0.934426, 0.858268, 0.936306, 0.858268, 0.949749, 0.858268, 0.940171, 0.858268, 0.606061, 0.947917, 0.852459, 0.943820, 0.860927, 0.943820, 0.859459, 0.943820, 0.865471, 0.943820, 
0.539357, 0.903491, 0.943820, 0.858268, 0.934426, 0.858268, 0.923567, 0.858268, 0.939698, 0.858268, 0.931624, 0.858268, 0.606061, 0.947917, 0.852459, 0.943820, 0.860927, 0.943820, 0.859459, 0.943820, 0.865471, 0.943820, 
0.558522, 0.901437, 0.943820, 0.850394, 0.934426, 0.850394, 0.923567, 0.850394, 0.939698, 0.850394, 0.931624, 0.850394, 0.575758, 0.947917, 0.844262, 0.943820, 0.854305, 0.943820, 0.854054, 0.943820, 0.860987, 0.943820, 
0.569473, 0.899384, 0.932584, 0.850394, 0.926230, 0.850394, 0.917197, 0.850394, 0.934673, 0.850394, 0.927350, 0.850394, 0.575758, 0.937500, 0.844262, 0.932584, 0.854305, 0.932584, 0.854054, 0.932584, 0.860987, 0.932584, 
0.577687, 0.897331, 0.932584, 0.850394, 0.926230, 0.850394, 0.910828, 0.850394, 0.929648, 0.850394, 0.923077, 0.850394, 0.575758, 0.937500, 0.844262, 0.932584, 0.854305, 0.932584, 0.854054, 0.932584, 0.860987, 0.932584, 
0.596851, 0.895277, 0.932584, 0.850394, 0.926230, 0.850394, 0.910828, 0.850394, 0.924623, 0.850394, 0.918803, 0.850394, 0.575758, 0.937500, 0.844262, 0.932584, 0.854305, 0.932584, 0.854054, 0.932584, 0.860987, 0.932584, 
0.613279, 0.893224, 0.921348, 0.850394, 0.918033, 0.850394, 0.904459, 0.850394, 0.919598, 0.850394, 0.914530, 0.850394, 0.575758, 0.927083, 0.844262, 0.921348, 0.854305, 0.921348, 0.854054, 0.921348, 0.860987, 0.921348, 
0.689938, 0.891170, 0.921348, 0.842520, 0.918033, 0.842520, 0.904459, 0.842520, 0.919598, 0.842520, 0.914530, 0.842520, 0.545455, 0.927083, 0.836066, 0.921348, 0.847682, 0.921348, 0.848649, 0.921348, 0.856502, 0.921348, 
0.70089, 0.889117, 0.921348, 0.842520, 0.918033, 0.842520, 0.904459, 0.842520, 0.919598, 0.842520, 0.910256, 0.842520, 0.545455, 0.927083, 0.836066, 0.921348, 0.847682, 0.921348, 0.848649, 0.921348, 0.856502, 0.921348, 
0.709103, 0.887064, 0.910112, 0.842520, 0.909836, 0.842520, 0.898089, 0.842520, 0.914573, 0.842520, 0.905983, 0.842520, 0.545455, 0.916667, 0.836066, 0.910112, 0.847682, 0.910112, 0.848649, 0.910112, 0.856502, 0.910112, 
0.717317, 0.885010, 0.910112, 0.834646, 0.909836, 0.834646, 0.898089, 0.834646, 0.914573, 0.834646, 0.905983, 0.834646, 0.545455, 0.916667, 0.836066, 0.910112, 0.847682, 0.910112, 0.848649, 0.910112, 0.852018, 0.910112, 
0.733744, 0.882957, 0.910112, 0.834646, 0.909836, 0.834646, 0.898089, 0.834646, 0.914573, 0.834646, 0.905983, 0.834646, 0.545455, 0.916667, 0.836066, 0.910112, 0.841060, 0.910112, 0.843243, 0.910112, 0.847534, 0.910112, 
0.766598, 0.880903, 0.910112, 0.826772, 0.909836, 0.826772, 0.898089, 0.826772, 0.914573, 0.826772, 0.905983, 0.826772, 0.545455, 0.916667, 0.827869, 0.910112, 0.834437, 0.910112, 0.837838, 0.910112, 0.843049, 0.910112, 
0.807666, 0.878850, 0.910112, 0.826772, 0.909836, 0.826772, 0.891720, 0.826772, 0.909548, 0.826772, 0.901709, 0.826772, 0.545455, 0.916667, 0.827869, 0.910112, 0.834437, 0.910112, 0.837838, 0.910112, 0.843049, 0.910112, 
0.824093, 0.876797, 0.910112, 0.826772, 0.909836, 0.826772, 0.891720, 0.826772, 0.909548, 0.826772, 0.897436, 0.826772, 0.545455, 0.906250, 0.827869, 0.910112, 0.834437, 0.910112, 0.837838, 0.910112, 0.843049, 0.910112, 
0.826831, 0.874743, 0.910112, 0.818898, 0.909836, 0.818898, 0.891720, 0.818898, 0.909548, 0.818898, 0.897436, 0.818898, 0.515152, 0.906250, 0.819672, 0.910112, 0.827815, 0.910112, 0.832432, 0.910112, 0.838565, 0.910112, 
0.854209, 0.872690, 0.910112, 0.811024, 0.909836, 0.811024, 0.891720, 0.811024, 0.909548, 0.811024, 0.897436, 0.811024, 0.515152, 0.906250, 0.819672, 0.910112, 0.827815, 0.910112, 0.832432, 0.910112, 0.838565, 0.910112, 
0.867899, 0.868583, 0.910112, 0.811024, 0.909836, 0.811024, 0.891720, 0.811024, 0.899497, 0.811024, 0.888889, 0.811024, 0.515152, 0.906250, 0.819672, 0.910112, 0.827815, 0.910112, 0.832432, 0.910112, 0.838565, 0.910112, 
0.881588, 0.866530, 0.910112, 0.811024, 0.909836, 0.811024, 0.891720, 0.811024, 0.899497, 0.811024, 0.888889, 0.811024, 0.515152, 0.906250, 0.819672, 0.910112, 0.827815, 0.910112, 0.832432, 0.910112, 0.838565, 0.910112, 
0.898015, 0.864476, 0.910112, 0.811024, 0.909836, 0.811024, 0.891720, 0.811024, 0.899497, 0.811024, 0.884615, 0.811024, 0.515152, 0.906250, 0.819672, 0.910112, 0.827815, 0.910112, 0.832432, 0.910112, 0.838565, 0.910112, 
0.906229, 0.862423, 0.910112, 0.803150, 0.909836, 0.803150, 0.891720, 0.803150, 0.899497, 0.803150, 0.884615, 0.803150, 0.515152, 0.906250, 0.811475, 0.910112, 0.821192, 0.910112, 0.827027, 0.910112, 0.834081, 0.910112, 
0.908966, 0.860370, 0.910112, 0.803150, 0.909836, 0.803150, 0.891720, 0.803150, 0.894472, 0.803150, 0.880342, 0.803150, 0.515152, 0.906250, 0.811475, 0.910112, 0.821192, 0.910112, 0.827027, 0.910112, 0.834081, 0.910112, 
0.91718, 0.858316, 0.910112, 0.803150, 0.909836, 0.803150, 0.891720, 0.803150, 0.889447, 0.803150, 0.876068, 0.803150, 0.515152, 0.906250, 0.811475, 0.910112, 0.821192, 0.910112, 0.827027, 0.910112, 0.834081, 0.910112, 
0.933607, 0.856263, 0.910112, 0.803150, 0.909836, 0.803150, 0.891720, 0.803150, 0.889447, 0.803150, 0.876068, 0.803150, 0.515152, 0.906250, 0.811475, 0.910112, 0.821192, 0.910112, 0.821622, 0.910112, 0.829596, 0.910112, 
0.941821, 0.854209, 0.910112, 0.803150, 0.909836, 0.803150, 0.891720, 0.803150, 0.884422, 0.803150, 0.871795, 0.803150, 0.515152, 0.906250, 0.811475, 0.910112, 0.821192, 0.910112, 0.821622, 0.910112, 0.829596, 0.910112, 
0.944559, 0.852156, 0.910112, 0.803150, 0.901639, 0.803150, 0.885350, 0.803150, 0.879397, 0.803150, 0.867521, 0.803150, 0.515152, 0.906250, 0.811475, 0.910112, 0.821192, 0.910112, 0.821622, 0.910112, 0.829596, 0.910112, 
0.960986, 0.850103, 0.910112, 0.795276, 0.901639, 0.795276, 0.885350, 0.795276, 0.879397, 0.795276, 0.867521, 0.795276, 0.515152, 0.906250, 0.803279, 0.910112, 0.814570, 0.910112, 0.816216, 0.910112, 0.825112, 0.910112, 
0.988364, 0.848049, 0.910112, 0.787402, 0.901639, 0.787402, 0.885350, 0.787402, 0.879397, 0.787402, 0.867521, 0.787402, 0.515152, 0.906250, 0.795082, 0.910112, 0.807947, 0.910112, 0.810811, 0.910112, 0.820628, 0.910112, 
1.043121, 0.845996, 0.910112, 0.779528, 0.901639, 0.779528, 0.885350, 0.779528, 0.879397, 0.779528, 0.867521, 0.779528, 0.515152, 0.906250, 0.786885, 0.910112, 0.801325, 0.910112, 0.805405, 0.910112, 0.816143, 0.910112, 
1.067762, 0.843943, 0.910112, 0.779528, 0.901639, 0.779528, 0.885350, 0.779528, 0.879397, 0.779528, 0.867521, 0.779528, 0.515152, 0.906250, 0.786885, 0.910112, 0.794702, 0.910112, 0.800000, 0.910112, 0.811659, 0.910112, 
1.0705, 0.841889, 0.910112, 0.779528, 0.901639, 0.779528, 0.885350, 0.779528, 0.874372, 0.779528, 0.863248, 0.779528, 0.515152, 0.906250, 0.786885, 0.910112, 0.794702, 0.910112, 0.800000, 0.910112, 0.811659, 0.910112, 
1.09514, 0.841889, 0.910112, 0.779528, 0.901639, 0.779528, 0.885350, 0.779528, 0.874372, 0.779528, 0.863248, 0.779528, 0.515152, 0.906250, 0.786885, 0.910112, 0.794702, 0.910112, 0.800000, 0.910112, 0.811659, 0.910112, 
1.155373, 0.839831, 0.910112, 0.779528, 0.901639, 0.779528, 0.885350, 0.779528, 0.874372, 0.779528, 0.863248, 0.779528, 0.515152, 0.906250, 0.786885, 0.910112, 0.794702, 0.910112, 0.800000, 0.910112, 0.811659, 0.910112, 
1.160849, 0.837772, 0.910112, 0.779528, 0.901639, 0.779528, 0.878981, 0.779528, 0.869347, 0.779528, 0.858974, 0.779528, 0.515152, 0.906250, 0.786885, 0.910112, 0.794702, 0.910112, 0.800000, 0.910112, 0.811659, 0.910112, 
1.1718, 0.835714, 0.910112, 0.779528, 0.893443, 0.779528, 0.872611, 0.779528, 0.864322, 0.779528, 0.854701, 0.779528, 0.515152, 0.906250, 0.786885, 0.910112, 0.794702, 0.910112, 0.800000, 0.910112, 0.811659, 0.910112, 
1.182752, 0.833655, 0.910112, 0.779528, 0.893443, 0.779528, 0.872611, 0.779528, 0.859296, 0.779528, 0.850427, 0.779528, 0.515152, 0.906250, 0.786885, 0.910112, 0.794702, 0.910112, 0.800000, 0.910112, 0.811659, 0.910112, 
1.193703, 0.831597, 0.910112, 0.771573, 0.893443, 0.771573, 0.872611, 0.771573, 0.859296, 0.771573, 0.850427, 0.771573, 0.515152, 0.906250, 0.778602, 0.910112, 0.788024, 0.910112, 0.794558, 0.910112, 0.807150, 0.910112, 
1.226557, 0.829539, 0.910112, 0.771573, 0.893443, 0.771573, 0.872611, 0.771573, 0.859296, 0.771573, 0.846154, 0.771573, 0.515152, 0.906250, 0.778602, 0.910112, 0.788024, 0.910112, 0.794558, 0.910112, 0.807150, 0.910112, 
1.229295, 0.827480, 0.910112, 0.771573, 0.893443, 0.771573, 0.872611, 0.771573, 0.859296, 0.771573, 0.846154, 0.771573, 0.515152, 0.906250, 0.778602, 0.910112, 0.788024, 0.910112, 0.789116, 0.910112, 0.802641, 0.910112, 
1.270363, 0.825422, 0.910112, 0.771573, 0.885246, 0.771573, 0.866242, 0.771573, 0.854271, 0.771573, 0.841880, 0.771573, 0.515152, 0.906250, 0.778602, 0.910112, 0.788024, 0.910112, 0.789116, 0.910112, 0.802641, 0.910112, 
1.284052, 0.823363, 0.910112, 0.771573, 0.885246, 0.771573, 0.866242, 0.771573, 0.854271, 0.771573, 0.841880, 0.771573, 0.515152, 0.906250, 0.778602, 0.910112, 0.781346, 0.910112, 0.783673, 0.910112, 0.798132, 0.910112, 
1.289528, 0.821305, 0.898876, 0.771573, 0.877049, 0.771573, 0.859873, 0.771573, 0.849246, 0.771573, 0.837607, 0.771573, 0.515152, 0.895833, 0.778602, 0.898876, 0.781346, 0.898876, 0.783673, 0.898876, 0.798132, 0.898876, 
1.330595, 0.819247, 0.898876, 0.771573, 0.877049, 0.771573, 0.853503, 0.771573, 0.844221, 0.771573, 0.833333, 0.771573, 0.515152, 0.895833, 0.778602, 0.898876, 0.781346, 0.898876, 0.783673, 0.898876, 0.798132, 0.898876, 
1.371663, 0.817188, 0.898876, 0.771573, 0.877049, 0.771573, 0.853503, 0.771573, 0.844221, 0.771573, 0.833333, 0.771573, 0.515152, 0.895833, 0.778602, 0.898876, 0.781346, 0.898876, 0.783673, 0.898876, 0.793622, 0.898876, 
1.38809, 0.815130, 0.898876, 0.763619, 0.877049, 0.763619, 0.853503, 0.763619, 0.844221, 0.763619, 0.833333, 0.763619, 0.515152, 0.895833, 0.770319, 0.898876, 0.774667, 0.898876, 0.778231, 0.898876, 0.789113, 0.898876, 
1.407255, 0.813071, 0.898876, 0.755664, 0.877049, 0.755664, 0.853503, 0.755664, 0.844221, 0.755664, 0.833333, 0.755664, 0.484848, 0.895833, 0.762036, 0.898876, 0.767989, 0.898876, 0.772789, 0.898876, 0.784604, 0.898876, 
1.415469, 0.811013, 0.898876, 0.747710, 0.877049, 0.747710, 0.853503, 0.747710, 0.844221, 0.747710, 0.833333, 0.747710, 0.484848, 0.895833, 0.753753, 0.898876, 0.761311, 0.898876, 0.767347, 0.898876, 0.780095, 0.898876, 
1.418207, 0.808955, 0.898876, 0.739756, 0.877049, 0.739756, 0.853503, 0.739756, 0.844221, 0.739756, 0.833333, 0.739756, 0.484848, 0.895833, 0.745470, 0.898876, 0.754633, 0.898876, 0.761905, 0.898876, 0.775585, 0.898876, 
1.437372, 0.806896, 0.898876, 0.739756, 0.877049, 0.739756, 0.853503, 0.739756, 0.844221, 0.739756, 0.833333, 0.739756, 0.484848, 0.895833, 0.745470, 0.898876, 0.754633, 0.898876, 0.761905, 0.898876, 0.775585, 0.898876, 
1.448323, 0.802779, 0.898876, 0.731801, 0.877049, 0.731801, 0.853503, 0.731801, 0.844221, 0.731801, 0.829060, 0.731801, 0.484848, 0.895833, 0.737187, 0.898876, 0.747955, 0.898876, 0.756463, 0.898876, 0.771076, 0.898876, 
1.462012, 0.800721, 0.898876, 0.731801, 0.877049, 0.731801, 0.853503, 0.731801, 0.844221, 0.731801, 0.829060, 0.731801, 0.484848, 0.895833, 0.737187, 0.898876, 0.747955, 0.898876, 0.751020, 0.898876, 0.766567, 0.898876, 
1.481177, 0.798663, 0.898876, 0.731801, 0.868852, 0.731801, 0.847134, 0.731801, 0.839196, 0.731801, 0.824786, 0.731801, 0.484848, 0.895833, 0.737187, 0.898876, 0.747955, 0.898876, 0.751020, 0.898876, 0.766567, 0.898876, 
1.486653, 0.796604, 0.898876, 0.723847, 0.868852, 0.723847, 0.847134, 0.723847, 0.839196, 0.723847, 0.824786, 0.723847, 0.454545, 0.895833, 0.728904, 0.898876, 0.741277, 0.898876, 0.745578, 0.898876, 0.762058, 0.898876, 
1.508556, 0.794546, 0.898876, 0.723847, 0.868852, 0.723847, 0.847134, 0.723847, 0.839196, 0.723847, 0.824786, 0.723847, 0.454545, 0.895833, 0.728904, 0.898876, 0.734598, 0.898876, 0.740136, 0.898876, 0.757549, 0.898876, 
1.519507, 0.792487, 0.898876, 0.723847, 0.868852, 0.723847, 0.847134, 0.723847, 0.839196, 0.723847, 0.824786, 0.723847, 0.454545, 0.895833, 0.728904, 0.898876, 0.734598, 0.898876, 0.740136, 0.898876, 0.757549, 0.898876, 
1.530459, 0.790429, 0.887640, 0.723847, 0.860656, 0.723847, 0.840764, 0.723847, 0.834171, 0.723847, 0.820513, 0.723847, 0.454545, 0.885417, 0.728904, 0.887640, 0.734598, 0.887640, 0.740136, 0.887640, 0.757549, 0.887640, 
1.54141, 0.788370, 0.887640, 0.723847, 0.860656, 0.723847, 0.840764, 0.723847, 0.834171, 0.723847, 0.820513, 0.723847, 0.454545, 0.885417, 0.728904, 0.887640, 0.734598, 0.887640, 0.740136, 0.887640, 0.757549, 0.887640, 
1.659138, 0.784254, 0.887640, 0.723847, 0.860656, 0.723847, 0.840764, 0.723847, 0.834171, 0.723847, 0.820513, 0.723847, 0.454545, 0.885417, 0.728904, 0.887640, 0.727920, 0.887640, 0.729252, 0.887640, 0.748530, 0.887640, 
1.672827, 0.782195, 0.887640, 0.723847, 0.860656, 0.723847, 0.840764, 0.723847, 0.834171, 0.723847, 0.820513, 0.723847, 0.454545, 0.885417, 0.728904, 0.887640, 0.727920, 0.887640, 0.729252, 0.887640, 0.748530, 0.887640, 
1.686516, 0.780137, 0.887640, 0.723847, 0.860656, 0.723847, 0.840764, 0.723847, 0.834171, 0.723847, 0.820513, 0.723847, 0.454545, 0.885417, 0.728904, 0.887640, 0.721242, 0.887640, 0.723810, 0.887640, 0.744021, 0.887640, 
1.697467, 0.778078, 0.887640, 0.723847, 0.860656, 0.723847, 0.840764, 0.723847, 0.829146, 0.723847, 0.816239, 0.723847, 0.454545, 0.885417, 0.728904, 0.887640, 0.721242, 0.887640, 0.723810, 0.887640, 0.744021, 0.887640, 
1.708419, 0.776020, 0.887640, 0.723847, 0.860656, 0.723847, 0.840764, 0.723847, 0.829146, 0.723847, 0.816239, 0.723847, 0.454545, 0.885417, 0.728904, 0.887640, 0.721242, 0.887640, 0.718367, 0.887640, 0.739512, 0.887640, 
1.730322, 0.773962, 0.887640, 0.715893, 0.860656, 0.715893, 0.840764, 0.715893, 0.829146, 0.715893, 0.816239, 0.715893, 0.454545, 0.885417, 0.728904, 0.887640, 0.721242, 0.887640, 0.718367, 0.887640, 0.735002, 0.887640, 
1.768652, 0.771903, 0.887640, 0.707938, 0.860656, 0.707938, 0.840764, 0.707938, 0.829146, 0.707938, 0.816239, 0.707938, 0.454545, 0.885417, 0.720621, 0.887640, 0.714564, 0.887640, 0.712925, 0.887640, 0.730493, 0.887640, 
1.842574, 0.769845, 0.887640, 0.707938, 0.860656, 0.707938, 0.840764, 0.707938, 0.829146, 0.707938, 0.811966, 0.707938, 0.454545, 0.885417, 0.720621, 0.887640, 0.714564, 0.887640, 0.712925, 0.887640, 0.730493, 0.887640, 
1.848049, 0.767786, 0.887640, 0.699984, 0.860656, 0.699984, 0.840764, 0.699984, 0.829146, 0.699984, 0.811966, 0.699984, 0.424242, 0.885417, 0.712338, 0.887640, 0.707886, 0.887640, 0.707483, 0.887640, 0.725984, 0.887640, 
1.878166, 0.765728, 0.887640, 0.699984, 0.860656, 0.699984, 0.834395, 0.699984, 0.824121, 0.699984, 0.807692, 0.699984, 0.424242, 0.885417, 0.712338, 0.887640, 0.707886, 0.887640, 0.707483, 0.887640, 0.725984, 0.887640, 
1.880903, 0.761611, 0.887640, 0.684075, 0.860656, 0.684075, 0.834395, 0.684075, 0.824121, 0.684075, 0.807692, 0.684075, 0.393939, 0.885417, 0.695772, 0.887640, 0.694529, 0.887640, 0.696599, 0.887640, 0.716966, 0.887640, 
1.91102, 0.759553, 0.887640, 0.676121, 0.860656, 0.676121, 0.834395, 0.676121, 0.824121, 0.676121, 0.807692, 0.676121, 0.393939, 0.885417, 0.687489, 0.887640, 0.694529, 0.887640, 0.696599, 0.887640, 0.712456, 0.887640, 
1.919233, 0.757494, 0.887640, 0.668166, 0.860656, 0.668166, 0.834395, 0.668166, 0.824121, 0.668166, 0.807692, 0.668166, 0.393939, 0.885417, 0.679206, 0.887640, 0.687851, 0.887640, 0.691156, 0.887640, 0.707947, 0.887640, 
1.957563, 0.755436, 0.887640, 0.668166, 0.860656, 0.668166, 0.834395, 0.668166, 0.824121, 0.668166, 0.807692, 0.668166, 0.393939, 0.885417, 0.679206, 0.887640, 0.687851, 0.887640, 0.685714, 0.887640, 0.703438, 0.887640, 
1.963039, 0.753378, 0.887640, 0.660212, 0.860656, 0.660212, 0.834395, 0.660212, 0.824121, 0.660212, 0.807692, 0.660212, 0.393939, 0.885417, 0.670923, 0.887640, 0.681173, 0.887640, 0.680272, 0.887640, 0.698929, 0.887640, 
1.993155, 0.751319, 0.887640, 0.660212, 0.860656, 0.660212, 0.834395, 0.660212, 0.819095, 0.660212, 0.803419, 0.660212, 0.393939, 0.885417, 0.670923, 0.887640, 0.681173, 0.887640, 0.680272, 0.887640, 0.698929, 0.887640, 
2.001369, 0.749261, 0.887640, 0.652258, 0.860656, 0.652258, 0.834395, 0.652258, 0.819095, 0.652258, 0.803419, 0.652258, 0.393939, 0.885417, 0.662640, 0.887640, 0.674495, 0.887640, 0.674830, 0.887640, 0.694420, 0.887640, 
2.053388, 0.747202, 0.887640, 0.652258, 0.860656, 0.652258, 0.834395, 0.652258, 0.819095, 0.652258, 0.803419, 0.652258, 0.393939, 0.885417, 0.662640, 0.887640, 0.674495, 0.887640, 0.669388, 0.887640, 0.689910, 0.887640, 
2.056126, 0.743086, 0.887640, 0.652258, 0.852459, 0.652258, 0.828025, 0.652258, 0.814070, 0.652258, 0.799145, 0.652258, 0.393939, 0.885417, 0.662640, 0.887640, 0.674495, 0.887640, 0.663946, 0.887640, 0.685401, 0.887640, 
2.058864, 0.741027, 0.887640, 0.652258, 0.852459, 0.652258, 0.821656, 0.652258, 0.809045, 0.652258, 0.794872, 0.652258, 0.393939, 0.885417, 0.662640, 0.887640, 0.674495, 0.887640, 0.663946, 0.887640, 0.685401, 0.887640, 
2.110883, 0.738969, 0.887640, 0.644303, 0.852459, 0.644303, 0.821656, 0.644303, 0.809045, 0.644303, 0.794872, 0.644303, 0.363636, 0.885417, 0.654357, 0.887640, 0.667817, 0.887640, 0.658503, 0.887640, 0.680892, 0.887640, 
2.116359, 0.734852, 0.887640, 0.636349, 0.844262, 0.636349, 0.815287, 0.636349, 0.804020, 0.636349, 0.790598, 0.636349, 0.363636, 0.885417, 0.646074, 0.887640, 0.661139, 0.887640, 0.653061, 0.887640, 0.676383, 0.887640, 
2.12731, 0.730735, 0.887640, 0.636349, 0.844262, 0.636349, 0.815287, 0.636349, 0.804020, 0.636349, 0.790598, 0.636349, 0.363636, 0.885417, 0.646074, 0.887640, 0.654460, 0.887640, 0.647619, 0.887640, 0.667364, 0.887640, 
2.140999, 0.728677, 0.887640, 0.628395, 0.844262, 0.628395, 0.815287, 0.628395, 0.804020, 0.628395, 0.790598, 0.628395, 0.363636, 0.885417, 0.637791, 0.887640, 0.647782, 0.887640, 0.642177, 0.887640, 0.662855, 0.887640, 
2.146475, 0.726618, 0.887640, 0.620440, 0.844262, 0.620440, 0.815287, 0.620440, 0.804020, 0.620440, 0.790598, 0.620440, 0.363636, 0.885417, 0.629508, 0.887640, 0.641104, 0.887640, 0.636735, 0.887640, 0.658346, 0.887640, 
2.168378, 0.724560, 0.887640, 0.612486, 0.844262, 0.612486, 0.815287, 0.612486, 0.804020, 0.612486, 0.790598, 0.612486, 0.363636, 0.885417, 0.621225, 0.887640, 0.634426, 0.887640, 0.631293, 0.887640, 0.653837, 0.887640, 
