time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, r14_l, r14_r, r15_l, r15_r, r16_l, r16_r, r17_l, r17_r, r18_l, r18_r, 
16.0, 0.988362, 0.900000, 0.997817, 0.948052, 0.997817, 0.953271, 0.997817, 0.956835, 0.997817, 0.958904, 0.997849, 0.948276, 0.997849, 0.967890, 0.997849, 0.979730, 0.997788, 0.973856, 0.997849, 0.962733, 0.997849, 0.962441, 0.997863, 0.976190, 0.997722, 0.973835, 0.997788, 0.976636, 0.997849, 0.997835, 0.933333, 0.997925, 0.943396, 0.977467, 0.997863, 0.987341, 1.000000, 
17.0, 0.987391, 0.900000, 0.997817, 0.948052, 0.997817, 0.953271, 0.997817, 0.956835, 0.997817, 0.958904, 0.997849, 0.948276, 0.997849, 0.967890, 0.997849, 0.972973, 0.997788, 0.970588, 0.997849, 0.956522, 0.997849, 0.957746, 0.997863, 0.976190, 0.997722, 0.971218, 0.997788, 0.974299, 0.997849, 0.997835, 0.933333, 0.997925, 0.943396, 0.975418, 0.997863, 0.987341, 1.000000, 
18.0, 0.984472, 0.900000, 0.997817, 0.948052, 0.997817, 0.953271, 0.997817, 0.956835, 0.997817, 0.945205, 0.997849, 0.939655, 0.997849, 0.967890, 0.997849, 0.966216, 0.997788, 0.964052, 0.997849, 0.950311, 0.997849, 0.953052, 0.997863, 0.976190, 0.997722, 0.965982, 0.997788, 0.969626, 0.997849, 0.997835, 0.900000, 0.997925, 0.924528, 0.969270, 0.997863, 0.983104, 0.989691, 
19.0, 0.984472, 0.900000, 0.997817, 0.948052, 0.997817, 0.953271, 0.997817, 0.956835, 0.997817, 0.945205, 0.997849, 0.939655, 0.997849, 0.967890, 0.997849, 0.966216, 0.997788, 0.964052, 0.997849, 0.950311, 0.997849, 0.953052, 0.997863, 0.976190, 0.997722, 0.965982, 0.997788, 0.969626, 0.997849, 0.997835, 0.900000, 0.997925, 0.924528, 0.969270, 0.997863, 0.983104, 0.989691, 
20.0, 0.983499, 0.900000, 0.997817, 0.935065, 0.997817, 0.943925, 0.997817, 0.949640, 0.997817, 0.931507, 0.997849, 0.939655, 0.997849, 0.963303, 0.997849, 0.959459, 0.997788, 0.960784, 0.997849, 0.944099, 0.997849, 0.948357, 0.997863, 0.971429, 0.997722, 0.963364, 0.997788, 0.967290, 0.997849, 0.997835, 0.866667, 0.997925, 0.905660, 0.967221, 0.997863, 0.980985, 0.989691, 
24.0, 0.982525, 0.900000, 0.997817, 0.935065, 0.997817, 0.943925, 0.997817, 0.949640, 0.997817, 0.931507, 0.997849, 0.931034, 0.997849, 0.958716, 0.997849, 0.952703, 0.997788, 0.957516, 0.997849, 0.944099, 0.997849, 0.948357, 0.997863, 0.966667, 0.997722, 0.960746, 0.997788, 0.964953, 0.997849, 0.997835, 0.866667, 0.997925, 0.905660, 0.965172, 0.997863, 0.978866, 0.979381, 
25.0, 0.980577, 0.866667, 0.997817, 0.922078, 0.997817, 0.934579, 0.997817, 0.942446, 0.997817, 0.917808, 0.997849, 0.931034, 0.997849, 0.954128, 0.997849, 0.945946, 0.997788, 0.954248, 0.997849, 0.937888, 0.997849, 0.943662, 0.997863, 0.961905, 0.997722, 0.958128, 0.997788, 0.962617, 0.997849, 0.997835, 0.866667, 0.997925, 0.905660, 0.963123, 0.997863, 0.976748, 0.979381, 
26.0, 0.979602, 0.833333, 0.997817, 0.909091, 0.997817, 0.925234, 0.997817, 0.935252, 0.997817, 0.917808, 0.997849, 0.922333, 0.997849, 0.949519, 0.997849, 0.939141, 0.997788, 0.950969, 0.997849, 0.931677, 0.997849, 0.938967, 0.997863, 0.957119, 0.997722, 0.955503, 0.997788, 0.960275, 0.997849, 0.997835, 0.833333, 0.997925, 0.886792, 0.961069, 0.997863, 0.974620, 0.979381, 
27.0, 0.979602, 0.833333, 0.997817, 0.909091, 0.997817, 0.925234, 0.997817, 0.935252, 0.997817, 0.917808, 0.997849, 0.922333, 0.997849, 0.949519, 0.997849, 0.939141, 0.997788, 0.950969, 0.997849, 0.931677, 0.997849, 0.938967, 0.997863, 0.957119, 0.997722, 0.955503, 0.997788, 0.960275, 0.997849, 0.997835, 0.833333, 0.997925, 0.886792, 0.961069, 0.997863, 0.974620, 0.979381, 
35.0, 0.978625, 0.833333, 0.997817, 0.909091, 0.997817, 0.925234, 0.997817, 0.935252, 0.997817, 0.917808, 0.997849, 0.922333, 0.997849, 0.949519, 0.997849, 0.939141, 0.997788, 0.950969, 0.997849, 0.931677, 0.997849, 0.938967, 0.997863, 0.957119, 0.997722, 0.952871, 0.997788, 0.957927, 0.997849, 0.997835, 0.833333, 0.997925, 0.886792, 0.959011, 0.997863, 0.974620, 0.979381, 
38.0, 0.978625, 0.833333, 0.997817, 0.909091, 0.997817, 0.925234, 0.997817, 0.935252, 0.997817, 0.917808, 0.997849, 0.922333, 0.997849, 0.949519, 0.997849, 0.939141, 0.997788, 0.950969, 0.997849, 0.931677, 0.997849, 0.938967, 0.997863, 0.957119, 0.997722, 0.952871, 0.997788, 0.957927, 0.997849, 0.997835, 0.833333, 0.997925, 0.886792, 0.959011, 0.997863, 0.974620, 0.979381, 
39.0, 0.977647, 0.833333, 0.997817, 0.909091, 0.997817, 0.925234, 0.997817, 0.935252, 0.997817, 0.917808, 0.997849, 0.922333, 0.997849, 0.949519, 0.997849, 0.932286, 0.997788, 0.947679, 0.997849, 0.931677, 0.997849, 0.938967, 0.997863, 0.957119, 0.997722, 0.952871, 0.997788, 0.955579, 0.997849, 0.997835, 0.833333, 0.997925, 0.886792, 0.956953, 0.997863, 0.974620, 0.979381, 
40.0, 0.977647, 0.833333, 0.997817, 0.909091, 0.997817, 0.925234, 0.997817, 0.935252, 0.997817, 0.917808, 0.997849, 0.922333, 0.997849, 0.949519, 0.997849, 0.932286, 0.997788, 0.947679, 0.997849, 0.931677, 0.997849, 0.938967, 0.997863, 0.957119, 0.997722, 0.952871, 0.997788, 0.955579, 0.997849, 0.997835, 0.833333, 0.997925, 0.886792, 0.956953, 0.997863, 0.974620, 0.979381, 
41.0, 0.977647, 0.833333, 0.997817, 0.909091, 0.997817, 0.925234, 0.997817, 0.935252, 0.997817, 0.917808, 0.997849, 0.922333, 0.997849, 0.949519, 0.997849, 0.932286, 0.997788, 0.947679, 0.997849, 0.931677, 0.997849, 0.938967, 0.997863, 0.957119, 0.997722, 0.952871, 0.997788, 0.955579, 0.997849, 0.997835, 0.833333, 0.997925, 0.886792, 0.956953, 0.997863, 0.974620, 0.979381, 
42.0, 0.976664, 0.833333, 0.997817, 0.909091, 0.997817, 0.925234, 0.997817, 0.935252, 0.997817, 0.917808, 0.997849, 0.922333, 0.997849, 0.949519, 0.997849, 0.932286, 0.997788, 0.947679, 0.997849, 0.931677, 0.997849, 0.934225, 0.997863, 0.952285, 0.997722, 0.950217, 0.997788, 0.953220, 0.997849, 0.997835, 0.833333, 0.997925, 0.867925, 0.954882, 0.997863, 0.972473, 0.979381, 
44.0, 0.975679, 0.833333, 0.997817, 0.909091, 0.997817, 0.925234, 0.997817, 0.935252, 0.997817, 0.917808, 0.997849, 0.922333, 0.997849, 0.949519, 0.997849, 0.932286, 0.997788, 0.947679, 0.997849, 0.931677, 0.997849, 0.934225, 0.997863, 0.952285, 0.997722, 0.950217, 0.997788, 0.953220, 0.997849, 0.997835, 0.833333, 0.997925, 0.867925, 0.954882, 0.997863, 0.970326, 0.979381, 
46.0, 0.973710, 0.833333, 0.997817, 0.895916, 0.997817, 0.915695, 0.997817, 0.927945, 0.997817, 0.917808, 0.997849, 0.922333, 0.997849, 0.944842, 0.997849, 0.925380, 0.997788, 0.941051, 0.997849, 0.925382, 0.997849, 0.924740, 0.997863, 0.947451, 0.997722, 0.944908, 0.997788, 0.948501, 0.997849, 0.997835, 0.800000, 0.997925, 0.849057, 0.950739, 0.997863, 0.968179, 0.979381, 
47.0, 0.972724, 0.800000, 0.997817, 0.882544, 0.997817, 0.906056, 0.997817, 0.920580, 0.997817, 0.904110, 0.997849, 0.922333, 0.997849, 0.940141, 0.997849, 0.918422, 0.997788, 0.937726, 0.997849, 0.919044, 0.997849, 0.919974, 0.997863, 0.942593, 0.997722, 0.942247, 0.997788, 0.946135, 0.997849, 0.997835, 0.766667, 0.997925, 0.830189, 0.948664, 0.997863, 0.966028, 0.979381, 
49.0, 0.972724, 0.800000, 0.997817, 0.882544, 0.997817, 0.906056, 0.997817, 0.920580, 0.997817, 0.904110, 0.997849, 0.922333, 0.997849, 0.940141, 0.997849, 0.918422, 0.997788, 0.937726, 0.997849, 0.919044, 0.997849, 0.919974, 0.997863, 0.942593, 0.997722, 0.942247, 0.997788, 0.946135, 0.997849, 0.997835, 0.766667, 0.997925, 0.830189, 0.948664, 0.997863, 0.966028, 0.979381, 
52.0, 0.971731, 0.800000, 0.997817, 0.882544, 0.997817, 0.906056, 0.997817, 0.920580, 0.997817, 0.890411, 0.997849, 0.913549, 0.997849, 0.935440, 0.997849, 0.911464, 0.997788, 0.934401, 0.997849, 0.919044, 0.997849, 0.919974, 0.997863, 0.937734, 0.997722, 0.939577, 0.997788, 0.943764, 0.997849, 0.997835, 0.766667, 0.997925, 0.830189, 0.946574, 0.997863, 0.966028, 0.979381, 
54.0, 0.971731, 0.800000, 0.997817, 0.882544, 0.997817, 0.906056, 0.997817, 0.920580, 0.997817, 0.890411, 0.997849, 0.913549, 0.997849, 0.935440, 0.997849, 0.911464, 0.997788, 0.934401, 0.997849, 0.919044, 0.997849, 0.919974, 0.997863, 0.937734, 0.997722, 0.939577, 0.997788, 0.943764, 0.997849, 0.997835, 0.766667, 0.997925, 0.830189, 0.946574, 0.997863, 0.966028, 0.979381, 
55.0, 0.971731, 0.800000, 0.997817, 0.882544, 0.997817, 0.906056, 0.997817, 0.920580, 0.997817, 0.890411, 0.997849, 0.913549, 0.997849, 0.935440, 0.997849, 0.911464, 0.997788, 0.934401, 0.997849, 0.919044, 0.997849, 0.919974, 0.997863, 0.937734, 0.997722, 0.939577, 0.997788, 0.943764, 0.997849, 0.997835, 0.766667, 0.997925, 0.830189, 0.946574, 0.997863, 0.966028, 0.979381, 
58.0, 0.970733, 0.800000, 0.997817, 0.869172, 0.997817, 0.896417, 0.997817, 0.913216, 0.997817, 0.876712, 0.997849, 0.913549, 0.997849, 0.930740, 0.997849, 0.904506, 0.997788, 0.931076, 0.997849, 0.912705, 0.997849, 0.915182, 0.997863, 0.932875, 0.997722, 0.936901, 0.997788, 0.941393, 0.997849, 0.997835, 0.733333, 0.997925, 0.811321, 0.944475, 0.997863, 0.963847, 0.969072, 
59.0, 0.970733, 0.800000, 0.997817, 0.869172, 0.997817, 0.896417, 0.997817, 0.913216, 0.997817, 0.876712, 0.997849, 0.913549, 0.997849, 0.930740, 0.997849, 0.904506, 0.997788, 0.931076, 0.997849, 0.912705, 0.997849, 0.915182, 0.997863, 0.932875, 0.997722, 0.936901, 0.997788, 0.941393, 0.997849, 0.997835, 0.733333, 0.997925, 0.811321, 0.944475, 0.997863, 0.963847, 0.969072, 
60.0, 0.970733, 0.800000, 0.997817, 0.869172, 0.997817, 0.896417, 0.997817, 0.913216, 0.997817, 0.876712, 0.997849, 0.913549, 0.997849, 0.930740, 0.997849, 0.904506, 0.997788, 0.931076, 0.997849, 0.912705, 0.997849, 0.915182, 0.997863, 0.932875, 0.997722, 0.936901, 0.997788, 0.941393, 0.997849, 0.997835, 0.733333, 0.997925, 0.811321, 0.944475, 0.997863, 0.963847, 0.969072, 
62.0, 0.970733, 0.800000, 0.997817, 0.869172, 0.997817, 0.896417, 0.997817, 0.913216, 0.997817, 0.876712, 0.997849, 0.913549, 0.997849, 0.930740, 0.997849, 0.904506, 0.997788, 0.931076, 0.997849, 0.912705, 0.997849, 0.915182, 0.997863, 0.932875, 0.997722, 0.936901, 0.997788, 0.941393, 0.997849, 0.997835, 0.733333, 0.997925, 0.811321, 0.944475, 0.997863, 0.963847, 0.969072, 
63.0, 0.970733, 0.800000, 0.997817, 0.869172, 0.997817, 0.896417, 0.997817, 0.913216, 0.997817, 0.876712, 0.997849, 0.913549, 0.997849, 0.930740, 0.997849, 0.904506, 0.997788, 0.931076, 0.997849, 0.912705, 0.997849, 0.915182, 0.997863, 0.932875, 0.997722, 0.936901, 0.997788, 0.941393, 0.997849, 0.997835, 0.733333, 0.997925, 0.811321, 0.944475, 0.997863, 0.963847, 0.969072, 
64.0, 0.969729, 0.766667, 0.997817, 0.855800, 0.997817, 0.886778, 0.997817, 0.905851, 0.997817, 0.863014, 0.997849, 0.904765, 0.997849, 0.926039, 0.997849, 0.897495, 0.997788, 0.927738, 0.997849, 0.906367, 0.997849, 0.910391, 0.997863, 0.927991, 0.997722, 0.934208, 0.997788, 0.939003, 0.997849, 0.997835, 0.733333, 0.997925, 0.811321, 0.942357, 0.997863, 0.963847, 0.969072, 
65.0, 0.968726, 0.766667, 0.997817, 0.842428, 0.997817, 0.877140, 0.997817, 0.898487, 0.997817, 0.849315, 0.997849, 0.904765, 0.997849, 0.921338, 0.997849, 0.890483, 0.997788, 0.924401, 0.997849, 0.900029, 0.997849, 0.905599, 0.997863, 0.923107, 0.997722, 0.931516, 0.997788, 0.936614, 0.997849, 0.997835, 0.733333, 0.997925, 0.811321, 0.940240, 0.997863, 0.963847, 0.969072, 
66.0, 0.968726, 0.766667, 0.997817, 0.842428, 0.997817, 0.877140, 0.997817, 0.898487, 0.997817, 0.849315, 0.997849, 0.904765, 0.997849, 0.921338, 0.997849, 0.890483, 0.997788, 0.924401, 0.997849, 0.900029, 0.997849, 0.905599, 0.997863, 0.923107, 0.997722, 0.931516, 0.997788, 0.936614, 0.997849, 0.997835, 0.733333, 0.997925, 0.811321, 0.940240, 0.997863, 0.963847, 0.969072, 
68.0, 0.967717, 0.733333, 0.997817, 0.829056, 0.997817, 0.867501, 0.997817, 0.891122, 0.997817, 0.835616, 0.997849, 0.895981, 0.997849, 0.916637, 0.997849, 0.883471, 0.997788, 0.921052, 0.997849, 0.893691, 0.997849, 0.900808, 0.997863, 0.918197, 0.997722, 0.928816, 0.997788, 0.934219, 0.997849, 0.997835, 0.733333, 0.997925, 0.811321, 0.938117, 0.997863, 0.963847, 0.969072, 
69.0, 0.967717, 0.733333, 0.997817, 0.829056, 0.997817, 0.867501, 0.997817, 0.891122, 0.997817, 0.835616, 0.997849, 0.895981, 0.997849, 0.916637, 0.997849, 0.883471, 0.997788, 0.921052, 0.997849, 0.893691, 0.997849, 0.900808, 0.997863, 0.918197, 0.997722, 0.928816, 0.997788, 0.934219, 0.997849, 0.997835, 0.733333, 0.997925, 0.811321, 0.938117, 0.997863, 0.963847, 0.969072, 
70.0, 0.967717, 0.733333, 0.997817, 0.829056, 0.997817, 0.867501, 0.997817, 0.891122, 0.997817, 0.835616, 0.997849, 0.895981, 0.997849, 0.916637, 0.997849, 0.883471, 0.997788, 0.921052, 0.997849, 0.893691, 0.997849, 0.900808, 0.997863, 0.918197, 0.997722, 0.928816, 0.997788, 0.934219, 0.997849, 0.997835, 0.733333, 0.997925, 0.811321, 0.938117, 0.997863, 0.963847, 0.969072, 
73.0, 0.967717, 0.733333, 0.997817, 0.829056, 0.997817, 0.867501, 0.997817, 0.891122, 0.997817, 0.835616, 0.997849, 0.895981, 0.997849, 0.916637, 0.997849, 0.883471, 0.997788, 0.921052, 0.997849, 0.893691, 0.997849, 0.900808, 0.997863, 0.918197, 0.997722, 0.928816, 0.997788, 0.934219, 0.997849, 0.997835, 0.733333, 0.997925, 0.811321, 0.938117, 0.997863, 0.963847, 0.969072, 
75.0, 0.967717, 0.733333, 0.997817, 0.829056, 0.997817, 0.867501, 0.997817, 0.891122, 0.997817, 0.835616, 0.997849, 0.895981, 0.997849, 0.916637, 0.997849, 0.883471, 0.997788, 0.921052, 0.997849, 0.893691, 0.997849, 0.900808, 0.997863, 0.918197, 0.997722, 0.928816, 0.997788, 0.934219, 0.997849, 0.997835, 0.733333, 0.997925, 0.811321, 0.938117, 0.997863, 0.963847, 0.969072, 
76.0, 0.967717, 0.733333, 0.997817, 0.829056, 0.997817, 0.867501, 0.997817, 0.891122, 0.997817, 0.835616, 0.997849, 0.895981, 0.997849, 0.916637, 0.997849, 0.883471, 0.997788, 0.921052, 0.997849, 0.893691, 0.997849, 0.900808, 0.997863, 0.918197, 0.997722, 0.928816, 0.997788, 0.934219, 0.997849, 0.997835, 0.733333, 0.997925, 0.811321, 0.938117, 0.997863, 0.963847, 0.969072, 
77.0, 0.966697, 0.700000, 0.997817, 0.815684, 0.997817, 0.857753, 0.997817, 0.883696, 0.997817, 0.835616, 0.997849, 0.887197, 0.997849, 0.911888, 0.997849, 0.876460, 0.997788, 0.917666, 0.997849, 0.887307, 0.997849, 0.895990, 0.997863, 0.913287, 0.997722, 0.926100, 0.997788, 0.931805, 0.997849, 0.997835, 0.733333, 0.997925, 0.811321, 0.935980, 0.997863, 0.963847, 0.969072, 
80.0, 0.966697, 0.700000, 0.997817, 0.815684, 0.997817, 0.857753, 0.997817, 0.883696, 0.997817, 0.835616, 0.997849, 0.887197, 0.997849, 0.911888, 0.997849, 0.876460, 0.997788, 0.917666, 0.997849, 0.887307, 0.997849, 0.895990, 0.997863, 0.913287, 0.997722, 0.926100, 0.997788, 0.931805, 0.997849, 0.997835, 0.733333, 0.997925, 0.811321, 0.935980, 0.997863, 0.963847, 0.969072, 
81.0, 0.965676, 0.700000, 0.997817, 0.815684, 0.997817, 0.848006, 0.997817, 0.876270, 0.997817, 0.821689, 0.997849, 0.887197, 0.997849, 0.907139, 0.997849, 0.876460, 0.997788, 0.914280, 0.997849, 0.880924, 0.997849, 0.891173, 0.997863, 0.913287, 0.997722, 0.923384, 0.997788, 0.929391, 0.997849, 0.997835, 0.733333, 0.997925, 0.792453, 0.933843, 0.997863, 0.961632, 0.958763, 
82.0, 0.963632, 0.666667, 0.997817, 0.802313, 0.997817, 0.828512, 0.997817, 0.861418, 0.997817, 0.821689, 0.997849, 0.878413, 0.997849, 0.897640, 0.997849, 0.862436, 0.997788, 0.907507, 0.997849, 0.868157, 0.997849, 0.881539, 0.997863, 0.903466, 0.997722, 0.917953, 0.997788, 0.924563, 0.997849, 0.997835, 0.700000, 0.997925, 0.773585, 0.929570, 0.997863, 0.959411, 0.948342, 
84.0, 0.962608, 0.666667, 0.997817, 0.802313, 0.997817, 0.828512, 0.997817, 0.861418, 0.997817, 0.821689, 0.995561, 0.878413, 0.995561, 0.897640, 0.995561, 0.862436, 0.995429, 0.907507, 0.995561, 0.868157, 0.995561, 0.881539, 0.995590, 0.903466, 0.995289, 0.917953, 0.995429, 0.924563, 0.995561, 0.995547, 0.700000, 0.995708, 0.773585, 0.929570, 0.995590, 0.959411, 0.948342, 
85.0, 0.961583, 0.666667, 0.997817, 0.802313, 0.997817, 0.828512, 0.997817, 0.861418, 0.997817, 0.821689, 0.995561, 0.878413, 0.995561, 0.897640, 0.995561, 0.862436, 0.995429, 0.907507, 0.995561, 0.868157, 0.995561, 0.881539, 0.995590, 0.903466, 0.995289, 0.915229, 0.995429, 0.922142, 0.995561, 0.995547, 0.700000, 0.995708, 0.773585, 0.927428, 0.995590, 0.959411, 0.948342, 
86.0, 0.961583, 0.666667, 0.997817, 0.802313, 0.997817, 0.828512, 0.997817, 0.861418, 0.997817, 0.821689, 0.995561, 0.878413, 0.995561, 0.897640, 0.995561, 0.862436, 0.995429, 0.907507, 0.995561, 0.868157, 0.995561, 0.881539, 0.995590, 0.903466, 0.995289, 0.915229, 0.995429, 0.922142, 0.995561, 0.995547, 0.700000, 0.995708, 0.773585, 0.927428, 0.995590, 0.959411, 0.948342, 
87.0, 0.960556, 0.633333, 0.997817, 0.788941, 0.997817, 0.818765, 0.997817, 0.853992, 0.997817, 0.807763, 0.995561, 0.869540, 0.995561, 0.892890, 0.995561, 0.855425, 0.995429, 0.904108, 0.995561, 0.861773, 0.995561, 0.876722, 0.995590, 0.898529, 0.995289, 0.912505, 0.995429, 0.919722, 0.995561, 0.995547, 0.700000, 0.995708, 0.773585, 0.925286, 0.995590, 0.959411, 0.948342, 
88.0, 0.960556, 0.633333, 0.997817, 0.788941, 0.997817, 0.818765, 0.997817, 0.853992, 0.997817, 0.807763, 0.995561, 0.869540, 0.995561, 0.892890, 0.995561, 0.855425, 0.995429, 0.904108, 0.995561, 0.861773, 0.995561, 0.876722, 0.995590, 0.898529, 0.995289, 0.912505, 0.995429, 0.919722, 0.995561, 0.995547, 0.700000, 0.995708, 0.773585, 0.925286, 0.995590, 0.959411, 0.948342, 
89.0, 0.960556, 0.633333, 0.997817, 0.788941, 0.997817, 0.818765, 0.997817, 0.853992, 0.997817, 0.807763, 0.995561, 0.869540, 0.995561, 0.892890, 0.995561, 0.855425, 0.995429, 0.904108, 0.995561, 0.861773, 0.995561, 0.876722, 0.995590, 0.898529, 0.995289, 0.912505, 0.995429, 0.919722, 0.995561, 0.995547, 0.700000, 0.995708, 0.773585, 0.925286, 0.995590, 0.959411, 0.948342, 
90.0, 0.959521, 0.633333, 0.995469, 0.788941, 0.995469, 0.818765, 0.995469, 0.853992, 0.995469, 0.807763, 0.993246, 0.869540, 0.993246, 0.892890, 0.993246, 0.855425, 0.993047, 0.904108, 0.993246, 0.861773, 0.993246, 0.876722, 0.993291, 0.898529, 0.992831, 0.912505, 0.993047, 0.919722, 0.993246, 0.993232, 0.700000, 0.993465, 0.773585, 0.925286, 0.993291, 0.957169, 0.937920, 
91.0, 0.956412, 0.633333, 0.995469, 0.762197, 0.995469, 0.789523, 0.995469, 0.831714, 0.995469, 0.807763, 0.993246, 0.851424, 0.993246, 0.878566, 0.993246, 0.841285, 0.993047, 0.893834, 0.993246, 0.842623, 0.993246, 0.862190, 0.993291, 0.888546, 0.992831, 0.904284, 0.993047, 0.912403, 0.993246, 0.993232, 0.700000, 0.993465, 0.773585, 0.918800, 0.993291, 0.954928, 0.937920, 
92.0, 0.956412, 0.633333, 0.995469, 0.762197, 0.995469, 0.789523, 0.995469, 0.831714, 0.995469, 0.807763, 0.993246, 0.851424, 0.993246, 0.878566, 0.993246, 0.841285, 0.993047, 0.893834, 0.993246, 0.842623, 0.993246, 0.862190, 0.993291, 0.888546, 0.992831, 0.904284, 0.993047, 0.912403, 0.993246, 0.993232, 0.700000, 0.993465, 0.773585, 0.918800, 0.993291, 0.954928, 0.937920, 
