time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, r14_l, r14_r, r15_l, r15_r, 
11.0, 0.923333, 0.800000, 0.942478, 0.857143, 1.000000, 0.821429, 0.942446, 0.854701, 0.942708, 0.878049, 0.931880, 0.911854, 0.818182, 0.866667, 0.823529, 0.906149, 0.818182, 0.890909, 1.000000, 0.902439, 0.954887, 0.923077, 0.965812, 0.918033, 0.932401, 0.912371, 0.927711, 0.943182, 0.800000, 0.923261, 0.818182, 
12.0, 0.908889, 0.666667, 0.942478, 0.775510, 1.000000, 0.750000, 0.942446, 0.803419, 0.942708, 0.804878, 0.923706, 0.893617, 0.696970, 0.844444, 0.705882, 0.896440, 0.696970, 0.881818, 1.000000, 0.890244, 0.954887, 0.909091, 0.957265, 0.904918, 0.923077, 0.886598, 0.903614, 0.943182, 0.666667, 0.908873, 0.696970, 
13.0, 0.900000, 0.666667, 0.938053, 0.734694, 1.000000, 0.738095, 0.935252, 0.786325, 0.937500, 0.804878, 0.915531, 0.887538, 0.666667, 0.829630, 0.676471, 0.889968, 0.666667, 0.881818, 1.000000, 0.878049, 0.939850, 0.902098, 0.940171, 0.895082, 0.913753, 0.876289, 0.891566, 0.937500, 0.666667, 0.901679, 0.666667, 
14.0, 0.896667, 0.666667, 0.933628, 0.734694, 1.000000, 0.738095, 0.935252, 0.786325, 0.937500, 0.804878, 0.912807, 0.887538, 0.666667, 0.822222, 0.676471, 0.889968, 0.666667, 0.872727, 1.000000, 0.878049, 0.939850, 0.888112, 0.940171, 0.888525, 0.911422, 0.876289, 0.891566, 0.931818, 0.666667, 0.901679, 0.666667, 
15.0, 0.894444, 0.666667, 0.933628, 0.714286, 1.000000, 0.726190, 0.935252, 0.769231, 0.937500, 0.804878, 0.910082, 0.887538, 0.666667, 0.807407, 0.676471, 0.889968, 0.666667, 0.872727, 1.000000, 0.865854, 0.932331, 0.881119, 0.931624, 0.885246, 0.909091, 0.876289, 0.879518, 0.931818, 0.666667, 0.901679, 0.666667, 
16.0, 0.883333, 0.666667, 0.920354, 0.714286, 1.000000, 0.726190, 0.920863, 0.769231, 0.921875, 0.780488, 0.904632, 0.881459, 0.666667, 0.800000, 0.676471, 0.886731, 0.666667, 0.863636, 0.968750, 0.817073, 0.917293, 0.846154, 0.923077, 0.875410, 0.899767, 0.865979, 0.879518, 0.920455, 0.666667, 0.896882, 0.666667, 
17.0, 0.876667, 0.633333, 0.915929, 0.693878, 1.000000, 0.714286, 0.913669, 0.752137, 0.911458, 0.780488, 0.896458, 0.875380, 0.636364, 0.785185, 0.647059, 0.883495, 0.636364, 0.854545, 0.968750, 0.804878, 0.902256, 0.832168, 0.905983, 0.868852, 0.892774, 0.855670, 0.879518, 0.914773, 0.633333, 0.892086, 0.636364, 
18.0, 0.865556, 0.633333, 0.915929, 0.693878, 1.000000, 0.714286, 0.913669, 0.752137, 0.911458, 0.756098, 0.885559, 0.854103, 0.636364, 0.785185, 0.647059, 0.867314, 0.636364, 0.845455, 0.937500, 0.780488, 0.902256, 0.818182, 0.905983, 0.852459, 0.883450, 0.845361, 0.867470, 0.914773, 0.633333, 0.875300, 0.636364, 
19.0, 0.855556, 0.600000, 0.915929, 0.653061, 1.000000, 0.690476, 0.913669, 0.726496, 0.906250, 0.756098, 0.877384, 0.841945, 0.606061, 0.762963, 0.617647, 0.854369, 0.606061, 0.827273, 0.906250, 0.756098, 0.887218, 0.804196, 0.888889, 0.836066, 0.876457, 0.835052, 0.855422, 0.909091, 0.600000, 0.865707, 0.606061, 
20.0, 0.847778, 0.600000, 0.911504, 0.632653, 1.000000, 0.690476, 0.913669, 0.717949, 0.906250, 0.756098, 0.869210, 0.826748, 0.606061, 0.755556, 0.617647, 0.838188, 0.606061, 0.818182, 0.906250, 0.743902, 0.887218, 0.797203, 0.888889, 0.836066, 0.869464, 0.829897, 0.843373, 0.909091, 0.600000, 0.851319, 0.606061, 
21.0, 0.844444, 0.600000, 0.907080, 0.632653, 0.976190, 0.690476, 0.913669, 0.717949, 0.906250, 0.756098, 0.863760, 0.820669, 0.606061, 0.755556, 0.617647, 0.834951, 0.606061, 0.818182, 0.906250, 0.743902, 0.887218, 0.797203, 0.888889, 0.832787, 0.864802, 0.829897, 0.831325, 0.909091, 0.600000, 0.844125, 0.606061, 
22.0, 0.837778, 0.600000, 0.902655, 0.632653, 0.976190, 0.690476, 0.913669, 0.717949, 0.901042, 0.707317, 0.861035, 0.820669, 0.606061, 0.755556, 0.617647, 0.831715, 0.606061, 0.800000, 0.906250, 0.719512, 0.879699, 0.783217, 0.880342, 0.822951, 0.862471, 0.814433, 0.819277, 0.903409, 0.600000, 0.841727, 0.606061, 
23.0, 0.828889, 0.600000, 0.884956, 0.632653, 0.928571, 0.690476, 0.906475, 0.709402, 0.895833, 0.682927, 0.850136, 0.811550, 0.606061, 0.748148, 0.617647, 0.818770, 0.606061, 0.790909, 0.906250, 0.707317, 0.879699, 0.776224, 0.880342, 0.813115, 0.853147, 0.814433, 0.807229, 0.892045, 0.600000, 0.829736, 0.606061, 
24.0, 0.822222, 0.566667, 0.876106, 0.612245, 0.928571, 0.678571, 0.884892, 0.700855, 0.880208, 0.682927, 0.836512, 0.808511, 0.575758, 0.733333, 0.588235, 0.818770, 0.575758, 0.790909, 0.875000, 0.707317, 0.864662, 0.769231, 0.854701, 0.809836, 0.841492, 0.809278, 0.771084, 0.875000, 0.566667, 0.827338, 0.575758, 
25.0, 0.813333, 0.566667, 0.867257, 0.612245, 0.928571, 0.666667, 0.877698, 0.700855, 0.869792, 0.682927, 0.828338, 0.799392, 0.575758, 0.725926, 0.588235, 0.809061, 0.575758, 0.781818, 0.875000, 0.695122, 0.857143, 0.762238, 0.846154, 0.796721, 0.834499, 0.793814, 0.771084, 0.863636, 0.566667, 0.817746, 0.575758, 
26.0, 0.804444, 0.566667, 0.858407, 0.612245, 0.928571, 0.666667, 0.863309, 0.692308, 0.854167, 0.658537, 0.817439, 0.787234, 0.575758, 0.718519, 0.588235, 0.796117, 0.575758, 0.772727, 0.875000, 0.695122, 0.849624, 0.755245, 0.837607, 0.790164, 0.825175, 0.778351, 0.771084, 0.852273, 0.566667, 0.808153, 0.575758, 
27.0, 0.795556, 0.566667, 0.849558, 0.612245, 0.928571, 0.666667, 0.863309, 0.692308, 0.843750, 0.658537, 0.806540, 0.778116, 0.575758, 0.711111, 0.588235, 0.783172, 0.575758, 0.763636, 0.843750, 0.670732, 0.842105, 0.741259, 0.829060, 0.783607, 0.815851, 0.768041, 0.771084, 0.840909, 0.566667, 0.798561, 0.575758, 
28.0, 0.787778, 0.566667, 0.845133, 0.612245, 0.928571, 0.654762, 0.856115, 0.675214, 0.838542, 0.658537, 0.801090, 0.772036, 0.575758, 0.688889, 0.588235, 0.776699, 0.575758, 0.745455, 0.843750, 0.646341, 0.842105, 0.720280, 0.829060, 0.773770, 0.808858, 0.762887, 0.771084, 0.835227, 0.566667, 0.793765, 0.575758, 
29.0, 0.780000, 0.566667, 0.836283, 0.612245, 0.928571, 0.654762, 0.848921, 0.675214, 0.828125, 0.634146, 0.790191, 0.762918, 0.575758, 0.681481, 0.588235, 0.770227, 0.575758, 0.745455, 0.812500, 0.646341, 0.834586, 0.720280, 0.829060, 0.770492, 0.797203, 0.752577, 0.759036, 0.823864, 0.566667, 0.786571, 0.575758, 
30.0, 0.772222, 0.566667, 0.818584, 0.612245, 0.904762, 0.654762, 0.841727, 0.675214, 0.822917, 0.609756, 0.776567, 0.756839, 0.575758, 0.681481, 0.588235, 0.766990, 0.575758, 0.736364, 0.812500, 0.634146, 0.834586, 0.713287, 0.829060, 0.767213, 0.785548, 0.747423, 0.759036, 0.812500, 0.566667, 0.776978, 0.575758, 
31.0, 0.762222, 0.566667, 0.818584, 0.571429, 0.904762, 0.630952, 0.841727, 0.658120, 0.822917, 0.585366, 0.773842, 0.735562, 0.575758, 0.666667, 0.588235, 0.747573, 0.575758, 0.700000, 0.812500, 0.621951, 0.834586, 0.699301, 0.829060, 0.747541, 0.783217, 0.737113, 0.759036, 0.812500, 0.566667, 0.760192, 0.575758, 
32.0, 0.757778, 0.566667, 0.814159, 0.571429, 0.904762, 0.630952, 0.841727, 0.658120, 0.822917, 0.585366, 0.771117, 0.726444, 0.575758, 0.666667, 0.588235, 0.741100, 0.575758, 0.690909, 0.812500, 0.621951, 0.834586, 0.699301, 0.829060, 0.744262, 0.778555, 0.731959, 0.759036, 0.812500, 0.566667, 0.752998, 0.575758, 
33.0, 0.753333, 0.566667, 0.814159, 0.571429, 0.904762, 0.630952, 0.841727, 0.658120, 0.822917, 0.585366, 0.768392, 0.717325, 0.575758, 0.666667, 0.588235, 0.737864, 0.575758, 0.681818, 0.812500, 0.609756, 0.834586, 0.692308, 0.829060, 0.737705, 0.773893, 0.726804, 0.759036, 0.812500, 0.566667, 0.745803, 0.575758, 
34.0, 0.738889, 0.533333, 0.800885, 0.551020, 0.880952, 0.595238, 0.827338, 0.632479, 0.812500, 0.560976, 0.746594, 0.708207, 0.545455, 0.651852, 0.558824, 0.728155, 0.545455, 0.681818, 0.750000, 0.609756, 0.819549, 0.685315, 0.811966, 0.734426, 0.752914, 0.711340, 0.734940, 0.801136, 0.533333, 0.736211, 0.545455, 
35.0, 0.728889, 0.533333, 0.792035, 0.551020, 0.880952, 0.583333, 0.820144, 0.623932, 0.807292, 0.560976, 0.735695, 0.699088, 0.545455, 0.644444, 0.558824, 0.715210, 0.545455, 0.681818, 0.750000, 0.609756, 0.812030, 0.685315, 0.803419, 0.727869, 0.741259, 0.690722, 0.734940, 0.795455, 0.533333, 0.721823, 0.545455, 
36.0, 0.722222, 0.533333, 0.783186, 0.551020, 0.880952, 0.583333, 0.812950, 0.623932, 0.802083, 0.560976, 0.732970, 0.689970, 0.545455, 0.644444, 0.558824, 0.705502, 0.545455, 0.681818, 0.750000, 0.609756, 0.804511, 0.685315, 0.803419, 0.721311, 0.734266, 0.685567, 0.722892, 0.789773, 0.533333, 0.712230, 0.545455, 
37.0, 0.717778, 0.533333, 0.783186, 0.551020, 0.880952, 0.583333, 0.812950, 0.623932, 0.802083, 0.560976, 0.724796, 0.680851, 0.545455, 0.644444, 0.558824, 0.699029, 0.545455, 0.672727, 0.750000, 0.597561, 0.804511, 0.678322, 0.803419, 0.721311, 0.727273, 0.685567, 0.722892, 0.789773, 0.533333, 0.705036, 0.545455, 
38.0, 0.708889, 0.466667, 0.769912, 0.530612, 0.880952, 0.559524, 0.812950, 0.615385, 0.796875, 0.560976, 0.713896, 0.671733, 0.484848, 0.622222, 0.500000, 0.689320, 0.484848, 0.663636, 0.750000, 0.585366, 0.804511, 0.671329, 0.803419, 0.714754, 0.717949, 0.680412, 0.698795, 0.784091, 0.466667, 0.697842, 0.484848, 
39.0, 0.703333, 0.466667, 0.756637, 0.530612, 0.857143, 0.559524, 0.798561, 0.615385, 0.786458, 0.560976, 0.705722, 0.668693, 0.484848, 0.622222, 0.500000, 0.686084, 0.484848, 0.663636, 0.750000, 0.585366, 0.796992, 0.671329, 0.803419, 0.714754, 0.708625, 0.675258, 0.698795, 0.772727, 0.466667, 0.690647, 0.484848, 
40.0, 0.697778, 0.433333, 0.752212, 0.530612, 0.857143, 0.547619, 0.798561, 0.615385, 0.781250, 0.560976, 0.692098, 0.659574, 0.454545, 0.607407, 0.470588, 0.686084, 0.454545, 0.663636, 0.750000, 0.585366, 0.789474, 0.671329, 0.794872, 0.714754, 0.696970, 0.675258, 0.674699, 0.767045, 0.433333, 0.683453, 0.454545, 
41.0, 0.687778, 0.400000, 0.747788, 0.510204, 0.857143, 0.523810, 0.798561, 0.598291, 0.781250, 0.512195, 0.692098, 0.650456, 0.424242, 0.607407, 0.441176, 0.673139, 0.424242, 0.654545, 0.750000, 0.585366, 0.789474, 0.657343, 0.794872, 0.698361, 0.694639, 0.654639, 0.674699, 0.767045, 0.400000, 0.671463, 0.424242, 
42.0, 0.676667, 0.366667, 0.734513, 0.489796, 0.857143, 0.523810, 0.784173, 0.589744, 0.765625, 0.512195, 0.678474, 0.632219, 0.393939, 0.592593, 0.411765, 0.653722, 0.393939, 0.654545, 0.750000, 0.573171, 0.774436, 0.650350, 0.786325, 0.688525, 0.678322, 0.649485, 0.662651, 0.755682, 0.366667, 0.657074, 0.393939, 
43.0, 0.671111, 0.366667, 0.725664, 0.489796, 0.857143, 0.523810, 0.776978, 0.589744, 0.755208, 0.512195, 0.678474, 0.632219, 0.393939, 0.592593, 0.411765, 0.650485, 0.393939, 0.636364, 0.750000, 0.560976, 0.774436, 0.636364, 0.786325, 0.678689, 0.678322, 0.628866, 0.662651, 0.744318, 0.366667, 0.657074, 0.393939, 
44.0, 0.661111, 0.366667, 0.716814, 0.469388, 0.857143, 0.511905, 0.769784, 0.581197, 0.744792, 0.512195, 0.667575, 0.620061, 0.393939, 0.577778, 0.411765, 0.640777, 0.393939, 0.618182, 0.750000, 0.560976, 0.766917, 0.636364, 0.777778, 0.665574, 0.668998, 0.618557, 0.662651, 0.732955, 0.366667, 0.645084, 0.393939, 
45.0, 0.653333, 0.366667, 0.694690, 0.469388, 0.857143, 0.511905, 0.755396, 0.572650, 0.723958, 0.487805, 0.653951, 0.617021, 0.393939, 0.570370, 0.411765, 0.640777, 0.393939, 0.618182, 0.750000, 0.560976, 0.751880, 0.636364, 0.760684, 0.662295, 0.657343, 0.608247, 0.650602, 0.715909, 0.366667, 0.642686, 0.393939, 
46.0, 0.642222, 0.366667, 0.685841, 0.469388, 0.857143, 0.500000, 0.741007, 0.555556, 0.713542, 0.487805, 0.640327, 0.610942, 0.393939, 0.555556, 0.411765, 0.637540, 0.393939, 0.590909, 0.750000, 0.536585, 0.736842, 0.622378, 0.743590, 0.645902, 0.645688, 0.608247, 0.638554, 0.704545, 0.366667, 0.635492, 0.393939, 
47.0, 0.636667, 0.366667, 0.676991, 0.469388, 0.833333, 0.500000, 0.733813, 0.555556, 0.713542, 0.487805, 0.629428, 0.604863, 0.393939, 0.555556, 0.411765, 0.634304, 0.393939, 0.581818, 0.750000, 0.536585, 0.736842, 0.615385, 0.743590, 0.642623, 0.636364, 0.608247, 0.638554, 0.698864, 0.366667, 0.630695, 0.393939, 
48.0, 0.627778, 0.366667, 0.668142, 0.469388, 0.833333, 0.500000, 0.719424, 0.555556, 0.697917, 0.487805, 0.621253, 0.595745, 0.393939, 0.548148, 0.411765, 0.621359, 0.393939, 0.572727, 0.750000, 0.524390, 0.714286, 0.608392, 0.726496, 0.629508, 0.629371, 0.597938, 0.626506, 0.681818, 0.366667, 0.621103, 0.393939, 
49.0, 0.612222, 0.366667, 0.663717, 0.448980, 0.833333, 0.488095, 0.712230, 0.547009, 0.687500, 0.487805, 0.615804, 0.577508, 0.393939, 0.540741, 0.411765, 0.601942, 0.393939, 0.554545, 0.750000, 0.524390, 0.706767, 0.580420, 0.717949, 0.603279, 0.622378, 0.577320, 0.614458, 0.670455, 0.366667, 0.601918, 0.393939, 
50.0, 0.605556, 0.366667, 0.654867, 0.448980, 0.833333, 0.488095, 0.712230, 0.547009, 0.682292, 0.487805, 0.607629, 0.565350, 0.393939, 0.540741, 0.411765, 0.592233, 0.393939, 0.554545, 0.750000, 0.524390, 0.706767, 0.580420, 0.717949, 0.600000, 0.613054, 0.572165, 0.614458, 0.664773, 0.366667, 0.589928, 0.393939, 
51.0, 0.600000, 0.366667, 0.650442, 0.448980, 0.833333, 0.476190, 0.705036, 0.538462, 0.677083, 0.463415, 0.602180, 0.556231, 0.393939, 0.533333, 0.411765, 0.582524, 0.393939, 0.545455, 0.750000, 0.524390, 0.691729, 0.580420, 0.700855, 0.593443, 0.608392, 0.567010, 0.614458, 0.659091, 0.366667, 0.582734, 0.393939, 
52.0, 0.593333, 0.333333, 0.641593, 0.387755, 0.833333, 0.452381, 0.690647, 0.512821, 0.666667, 0.439024, 0.599455, 0.553191, 0.363636, 0.518519, 0.382353, 0.579288, 0.363636, 0.536364, 0.750000, 0.512195, 0.676692, 0.573427, 0.692308, 0.586885, 0.603730, 0.551546, 0.614458, 0.647727, 0.333333, 0.580336, 0.363636, 
53.0, 0.582222, 0.333333, 0.637168, 0.367347, 0.833333, 0.440476, 0.683453, 0.504274, 0.661458, 0.439024, 0.591281, 0.544073, 0.363636, 0.511111, 0.382353, 0.563107, 0.363636, 0.509091, 0.750000, 0.500000, 0.669173, 0.559441, 0.683761, 0.563934, 0.596737, 0.536082, 0.614458, 0.642045, 0.333333, 0.565947, 0.363636, 
54.0, 0.576667, 0.333333, 0.632743, 0.367347, 0.833333, 0.440476, 0.683453, 0.504274, 0.661458, 0.439024, 0.583106, 0.537994, 0.363636, 0.511111, 0.382353, 0.556634, 0.363636, 0.509091, 0.750000, 0.487805, 0.669173, 0.552448, 0.683761, 0.563934, 0.589744, 0.536082, 0.614458, 0.642045, 0.333333, 0.556355, 0.363636, 
55.0, 0.563333, 0.333333, 0.623894, 0.367347, 0.833333, 0.428571, 0.683453, 0.487179, 0.651042, 0.439024, 0.574932, 0.525836, 0.363636, 0.496296, 0.382353, 0.540453, 0.363636, 0.481818, 0.750000, 0.451220, 0.669173, 0.524476, 0.683761, 0.550820, 0.582751, 0.525773, 0.590361, 0.636364, 0.333333, 0.544365, 0.363636, 
56.0, 0.551111, 0.333333, 0.615044, 0.367347, 0.809524, 0.428571, 0.676259, 0.487179, 0.645833, 0.439024, 0.566757, 0.513678, 0.363636, 0.496296, 0.382353, 0.533981, 0.363636, 0.463636, 0.750000, 0.451220, 0.661654, 0.524476, 0.675214, 0.537705, 0.571096, 0.520619, 0.578313, 0.630682, 0.333333, 0.525180, 0.363636, 
57.0, 0.545556, 0.333333, 0.606195, 0.367347, 0.785714, 0.428571, 0.661871, 0.487179, 0.635417, 0.439024, 0.561308, 0.504559, 0.363636, 0.496296, 0.382353, 0.524272, 0.363636, 0.454545, 0.750000, 0.451220, 0.654135, 0.524476, 0.666667, 0.531148, 0.564103, 0.515464, 0.578313, 0.619318, 0.333333, 0.517986, 0.363636, 
58.0, 0.533333, 0.333333, 0.597345, 0.367347, 0.785714, 0.428571, 0.654676, 0.478632, 0.625000, 0.414634, 0.553134, 0.492401, 0.363636, 0.488889, 0.382353, 0.514563, 0.363636, 0.445455, 0.750000, 0.439024, 0.646617, 0.510490, 0.658120, 0.521311, 0.557110, 0.489691, 0.578313, 0.613636, 0.333333, 0.503597, 0.363636, 
59.0, 0.530000, 0.333333, 0.592920, 0.367347, 0.785714, 0.428571, 0.654676, 0.478632, 0.625000, 0.414634, 0.547684, 0.489362, 0.363636, 0.488889, 0.382353, 0.511327, 0.363636, 0.445455, 0.750000, 0.439024, 0.646617, 0.510490, 0.658120, 0.518033, 0.552448, 0.489691, 0.578313, 0.613636, 0.333333, 0.498801, 0.363636, 
60.0, 0.493333, 0.266667, 0.570796, 0.326531, 0.761905, 0.380952, 0.618705, 0.435897, 0.593750, 0.365854, 0.517711, 0.458967, 0.303030, 0.451852, 0.323529, 0.469256, 0.303030, 0.418182, 0.656250, 0.402439, 0.593985, 0.461538, 0.589744, 0.468852, 0.517483, 0.453608, 0.530120, 0.579545, 0.266667, 0.465228, 0.303030, 
61.0, 0.482222, 0.266667, 0.566372, 0.306122, 0.761905, 0.369048, 0.611511, 0.427350, 0.583333, 0.365854, 0.501362, 0.440729, 0.303030, 0.437037, 0.323529, 0.462783, 0.303030, 0.418182, 0.625000, 0.390244, 0.586466, 0.454545, 0.581197, 0.462295, 0.501166, 0.443299, 0.518072, 0.568182, 0.266667, 0.450839, 0.303030, 
62.0, 0.475556, 0.266667, 0.557522, 0.306122, 0.738095, 0.369048, 0.597122, 0.427350, 0.572917, 0.365854, 0.495913, 0.434650, 0.303030, 0.437037, 0.323529, 0.453074, 0.303030, 0.418182, 0.625000, 0.390244, 0.578947, 0.454545, 0.572650, 0.452459, 0.494172, 0.432990, 0.518072, 0.556818, 0.266667, 0.446043, 0.303030, 
63.0, 0.466667, 0.266667, 0.544248, 0.306122, 0.738095, 0.369048, 0.589928, 0.410256, 0.562500, 0.365854, 0.490463, 0.431611, 0.303030, 0.422222, 0.323529, 0.449838, 0.303030, 0.390909, 0.625000, 0.378049, 0.578947, 0.426573, 0.572650, 0.439344, 0.484848, 0.417526, 0.518072, 0.551136, 0.266667, 0.441247, 0.303030, 
64.0, 0.463333, 0.266667, 0.544248, 0.306122, 0.738095, 0.369048, 0.589928, 0.410256, 0.562500, 0.365854, 0.487738, 0.422492, 0.303030, 0.422222, 0.323529, 0.440129, 0.303030, 0.381818, 0.625000, 0.378049, 0.578947, 0.426573, 0.572650, 0.436066, 0.482517, 0.412371, 0.518072, 0.551136, 0.266667, 0.434053, 0.303030, 
65.0, 0.376667, 0.166667, 0.460177, 0.224490, 0.666667, 0.261905, 0.525180, 0.307692, 0.484375, 0.170732, 0.408719, 0.349544, 0.212121, 0.348148, 0.235294, 0.352751, 0.212121, 0.318182, 0.468750, 0.304878, 0.488722, 0.335664, 0.495726, 0.344262, 0.398601, 0.314433, 0.445783, 0.471591, 0.166667, 0.354916, 0.212121, 
66.0, 0.366667, 0.166667, 0.429204, 0.224490, 0.595238, 0.261905, 0.496403, 0.299145, 0.458333, 0.170732, 0.392371, 0.343465, 0.212121, 0.340741, 0.235294, 0.346278, 0.212121, 0.309091, 0.468750, 0.304878, 0.481203, 0.335664, 0.487179, 0.337705, 0.384615, 0.314433, 0.421687, 0.443182, 0.166667, 0.347722, 0.212121, 
67.0, 0.357778, 0.166667, 0.424779, 0.204082, 0.595238, 0.250000, 0.489209, 0.290598, 0.447917, 0.170732, 0.386921, 0.337386, 0.212121, 0.333333, 0.235294, 0.343042, 0.212121, 0.290909, 0.468750, 0.292683, 0.473684, 0.314685, 0.478632, 0.321311, 0.379953, 0.309278, 0.409639, 0.431818, 0.166667, 0.342926, 0.212121, 
68.0, 0.353333, 0.166667, 0.420354, 0.204082, 0.595238, 0.250000, 0.482014, 0.290598, 0.442708, 0.170732, 0.384196, 0.334347, 0.212121, 0.333333, 0.235294, 0.339806, 0.212121, 0.290909, 0.468750, 0.280488, 0.466165, 0.307692, 0.470085, 0.311475, 0.377622, 0.298969, 0.397590, 0.426136, 0.166667, 0.340528, 0.212121, 
69.0, 0.348889, 0.166667, 0.415929, 0.183673, 0.595238, 0.238095, 0.474820, 0.282051, 0.437500, 0.170732, 0.378747, 0.328267, 0.212121, 0.325926, 0.235294, 0.336570, 0.212121, 0.281818, 0.468750, 0.280488, 0.458647, 0.300699, 0.470085, 0.308197, 0.370629, 0.298969, 0.397590, 0.420455, 0.166667, 0.335731, 0.212121, 
71.0, 0.344444, 0.166667, 0.415929, 0.183673, 0.595238, 0.238095, 0.474820, 0.273504, 0.437500, 0.170732, 0.376022, 0.322188, 0.212121, 0.318519, 0.235294, 0.330097, 0.212121, 0.272727, 0.468750, 0.256098, 0.458647, 0.286713, 0.470085, 0.301639, 0.368298, 0.293814, 0.397590, 0.420455, 0.166667, 0.330935, 0.212121, 
72.0, 0.336667, 0.133333, 0.407080, 0.183673, 0.595238, 0.226190, 0.460432, 0.264957, 0.427083, 0.170732, 0.362398, 0.310030, 0.181818, 0.311111, 0.205882, 0.317152, 0.181818, 0.263636, 0.437500, 0.256098, 0.443609, 0.286713, 0.452991, 0.298361, 0.354312, 0.293814, 0.373494, 0.409091, 0.133333, 0.321343, 0.181818, 
