time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, r14_l, r14_r, r15_l, r15_r, r16_l, r16_r, r17_l, r17_r, r18_l, r18_r, r19_l, r19_r, r20_l, r20_r, r21_l, r21_r, r22_l, r22_r, r23_l, r23_r, 
11.0, 0.926667, 0.833333, 0.952727, 0.833333, 0.942623, 0.852941, 0.978261, 0.892308, 0.959184, 0.927835, 0.959184, 0.913793, 0.960784, 0.906977, 0.959184, 0.911917, 0.959184, 0.916300, 0.960784, 0.923077, 0.928571, 0.933566, 0.920000, 0.880952, 0.970149, 0.917197, 0.958333, 0.894737, 0.952899, 0.835052, 0.960396, 0.888372, 0.962500, 0.908397, 0.930851, 0.914373, 0.930851, 0.821918, 0.952055, 0.926267, 0.928571, 0.950000, 0.904762, 0.920000, 0.922619, 0.925000, 0.922619, 
12.0, 0.910000, 0.700000, 0.945455, 0.833333, 0.930328, 0.823529, 0.978261, 0.861538, 0.959184, 0.896907, 0.959184, 0.879310, 0.960784, 0.883721, 0.959184, 0.891192, 0.959184, 0.889868, 0.960784, 0.893773, 0.920635, 0.912587, 0.900000, 0.880952, 0.970149, 0.898089, 0.958333, 0.842105, 0.945652, 0.835052, 0.930693, 0.869767, 0.950000, 0.881679, 0.914894, 0.892966, 0.914894, 0.753425, 0.945205, 0.907834, 0.920635, 0.944444, 0.904762, 0.908000, 0.907738, 0.914286, 0.907738, 
13.0, 0.902222, 0.700000, 0.938182, 0.833333, 0.918033, 0.823529, 0.978261, 0.861538, 0.959184, 0.896907, 0.959184, 0.879310, 0.960784, 0.883721, 0.959184, 0.886010, 0.959184, 0.885463, 0.960784, 0.890110, 0.920635, 0.909091, 0.900000, 0.833333, 0.970149, 0.891720, 0.958333, 0.842105, 0.938406, 0.835052, 0.910891, 0.869767, 0.925000, 0.881679, 0.898936, 0.889908, 0.898936, 0.739726, 0.938356, 0.900922, 0.920635, 0.938889, 0.904762, 0.896000, 0.904762, 0.903571, 0.904762, 
14.0, 0.898889, 0.700000, 0.927273, 0.833333, 0.909836, 0.823529, 0.978261, 0.861538, 0.959184, 0.896907, 0.959184, 0.879310, 0.960784, 0.883721, 0.959184, 0.886010, 0.959184, 0.885463, 0.960784, 0.890110, 0.920635, 0.909091, 0.900000, 0.833333, 0.970149, 0.891720, 0.958333, 0.842105, 0.927536, 0.835052, 0.910891, 0.869767, 0.925000, 0.881679, 0.888298, 0.889908, 0.888298, 0.739726, 0.924658, 0.898618, 0.920635, 0.933333, 0.880952, 0.888000, 0.901786, 0.896429, 0.901786, 
15.0, 0.896667, 0.700000, 0.927273, 0.833333, 0.905738, 0.823529, 0.978261, 0.861538, 0.959184, 0.896907, 0.959184, 0.879310, 0.960784, 0.883721, 0.959184, 0.886010, 0.959184, 0.885463, 0.960784, 0.890110, 0.920635, 0.905594, 0.900000, 0.833333, 0.970149, 0.888535, 0.958333, 0.842105, 0.927536, 0.835052, 0.900990, 0.869767, 0.912500, 0.881679, 0.882979, 0.889908, 0.882979, 0.739726, 0.924658, 0.896313, 0.920635, 0.933333, 0.880952, 0.884000, 0.901786, 0.892857, 0.901786, 
16.0, 0.884444, 0.700000, 0.905455, 0.833333, 0.897541, 0.794118, 0.978261, 0.846154, 0.959184, 0.886598, 0.959184, 0.862069, 0.960784, 0.875969, 0.959184, 0.870466, 0.959184, 0.872247, 0.960784, 0.879121, 0.912698, 0.895105, 0.900000, 0.761905, 0.970149, 0.869427, 0.958333, 0.842105, 0.905797, 0.824742, 0.891089, 0.865116, 0.912500, 0.877863, 0.877660, 0.883792, 0.877660, 0.739726, 0.917808, 0.882488, 0.912698, 0.922222, 0.833333, 0.872000, 0.895833, 0.882143, 0.895833, 
17.0, 0.876667, 0.666667, 0.894545, 0.833333, 0.893443, 0.794118, 0.978261, 0.830769, 0.959184, 0.876289, 0.959184, 0.853448, 0.960784, 0.868217, 0.959184, 0.865285, 0.959184, 0.863436, 0.960784, 0.871795, 0.904762, 0.888112, 0.900000, 0.714286, 0.970149, 0.859873, 0.958333, 0.824561, 0.894928, 0.814433, 0.881188, 0.855814, 0.900000, 0.866412, 0.872340, 0.874618, 0.872340, 0.726027, 0.910959, 0.873272, 0.904762, 0.916667, 0.833333, 0.868000, 0.889881, 0.878571, 0.889881, 
18.0, 0.864444, 0.666667, 0.887273, 0.766667, 0.889344, 0.764706, 0.978261, 0.815385, 0.959184, 0.855670, 0.959184, 0.844828, 0.960784, 0.852713, 0.959184, 0.854922, 0.959184, 0.854626, 0.960784, 0.864469, 0.904762, 0.874126, 0.900000, 0.690476, 0.970149, 0.843949, 0.958333, 0.789474, 0.887681, 0.793814, 0.871287, 0.832558, 0.887500, 0.843511, 0.867021, 0.853211, 0.867021, 0.726027, 0.904110, 0.857143, 0.904762, 0.911111, 0.833333, 0.864000, 0.869048, 0.875000, 0.869048, 
19.0, 0.853333, 0.666667, 0.880000, 0.766667, 0.885246, 0.764706, 0.978261, 0.784615, 0.959184, 0.835052, 0.959184, 0.827586, 0.960784, 0.837209, 0.959184, 0.839378, 0.959184, 0.841410, 0.960784, 0.849817, 0.904762, 0.860140, 0.900000, 0.595238, 0.970149, 0.821656, 0.958333, 0.771930, 0.880435, 0.773196, 0.871287, 0.818605, 0.887500, 0.832061, 0.867021, 0.840979, 0.867021, 0.712329, 0.904110, 0.838710, 0.904762, 0.905556, 0.809524, 0.860000, 0.854167, 0.871429, 0.854167, 
20.0, 0.847778, 0.666667, 0.880000, 0.700000, 0.881148, 0.764706, 0.978261, 0.784615, 0.959184, 0.835052, 0.959184, 0.827586, 0.960784, 0.837209, 0.959184, 0.839378, 0.959184, 0.841410, 0.960784, 0.846154, 0.904762, 0.856643, 0.900000, 0.571429, 0.970149, 0.818471, 0.958333, 0.771930, 0.880435, 0.762887, 0.871287, 0.809302, 0.887500, 0.820611, 0.867021, 0.831804, 0.867021, 0.712329, 0.904110, 0.834101, 0.904762, 0.905556, 0.809524, 0.860000, 0.851190, 0.867857, 0.851190, 
21.0, 0.844444, 0.666667, 0.880000, 0.700000, 0.877049, 0.764706, 0.978261, 0.784615, 0.959184, 0.835052, 0.959184, 0.827586, 0.960784, 0.837209, 0.959184, 0.839378, 0.959184, 0.841410, 0.960784, 0.846154, 0.904762, 0.856643, 0.900000, 0.571429, 0.970149, 0.815287, 0.958333, 0.771930, 0.880435, 0.752577, 0.871287, 0.800000, 0.887500, 0.812977, 0.867021, 0.825688, 0.867021, 0.712329, 0.904110, 0.831797, 0.904762, 0.900000, 0.809524, 0.856000, 0.848214, 0.864286, 0.848214, 
22.0, 0.836667, 0.666667, 0.869091, 0.700000, 0.872951, 0.764706, 0.978261, 0.784615, 0.959184, 0.835052, 0.959184, 0.818966, 0.960784, 0.829457, 0.959184, 0.823834, 0.959184, 0.823789, 0.960784, 0.831502, 0.904762, 0.839161, 0.900000, 0.571429, 0.970149, 0.808917, 0.958333, 0.754386, 0.869565, 0.752577, 0.871287, 0.800000, 0.887500, 0.812977, 0.861702, 0.822630, 0.861702, 0.712329, 0.897260, 0.820276, 0.904762, 0.900000, 0.809524, 0.852000, 0.833333, 0.860714, 0.833333, 
23.0, 0.828889, 0.666667, 0.861818, 0.700000, 0.860656, 0.764706, 0.978261, 0.769231, 0.959184, 0.824742, 0.959184, 0.801724, 0.960784, 0.821705, 0.959184, 0.813472, 0.959184, 0.814978, 0.960784, 0.824176, 0.896825, 0.832168, 0.900000, 0.571429, 0.970149, 0.802548, 0.958333, 0.719298, 0.862319, 0.752577, 0.871287, 0.790698, 0.887500, 0.805344, 0.856383, 0.816514, 0.856383, 0.712329, 0.890411, 0.815668, 0.896825, 0.888889, 0.809524, 0.840000, 0.830357, 0.846429, 0.830357, 
24.0, 0.821111, 0.633333, 0.850909, 0.700000, 0.852459, 0.764706, 0.978261, 0.769231, 0.959184, 0.824742, 0.959184, 0.801724, 0.960784, 0.821705, 0.959184, 0.803109, 0.959184, 0.806167, 0.960784, 0.813187, 0.896825, 0.825175, 0.900000, 0.571429, 0.970149, 0.796178, 0.958333, 0.719298, 0.851449, 0.752577, 0.861386, 0.781395, 0.875000, 0.797710, 0.845745, 0.810398, 0.845745, 0.712329, 0.876712, 0.808756, 0.896825, 0.877778, 0.809524, 0.832000, 0.827381, 0.839286, 0.827381, 
25.0, 0.814444, 0.633333, 0.843636, 0.700000, 0.848361, 0.735294, 0.978261, 0.753846, 0.959184, 0.814433, 0.959184, 0.784483, 0.960784, 0.813953, 0.959184, 0.787565, 0.959184, 0.792952, 0.960784, 0.802198, 0.888889, 0.814685, 0.900000, 0.571429, 0.970149, 0.786624, 0.958333, 0.719298, 0.844203, 0.752577, 0.861386, 0.781395, 0.875000, 0.793893, 0.845745, 0.807339, 0.845745, 0.698630, 0.876712, 0.799539, 0.888889, 0.872222, 0.785714, 0.824000, 0.818452, 0.832143, 0.818452, 
26.0, 0.805556, 0.633333, 0.836364, 0.700000, 0.844262, 0.705882, 0.978261, 0.738462, 0.959184, 0.793814, 0.959184, 0.775862, 0.960784, 0.798450, 0.959184, 0.766839, 0.959184, 0.775330, 0.960784, 0.783883, 0.880952, 0.797203, 0.900000, 0.571429, 0.970149, 0.773885, 0.958333, 0.701754, 0.836957, 0.742268, 0.861386, 0.767442, 0.875000, 0.778626, 0.840426, 0.795107, 0.840426, 0.698630, 0.869863, 0.788018, 0.880952, 0.866667, 0.761905, 0.820000, 0.806548, 0.828571, 0.806548, 
27.0, 0.796667, 0.633333, 0.829091, 0.633333, 0.840164, 0.676471, 0.978261, 0.723077, 0.959184, 0.783505, 0.959184, 0.767241, 0.960784, 0.782946, 0.959184, 0.756477, 0.959184, 0.766520, 0.960784, 0.772894, 0.873016, 0.786713, 0.900000, 0.571429, 0.955224, 0.767516, 0.958333, 0.684211, 0.829710, 0.721649, 0.861386, 0.753488, 0.875000, 0.767176, 0.840426, 0.785933, 0.840426, 0.698630, 0.869863, 0.778802, 0.873016, 0.861111, 0.738095, 0.816000, 0.794643, 0.821429, 0.794643, 
28.0, 0.787778, 0.600000, 0.818182, 0.633333, 0.831967, 0.676471, 0.978261, 0.707692, 0.959184, 0.773196, 0.959184, 0.750000, 0.960784, 0.775194, 0.959184, 0.746114, 0.959184, 0.753304, 0.960784, 0.758242, 0.873016, 0.776224, 0.900000, 0.547619, 0.955224, 0.757962, 0.958333, 0.666667, 0.818841, 0.721649, 0.861386, 0.748837, 0.875000, 0.759542, 0.829787, 0.779817, 0.829787, 0.671233, 0.863014, 0.767281, 0.873016, 0.855556, 0.738095, 0.808000, 0.788690, 0.814286, 0.788690, 
29.0, 0.777778, 0.600000, 0.810909, 0.600000, 0.823770, 0.676471, 0.978261, 0.707692, 0.959184, 0.762887, 0.959184, 0.750000, 0.960784, 0.767442, 0.959184, 0.735751, 0.959184, 0.740088, 0.960784, 0.747253, 0.865079, 0.765734, 0.900000, 0.523810, 0.955224, 0.754777, 0.958333, 0.666667, 0.811594, 0.711340, 0.851485, 0.739535, 0.875000, 0.748092, 0.819149, 0.767584, 0.819149, 0.657534, 0.849315, 0.758065, 0.865079, 0.844444, 0.714286, 0.800000, 0.782738, 0.807143, 0.782738, 
30.0, 0.767778, 0.600000, 0.796364, 0.600000, 0.803279, 0.676471, 0.978261, 0.692308, 0.959184, 0.742268, 0.959184, 0.741379, 0.960784, 0.751938, 0.959184, 0.725389, 0.959184, 0.731278, 0.960784, 0.739927, 0.865079, 0.758741, 0.900000, 0.523810, 0.955224, 0.748408, 0.958333, 0.649123, 0.797101, 0.701031, 0.841584, 0.730233, 0.862500, 0.740458, 0.803191, 0.761468, 0.803191, 0.657534, 0.828767, 0.753456, 0.865079, 0.833333, 0.690476, 0.784000, 0.776786, 0.785714, 0.776786, 
31.0, 0.757778, 0.600000, 0.796364, 0.566667, 0.799180, 0.676471, 0.978261, 0.661538, 0.959184, 0.711340, 0.959184, 0.706897, 0.960784, 0.720930, 0.959184, 0.699482, 0.959184, 0.704846, 0.960784, 0.717949, 0.865079, 0.741259, 0.900000, 0.523810, 0.955224, 0.732484, 0.958333, 0.631579, 0.797101, 0.670103, 0.841584, 0.706977, 0.862500, 0.721374, 0.803191, 0.743119, 0.803191, 0.630137, 0.828767, 0.737327, 0.865079, 0.833333, 0.690476, 0.784000, 0.761905, 0.782143, 0.761905, 
32.0, 0.754444, 0.600000, 0.796364, 0.566667, 0.795082, 0.676471, 0.978261, 0.646154, 0.959184, 0.701031, 0.959184, 0.698276, 0.960784, 0.713178, 0.959184, 0.694301, 0.959184, 0.700441, 0.960784, 0.714286, 0.865079, 0.737762, 0.900000, 0.523810, 0.955224, 0.729299, 0.958333, 0.631579, 0.797101, 0.659794, 0.841584, 0.702326, 0.862500, 0.713740, 0.803191, 0.737003, 0.803191, 0.630137, 0.828767, 0.735023, 0.865079, 0.827778, 0.690476, 0.780000, 0.758929, 0.778571, 0.758929, 
33.0, 0.750000, 0.600000, 0.792727, 0.566667, 0.795082, 0.676471, 0.978261, 0.630769, 0.959184, 0.690722, 0.959184, 0.689655, 0.960784, 0.697674, 0.959184, 0.683938, 0.959184, 0.691630, 0.960784, 0.706960, 0.865079, 0.730769, 0.900000, 0.523810, 0.955224, 0.722930, 0.958333, 0.631579, 0.793478, 0.659794, 0.841584, 0.697674, 0.862500, 0.709924, 0.803191, 0.730887, 0.803191, 0.630137, 0.828767, 0.728111, 0.865079, 0.827778, 0.666667, 0.780000, 0.750000, 0.778571, 0.750000, 
34.0, 0.736667, 0.600000, 0.781818, 0.500000, 0.782787, 0.676471, 0.978261, 0.630769, 0.959184, 0.680412, 0.959184, 0.689655, 0.941176, 0.689922, 0.959184, 0.673575, 0.959184, 0.674009, 0.941176, 0.692308, 0.857143, 0.716783, 0.900000, 0.500000, 0.940299, 0.707006, 0.958333, 0.631579, 0.782609, 0.639175, 0.841584, 0.688372, 0.862500, 0.698473, 0.792553, 0.721713, 0.792553, 0.616438, 0.821918, 0.716590, 0.857143, 0.816667, 0.642857, 0.768000, 0.738095, 0.764286, 0.738095, 
35.0, 0.725556, 0.600000, 0.774545, 0.500000, 0.774590, 0.647059, 0.978261, 0.615385, 0.959184, 0.670103, 0.959184, 0.681034, 0.941176, 0.674419, 0.959184, 0.663212, 0.959184, 0.660793, 0.941176, 0.681319, 0.849206, 0.706294, 0.900000, 0.500000, 0.940299, 0.697452, 0.958333, 0.631579, 0.775362, 0.608247, 0.831683, 0.674419, 0.850000, 0.687023, 0.781915, 0.709480, 0.781915, 0.602740, 0.815068, 0.707373, 0.849206, 0.811111, 0.642857, 0.760000, 0.729167, 0.757143, 0.729167, 
36.0, 0.721111, 0.600000, 0.770909, 0.500000, 0.770492, 0.647059, 0.978261, 0.615385, 0.959184, 0.659794, 0.959184, 0.672414, 0.941176, 0.666667, 0.959184, 0.658031, 0.959184, 0.656388, 0.941176, 0.677656, 0.841270, 0.702797, 0.900000, 0.500000, 0.940299, 0.694268, 0.958333, 0.631579, 0.771739, 0.597938, 0.821782, 0.665116, 0.850000, 0.675573, 0.776596, 0.700306, 0.776596, 0.602740, 0.808219, 0.705069, 0.841270, 0.805556, 0.642857, 0.756000, 0.726190, 0.753571, 0.726190, 
37.0, 0.716667, 0.600000, 0.767273, 0.500000, 0.770492, 0.617647, 0.978261, 0.615385, 0.959184, 0.659794, 0.959184, 0.672414, 0.941176, 0.666667, 0.959184, 0.658031, 0.959184, 0.647577, 0.941176, 0.670330, 0.841270, 0.695804, 0.900000, 0.500000, 0.940299, 0.687898, 0.958333, 0.596491, 0.768116, 0.587629, 0.821782, 0.651163, 0.850000, 0.664122, 0.776596, 0.691131, 0.776596, 0.602740, 0.808219, 0.700461, 0.841270, 0.805556, 0.642857, 0.756000, 0.720238, 0.753571, 0.720238, 
38.0, 0.706667, 0.533333, 0.763636, 0.500000, 0.758197, 0.588235, 0.956522, 0.600000, 0.938776, 0.649485, 0.938776, 0.663793, 0.921569, 0.658915, 0.938776, 0.652850, 0.938776, 0.638767, 0.921569, 0.663004, 0.825397, 0.681818, 0.880000, 0.500000, 0.925373, 0.675159, 0.937500, 0.578947, 0.764493, 0.577320, 0.821782, 0.637209, 0.850000, 0.652672, 0.771277, 0.681957, 0.771277, 0.575342, 0.808219, 0.688940, 0.825397, 0.788889, 0.619048, 0.740000, 0.708333, 0.739286, 0.708333, 
39.0, 0.701111, 0.533333, 0.756364, 0.500000, 0.745902, 0.588235, 0.956522, 0.600000, 0.938776, 0.649485, 0.938776, 0.663793, 0.921569, 0.658915, 0.938776, 0.652850, 0.938776, 0.638767, 0.921569, 0.663004, 0.801587, 0.681818, 0.860000, 0.500000, 0.925373, 0.675159, 0.937500, 0.578947, 0.757246, 0.567010, 0.811881, 0.632558, 0.850000, 0.648855, 0.760638, 0.678899, 0.760638, 0.575342, 0.794521, 0.688940, 0.801587, 0.777778, 0.619048, 0.732000, 0.708333, 0.728571, 0.708333, 
40.0, 0.693333, 0.500000, 0.749091, 0.500000, 0.737705, 0.588235, 0.956522, 0.600000, 0.938776, 0.649485, 0.938776, 0.663793, 0.921569, 0.658915, 0.938776, 0.652850, 0.938776, 0.638767, 0.921569, 0.663004, 0.793651, 0.678322, 0.860000, 0.500000, 0.925373, 0.671975, 0.937500, 0.561404, 0.750000, 0.567010, 0.811881, 0.618605, 0.850000, 0.637405, 0.750000, 0.669725, 0.750000, 0.561644, 0.787671, 0.686636, 0.793651, 0.772222, 0.619048, 0.724000, 0.705357, 0.717857, 0.705357, 
41.0, 0.685556, 0.466667, 0.741818, 0.500000, 0.737705, 0.558824, 0.956522, 0.584615, 0.938776, 0.639175, 0.938776, 0.655172, 0.921569, 0.643411, 0.938776, 0.642487, 0.938776, 0.629956, 0.921569, 0.655678, 0.785714, 0.671329, 0.860000, 0.500000, 0.925373, 0.665605, 0.937500, 0.561404, 0.742754, 0.567010, 0.811881, 0.618605, 0.850000, 0.633588, 0.750000, 0.663609, 0.750000, 0.547945, 0.787671, 0.675115, 0.785714, 0.772222, 0.571429, 0.724000, 0.693452, 0.714286, 0.693452, 
42.0, 0.676667, 0.433333, 0.734545, 0.466667, 0.729508, 0.558824, 0.956522, 0.584615, 0.938776, 0.639175, 0.938776, 0.655172, 0.921569, 0.635659, 0.938776, 0.637306, 0.938776, 0.625551, 0.921569, 0.648352, 0.769841, 0.667832, 0.860000, 0.500000, 0.925373, 0.662420, 0.937500, 0.543860, 0.735507, 0.536082, 0.801980, 0.600000, 0.837500, 0.614504, 0.739362, 0.648318, 0.739362, 0.534247, 0.773973, 0.670507, 0.769841, 0.761111, 0.571429, 0.716000, 0.690476, 0.707143, 0.690476, 
43.0, 0.671111, 0.433333, 0.723636, 0.466667, 0.725410, 0.558824, 0.956522, 0.569231, 0.938776, 0.628866, 0.938776, 0.637931, 0.921569, 0.627907, 0.938776, 0.626943, 0.938776, 0.616740, 0.921569, 0.641026, 0.769841, 0.660839, 0.860000, 0.500000, 0.925373, 0.656051, 0.937500, 0.543860, 0.724638, 0.536082, 0.801980, 0.600000, 0.837500, 0.614504, 0.734043, 0.645260, 0.734043, 0.534247, 0.767123, 0.663594, 0.769841, 0.750000, 0.547619, 0.708000, 0.684524, 0.700000, 0.684524, 
44.0, 0.661111, 0.433333, 0.716364, 0.400000, 0.717213, 0.500000, 0.934783, 0.523077, 0.918367, 0.587629, 0.918367, 0.603448, 0.901961, 0.596899, 0.918367, 0.606218, 0.918367, 0.599119, 0.901961, 0.626374, 0.761905, 0.646853, 0.840000, 0.500000, 0.910448, 0.643312, 0.916667, 0.526316, 0.717391, 0.515464, 0.792079, 0.581395, 0.825000, 0.595420, 0.723404, 0.633028, 0.723404, 0.534247, 0.753425, 0.654378, 0.761905, 0.738889, 0.523810, 0.696000, 0.672619, 0.689286, 0.672619, 
45.0, 0.655556, 0.433333, 0.709091, 0.366667, 0.709016, 0.500000, 0.934783, 0.523077, 0.918367, 0.587629, 0.918367, 0.603448, 0.901961, 0.596899, 0.918367, 0.606218, 0.918367, 0.599119, 0.901961, 0.622711, 0.761905, 0.643357, 0.840000, 0.500000, 0.910448, 0.643312, 0.916667, 0.526316, 0.710145, 0.505155, 0.782178, 0.576744, 0.812500, 0.591603, 0.712766, 0.629969, 0.712766, 0.534247, 0.739726, 0.649770, 0.761905, 0.727778, 0.523810, 0.688000, 0.666667, 0.682143, 0.666667, 
46.0, 0.644444, 0.433333, 0.694545, 0.333333, 0.692623, 0.441176, 0.934783, 0.476923, 0.918367, 0.556701, 0.918367, 0.568966, 0.901961, 0.573643, 0.918367, 0.585492, 0.918367, 0.581498, 0.901961, 0.608059, 0.761905, 0.625874, 0.840000, 0.500000, 0.910448, 0.627389, 0.916667, 0.508772, 0.695652, 0.494845, 0.772277, 0.567442, 0.800000, 0.583969, 0.691489, 0.623853, 0.691489, 0.520548, 0.726027, 0.638249, 0.761905, 0.716667, 0.523810, 0.672000, 0.651786, 0.667857, 0.651786, 
