((pressureInd, (pressureInd, (79.1835625770047, 95.8074487871441>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((moistureInd, (moistureInd, (93.49383949572504, 94.83530241811701>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((pressureInd, (pressureInd, (75.66673329804391, 78.83563136302615>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((moistureInd, (moistureInd, (99.1228641685141, 110.437114814551>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((pressureInd, (pressureInd, (75.66673329804391, 78.83563136302615>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((pressureInd, (pressureInd, (79.1835625770047, 95.8074487871441>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((pressureInd, (pressureInd, (79.1835625770047, 95.8074487871441>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((moistureInd, (moistureInd, (99.1228641685141, 110.437114814551>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((pressureInd, (pressureInd, (96.24593653777185, 96.85923433116241>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((pressureInd, (pressureInd, (75.66673329804391, 78.83563136302615>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((moistureInd, (moistureInd, (89.827760483334, 93.13278638708175>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (99.1228641685141, 110.437114814551>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((pressureInd, (pressureInd, (79.1835625770047, 95.8074487871441>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((moistureInd, (moistureInd, (99.1228641685141, 110.437114814551>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (94.83530241811701, 99.1228641685141>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (94.83530241811701, 99.1228641685141>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((pressureInd, (pressureInd, (79.1835625770047, 95.8074487871441>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((moistureInd, (moistureInd, (99.1228641685141, 110.437114814551>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (94.83530241811701, 99.1228641685141>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (84.9384980476724, 88.74221189757395>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (94.83530241811701, 99.1228641685141>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (84.9384980476724, 88.74221189757395>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((pressureInd, (pressureInd, (108.566975924077, 113.0573370904355>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((pressureInd, (pressureInd, (79.1835625770047, 95.8074487871441>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((pressureInd, (pressureInd, (79.1835625770047, 95.8074487871441>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((moistureInd, (moistureInd, (99.1228641685141, 110.437114814551>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (99.1228641685141, 110.437114814551>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (89.827760483334, 93.13278638708175>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (110.437114814551, 112.6262502775635>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (89.827760483334, 93.13278638708175>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((pressureInd, (pressureInd, (97.89683694425995, 100.7730497699385>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((moistureInd, (moistureInd, (116.8793702431665, 119.8410200322055>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (113.2741490600715, 114.754961810546>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (94.83530241811701, 99.1228641685141>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (89.827760483334, 93.13278638708175>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((pressureInd, (pressureInd, (97.89683694425995, 100.7730497699385>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((pressureInd, (pressureInd, (97.89683694425995, 100.7730497699385>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((moistureInd, (moistureInd, (89.827760483334, 93.13278638708175>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (89.827760483334, 93.13278638708175>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (110.437114814551, 112.6262502775635>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((pressureInd, (pressureInd, (79.1835625770047, 95.8074487871441>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((moistureInd, (moistureInd, (99.1228641685141, 110.437114814551>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((pressureInd, (pressureInd, (79.1835625770047, 95.8074487871441>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((pressureInd, (pressureInd, (79.1835625770047, 95.8074487871441>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((moistureInd, (moistureInd, (110.437114814551, 112.6262502775635>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (93.49383949572504, 94.83530241811701>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((pressureInd, (pressureInd, (113.0573370904355, 118.403221252285>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((moistureInd, (moistureInd, (93.49383949572504, 94.83530241811701>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((pressureInd, (pressureInd, (79.1835625770047, 95.8074487871441>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((pressureInd, (pressureInd, (120.3913869874975, 133.6314224166255>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((moistureInd, (moistureInd, (93.49383949572504, 94.83530241811701>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (93.13278638708175, 93.49383949572504>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (99.1228641685141, 110.437114814551>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((pressureInd, (pressureInd, (108.566975924077, 113.0573370904355>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((moistureInd, (moistureInd, (99.1228641685141, 110.437114814551>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (99.1228641685141, 110.437114814551>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((pressureInd, (pressureInd, (96.1699824144167, 96.24593653777185>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((pressureInd, (pressureInd, (79.1835625770047, 95.8074487871441>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((pressureInd, (pressureInd, (79.1835625770047, 95.8074487871441>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((moistureInd, (moistureInd, (81.07048944322969, 82.69785343719215>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (94.83530241811701, 99.1228641685141>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((pressureInd, (pressureInd, (79.1835625770047, 95.8074487871441>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((pressureInd, (pressureInd, (73.92944142360406, 75.66673329804391>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((moistureInd, (moistureInd, (89.827760483334, 93.13278638708175>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (94.83530241811701, 99.1228641685141>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (99.1228641685141, 110.437114814551>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((pressureInd, (pressureInd, (79.1835625770047, 95.8074487871441>) -> (pressureInd, (34.6227596835854, 62.6558527789077>)))
((moistureInd, (moistureInd, (94.83530241811701, 99.1228641685141>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (93.49383949572504, 94.83530241811701>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (94.83530241811701, 99.1228641685141>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
((moistureInd, (moistureInd, (89.827760483334, 93.13278638708175>) -> (moistureInd, (110.437114814551, 112.6262502775635>)))
