time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, 
1327.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
1346.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
1376.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
1385.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
1397.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
1424.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
1522.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
1587.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
1593.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
1615.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
1627.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
1679.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
1690.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
1692.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
1728.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
1741.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
1754.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
1781.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
1791.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
1838.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
1839.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
1873.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
1895.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
1937.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
1949.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
1985.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
2036.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
2043.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
2105.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
2112.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
2117.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
2118.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
2153.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
2208.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
2231.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
2279.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
2293.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
2317.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
2337.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
2373.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
2461.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
2483.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
2503.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
2525.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
2699.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
2761.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
2800.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
2926.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 
2932.0, 0.534096, 0.200000, 0.652139, 0.287692, 0.696915, 0.777229, 0.380545, 0.400862, 0.691218, 

