time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, r14_l, r14_r, r15_l, r15_r, r16_l, r16_r, 
11.0, 0.960996, 0.993243, 0.955656, 0.993377, 0.944081, 0.980650, 0.944395, 0.985576, 0.948244, 0.972973, 0.953186, 0.968987, 0.971220, 0.958862, 0.955126, 0.960168, 0.960309, 0.948177, 0.972368, 0.953454, 0.963629, 0.951203, 0.968378, 0.957010, 0.961786, 0.944395, 0.972465, 1.000000, 0.902439, 0.969045, 0.921053, 0.959600, 0.912032, 
12.0, 0.959661, 0.993243, 0.940724, 0.993377, 0.924814, 0.980650, 0.939649, 0.985576, 0.930684, 0.945946, 0.953186, 0.953102, 0.971220, 0.958862, 0.955126, 0.960168, 0.960309, 0.940651, 0.972368, 0.949120, 0.963629, 0.945640, 0.968378, 0.953862, 0.961786, 0.939649, 0.972465, 1.000000, 0.876655, 0.969045, 0.894737, 0.959600, 0.889788, 
13.0, 0.956981, 0.993243, 0.940724, 0.993377, 0.924814, 0.980650, 0.939649, 0.985576, 0.930684, 0.945946, 0.953186, 0.953102, 0.971220, 0.958862, 0.950490, 0.960168, 0.960309, 0.940651, 0.972368, 0.949120, 0.961285, 0.945640, 0.968378, 0.950693, 0.959327, 0.939649, 0.972465, 1.000000, 0.876655, 0.969045, 0.894737, 0.959600, 0.889788, 
14.0, 0.956981, 0.993243, 0.940724, 0.993377, 0.924814, 0.980650, 0.939649, 0.985576, 0.930684, 0.945946, 0.953186, 0.953102, 0.971220, 0.958862, 0.950490, 0.960168, 0.960309, 0.940651, 0.972368, 0.949120, 0.961285, 0.945640, 0.968378, 0.950693, 0.959327, 0.939649, 0.972465, 1.000000, 0.876655, 0.969045, 0.894737, 0.959600, 0.889788, 
15.0, 0.956981, 0.993243, 0.940724, 0.993377, 0.924814, 0.980650, 0.939649, 0.985576, 0.930684, 0.945946, 0.953186, 0.953102, 0.971220, 0.958862, 0.950490, 0.960168, 0.960309, 0.940651, 0.972368, 0.949120, 0.961285, 0.945640, 0.968378, 0.950693, 0.959327, 0.939649, 0.972465, 1.000000, 0.876655, 0.969045, 0.894737, 0.959600, 0.889788, 
16.0, 0.956981, 0.993243, 0.940724, 0.993377, 0.924814, 0.980650, 0.939649, 0.985576, 0.930684, 0.945946, 0.953186, 0.953102, 0.971220, 0.958862, 0.950490, 0.960168, 0.960309, 0.940651, 0.972368, 0.949120, 0.961285, 0.945640, 0.968378, 0.950693, 0.959327, 0.939649, 0.972465, 1.000000, 0.876655, 0.969045, 0.894737, 0.959600, 0.889788, 
17.0, 0.954274, 0.993243, 0.940724, 0.993377, 0.905137, 0.980650, 0.934830, 0.985576, 0.930684, 0.918124, 0.953186, 0.936947, 0.971220, 0.944334, 0.950490, 0.951671, 0.960309, 0.932941, 0.972368, 0.940291, 0.961285, 0.939978, 0.968378, 0.944291, 0.959327, 0.934830, 0.972465, 1.000000, 0.850090, 0.969045, 0.894737, 0.959600, 0.889788, 
18.0, 0.951559, 0.993243, 0.940724, 0.993377, 0.905137, 0.980650, 0.934830, 0.985576, 0.930684, 0.918124, 0.949147, 0.936947, 0.971220, 0.944334, 0.945831, 0.951671, 0.957355, 0.932941, 0.972368, 0.935877, 0.958905, 0.939978, 0.965389, 0.941090, 0.956835, 0.934830, 0.968309, 1.000000, 0.850090, 0.969045, 0.894737, 0.959600, 0.889788, 
19.0, 0.948824, 0.993243, 0.925551, 0.993377, 0.905137, 0.980650, 0.925143, 0.985576, 0.912786, 0.918124, 0.949147, 0.920510, 0.971220, 0.944334, 0.945831, 0.943174, 0.957355, 0.932941, 0.972368, 0.931441, 0.958905, 0.928584, 0.965389, 0.934666, 0.956835, 0.925143, 0.968309, 1.000000, 0.822667, 0.969045, 0.868421, 0.959600, 0.866973, 
20.0, 0.947453, 0.993243, 0.925551, 0.993377, 0.905137, 0.980650, 0.925143, 0.985576, 0.912786, 0.918124, 0.949147, 0.920510, 0.971220, 0.944334, 0.945831, 0.943174, 0.957355, 0.932941, 0.972368, 0.931441, 0.958905, 0.922887, 0.965389, 0.931454, 0.956835, 0.925143, 0.968309, 1.000000, 0.822667, 0.969045, 0.868421, 0.959600, 0.866973, 
21.0, 0.946080, 0.993243, 0.925551, 0.993377, 0.905137, 0.980650, 0.920299, 0.985576, 0.912786, 0.918124, 0.949147, 0.920510, 0.971220, 0.944334, 0.945831, 0.943174, 0.957355, 0.925167, 0.972368, 0.927006, 0.958905, 0.922887, 0.965389, 0.928242, 0.956835, 0.920299, 0.968309, 1.000000, 0.822667, 0.969045, 0.868421, 0.959600, 0.866973, 
22.0, 0.943334, 0.993243, 0.925551, 0.986431, 0.905137, 0.975516, 0.920299, 0.980495, 0.912786, 0.918124, 0.945021, 0.920510, 0.971220, 0.944334, 0.941029, 0.943174, 0.954335, 0.925167, 0.972368, 0.927006, 0.954062, 0.922887, 0.965389, 0.928242, 0.956835, 0.920299, 0.959926, 1.000000, 0.822667, 0.964904, 0.868421, 0.952412, 0.866973, 
23.0, 0.941959, 0.993243, 0.925551, 0.986431, 0.905137, 0.975516, 0.915456, 0.980495, 0.912786, 0.918124, 0.945021, 0.920510, 0.971220, 0.944334, 0.941029, 0.943174, 0.954335, 0.917392, 0.972368, 0.922570, 0.954062, 0.917191, 0.965389, 0.925031, 0.956835, 0.915456, 0.959926, 1.000000, 0.822667, 0.964904, 0.868421, 0.952412, 0.866973, 
24.0, 0.941959, 0.993243, 0.925551, 0.986431, 0.905137, 0.975516, 0.915456, 0.980495, 0.912786, 0.918124, 0.945021, 0.920510, 0.971220, 0.944334, 0.941029, 0.943174, 0.954335, 0.917392, 0.972368, 0.922570, 0.954062, 0.917191, 0.965389, 0.925031, 0.956835, 0.915456, 0.959926, 1.000000, 0.822667, 0.964904, 0.868421, 0.952412, 0.866973, 
25.0, 0.941959, 0.993243, 0.925551, 0.986431, 0.905137, 0.975516, 0.915456, 0.980495, 0.912786, 0.918124, 0.945021, 0.920510, 0.971220, 0.944334, 0.941029, 0.943174, 0.954335, 0.917392, 0.972368, 0.922570, 0.954062, 0.917191, 0.965389, 0.925031, 0.956835, 0.915456, 0.959926, 1.000000, 0.822667, 0.964904, 0.868421, 0.952412, 0.866973, 
26.0, 0.940578, 0.993243, 0.925551, 0.986431, 0.905137, 0.975516, 0.915456, 0.980495, 0.912786, 0.918124, 0.945021, 0.920510, 0.971220, 0.944334, 0.941029, 0.943174, 0.951295, 0.917392, 0.972368, 0.922570, 0.951616, 0.917191, 0.962314, 0.925031, 0.954270, 0.915456, 0.959926, 1.000000, 0.822667, 0.964904, 0.868421, 0.948777, 0.866973, 
27.0, 0.940578, 0.993243, 0.925551, 0.986431, 0.905137, 0.975516, 0.915456, 0.980495, 0.912786, 0.918124, 0.945021, 0.920510, 0.971220, 0.944334, 0.941029, 0.943174, 0.951295, 0.917392, 0.972368, 0.922570, 0.951616, 0.917191, 0.962314, 0.925031, 0.954270, 0.915456, 0.959926, 1.000000, 0.822667, 0.964904, 0.868421, 0.948777, 0.866973, 
28.0, 0.940578, 0.993243, 0.925551, 0.986431, 0.905137, 0.975516, 0.915456, 0.980495, 0.912786, 0.918124, 0.945021, 0.920510, 0.971220, 0.944334, 0.941029, 0.943174, 0.951295, 0.917392, 0.972368, 0.922570, 0.951616, 0.917191, 0.962314, 0.925031, 0.954270, 0.915456, 0.959926, 1.000000, 0.822667, 0.964904, 0.868421, 0.948777, 0.866973, 
29.0, 0.940578, 0.993243, 0.925551, 0.986431, 0.905137, 0.975516, 0.915456, 0.980495, 0.912786, 0.918124, 0.945021, 0.920510, 0.971220, 0.944334, 0.941029, 0.943174, 0.951295, 0.917392, 0.972368, 0.922570, 0.951616, 0.917191, 0.962314, 0.925031, 0.954270, 0.915456, 0.959926, 1.000000, 0.822667, 0.964904, 0.868421, 0.948777, 0.866973, 
30.0, 0.940578, 0.993243, 0.925551, 0.986431, 0.905137, 0.975516, 0.915456, 0.980495, 0.912786, 0.918124, 0.945021, 0.920510, 0.971220, 0.944334, 0.941029, 0.943174, 0.951295, 0.917392, 0.972368, 0.922570, 0.951616, 0.917191, 0.962314, 0.925031, 0.954270, 0.915456, 0.959926, 1.000000, 0.822667, 0.964904, 0.868421, 0.948777, 0.866973, 
31.0, 0.939178, 0.993243, 0.925551, 0.986431, 0.905137, 0.975516, 0.910560, 0.980495, 0.912786, 0.918124, 0.945021, 0.920510, 0.971220, 0.944334, 0.941029, 0.934521, 0.951295, 0.909484, 0.972368, 0.918092, 0.951616, 0.911458, 0.962314, 0.921796, 0.954270, 0.910560, 0.959926, 1.000000, 0.822667, 0.964904, 0.868421, 0.948777, 0.866973, 
32.0, 0.937778, 0.985993, 0.925551, 0.979283, 0.905137, 0.970271, 0.910560, 0.975280, 0.912786, 0.918124, 0.940802, 0.920510, 0.965999, 0.944334, 0.941029, 0.934521, 0.951295, 0.909484, 0.967356, 0.918092, 0.951616, 0.911458, 0.962314, 0.918562, 0.954270, 0.910560, 0.955640, 1.000000, 0.822667, 0.964904, 0.868421, 0.948777, 0.866973, 
33.0, 0.934979, 0.985993, 0.910125, 0.979283, 0.884566, 0.970271, 0.905665, 0.975280, 0.894531, 0.889433, 0.936583, 0.903773, 0.965999, 0.929579, 0.936077, 0.925868, 0.948207, 0.901575, 0.967356, 0.913613, 0.949125, 0.905726, 0.959190, 0.915327, 0.951655, 0.905665, 0.955640, 1.000000, 0.794300, 0.960634, 0.841283, 0.945070, 0.843541, 
35.0, 0.934979, 0.985993, 0.910125, 0.979283, 0.884566, 0.970271, 0.905665, 0.975280, 0.894531, 0.889433, 0.936583, 0.903773, 0.965999, 0.929579, 0.936077, 0.925868, 0.948207, 0.901575, 0.967356, 0.913613, 0.949125, 0.905726, 0.959190, 0.915327, 0.951655, 0.905665, 0.955640, 1.000000, 0.794300, 0.960634, 0.841283, 0.945070, 0.843541, 
37.0, 0.933575, 0.985993, 0.894699, 0.979283, 0.884566, 0.970271, 0.900769, 0.975280, 0.876275, 0.860741, 0.936583, 0.887037, 0.965999, 0.914823, 0.936077, 0.917215, 0.948207, 0.893667, 0.967356, 0.909135, 0.949125, 0.899993, 0.959190, 0.912093, 0.951655, 0.900769, 0.955640, 1.000000, 0.794300, 0.960634, 0.814145, 0.945070, 0.820109, 
38.0, 0.932169, 0.985993, 0.894699, 0.979283, 0.884566, 0.970271, 0.900769, 0.975280, 0.876275, 0.860741, 0.936583, 0.887037, 0.965999, 0.914823, 0.936077, 0.917215, 0.945118, 0.893667, 0.967356, 0.909135, 0.946621, 0.899993, 0.959190, 0.912093, 0.951655, 0.900769, 0.955640, 1.000000, 0.794300, 0.960634, 0.814145, 0.945070, 0.820109, 
39.0, 0.932169, 0.985993, 0.894699, 0.979283, 0.884566, 0.970271, 0.900769, 0.975280, 0.876275, 0.860741, 0.936583, 0.887037, 0.965999, 0.914823, 0.936077, 0.917215, 0.945118, 0.893667, 0.967356, 0.909135, 0.946621, 0.899993, 0.959190, 0.912093, 0.951655, 0.900769, 0.955640, 1.000000, 0.794300, 0.960634, 0.814145, 0.945070, 0.820109, 
40.0, 0.929349, 0.978635, 0.894699, 0.972029, 0.884566, 0.964940, 0.900769, 0.970008, 0.876275, 0.860741, 0.932326, 0.887037, 0.960691, 0.914823, 0.931097, 0.917215, 0.942019, 0.893667, 0.957173, 0.909135, 0.941599, 0.899993, 0.956055, 0.912093, 0.946383, 0.900769, 0.946953, 1.000000, 0.794300, 0.956365, 0.814145, 0.937629, 0.820109, 
41.0, 0.925092, 0.978635, 0.878723, 0.972029, 0.884566, 0.964940, 0.895820, 0.970008, 0.876275, 0.832050, 0.932326, 0.869978, 0.960691, 0.900068, 0.931097, 0.908480, 0.938921, 0.885687, 0.957173, 0.904589, 0.939081, 0.888305, 0.952910, 0.905508, 0.943739, 0.895820, 0.946953, 1.000000, 0.794300, 0.952095, 0.814145, 0.933908, 0.820109, 
42.0, 0.922254, 0.978635, 0.878723, 0.972029, 0.884566, 0.959609, 0.895820, 0.970008, 0.876275, 0.832050, 0.932326, 0.869978, 0.955383, 0.900068, 0.926118, 0.908480, 0.932723, 0.885687, 0.952082, 0.904589, 0.934046, 0.888305, 0.949765, 0.905508, 0.938452, 0.895820, 0.942609, 1.000000, 0.794300, 0.952095, 0.814145, 0.930187, 0.820109, 
43.0, 0.919404, 0.978635, 0.878723, 0.972029, 0.884566, 0.959609, 0.895820, 0.964678, 0.876275, 0.832050, 0.928049, 0.869978, 0.950046, 0.900068, 0.921139, 0.908480, 0.929614, 0.885687, 0.946963, 0.904589, 0.928983, 0.888305, 0.946610, 0.905508, 0.933135, 0.895820, 0.938225, 1.000000, 0.794300, 0.952095, 0.814145, 0.926437, 0.820109, 
44.0, 0.917976, 0.978635, 0.878723, 0.972029, 0.884566, 0.959609, 0.895820, 0.964678, 0.876275, 0.832050, 0.923752, 0.869978, 0.950046, 0.900068, 0.921139, 0.908480, 0.929614, 0.885687, 0.946963, 0.904589, 0.928983, 0.882461, 0.946610, 0.902203, 0.933135, 0.895820, 0.938225, 1.000000, 0.794300, 0.952095, 0.814145, 0.926437, 0.820109, 
45.0, 0.915121, 0.971165, 0.878723, 0.964720, 0.884566, 0.954218, 0.895820, 0.959349, 0.876275, 0.832050, 0.915159, 0.869978, 0.944709, 0.900068, 0.916133, 0.908480, 0.926495, 0.885687, 0.941844, 0.904589, 0.923907, 0.882461, 0.943444, 0.902203, 0.927803, 0.895820, 0.933841, 0.984375, 0.794300, 0.947807, 0.814145, 0.918935, 0.820109, 
46.0, 0.913691, 0.971165, 0.878723, 0.964720, 0.884566, 0.954218, 0.895820, 0.959349, 0.876275, 0.832050, 0.915159, 0.869978, 0.944709, 0.900068, 0.916133, 0.908480, 0.926495, 0.885687, 0.941844, 0.904589, 0.921369, 0.882461, 0.943444, 0.902203, 0.925137, 0.895820, 0.933841, 0.984375, 0.794300, 0.947807, 0.814145, 0.915184, 0.820109, 
47.0, 0.912261, 0.971165, 0.878723, 0.964720, 0.884566, 0.954218, 0.895820, 0.959349, 0.876275, 0.832050, 0.915159, 0.869978, 0.944709, 0.900068, 0.916133, 0.908480, 0.923375, 0.885687, 0.941844, 0.904589, 0.918830, 0.882461, 0.943444, 0.902203, 0.922471, 0.895820, 0.933841, 0.984375, 0.794300, 0.947807, 0.814145, 0.911434, 0.820109, 
49.0, 0.910826, 0.971165, 0.878723, 0.964720, 0.884566, 0.954218, 0.895820, 0.959349, 0.876275, 0.832050, 0.915159, 0.869978, 0.944709, 0.900068, 0.916133, 0.908480, 0.920245, 0.885687, 0.941844, 0.904589, 0.916285, 0.882461, 0.940278, 0.902203, 0.919805, 0.895820, 0.933841, 0.984375, 0.794300, 0.943499, 0.814145, 0.907667, 0.820109, 
50.0, 0.909383, 0.971165, 0.878723, 0.964720, 0.884566, 0.954218, 0.895820, 0.959349, 0.876275, 0.832050, 0.915159, 0.869978, 0.944709, 0.900068, 0.916133, 0.908480, 0.917093, 0.885687, 0.941844, 0.904589, 0.913726, 0.882461, 0.940278, 0.902203, 0.917123, 0.895820, 0.933841, 0.984375, 0.794300, 0.943499, 0.814145, 0.903870, 0.820109, 
51.0, 0.907930, 0.971165, 0.878723, 0.964720, 0.863505, 0.954218, 0.890730, 0.959349, 0.876275, 0.803359, 0.915159, 0.852920, 0.944709, 0.885067, 0.916133, 0.899573, 0.917093, 0.877487, 0.941844, 0.899950, 0.913726, 0.882461, 0.940278, 0.898836, 0.917123, 0.890730, 0.933841, 0.984375, 0.794300, 0.943499, 0.814145, 0.903870, 0.820109, 
53.0, 0.907930, 0.971165, 0.878723, 0.964720, 0.863505, 0.954218, 0.890730, 0.959349, 0.876275, 0.803359, 0.915159, 0.852920, 0.944709, 0.885067, 0.916133, 0.899573, 0.917093, 0.877487, 0.941844, 0.899950, 0.913726, 0.882461, 0.940278, 0.898836, 0.917123, 0.890730, 0.933841, 0.984375, 0.794300, 0.943499, 0.814145, 0.903870, 0.820109, 
54.0, 0.905016, 0.971165, 0.878723, 0.964720, 0.863505, 0.954218, 0.890730, 0.959349, 0.876275, 0.803359, 0.910822, 0.852920, 0.944709, 0.885067, 0.905954, 0.899573, 0.913909, 0.877487, 0.941844, 0.899950, 0.908534, 0.882461, 0.937058, 0.898836, 0.911680, 0.890730, 0.933841, 0.984375, 0.794300, 0.939131, 0.814145, 0.900040, 0.820109, 
55.0, 0.900629, 0.971165, 0.862450, 0.964720, 0.842444, 0.954218, 0.880492, 0.959349, 0.876275, 0.774667, 0.906464, 0.835861, 0.944709, 0.870066, 0.905954, 0.890667, 0.913909, 0.860930, 0.941844, 0.890624, 0.905931, 0.876458, 0.933827, 0.892078, 0.908951, 0.880492, 0.933841, 0.984375, 0.794300, 0.934742, 0.814145, 0.900040, 0.820109, 
57.0, 0.899163, 0.963577, 0.862450, 0.957183, 0.842444, 0.948638, 0.880492, 0.953898, 0.876275, 0.774667, 0.902085, 0.835861, 0.939279, 0.870066, 0.900835, 0.890667, 0.910702, 0.860930, 0.936641, 0.890624, 0.903312, 0.876458, 0.930573, 0.892078, 0.906205, 0.880492, 0.929329, 0.967403, 0.794300, 0.930333, 0.814145, 0.896177, 0.820109, 
58.0, 0.896224, 0.963577, 0.862450, 0.957183, 0.842444, 0.948638, 0.875343, 0.953898, 0.876275, 0.774667, 0.902085, 0.835861, 0.939279, 0.870066, 0.900835, 0.890667, 0.910702, 0.852652, 0.936641, 0.885961, 0.900687, 0.870455, 0.927308, 0.888699, 0.903450, 0.875343, 0.929329, 0.967403, 0.794300, 0.930333, 0.814145, 0.896177, 0.820109, 
59.0, 0.896224, 0.963577, 0.862450, 0.957183, 0.842444, 0.948638, 0.875343, 0.953898, 0.876275, 0.774667, 0.902085, 0.835861, 0.939279, 0.870066, 0.900835, 0.890667, 0.910702, 0.852652, 0.936641, 0.885961, 0.900687, 0.870455, 0.927308, 0.888699, 0.903450, 0.875343, 0.929329, 0.967403, 0.794300, 0.930333, 0.814145, 0.896177, 0.820109, 
60.0, 0.894753, 0.963577, 0.846177, 0.957183, 0.821383, 0.948638, 0.870193, 0.953898, 0.857225, 0.745976, 0.902085, 0.818803, 0.939279, 0.855065, 0.900835, 0.881760, 0.910702, 0.844374, 0.936641, 0.881298, 0.900687, 0.864451, 0.927308, 0.885320, 0.903450, 0.870193, 0.929329, 0.967403, 0.794300, 0.930333, 0.814145, 0.896177, 0.820109, 
61.0, 0.894753, 0.963577, 0.846177, 0.957183, 0.821383, 0.948638, 0.870193, 0.953898, 0.857225, 0.745976, 0.902085, 0.818803, 0.939279, 0.855065, 0.900835, 0.881760, 0.910702, 0.844374, 0.936641, 0.881298, 0.900687, 0.864451, 0.927308, 0.885320, 0.903450, 0.870193, 0.929329, 0.967403, 0.794300, 0.930333, 0.814145, 0.896177, 0.820109, 
62.0, 0.893276, 0.963577, 0.846177, 0.957183, 0.821383, 0.943024, 0.870193, 0.953898, 0.857225, 0.745976, 0.902085, 0.818803, 0.933819, 0.855065, 0.900835, 0.881760, 0.907461, 0.844374, 0.931408, 0.881298, 0.898045, 0.864451, 0.927308, 0.885320, 0.900679, 0.870193, 0.924774, 0.967403, 0.794300, 0.930333, 0.814145, 0.892297, 0.820109, 
63.0, 0.893276, 0.963577, 0.846177, 0.957183, 0.821383, 0.943024, 0.870193, 0.953898, 0.857225, 0.745976, 0.902085, 0.818803, 0.933819, 0.855065, 0.900835, 0.881760, 0.907461, 0.844374, 0.931408, 0.881298, 0.898045, 0.864451, 0.927308, 0.885320, 0.900679, 0.870193, 0.924774, 0.967403, 0.794300, 0.930333, 0.814145, 0.892297, 0.820109, 
65.0, 0.891792, 0.963577, 0.829905, 0.957183, 0.799768, 0.943024, 0.865014, 0.953898, 0.838176, 0.717284, 0.902085, 0.801745, 0.933819, 0.840064, 0.900835, 0.872853, 0.907461, 0.836014, 0.931408, 0.876560, 0.898045, 0.864451, 0.927308, 0.881902, 0.900679, 0.865014, 0.924774, 0.967403, 0.794300, 0.930333, 0.785068, 0.892297, 0.794481, 
66.0, 0.890306, 0.963577, 0.829905, 0.949587, 0.799768, 0.937344, 0.865014, 0.948319, 0.838176, 0.717284, 0.897641, 0.801745, 0.928325, 0.840064, 0.895598, 0.872853, 0.904197, 0.836014, 0.926116, 0.876560, 0.895388, 0.864451, 0.923996, 0.881902, 0.897890, 0.865014, 0.920173, 0.967403, 0.794300, 0.925903, 0.785068, 0.892297, 0.794481, 
68.0, 0.888817, 0.963577, 0.813632, 0.949587, 0.778152, 0.937344, 0.865014, 0.948319, 0.819127, 0.688593, 0.897641, 0.784686, 0.928325, 0.825063, 0.895598, 0.863947, 0.904197, 0.836014, 0.926116, 0.871822, 0.895388, 0.864451, 0.923996, 0.878470, 0.897890, 0.865014, 0.920173, 0.967403, 0.794300, 0.925903, 0.785068, 0.892297, 0.794481, 
69.0, 0.887328, 0.963577, 0.813632, 0.949587, 0.778152, 0.937344, 0.859834, 0.948319, 0.819127, 0.688593, 0.897641, 0.784686, 0.928325, 0.825063, 0.895598, 0.863947, 0.904197, 0.827654, 0.926116, 0.867084, 0.895388, 0.864451, 0.923996, 0.875039, 0.897890, 0.859834, 0.920173, 0.967403, 0.794300, 0.925903, 0.785068, 0.892297, 0.794481, 
70.0, 0.885839, 0.963577, 0.813632, 0.949587, 0.778152, 0.937344, 0.854654, 0.948319, 0.819127, 0.688593, 0.897641, 0.784686, 0.928325, 0.825063, 0.895598, 0.863947, 0.904197, 0.827654, 0.926116, 0.867084, 0.895388, 0.858364, 0.923996, 0.871607, 0.897890, 0.854654, 0.920173, 0.967403, 0.794300, 0.925903, 0.785068, 0.892297, 0.794481, 
71.0, 0.884348, 0.955807, 0.813632, 0.941990, 0.778152, 0.931663, 0.854654, 0.942741, 0.819127, 0.688593, 0.893175, 0.784686, 0.922832, 0.825063, 0.890361, 0.863947, 0.900921, 0.827654, 0.920824, 0.867084, 0.892723, 0.858364, 0.920672, 0.871607, 0.895093, 0.854654, 0.915572, 0.967403, 0.794300, 0.921451, 0.785068, 0.888384, 0.794481, 
72.0, 0.884348, 0.955807, 0.813632, 0.941990, 0.778152, 0.931663, 0.854654, 0.942741, 0.819127, 0.688593, 0.893175, 0.784686, 0.922832, 0.825063, 0.890361, 0.863947, 0.900921, 0.827654, 0.920824, 0.867084, 0.892723, 0.858364, 0.920672, 0.871607, 0.895093, 0.854654, 0.915572, 0.967403, 0.794300, 0.921451, 0.785068, 0.888384, 0.794481, 
73.0, 0.884348, 0.955807, 0.813632, 0.941990, 0.778152, 0.931663, 0.854654, 0.942741, 0.819127, 0.688593, 0.893175, 0.784686, 0.922832, 0.825063, 0.890361, 0.863947, 0.900921, 0.827654, 0.920824, 0.867084, 0.892723, 0.858364, 0.920672, 0.871607, 0.895093, 0.854654, 0.915572, 0.967403, 0.794300, 0.921451, 0.785068, 0.888384, 0.794481, 
