attribute,value
temperatureInd,"(70.32836645453236, 79.5658744189637>"
temperatureInd,"(79.5658744189637, 82.30859543398705>"
temperatureInd,"(82.30859543398705, 90.8826906523314>"
temperatureInd,"(90.8826906523314, 91.41492305448816>"
temperatureInd,"(91.41492305448816, 92.05542566650155>"
temperatureInd,"(92.05542566650155, 93.85420706899654>"
temperatureInd,"(93.85420706899654, 98.43496603249096>"
temperatureInd,"(98.43496603249096, 98.7439830447352>"
temperatureInd,"(98.7439830447352, 105.55565923166449>"
temperatureInd,"(105.55565923166449, 105.573849966596>"
temperatureInd,"(105.573849966596, 106.455101208412>"
temperatureInd,"(106.455101208412, 106.796606222377>"
temperatureInd,"(106.796606222377, 107.2478491222675>"
temperatureInd,"(107.2478491222675, 107.47486140720699>"
temperatureInd,"(107.47486140720699, 108.63150920934649>"
temperatureInd,"(108.63150920934649, 114.69369351145201>"
temperatureInd,"(114.69369351145201, 114.73980227715151>"
temperatureInd,"(114.73980227715151, 115.27318007193>"
temperatureInd,"(115.27318007193, 116.09985342935249>"
temperatureInd,"(116.09985342935249, 116.4840188968825>"
temperatureInd,"(116.4840188968825, 121.239179312842>"
temperatureInd,"(121.239179312842, 121.433159686173>"
temperatureInd,"(121.433159686173, 123.0187581060935>"
temperatureInd,"(123.0187581060935, 127.5529878877125>"
temperatureInd,"(127.5529878877125, 127.835671513471>"
temperatureInd,"(127.835671513471, 128.8328412828775>"
temperatureInd,"(128.8328412828775, 129.31650111132052>"
temperatureInd,"(129.31650111132052, 129.8397020596915>"
temperatureInd,"(129.8397020596915, inf)"
moistureInd,"(-inf, 73.52085746439985>"
moistureInd,"(73.52085746439985, 74.09098483011181>"
moistureInd,"(74.09098483011181, 74.2876500656192>"
moistureInd,"(74.2876500656192, 75.5202732556082>"
moistureInd,"(75.5202732556082, 78.1620760101452>"
moistureInd,"(78.1620760101452, 80.47883387507525>"
moistureInd,"(80.47883387507525, 80.78482301322924>"
moistureInd,"(80.78482301322924, 81.03702054403925>"
moistureInd,"(81.03702054403925, 83.097775096765>"
moistureInd,"(83.097775096765, 83.8386520994664>"
moistureInd,"(83.8386520994664, 88.43413139737055>"
moistureInd,"(88.43413139737055, 88.85738550445109>"
moistureInd,"(88.85738550445109, 88.92721967023105>"
moistureInd,"(88.92721967023105, 88.9998933856955>"
moistureInd,"(88.9998933856955, 89.40919020937511>"
moistureInd,"(89.40919020937511, 89.48423303886864>"
moistureInd,"(89.48423303886864, 92.89498650805695>"
moistureInd,"(92.89498650805695, 93.21887611300636>"
moistureInd,"(93.21887611300636, 93.77023015310465>"
moistureInd,"(93.77023015310465, 94.67541515063391>"
moistureInd,"(94.67541515063391, 94.83530241811701>"
moistureInd,"(94.83530241811701, 95.0518408823018>"
moistureInd,"(95.0518408823018, 98.53475599794766>"
moistureInd,"(98.53475599794766, 98.5696930082805>"
moistureInd,"(98.5696930082805, 98.68791034162305>"
moistureInd,"(98.68791034162305, 99.0455296747015>"
moistureInd,"(99.0455296747015, 99.39759025377714>"
moistureInd,"(99.39759025377714, 99.4443981458616>"
moistureInd,"(99.4443981458616, 106.318188454059>"
moistureInd,"(106.318188454059, 109.510038144516>"
moistureInd,"(109.510038144516, 109.716122033541>"
moistureInd,"(109.716122033541, 109.752047138009>"
moistureInd,"(109.752047138009, 111.63688562890201>"
moistureInd,"(111.63688562890201, 114.754961810546>"
moistureInd,"(114.754961810546, 115.08023030286449>"
moistureInd,"(115.08023030286449, 115.259332495195>"
moistureInd,"(115.259332495195, 119.01936347126099>"
moistureInd,"(119.01936347126099, 120.357769721007>"
moistureInd,"(120.357769721007, inf)"
