time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, r14_l, r14_r, r15_l, r15_r, r16_l, r16_r, r17_l, r17_r, r18_l, r18_r, r19_l, r19_r, r20_l, r20_r, r21_l, r21_r, r22_l, r22_r, 
11.0, 0.930000, 0.853333, 0.964706, 0.880734, 0.945313, 0.906040, 0.945313, 0.914894, 0.936620, 0.912863, 0.931034, 0.922297, 0.922280, 0.920245, 0.956250, 0.983333, 0.897436, 0.965517, 0.897436, 0.926667, 0.941558, 0.924119, 0.969512, 0.967391, 0.906977, 0.951456, 0.897436, 0.947598, 0.900000, 0.926702, 0.910714, 0.930233, 0.900000, 0.929012, 0.921311, 0.928760, 0.923513, 0.937500, 0.921053, 0.930931, 0.955128, 0.932886, 0.930091, 0.926290, 0.921311, 
12.0, 0.914444, 0.853333, 0.964706, 0.862385, 0.929688, 0.892617, 0.929688, 0.885106, 0.922535, 0.883817, 0.917241, 0.898649, 0.901554, 0.898773, 0.950000, 0.975000, 0.846154, 0.958621, 0.846154, 0.903333, 0.928571, 0.905149, 0.963415, 0.961957, 0.860465, 0.941748, 0.846154, 0.938865, 0.850000, 0.910995, 0.857143, 0.918605, 0.840000, 0.913580, 0.898361, 0.912929, 0.903683, 0.929688, 0.894737, 0.909910, 0.948718, 0.917226, 0.911854, 0.916462, 0.898361, 
13.0, 0.904444, 0.853333, 0.952941, 0.853211, 0.914063, 0.885906, 0.914063, 0.880851, 0.901408, 0.879668, 0.896552, 0.891892, 0.886010, 0.892638, 0.937500, 0.958333, 0.846154, 0.951724, 0.846154, 0.896667, 0.915584, 0.902439, 0.957317, 0.951087, 0.860465, 0.927184, 0.846154, 0.921397, 0.850000, 0.900524, 0.857143, 0.906977, 0.840000, 0.895062, 0.895082, 0.897098, 0.898017, 0.921875, 0.868421, 0.903904, 0.935897, 0.910515, 0.893617, 0.906634, 0.895082, 
14.0, 0.900000, 0.853333, 0.941176, 0.853211, 0.906250, 0.885906, 0.906250, 0.880851, 0.894366, 0.879668, 0.889655, 0.891892, 0.880829, 0.892638, 0.925000, 0.950000, 0.846154, 0.937931, 0.846154, 0.896667, 0.909091, 0.902439, 0.945122, 0.940217, 0.860465, 0.922330, 0.846154, 0.912664, 0.850000, 0.895288, 0.857143, 0.901163, 0.840000, 0.885802, 0.895082, 0.889182, 0.898017, 0.910156, 0.868421, 0.903904, 0.929487, 0.910515, 0.884498, 0.896806, 0.895082, 
15.0, 0.897778, 0.853333, 0.941176, 0.853211, 0.906250, 0.885906, 0.906250, 0.880851, 0.894366, 0.879668, 0.889655, 0.891892, 0.875648, 0.892638, 0.918750, 0.950000, 0.846154, 0.937931, 0.846154, 0.896667, 0.902597, 0.902439, 0.945122, 0.940217, 0.860465, 0.912621, 0.846154, 0.908297, 0.850000, 0.895288, 0.857143, 0.895349, 0.840000, 0.879630, 0.895082, 0.883905, 0.898017, 0.902344, 0.868421, 0.903904, 0.923077, 0.910515, 0.878419, 0.891892, 0.895082, 
16.0, 0.888889, 0.840000, 0.941176, 0.844037, 0.906250, 0.879195, 0.906250, 0.876596, 0.894366, 0.871369, 0.889655, 0.885135, 0.875648, 0.886503, 0.918750, 0.933333, 0.846154, 0.924138, 0.846154, 0.890000, 0.902597, 0.897019, 0.932927, 0.923913, 0.860465, 0.898058, 0.846154, 0.899563, 0.850000, 0.884817, 0.857143, 0.895349, 0.840000, 0.867284, 0.891803, 0.873351, 0.892351, 0.894531, 0.868421, 0.894895, 0.923077, 0.903803, 0.866261, 0.879607, 0.891803, 
17.0, 0.880000, 0.826667, 0.929412, 0.834862, 0.898438, 0.872483, 0.898438, 0.863830, 0.887324, 0.858921, 0.882759, 0.875000, 0.870466, 0.877301, 0.912500, 0.925000, 0.846154, 0.917241, 0.846154, 0.880000, 0.896104, 0.888889, 0.926829, 0.913043, 0.860465, 0.888350, 0.846154, 0.890830, 0.850000, 0.879581, 0.839286, 0.889535, 0.820000, 0.858025, 0.881967, 0.865435, 0.883853, 0.882813, 0.868421, 0.885886, 0.916667, 0.897092, 0.857143, 0.867322, 0.881967, 
18.0, 0.866667, 0.813333, 0.917647, 0.807339, 0.890625, 0.852349, 0.890625, 0.846809, 0.880282, 0.850622, 0.875862, 0.854730, 0.865285, 0.855828, 0.906250, 0.916667, 0.794872, 0.910345, 0.794872, 0.870000, 0.889610, 0.869919, 0.920732, 0.902174, 0.813953, 0.878641, 0.794872, 0.882096, 0.800000, 0.874346, 0.803571, 0.883721, 0.800000, 0.848765, 0.855738, 0.854881, 0.861190, 0.878906, 0.868421, 0.876877, 0.910256, 0.879195, 0.848024, 0.859951, 0.855738, 
19.0, 0.856667, 0.786667, 0.917647, 0.788991, 0.890625, 0.832215, 0.890625, 0.834043, 0.880282, 0.838174, 0.875862, 0.844595, 0.865285, 0.843558, 0.906250, 0.916667, 0.794872, 0.910345, 0.794872, 0.860000, 0.889610, 0.859079, 0.920732, 0.896739, 0.813953, 0.873786, 0.794872, 0.877729, 0.800000, 0.874346, 0.803571, 0.883721, 0.800000, 0.842593, 0.845902, 0.849604, 0.849858, 0.878906, 0.842105, 0.867868, 0.910256, 0.868009, 0.841945, 0.850123, 0.845902, 
20.0, 0.850000, 0.773333, 0.917647, 0.770642, 0.890625, 0.818792, 0.890625, 0.817021, 0.880282, 0.825726, 0.875862, 0.831081, 0.865285, 0.831288, 0.906250, 0.916667, 0.769231, 0.910345, 0.769231, 0.843333, 0.889610, 0.848238, 0.920732, 0.896739, 0.790698, 0.873786, 0.769231, 0.877729, 0.775000, 0.874346, 0.785714, 0.883721, 0.780000, 0.839506, 0.832787, 0.846966, 0.838527, 0.878906, 0.815789, 0.852853, 0.910256, 0.856823, 0.838906, 0.847666, 0.832787, 
21.0, 0.847778, 0.773333, 0.917647, 0.761468, 0.890625, 0.818792, 0.890625, 0.812766, 0.880282, 0.821577, 0.875862, 0.827703, 0.865285, 0.825153, 0.906250, 0.916667, 0.769231, 0.910345, 0.769231, 0.840000, 0.889610, 0.842818, 0.920732, 0.896739, 0.790698, 0.873786, 0.769231, 0.877729, 0.775000, 0.874346, 0.785714, 0.883721, 0.780000, 0.839506, 0.826230, 0.846966, 0.832861, 0.878906, 0.815789, 0.849850, 0.910256, 0.852349, 0.838906, 0.847666, 0.826230, 
22.0, 0.841111, 0.773333, 0.917647, 0.761468, 0.890625, 0.818792, 0.890625, 0.812766, 0.880282, 0.817427, 0.875862, 0.824324, 0.860104, 0.822086, 0.900000, 0.908333, 0.743590, 0.903448, 0.743590, 0.833333, 0.883117, 0.837398, 0.902439, 0.880435, 0.767442, 0.864078, 0.743590, 0.873362, 0.750000, 0.869110, 0.785714, 0.883721, 0.780000, 0.830247, 0.826230, 0.839050, 0.830028, 0.871094, 0.815789, 0.843844, 0.903846, 0.847875, 0.829787, 0.840295, 0.826230, 
23.0, 0.834444, 0.773333, 0.917647, 0.761468, 0.890625, 0.818792, 0.890625, 0.808511, 0.880282, 0.813278, 0.875862, 0.817568, 0.860104, 0.815951, 0.893750, 0.908333, 0.692308, 0.896552, 0.692308, 0.826667, 0.883117, 0.829268, 0.896341, 0.875000, 0.720930, 0.859223, 0.692308, 0.868996, 0.700000, 0.863874, 0.750000, 0.883721, 0.760000, 0.824074, 0.819672, 0.833773, 0.824363, 0.867188, 0.815789, 0.837838, 0.903846, 0.838926, 0.823708, 0.837838, 0.819672, 
24.0, 0.826667, 0.773333, 0.905882, 0.761468, 0.875000, 0.812081, 0.875000, 0.804255, 0.859155, 0.809129, 0.855172, 0.814189, 0.834197, 0.812883, 0.868750, 0.891667, 0.692308, 0.875862, 0.692308, 0.823333, 0.850649, 0.826558, 0.871951, 0.853261, 0.720930, 0.839806, 0.692308, 0.851528, 0.700000, 0.842932, 0.750000, 0.854651, 0.760000, 0.805556, 0.816393, 0.817942, 0.821530, 0.847656, 0.815789, 0.834835, 0.878205, 0.836689, 0.805471, 0.823096, 0.816393, 
25.0, 0.820000, 0.760000, 0.905882, 0.752294, 0.875000, 0.805369, 0.875000, 0.795745, 0.859155, 0.800830, 0.855172, 0.804054, 0.829016, 0.803681, 0.862500, 0.891667, 0.692308, 0.875862, 0.692308, 0.816667, 0.850649, 0.818428, 0.871951, 0.853261, 0.720930, 0.839806, 0.692308, 0.847162, 0.700000, 0.842932, 0.750000, 0.848837, 0.760000, 0.802469, 0.806557, 0.810026, 0.813031, 0.839844, 0.789474, 0.828829, 0.871795, 0.829978, 0.802432, 0.818182, 0.806557, 
26.0, 0.811111, 0.746667, 0.894118, 0.752294, 0.867188, 0.791946, 0.867188, 0.782979, 0.852113, 0.784232, 0.848276, 0.790541, 0.823834, 0.791411, 0.856250, 0.891667, 0.666667, 0.868966, 0.666667, 0.803333, 0.844156, 0.807588, 0.865854, 0.847826, 0.697674, 0.834951, 0.666667, 0.842795, 0.675000, 0.837696, 0.714286, 0.831395, 0.720000, 0.799383, 0.793443, 0.799472, 0.801700, 0.828125, 0.710526, 0.819820, 0.865385, 0.821029, 0.799392, 0.808354, 0.793443, 
27.0, 0.802222, 0.733333, 0.882353, 0.733945, 0.859375, 0.771812, 0.859375, 0.770213, 0.845070, 0.780083, 0.841379, 0.780405, 0.813472, 0.782209, 0.843750, 0.883333, 0.666667, 0.862069, 0.666667, 0.790000, 0.837662, 0.796748, 0.859756, 0.842391, 0.697674, 0.830097, 0.666667, 0.834061, 0.675000, 0.832461, 0.696429, 0.825581, 0.700000, 0.793210, 0.783607, 0.791557, 0.793201, 0.820313, 0.710526, 0.804805, 0.852564, 0.809843, 0.793313, 0.800983, 0.783607, 
28.0, 0.793333, 0.733333, 0.882353, 0.733945, 0.851563, 0.765101, 0.851563, 0.761702, 0.838028, 0.771784, 0.834483, 0.773649, 0.808290, 0.776074, 0.843750, 0.875000, 0.641026, 0.848276, 0.641026, 0.783333, 0.831169, 0.791328, 0.847561, 0.831522, 0.674419, 0.820388, 0.641026, 0.820961, 0.650000, 0.811518, 0.678571, 0.813953, 0.680000, 0.777778, 0.777049, 0.775726, 0.787535, 0.804688, 0.710526, 0.798799, 0.852564, 0.805369, 0.778116, 0.786241, 0.777049, 
29.0, 0.783333, 0.733333, 0.882353, 0.724771, 0.843750, 0.758389, 0.843750, 0.748936, 0.830986, 0.759336, 0.827586, 0.760135, 0.803109, 0.763804, 0.837500, 0.866667, 0.641026, 0.841379, 0.641026, 0.770000, 0.824675, 0.780488, 0.841463, 0.826087, 0.674419, 0.815534, 0.641026, 0.812227, 0.650000, 0.806283, 0.660714, 0.808140, 0.660000, 0.768519, 0.767213, 0.765172, 0.776204, 0.796875, 0.710526, 0.786787, 0.846154, 0.796421, 0.768997, 0.776413, 0.767213, 
30.0, 0.775556, 0.720000, 0.870588, 0.715596, 0.835938, 0.744966, 0.835938, 0.740426, 0.823944, 0.751037, 0.820690, 0.753378, 0.787565, 0.757669, 0.818750, 0.858333, 0.641026, 0.834483, 0.641026, 0.763333, 0.811688, 0.775068, 0.829268, 0.815217, 0.674419, 0.805825, 0.641026, 0.803493, 0.650000, 0.801047, 0.642857, 0.802326, 0.640000, 0.759259, 0.760656, 0.757256, 0.770538, 0.785156, 0.710526, 0.777778, 0.826923, 0.789709, 0.759878, 0.769042, 0.760656, 
31.0, 0.764444, 0.680000, 0.870588, 0.669725, 0.835938, 0.718121, 0.835938, 0.714894, 0.823944, 0.721992, 0.820690, 0.729730, 0.787565, 0.736196, 0.818750, 0.858333, 0.615385, 0.834483, 0.615385, 0.736667, 0.811688, 0.753388, 0.829268, 0.815217, 0.651163, 0.800971, 0.615385, 0.799127, 0.625000, 0.795812, 0.625000, 0.802326, 0.620000, 0.753086, 0.740984, 0.751979, 0.750708, 0.781250, 0.710526, 0.753754, 0.826923, 0.771812, 0.753799, 0.764128, 0.740984, 
32.0, 0.760000, 0.666667, 0.870588, 0.651376, 0.835938, 0.704698, 0.835938, 0.702128, 0.823944, 0.709544, 0.820690, 0.719595, 0.787565, 0.726994, 0.818750, 0.858333, 0.615385, 0.834483, 0.615385, 0.726667, 0.811688, 0.745257, 0.829268, 0.815217, 0.651163, 0.800971, 0.615385, 0.799127, 0.625000, 0.795812, 0.625000, 0.802326, 0.620000, 0.753086, 0.731148, 0.751979, 0.742210, 0.781250, 0.710526, 0.744745, 0.826923, 0.765101, 0.753799, 0.761671, 0.731148, 
33.0, 0.755556, 0.666667, 0.870588, 0.651376, 0.835938, 0.697987, 0.835938, 0.693617, 0.823944, 0.701245, 0.820690, 0.712838, 0.787565, 0.717791, 0.818750, 0.858333, 0.615385, 0.834483, 0.615385, 0.720000, 0.811688, 0.737127, 0.829268, 0.815217, 0.651163, 0.800971, 0.615385, 0.799127, 0.625000, 0.795812, 0.625000, 0.802326, 0.620000, 0.753086, 0.724590, 0.751979, 0.733711, 0.781250, 0.710526, 0.735736, 0.826923, 0.756152, 0.753799, 0.761671, 0.724590, 
34.0, 0.743333, 0.653333, 0.870588, 0.642202, 0.828125, 0.684564, 0.828125, 0.680851, 0.816901, 0.692946, 0.813793, 0.702703, 0.777202, 0.708589, 0.818750, 0.850000, 0.615385, 0.834483, 0.615385, 0.706667, 0.805195, 0.728997, 0.829268, 0.809783, 0.651163, 0.796117, 0.615385, 0.794760, 0.625000, 0.790576, 0.625000, 0.796512, 0.620000, 0.746914, 0.714754, 0.744063, 0.725212, 0.777344, 0.684211, 0.723724, 0.826923, 0.744966, 0.744681, 0.751843, 0.714754, 
35.0, 0.733333, 0.613333, 0.870588, 0.614679, 0.820313, 0.664430, 0.820313, 0.668085, 0.809859, 0.680498, 0.806897, 0.689189, 0.772021, 0.696319, 0.812500, 0.841667, 0.615385, 0.827586, 0.615385, 0.690000, 0.798701, 0.712737, 0.823171, 0.804348, 0.651163, 0.786408, 0.615385, 0.786026, 0.625000, 0.780105, 0.625000, 0.790698, 0.620000, 0.740741, 0.704918, 0.738786, 0.713881, 0.773438, 0.657895, 0.705706, 0.820513, 0.729306, 0.738602, 0.746929, 0.704918, 
36.0, 0.726667, 0.600000, 0.870588, 0.605505, 0.820313, 0.657718, 0.820313, 0.655319, 0.809859, 0.668050, 0.806897, 0.679054, 0.772021, 0.687117, 0.812500, 0.841667, 0.615385, 0.827586, 0.615385, 0.680000, 0.798701, 0.699187, 0.823171, 0.804348, 0.651163, 0.786408, 0.615385, 0.786026, 0.625000, 0.780105, 0.625000, 0.784884, 0.620000, 0.740741, 0.691803, 0.736148, 0.702550, 0.773438, 0.657895, 0.696697, 0.820513, 0.718121, 0.738602, 0.744472, 0.691803, 
37.0, 0.722222, 0.586667, 0.870588, 0.596330, 0.820313, 0.637584, 0.820313, 0.642553, 0.809859, 0.655602, 0.806897, 0.668919, 0.772021, 0.677914, 0.812500, 0.841667, 0.589744, 0.827586, 0.589744, 0.670000, 0.798701, 0.691057, 0.823171, 0.804348, 0.627907, 0.786408, 0.589744, 0.786026, 0.600000, 0.780105, 0.589286, 0.784884, 0.580000, 0.740741, 0.681967, 0.733509, 0.694051, 0.769531, 0.657895, 0.687688, 0.820513, 0.711409, 0.738602, 0.742015, 0.681967, 
38.0, 0.712222, 0.573333, 0.870588, 0.587156, 0.812500, 0.630872, 0.812500, 0.634043, 0.802817, 0.647303, 0.800000, 0.658784, 0.761658, 0.668712, 0.806250, 0.841667, 0.564103, 0.827586, 0.564103, 0.663333, 0.798701, 0.682927, 0.823171, 0.804348, 0.604651, 0.786408, 0.564103, 0.781659, 0.575000, 0.780105, 0.571429, 0.773256, 0.560000, 0.731481, 0.672131, 0.722955, 0.685552, 0.761719, 0.631579, 0.681682, 0.814103, 0.700224, 0.729483, 0.732187, 0.672131, 
39.0, 0.706667, 0.560000, 0.858824, 0.577982, 0.796875, 0.624161, 0.796875, 0.629787, 0.788732, 0.643154, 0.786207, 0.655405, 0.751295, 0.665644, 0.793750, 0.825000, 0.564103, 0.813793, 0.564103, 0.656667, 0.785714, 0.677507, 0.810976, 0.793478, 0.604651, 0.776699, 0.564103, 0.772926, 0.575000, 0.769634, 0.571429, 0.761628, 0.560000, 0.725309, 0.668852, 0.717678, 0.682720, 0.757813, 0.631579, 0.672673, 0.801282, 0.693512, 0.723404, 0.727273, 0.668852, 
40.0, 0.698889, 0.560000, 0.858824, 0.559633, 0.789063, 0.617450, 0.789063, 0.617021, 0.781690, 0.630705, 0.779310, 0.645270, 0.740933, 0.656442, 0.787500, 0.825000, 0.538462, 0.813793, 0.538462, 0.643333, 0.772727, 0.666667, 0.804878, 0.788043, 0.581395, 0.771845, 0.538462, 0.772926, 0.550000, 0.764398, 0.553571, 0.755814, 0.540000, 0.719136, 0.659016, 0.712401, 0.674221, 0.746094, 0.605263, 0.660661, 0.794872, 0.684564, 0.717325, 0.719902, 0.659016, 
41.0, 0.690000, 0.560000, 0.858824, 0.559633, 0.789063, 0.617450, 0.789063, 0.612766, 0.781690, 0.626556, 0.779310, 0.641892, 0.735751, 0.650307, 0.781250, 0.825000, 0.538462, 0.813793, 0.538462, 0.633333, 0.772727, 0.655827, 0.804878, 0.788043, 0.581395, 0.771845, 0.538462, 0.768559, 0.550000, 0.764398, 0.553571, 0.755814, 0.540000, 0.712963, 0.652459, 0.701847, 0.668555, 0.746094, 0.605263, 0.651652, 0.788462, 0.675615, 0.711246, 0.714988, 0.652459, 
42.0, 0.678889, 0.533333, 0.835294, 0.532110, 0.773438, 0.590604, 0.773438, 0.591489, 0.760563, 0.605809, 0.758621, 0.621622, 0.720207, 0.631902, 0.762500, 0.808333, 0.512821, 0.793103, 0.512821, 0.613333, 0.753247, 0.639566, 0.786585, 0.771739, 0.558140, 0.757282, 0.512821, 0.755459, 0.525000, 0.748691, 0.535714, 0.738372, 0.520000, 0.700617, 0.636066, 0.691293, 0.651558, 0.730469, 0.578947, 0.633634, 0.769231, 0.662192, 0.699088, 0.705160, 0.636066, 
43.0, 0.673333, 0.533333, 0.835294, 0.532110, 0.765625, 0.590604, 0.765625, 0.591489, 0.753521, 0.605809, 0.751724, 0.621622, 0.709845, 0.631902, 0.750000, 0.791667, 0.512821, 0.779310, 0.512821, 0.613333, 0.746753, 0.636856, 0.774390, 0.760870, 0.558140, 0.747573, 0.512821, 0.742358, 0.525000, 0.738220, 0.535714, 0.732558, 0.520000, 0.691358, 0.632787, 0.683377, 0.648725, 0.726563, 0.578947, 0.633634, 0.756410, 0.659955, 0.689970, 0.695332, 0.632787, 
44.0, 0.662222, 0.493333, 0.811765, 0.504587, 0.750000, 0.570470, 0.750000, 0.578723, 0.739437, 0.593361, 0.737931, 0.608108, 0.694301, 0.616564, 0.731250, 0.775000, 0.487179, 0.765517, 0.487179, 0.603333, 0.733766, 0.620596, 0.762195, 0.750000, 0.534884, 0.737864, 0.487179, 0.729258, 0.500000, 0.727749, 0.517857, 0.720930, 0.520000, 0.682099, 0.613115, 0.675462, 0.631728, 0.718750, 0.500000, 0.624625, 0.737179, 0.644295, 0.680851, 0.687961, 0.613115, 
45.0, 0.652222, 0.493333, 0.776471, 0.495413, 0.726563, 0.557047, 0.726563, 0.570213, 0.718310, 0.589212, 0.717241, 0.597973, 0.673575, 0.607362, 0.706250, 0.758333, 0.487179, 0.744828, 0.487179, 0.600000, 0.714286, 0.617886, 0.743902, 0.733696, 0.534884, 0.723301, 0.487179, 0.711790, 0.500000, 0.712042, 0.517857, 0.703488, 0.520000, 0.669753, 0.606557, 0.662269, 0.623229, 0.707031, 0.500000, 0.615616, 0.711538, 0.637584, 0.665653, 0.678133, 0.606557, 
46.0, 0.642222, 0.480000, 0.764706, 0.486239, 0.718750, 0.550336, 0.718750, 0.565957, 0.704225, 0.585062, 0.703448, 0.591216, 0.658031, 0.601227, 0.687500, 0.750000, 0.461538, 0.724138, 0.461538, 0.596667, 0.694805, 0.612466, 0.725610, 0.717391, 0.511628, 0.703883, 0.461538, 0.698690, 0.475000, 0.696335, 0.500000, 0.691860, 0.520000, 0.657407, 0.600000, 0.651715, 0.617564, 0.687500, 0.500000, 0.612613, 0.692308, 0.630872, 0.653495, 0.663391, 0.600000, 
47.0, 0.636667, 0.466667, 0.764706, 0.467890, 0.718750, 0.543624, 0.718750, 0.557447, 0.704225, 0.576763, 0.703448, 0.584459, 0.658031, 0.595092, 0.687500, 0.750000, 0.461538, 0.724138, 0.461538, 0.590000, 0.694805, 0.607046, 0.725610, 0.717391, 0.511628, 0.703883, 0.461538, 0.698690, 0.475000, 0.696335, 0.500000, 0.691860, 0.520000, 0.657407, 0.593443, 0.649077, 0.611898, 0.679688, 0.500000, 0.606607, 0.692308, 0.624161, 0.653495, 0.658477, 0.593443, 
48.0, 0.626667, 0.453333, 0.741176, 0.458716, 0.695313, 0.536913, 0.695313, 0.548936, 0.683099, 0.568465, 0.682759, 0.577703, 0.642487, 0.582822, 0.668750, 0.725000, 0.435897, 0.703448, 0.435897, 0.580000, 0.675325, 0.596206, 0.707317, 0.701087, 0.488372, 0.689320, 0.435897, 0.685590, 0.450000, 0.680628, 0.482143, 0.674419, 0.500000, 0.648148, 0.580328, 0.641161, 0.600567, 0.667969, 0.500000, 0.597598, 0.673077, 0.612975, 0.644377, 0.648649, 0.580328, 
49.0, 0.613333, 0.453333, 0.729412, 0.458716, 0.687500, 0.530201, 0.687500, 0.536170, 0.676056, 0.556017, 0.675862, 0.564189, 0.632124, 0.564417, 0.656250, 0.716667, 0.384615, 0.696552, 0.384615, 0.570000, 0.668831, 0.579946, 0.701220, 0.695652, 0.441860, 0.679612, 0.384615, 0.672489, 0.400000, 0.675393, 0.446429, 0.668605, 0.460000, 0.638889, 0.567213, 0.630607, 0.583569, 0.660156, 0.473684, 0.585586, 0.660256, 0.597315, 0.635258, 0.636364, 0.567213, 
