time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, 
1.0, 0.889460, 0.805556, 0.921371, 0.798561, 0.919517, 0.812155, 0.919517, 0.833333, 0.918000, 0.808511, 0.919517, 0.838129, 0.918000, 0.820513, 0.918322, 0.900000, 0.928571, 0.923913, 0.805556, 0.921348, 0.914894, 
1.1, 0.871465, 0.768519, 0.907258, 0.762590, 0.905433, 0.779006, 0.905433, 0.805556, 0.904000, 0.781915, 0.905433, 0.812950, 0.904000, 0.794872, 0.902870, 0.900000, 0.928571, 0.904891, 0.768519, 0.921348, 0.914894, 
1.2, 0.862468, 0.768519, 0.895161, 0.762590, 0.893360, 0.779006, 0.893360, 0.800926, 0.892000, 0.776596, 0.893360, 0.809353, 0.892000, 0.786325, 0.894040, 0.850000, 0.921429, 0.896739, 0.768519, 0.898876, 0.914894, 
1.3, 0.857326, 0.759259, 0.891129, 0.755396, 0.889336, 0.773481, 0.889336, 0.791667, 0.888000, 0.765957, 0.889336, 0.802158, 0.888000, 0.773504, 0.891832, 0.850000, 0.921429, 0.896739, 0.759259, 0.887640, 0.914894, 
1.4, 0.849614, 0.759259, 0.883065, 0.755396, 0.881288, 0.767956, 0.881288, 0.787037, 0.880000, 0.755319, 0.881288, 0.794964, 0.880000, 0.764957, 0.883002, 0.850000, 0.914286, 0.885870, 0.759259, 0.887640, 0.893617, 
1.5, 0.838046, 0.703704, 0.879032, 0.712230, 0.877264, 0.729282, 0.877264, 0.754630, 0.876000, 0.723404, 0.877264, 0.769784, 0.876000, 0.739316, 0.878587, 0.850000, 0.900000, 0.880435, 0.703704, 0.887640, 0.893617, 
1.6, 0.831620, 0.694444, 0.872984, 0.705036, 0.871227, 0.718232, 0.871227, 0.745370, 0.870000, 0.718085, 0.871227, 0.762590, 0.870000, 0.735043, 0.871965, 0.850000, 0.878571, 0.872283, 0.694444, 0.887640, 0.893617, 
1.7, 0.820051, 0.675926, 0.864919, 0.683453, 0.863179, 0.696133, 0.863179, 0.726852, 0.862000, 0.696809, 0.863179, 0.744604, 0.862000, 0.713675, 0.865342, 0.825000, 0.864286, 0.864130, 0.675926, 0.876404, 0.872340, 
1.8, 0.817481, 0.666667, 0.862903, 0.676259, 0.861167, 0.690608, 0.861167, 0.722222, 0.860000, 0.691489, 0.861167, 0.741007, 0.860000, 0.709402, 0.863135, 0.800000, 0.864286, 0.864130, 0.666667, 0.865169, 0.872340, 
1.9, 0.811044, 0.648148, 0.858862, 0.661871, 0.857133, 0.674033, 0.857133, 0.708333, 0.855991, 0.675532, 0.857133, 0.730216, 0.855991, 0.696581, 0.858708, 0.775000, 0.857083, 0.861404, 0.648148, 0.853933, 0.872340, 
2.0, 0.804607, 0.648148, 0.852799, 0.661871, 0.851083, 0.668508, 0.851083, 0.699074, 0.849977, 0.664894, 0.851083, 0.723022, 0.849977, 0.688034, 0.852069, 0.775000, 0.849881, 0.853227, 0.648148, 0.853933, 0.872340, 
2.1, 0.798170, 0.629630, 0.846736, 0.647482, 0.845033, 0.657459, 0.845033, 0.689815, 0.843963, 0.654255, 0.845033, 0.715827, 0.843963, 0.679487, 0.845429, 0.775000, 0.849881, 0.845049, 0.629630, 0.853933, 0.872340, 
2.2, 0.795595, 0.629630, 0.844716, 0.647482, 0.843016, 0.657459, 0.843016, 0.689815, 0.841958, 0.648936, 0.843016, 0.712230, 0.841958, 0.675214, 0.843216, 0.775000, 0.849881, 0.842323, 0.629630, 0.853933, 0.872340, 
2.3, 0.790446, 0.629630, 0.838653, 0.647482, 0.836966, 0.657459, 0.836966, 0.689815, 0.835944, 0.648936, 0.836966, 0.708633, 0.835944, 0.670940, 0.836577, 0.775000, 0.849881, 0.839597, 0.629630, 0.842697, 0.872340, 
2.4, 0.786584, 0.620370, 0.834611, 0.640288, 0.832932, 0.651934, 0.832932, 0.685185, 0.831935, 0.643617, 0.832932, 0.705036, 0.831935, 0.666667, 0.832150, 0.775000, 0.842679, 0.834145, 0.620370, 0.842697, 0.872340, 
2.5, 0.778860, 0.611111, 0.826528, 0.633094, 0.824865, 0.646409, 0.824865, 0.680556, 0.823916, 0.638298, 0.824865, 0.697842, 0.823916, 0.662393, 0.823298, 0.775000, 0.828274, 0.823241, 0.611111, 0.842697, 0.851064, 
2.6, 0.774997, 0.611111, 0.820465, 0.633094, 0.818815, 0.646409, 0.818815, 0.680556, 0.817902, 0.638298, 0.818815, 0.697842, 0.817902, 0.662393, 0.816658, 0.775000, 0.821071, 0.817789, 0.611111, 0.831461, 0.829787, 
2.7, 0.765986, 0.601852, 0.812382, 0.625899, 0.810747, 0.640884, 0.810747, 0.671296, 0.809883, 0.627660, 0.810747, 0.687050, 0.809883, 0.649573, 0.807806, 0.775000, 0.813869, 0.806885, 0.601852, 0.831461, 0.829787, 
2.8, 0.763411, 0.601852, 0.808340, 0.625899, 0.806714, 0.640884, 0.806714, 0.671296, 0.805874, 0.627660, 0.806714, 0.687050, 0.805874, 0.649573, 0.803379, 0.775000, 0.813869, 0.804159, 0.601852, 0.831461, 0.829787, 
2.9, 0.756974, 0.583333, 0.804299, 0.611511, 0.802680, 0.629834, 0.802680, 0.662037, 0.801865, 0.611702, 0.802680, 0.676259, 0.801865, 0.636752, 0.798953, 0.775000, 0.806667, 0.798707, 0.583333, 0.831461, 0.829787, 
3.0, 0.747963, 0.564815, 0.794194, 0.597122, 0.792596, 0.618785, 0.792596, 0.652778, 0.791841, 0.606383, 0.792596, 0.669065, 0.791841, 0.628205, 0.790100, 0.750000, 0.799464, 0.790529, 0.564815, 0.808989, 0.829787, 
3.1, 0.745388, 0.555556, 0.792173, 0.589928, 0.790580, 0.613260, 0.790580, 0.648148, 0.789837, 0.601064, 0.790580, 0.665468, 0.789837, 0.623932, 0.787887, 0.750000, 0.799464, 0.787803, 0.555556, 0.808989, 0.829787, 
3.2, 0.741526, 0.546296, 0.792173, 0.582734, 0.790580, 0.607735, 0.790580, 0.634259, 0.789837, 0.590426, 0.790580, 0.654676, 0.789837, 0.615385, 0.787887, 0.750000, 0.799464, 0.787803, 0.546296, 0.808989, 0.829787, 
3.3, 0.735089, 0.546296, 0.786111, 0.582734, 0.784529, 0.607735, 0.784529, 0.634259, 0.783823, 0.585106, 0.784529, 0.647482, 0.783823, 0.606838, 0.781248, 0.750000, 0.792262, 0.779626, 0.546296, 0.808989, 0.829787, 
3.4, 0.731227, 0.537037, 0.784090, 0.575540, 0.782512, 0.596685, 0.782512, 0.625000, 0.781818, 0.574468, 0.782512, 0.640288, 0.781818, 0.598291, 0.779034, 0.750000, 0.792262, 0.779626, 0.537037, 0.797753, 0.829787, 
3.5, 0.726077, 0.527778, 0.780048, 0.568345, 0.778479, 0.591160, 0.778479, 0.620370, 0.777809, 0.563830, 0.778479, 0.633094, 0.777809, 0.589744, 0.774608, 0.750000, 0.792262, 0.774174, 0.527778, 0.797753, 0.829787, 
3.6, 0.723498, 0.527778, 0.775996, 0.568345, 0.774435, 0.591160, 0.774435, 0.620370, 0.773789, 0.563830, 0.774435, 0.633094, 0.773789, 0.589744, 0.772389, 0.725000, 0.792262, 0.771448, 0.527778, 0.786356, 0.829787, 
3.7, 0.718339, 0.518519, 0.771944, 0.561151, 0.770391, 0.585635, 0.770391, 0.611111, 0.769769, 0.558511, 0.770391, 0.625899, 0.769769, 0.585470, 0.770169, 0.725000, 0.792262, 0.768722, 0.518519, 0.786356, 0.829787, 
3.8, 0.715760, 0.518519, 0.767892, 0.561151, 0.766347, 0.585635, 0.766347, 0.611111, 0.765750, 0.558511, 0.766347, 0.625899, 0.765750, 0.585470, 0.767950, 0.725000, 0.792262, 0.768722, 0.518519, 0.774960, 0.829787, 
3.9, 0.715760, 0.518519, 0.767892, 0.561151, 0.766347, 0.585635, 0.766347, 0.611111, 0.765750, 0.558511, 0.766347, 0.625899, 0.765750, 0.585470, 0.767950, 0.725000, 0.792262, 0.768722, 0.518519, 0.774960, 0.829787, 
4.0, 0.710592, 0.509259, 0.761797, 0.553957, 0.760265, 0.580110, 0.760265, 0.606481, 0.759704, 0.558511, 0.760265, 0.622302, 0.759704, 0.585470, 0.761272, 0.700000, 0.792262, 0.763250, 0.509259, 0.763563, 0.829787, 
4.1, 0.705424, 0.490741, 0.757734, 0.539568, 0.756210, 0.569061, 0.756210, 0.597222, 0.755674, 0.547872, 0.756210, 0.615108, 0.755674, 0.576923, 0.756820, 0.700000, 0.792262, 0.757779, 0.490741, 0.763563, 0.829787, 
4.2, 0.704132, 0.490741, 0.757734, 0.539568, 0.756210, 0.563536, 0.756210, 0.592593, 0.755674, 0.547872, 0.756210, 0.611511, 0.755674, 0.576923, 0.756820, 0.700000, 0.792262, 0.757779, 0.490741, 0.763563, 0.829787, 
4.3, 0.700249, 0.481481, 0.755698, 0.525180, 0.754177, 0.552486, 0.754177, 0.583333, 0.753654, 0.537234, 0.754177, 0.604317, 0.753654, 0.568376, 0.756820, 0.700000, 0.792262, 0.757779, 0.481481, 0.752167, 0.829787, 
4.4, 0.698955, 0.481481, 0.753661, 0.525180, 0.752144, 0.552486, 0.752144, 0.583333, 0.751633, 0.537234, 0.752144, 0.604317, 0.751633, 0.564103, 0.756820, 0.675000, 0.792262, 0.757779, 0.481481, 0.740770, 0.829787, 
4.5, 0.697660, 0.481481, 0.753661, 0.525180, 0.752144, 0.552486, 0.752144, 0.578704, 0.751633, 0.537234, 0.752144, 0.600719, 0.751633, 0.564103, 0.756820, 0.675000, 0.792262, 0.757779, 0.481481, 0.740770, 0.829787, 
4.7, 0.695072, 0.472222, 0.751624, 0.517986, 0.750111, 0.546961, 0.750111, 0.574074, 0.749613, 0.531915, 0.750111, 0.597122, 0.749613, 0.559829, 0.754587, 0.650000, 0.792262, 0.757779, 0.472222, 0.729374, 0.829787, 
4.8, 0.693777, 0.462963, 0.751624, 0.510791, 0.750111, 0.541436, 0.750111, 0.569444, 0.749613, 0.531915, 0.750111, 0.593525, 0.749613, 0.559829, 0.754587, 0.650000, 0.792262, 0.757779, 0.462963, 0.729374, 0.829787, 
4.9, 0.692483, 0.462963, 0.749587, 0.510791, 0.748079, 0.541436, 0.748079, 0.569444, 0.747592, 0.531915, 0.748079, 0.593525, 0.747592, 0.559829, 0.752355, 0.650000, 0.785060, 0.755033, 0.462963, 0.729374, 0.808511, 
5.0, 0.691189, 0.462963, 0.747550, 0.510791, 0.746046, 0.541436, 0.746046, 0.569444, 0.745572, 0.531915, 0.746046, 0.593525, 0.745572, 0.559829, 0.752355, 0.625000, 0.785060, 0.755033, 0.462963, 0.717978, 0.808511, 
5.1, 0.687306, 0.462963, 0.741439, 0.510791, 0.739947, 0.541436, 0.739947, 0.569444, 0.739510, 0.531915, 0.739947, 0.593525, 0.739510, 0.559829, 0.745657, 0.625000, 0.770655, 0.746797, 0.462963, 0.717978, 0.787234, 
5.3, 0.684717, 0.462963, 0.739402, 0.510791, 0.737914, 0.541436, 0.737914, 0.564815, 0.737489, 0.531915, 0.737914, 0.589928, 0.737489, 0.559829, 0.743425, 0.625000, 0.770655, 0.744051, 0.462963, 0.717978, 0.787234, 
5.4, 0.682128, 0.453704, 0.737365, 0.503597, 0.735882, 0.535912, 0.735882, 0.560185, 0.735469, 0.526596, 0.735882, 0.586331, 0.735469, 0.555556, 0.741192, 0.625000, 0.763452, 0.741306, 0.453704, 0.717978, 0.765957, 
5.5, 0.680834, 0.453704, 0.737365, 0.503597, 0.735882, 0.535912, 0.735882, 0.555556, 0.735469, 0.526596, 0.735882, 0.582734, 0.735469, 0.555556, 0.741192, 0.625000, 0.763452, 0.741306, 0.453704, 0.717978, 0.765957, 
5.6, 0.678245, 0.453704, 0.735328, 0.496403, 0.733849, 0.530387, 0.733849, 0.550926, 0.733448, 0.521277, 0.733849, 0.579137, 0.733448, 0.551282, 0.738960, 0.625000, 0.763452, 0.738560, 0.453704, 0.717978, 0.765957, 
5.7, 0.676951, 0.444444, 0.735328, 0.489209, 0.733849, 0.524862, 0.733849, 0.546296, 0.733448, 0.515957, 0.733849, 0.575540, 0.733448, 0.547009, 0.738960, 0.625000, 0.763452, 0.738560, 0.444444, 0.717978, 0.765957, 
5.9, 0.676951, 0.444444, 0.735328, 0.489209, 0.733849, 0.524862, 0.733849, 0.546296, 0.733448, 0.515957, 0.733849, 0.575540, 0.733448, 0.547009, 0.738960, 0.625000, 0.763452, 0.738560, 0.444444, 0.717978, 0.765957, 
6.0, 0.670454, 0.425926, 0.731232, 0.474820, 0.729760, 0.508287, 0.729760, 0.532407, 0.729385, 0.500000, 0.729760, 0.564748, 0.729385, 0.534188, 0.734468, 0.625000, 0.756181, 0.733028, 0.425926, 0.717978, 0.765957, 
6.1, 0.666548, 0.416667, 0.727124, 0.467626, 0.725661, 0.502762, 0.725661, 0.527778, 0.725310, 0.494681, 0.725661, 0.561151, 0.725310, 0.529915, 0.729962, 0.625000, 0.756181, 0.730262, 0.416667, 0.717978, 0.765957, 
6.3, 0.665247, 0.416667, 0.727124, 0.467626, 0.725661, 0.502762, 0.725661, 0.527778, 0.725310, 0.494681, 0.725661, 0.557554, 0.725310, 0.525641, 0.729962, 0.625000, 0.756181, 0.730262, 0.416667, 0.717978, 0.765957, 
6.4, 0.662643, 0.398148, 0.727124, 0.453237, 0.725661, 0.491713, 0.725661, 0.518519, 0.725310, 0.484043, 0.725661, 0.550360, 0.725310, 0.517094, 0.729962, 0.625000, 0.756181, 0.730262, 0.398148, 0.717978, 0.765957, 
6.5, 0.660039, 0.398148, 0.725070, 0.453237, 0.723611, 0.486188, 0.723611, 0.513889, 0.723273, 0.478723, 0.723611, 0.546763, 0.723273, 0.512821, 0.727709, 0.625000, 0.756181, 0.727495, 0.398148, 0.717978, 0.765957, 
6.6, 0.658735, 0.398148, 0.723010, 0.453237, 0.721555, 0.486188, 0.721555, 0.513889, 0.721230, 0.478723, 0.721555, 0.546763, 0.721230, 0.512821, 0.725449, 0.625000, 0.756181, 0.724719, 0.398148, 0.717978, 0.765957, 
6.8, 0.654814, 0.388889, 0.723010, 0.446043, 0.721555, 0.480663, 0.721555, 0.509259, 0.721230, 0.478723, 0.721555, 0.535971, 0.721230, 0.512821, 0.725449, 0.625000, 0.756181, 0.724719, 0.388889, 0.717978, 0.765957, 
6.9, 0.649586, 0.379630, 0.718878, 0.438849, 0.717432, 0.469613, 0.717432, 0.500000, 0.717132, 0.468085, 0.717432, 0.528777, 0.717132, 0.504274, 0.720915, 0.625000, 0.748910, 0.721931, 0.379630, 0.706397, 0.744681, 
7.0, 0.646966, 0.370370, 0.718878, 0.424460, 0.717432, 0.458564, 0.717432, 0.490741, 0.717132, 0.462766, 0.717432, 0.521583, 0.717132, 0.500000, 0.720915, 0.625000, 0.748910, 0.721931, 0.370370, 0.706397, 0.744681, 
7.1, 0.645657, 0.361111, 0.718878, 0.417266, 0.717432, 0.453039, 0.717432, 0.486111, 0.717132, 0.457447, 0.717432, 0.517986, 0.717132, 0.495726, 0.720915, 0.625000, 0.748910, 0.721931, 0.361111, 0.706397, 0.744681, 
7.2, 0.644347, 0.361111, 0.716807, 0.417266, 0.715364, 0.453039, 0.715364, 0.486111, 0.715077, 0.457447, 0.715364, 0.517986, 0.715077, 0.495726, 0.718640, 0.625000, 0.748910, 0.719133, 0.361111, 0.706397, 0.744681, 
7.4, 0.643037, 0.361111, 0.714735, 0.417266, 0.713297, 0.453039, 0.713297, 0.486111, 0.713022, 0.457447, 0.713297, 0.517986, 0.713022, 0.495726, 0.716366, 0.625000, 0.741639, 0.716335, 0.361111, 0.706397, 0.744681, 
7.5, 0.639108, 0.351852, 0.712663, 0.410072, 0.711229, 0.447514, 0.711229, 0.481481, 0.710967, 0.446809, 0.711229, 0.510791, 0.710967, 0.487179, 0.714092, 0.625000, 0.741639, 0.713537, 0.351852, 0.706397, 0.744681, 
7.6, 0.635180, 0.351852, 0.706448, 0.410072, 0.705027, 0.447514, 0.705027, 0.481481, 0.704803, 0.446809, 0.705027, 0.510791, 0.704803, 0.487179, 0.707270, 0.625000, 0.741639, 0.705142, 0.351852, 0.706397, 0.744681, 
7.8, 0.632560, 0.342593, 0.704377, 0.402878, 0.702959, 0.441989, 0.702959, 0.476852, 0.702748, 0.441489, 0.702959, 0.507194, 0.702748, 0.482906, 0.704995, 0.625000, 0.741639, 0.702344, 0.342593, 0.706397, 0.744681, 
8.0, 0.631251, 0.342593, 0.702305, 0.402878, 0.700892, 0.441989, 0.700892, 0.476852, 0.700693, 0.441489, 0.700892, 0.507194, 0.700693, 0.482906, 0.702721, 0.625000, 0.741639, 0.699546, 0.342593, 0.706397, 0.744681, 
8.3, 0.631251, 0.342593, 0.702305, 0.402878, 0.700892, 0.441989, 0.700892, 0.476852, 0.700693, 0.441489, 0.700892, 0.507194, 0.700693, 0.482906, 0.702721, 0.625000, 0.741639, 0.699546, 0.342593, 0.706397, 0.744681, 
8.5, 0.629938, 0.342593, 0.700227, 0.402878, 0.698818, 0.441989, 0.698818, 0.476852, 0.698632, 0.441489, 0.698818, 0.507194, 0.698632, 0.478632, 0.702721, 0.625000, 0.741639, 0.699546, 0.342593, 0.694624, 0.744681, 
8.6, 0.628623, 0.342593, 0.700227, 0.402878, 0.698818, 0.441989, 0.698818, 0.476852, 0.698632, 0.436170, 0.698818, 0.503597, 0.698632, 0.474359, 0.702721, 0.625000, 0.741639, 0.699546, 0.342593, 0.694624, 0.744681, 
8.9, 0.627300, 0.333333, 0.700227, 0.395683, 0.698818, 0.436464, 0.698818, 0.472177, 0.698632, 0.436170, 0.698818, 0.499974, 0.698632, 0.474359, 0.702721, 0.625000, 0.741639, 0.699546, 0.333333, 0.694624, 0.744681, 
9.0, 0.623329, 0.314815, 0.700227, 0.381295, 0.698818, 0.419890, 0.698818, 0.458152, 0.698632, 0.425532, 0.698818, 0.489105, 0.698632, 0.465812, 0.702721, 0.625000, 0.741639, 0.699546, 0.314815, 0.694624, 0.744681, 
9.2, 0.622006, 0.314815, 0.700227, 0.381295, 0.698818, 0.419890, 0.698818, 0.453477, 0.698632, 0.420213, 0.698818, 0.485482, 0.698632, 0.461538, 0.702721, 0.625000, 0.741639, 0.699546, 0.314815, 0.694624, 0.744681, 
9.4, 0.620683, 0.314815, 0.700227, 0.374101, 0.698818, 0.414365, 0.698818, 0.448802, 0.698632, 0.414894, 0.698818, 0.481859, 0.698632, 0.457265, 0.702721, 0.625000, 0.741639, 0.699546, 0.314815, 0.694624, 0.744681, 
9.5, 0.619359, 0.305556, 0.700227, 0.366906, 0.698818, 0.408840, 0.698818, 0.444127, 0.698632, 0.409574, 0.698818, 0.478236, 0.698632, 0.452991, 0.702721, 0.625000, 0.741639, 0.699546, 0.305556, 0.694624, 0.744681, 
9.6, 0.619359, 0.305556, 0.700227, 0.366906, 0.698818, 0.408840, 0.698818, 0.444127, 0.698632, 0.409574, 0.698818, 0.478236, 0.698632, 0.452991, 0.702721, 0.625000, 0.741639, 0.699546, 0.305556, 0.694624, 0.744681, 
9.7, 0.618027, 0.305556, 0.700227, 0.366906, 0.698818, 0.403315, 0.698818, 0.439452, 0.698632, 0.409574, 0.698818, 0.474613, 0.698632, 0.452991, 0.702721, 0.625000, 0.741639, 0.699546, 0.305556, 0.694624, 0.744681, 
9.8, 0.616695, 0.305556, 0.698112, 0.366906, 0.696707, 0.403315, 0.696707, 0.439452, 0.696534, 0.409574, 0.696707, 0.474613, 0.696534, 0.452991, 0.700394, 0.625000, 0.741639, 0.696702, 0.305556, 0.694624, 0.744681, 
10.1, 0.615360, 0.305556, 0.695990, 0.366906, 0.694589, 0.403315, 0.694589, 0.439452, 0.694430, 0.409574, 0.694589, 0.474613, 0.694430, 0.452991, 0.698060, 0.600000, 0.741639, 0.696702, 0.305556, 0.682438, 0.744681, 
10.2, 0.612685, 0.296296, 0.693861, 0.359712, 0.692465, 0.397790, 0.692465, 0.434777, 0.692319, 0.404255, 0.692465, 0.470990, 0.692319, 0.448718, 0.695717, 0.600000, 0.741639, 0.693847, 0.296296, 0.682438, 0.744681, 
10.5, 0.612685, 0.296296, 0.693861, 0.359712, 0.692465, 0.397790, 0.692465, 0.434777, 0.692319, 0.404255, 0.692465, 0.470990, 0.692319, 0.448718, 0.695717, 0.600000, 0.741639, 0.693847, 0.296296, 0.682438, 0.744681, 
10.6, 0.612685, 0.296296, 0.693861, 0.359712, 0.692465, 0.397790, 0.692465, 0.434777, 0.692319, 0.404255, 0.692465, 0.470990, 0.692319, 0.448718, 0.695717, 0.600000, 0.741639, 0.693847, 0.296296, 0.682438, 0.744681, 
10.8, 0.609998, 0.277778, 0.693861, 0.345030, 0.692465, 0.386585, 0.692465, 0.425325, 0.692319, 0.393617, 0.692465, 0.463688, 0.692319, 0.440171, 0.695717, 0.600000, 0.741639, 0.693847, 0.277778, 0.682438, 0.744681, 
10.9, 0.609998, 0.277778, 0.693861, 0.345030, 0.692465, 0.386585, 0.692465, 0.425325, 0.692319, 0.393617, 0.692465, 0.463688, 0.692319, 0.440171, 0.695717, 0.600000, 0.741639, 0.693847, 0.277778, 0.682438, 0.744681, 
11.0, 0.608648, 0.277778, 0.691713, 0.345030, 0.690321, 0.386585, 0.690321, 0.425325, 0.690189, 0.393617, 0.690321, 0.463688, 0.690189, 0.440171, 0.693351, 0.600000, 0.741639, 0.690956, 0.277778, 0.682438, 0.744681, 
11.1, 0.607299, 0.268519, 0.691713, 0.337689, 0.690321, 0.380982, 0.690321, 0.420599, 0.690189, 0.393617, 0.690321, 0.460037, 0.690189, 0.440171, 0.693351, 0.600000, 0.741639, 0.690956, 0.268519, 0.682438, 0.744681, 
11.2, 0.607299, 0.268519, 0.691713, 0.337689, 0.690321, 0.380982, 0.690321, 0.420599, 0.690189, 0.393617, 0.690321, 0.460037, 0.690189, 0.440171, 0.693351, 0.600000, 0.741639, 0.690956, 0.268519, 0.682438, 0.744681, 
11.3, 0.605940, 0.268519, 0.691713, 0.337689, 0.690321, 0.380982, 0.690321, 0.415873, 0.690189, 0.388298, 0.690321, 0.456386, 0.690189, 0.435897, 0.693351, 0.600000, 0.741639, 0.690956, 0.268519, 0.682438, 0.744681, 
11.4, 0.604575, 0.259259, 0.691713, 0.330185, 0.690321, 0.375296, 0.690321, 0.411093, 0.690189, 0.382979, 0.690321, 0.452705, 0.690189, 0.431624, 0.693351, 0.600000, 0.741639, 0.690956, 0.259259, 0.682438, 0.744681, 
11.6, 0.603207, 0.259259, 0.689531, 0.330185, 0.688144, 0.375296, 0.688144, 0.411093, 0.688026, 0.382979, 0.688144, 0.452705, 0.688026, 0.431624, 0.690960, 0.600000, 0.741639, 0.688028, 0.259259, 0.682438, 0.744681, 
11.7, 0.603207, 0.259259, 0.689531, 0.330185, 0.688144, 0.375296, 0.688144, 0.411093, 0.688026, 0.382979, 0.688144, 0.452705, 0.688026, 0.431624, 0.690960, 0.600000, 0.741639, 0.688028, 0.259259, 0.682438, 0.744681, 
11.8, 0.601837, 0.259259, 0.689531, 0.322681, 0.688144, 0.369609, 0.688144, 0.406313, 0.688026, 0.377660, 0.688144, 0.449025, 0.688026, 0.427308, 0.690960, 0.600000, 0.741639, 0.688028, 0.259259, 0.682438, 0.744681, 
11.9, 0.601837, 0.259259, 0.689531, 0.322681, 0.688144, 0.369609, 0.688144, 0.406313, 0.688026, 0.377660, 0.688144, 0.449025, 0.688026, 0.427308, 0.690960, 0.600000, 0.741639, 0.688028, 0.259259, 0.682438, 0.744681, 
12.0, 0.600462, 0.250000, 0.689531, 0.315176, 0.688144, 0.363923, 0.688144, 0.401533, 0.688026, 0.372340, 0.688144, 0.445344, 0.688026, 0.422991, 0.690960, 0.600000, 0.741639, 0.688028, 0.250000, 0.682438, 0.744681, 
12.1, 0.600462, 0.250000, 0.689531, 0.315176, 0.688144, 0.363923, 0.688144, 0.401533, 0.688026, 0.372340, 0.688144, 0.445344, 0.688026, 0.422991, 0.690960, 0.600000, 0.741639, 0.688028, 0.250000, 0.682438, 0.744681, 
12.2, 0.600462, 0.250000, 0.689531, 0.315176, 0.688144, 0.363923, 0.688144, 0.401533, 0.688026, 0.372340, 0.688144, 0.445344, 0.688026, 0.422991, 0.690960, 0.600000, 0.741639, 0.688028, 0.250000, 0.682438, 0.744681, 
12.3, 0.599069, 0.250000, 0.687307, 0.315176, 0.685924, 0.363923, 0.685924, 0.401533, 0.685820, 0.372340, 0.685924, 0.445344, 0.685820, 0.422991, 0.688518, 0.600000, 0.741639, 0.685024, 0.250000, 0.682438, 0.744681, 
12.6, 0.594870, 0.250000, 0.685075, 0.315176, 0.683697, 0.358053, 0.683697, 0.396576, 0.683608, 0.366865, 0.683697, 0.437796, 0.683608, 0.418585, 0.686068, 0.600000, 0.741639, 0.685024, 0.250000, 0.682438, 0.744681, 
