attribute,value
temperatureInd,"(79.5658744189637, 85.54180967132055>"
temperatureInd,"(85.54180967132055, 86.05236219982311>"
temperatureInd,"(86.05236219982311, 86.77496090661725>"
temperatureInd,"(86.77496090661725, 86.82107166914415>"
temperatureInd,"(86.82107166914415, 106.136014364555>"
temperatureInd,"(106.136014364555, 106.2203881362345>"
temperatureInd,"(106.2203881362345, 106.5919562421175>"
temperatureInd,"(106.5919562421175, 106.64341471888801>"
temperatureInd,"(106.64341471888801, 108.02533935104199>"
temperatureInd,"(108.02533935104199, 114.69369351145201>"
temperatureInd,"(114.69369351145201, 115.2351644053>"
temperatureInd,"(115.2351644053, 115.640910586915>"
temperatureInd,"(115.640910586915, 116.03526315360901>"
temperatureInd,"(116.03526315360901, 116.09985342935249>"
temperatureInd,"(116.09985342935249, 117.065858803986>"
temperatureInd,"(117.065858803986, 118.84361300547451>"
temperatureInd,"(118.84361300547451, 121.723034245923>"
temperatureInd,"(121.723034245923, 123.85124883094349>"
temperatureInd,"(123.85124883094349, 124.215017436554>"
temperatureInd,"(124.215017436554, 126.35562845098>"
temperatureInd,"(126.35562845098, 132.941326971033>"
temperatureInd,"(132.941326971033, 148.461639573763>"
temperatureInd,"(148.461639573763, 160.2769203891305>"
temperatureInd,"(160.2769203891305, inf)"
moistureInd,"(-inf, 75.5202732556082>"
moistureInd,"(75.5202732556082, 75.6965573471927>"
moistureInd,"(75.6965573471927, 76.240086337083>"
moistureInd,"(76.240086337083, 76.57004764507985>"
moistureInd,"(76.57004764507985, 77.3481846249772>"
moistureInd,"(77.3481846249772, 82.2596743073612>"
moistureInd,"(82.2596743073612, 82.57869611207249>"
moistureInd,"(82.57869611207249, 83.097775096765>"
moistureInd,"(83.097775096765, 83.8386520994664>"
moistureInd,"(83.8386520994664, 88.19482612863536>"
moistureInd,"(88.19482612863536, 88.80301426276145>"
moistureInd,"(88.80301426276145, 88.92709754210905>"
moistureInd,"(88.92709754210905, 88.96972068682885>"
moistureInd,"(88.96972068682885, 88.9998933856955>"
moistureInd,"(88.9998933856955, 89.3350226246105>"
moistureInd,"(89.3350226246105, 89.48423303886864>"
moistureInd,"(89.48423303886864, 89.5919740043358>"
moistureInd,"(89.5919740043358, 89.64379190586365>"
moistureInd,"(89.64379190586365, 93.7318248461297>"
moistureInd,"(93.7318248461297, 94.21032854308291>"
moistureInd,"(94.21032854308291, 94.83530241811701>"
moistureInd,"(94.83530241811701, 99.714085747624>"
moistureInd,"(99.714085747624, 106.21837445892>"
moistureInd,"(106.21837445892, 109.996632854652>"
moistureInd,"(109.996632854652, 112.8371513534835>"
moistureInd,"(112.8371513534835, 114.077978238914>"
moistureInd,"(114.077978238914, 114.754961810546>"
moistureInd,"(114.754961810546, 115.259332495195>"
moistureInd,"(115.259332495195, 115.9352555173885>"
moistureInd,"(115.9352555173885, 117.973570296187>"
moistureInd,"(117.973570296187, 118.620176999969>"
moistureInd,"(118.620176999969, 119.01936347126099>"
moistureInd,"(119.01936347126099, 119.19931737715149>"
moistureInd,"(119.19931737715149, 119.931370419248>"
moistureInd,"(119.931370419248, 120.627039436333>"
moistureInd,"(120.627039436333, 120.631999213302>"
moistureInd,"(120.631999213302, inf)"
