((pressureInd, (pressureInd, (93.73945057488149, 95.819708208992>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (108.6283707844515, 118.4060059344915>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (-inf, 70.02080819016535>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (93.73945057488149, 95.819708208992>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (96.19616923850475, 98.5794520045302>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (85.6571843398078, 93.68121600821044>) -> (pressureInd, (101.09647504555, 102.5088002901275>)))
((pressureInd, (pressureInd, (96.19616923850475, 98.5794520045302>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (101.09647504555, 102.5088002901275>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (83.3416926703847, 85.6571843398078>) -> (pressureInd, (-inf, 70.02080819016535>)))
((pressureInd, (pressureInd, (102.5088002901275, 103.774948390073>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (-inf, 70.02080819016535>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (119.46437193167401, 133.1585514127475>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (98.6394389691155, 100.7730497699385>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (96.19616923850475, 98.5794520045302>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (-inf, 70.02080819016535>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (101.09647504555, 102.5088002901275>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (108.6283707844515, 118.4060059344915>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (108.6283707844515, 118.4060059344915>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (96.19616923850475, 98.5794520045302>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (85.6571843398078, 93.68121600821044>) -> (pressureInd, (101.09647504555, 102.5088002901275>)))
((pressureInd, (pressureInd, (85.6571843398078, 93.68121600821044>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (93.73945057488149, 95.819708208992>) -> (pressureInd, (101.09647504555, 102.5088002901275>)))
((pressureInd, (pressureInd, (93.73945057488149, 95.819708208992>) -> (pressureInd, (-inf, 70.02080819016535>)))
((pressureInd, (pressureInd, (93.73945057488149, 95.819708208992>) -> (pressureInd, (101.09647504555, 102.5088002901275>)))
((pressureInd, (pressureInd, (70.02080819016535, 77.47648875058096>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (-inf, 70.02080819016535>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (108.6283707844515, 118.4060059344915>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (96.19616923850475, 98.5794520045302>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (101.09647504555, 102.5088002901275>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (70.02080819016535, 77.47648875058096>) -> (pressureInd, (101.09647504555, 102.5088002901275>)))
((pressureInd, (pressureInd, (101.09647504555, 102.5088002901275>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (93.7015611424939, 93.73945057488149>) -> (pressureInd, (101.09647504555, 102.5088002901275>)))
((pressureInd, (pressureInd, (108.6283707844515, 118.4060059344915>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (96.19616923850475, 98.5794520045302>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (85.6571843398078, 93.68121600821044>) -> (pressureInd, (-inf, 70.02080819016535>)))
((pressureInd, (pressureInd, (70.02080819016535, 77.47648875058096>) -> (pressureInd, (101.09647504555, 102.5088002901275>)))
((pressureInd, (pressureInd, (85.6571843398078, 93.68121600821044>) -> (pressureInd, (-inf, 70.02080819016535>)))
((pressureInd, (pressureInd, (85.6571843398078, 93.68121600821044>) -> (pressureInd, (101.09647504555, 102.5088002901275>)))
((pressureInd, (pressureInd, (108.6283707844515, 118.4060059344915>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (119.46437193167401, 133.1585514127475>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (83.3416926703847, 85.6571843398078>) -> (pressureInd, (-inf, 70.02080819016535>)))
((pressureInd, (pressureInd, (93.73945057488149, 95.819708208992>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (103.954077385114, 107.87575748254051>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (-inf, 70.02080819016535>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (79.23310275285745, 82.1759819148663>) -> (pressureInd, (-inf, 70.02080819016535>)))
((pressureInd, (pressureInd, (79.23310275285745, 82.1759819148663>) -> (pressureInd, (-inf, 70.02080819016535>)))
((pressureInd, (pressureInd, (119.46437193167401, 133.1585514127475>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (119.46437193167401, 133.1585514127475>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (85.6571843398078, 93.68121600821044>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (93.73945057488149, 95.819708208992>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (101.09647504555, 102.5088002901275>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (133.4216377319775, 134.423633882962>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (85.6571843398078, 93.68121600821044>) -> (pressureInd, (101.09647504555, 102.5088002901275>)))
((pressureInd, (pressureInd, (85.6571843398078, 93.68121600821044>) -> (pressureInd, (-inf, 70.02080819016535>)))
((pressureInd, (pressureInd, (85.6571843398078, 93.68121600821044>) -> (pressureInd, (101.09647504555, 102.5088002901275>)))
((pressureInd, (pressureInd, (103.954077385114, 107.87575748254051>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (98.6394389691155, 100.7730497699385>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (108.6283707844515, 118.4060059344915>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (134.423633882962, 142.2681063229995>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (118.8304836362985, 119.037036655212>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
((pressureInd, (pressureInd, (108.6283707844515, 118.4060059344915>) -> (pressureInd, (83.3416926703847, 85.6571843398078>)))
