time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, r14_l, r14_r, r15_l, r15_r, r16_l, r16_r, r17_l, r17_r, r18_l, r18_r, r19_l, r19_r, r20_l, r20_r, r21_l, r21_r, r22_l, r22_r, r23_l, r23_r, 
11.0, 0.927778, 0.962500, 0.870370, 0.965517, 0.878788, 0.948148, 0.892857, 0.943590, 0.932692, 0.946903, 0.932692, 0.960784, 0.902778, 0.964706, 0.932773, 0.946779, 0.929825, 0.923767, 0.800000, 0.928910, 0.918429, 0.903226, 0.948980, 0.888889, 0.960526, 0.863636, 1.000000, 0.904000, 1.000000, 0.928571, 0.956522, 0.866667, 0.969231, 0.915929, 1.000000, 0.917857, 0.961326, 0.919614, 0.952663, 0.933884, 0.963470, 0.917847, 0.957346, 0.923529, 0.923077, 0.927907, 0.973913, 
12.0, 0.912222, 0.962500, 0.814815, 0.959770, 0.787879, 0.948148, 0.892857, 0.938462, 0.923077, 0.942478, 0.923077, 0.952941, 0.902778, 0.960784, 0.924370, 0.938375, 0.921053, 0.910314, 0.775000, 0.912322, 0.900302, 0.903226, 0.948980, 0.888889, 0.960526, 0.795455, 1.000000, 0.880000, 1.000000, 0.904762, 0.956522, 0.847619, 0.969231, 0.898230, 1.000000, 0.896429, 0.955801, 0.900322, 0.946746, 0.925620, 0.958904, 0.900850, 0.952607, 0.905882, 0.900452, 0.913953, 0.965217, 
13.0, 0.903333, 0.962500, 0.814815, 0.954023, 0.787879, 0.940741, 0.892857, 0.928205, 0.913462, 0.933628, 0.913462, 0.949020, 0.902778, 0.949020, 0.915966, 0.927171, 0.912281, 0.896861, 0.775000, 0.900474, 0.897281, 0.903226, 0.948980, 0.870370, 0.960526, 0.795455, 1.000000, 0.872000, 1.000000, 0.898810, 0.956522, 0.847619, 0.969231, 0.893805, 1.000000, 0.892857, 0.950276, 0.893891, 0.934911, 0.917355, 0.954338, 0.898017, 0.947867, 0.900000, 0.886878, 0.906977, 0.956522, 
14.0, 0.898889, 0.962500, 0.814815, 0.948276, 0.787879, 0.933333, 0.892857, 0.917949, 0.913462, 0.924779, 0.913462, 0.937255, 0.902778, 0.937255, 0.915966, 0.915966, 0.912281, 0.887892, 0.775000, 0.890995, 0.897281, 0.903226, 0.948980, 0.870370, 0.960526, 0.795455, 1.000000, 0.872000, 1.000000, 0.898810, 0.956522, 0.847619, 0.969231, 0.893805, 1.000000, 0.892857, 0.944751, 0.893891, 0.928994, 0.917355, 0.940639, 0.898017, 0.943128, 0.900000, 0.882353, 0.906977, 0.947826, 
15.0, 0.896667, 0.962500, 0.814815, 0.948276, 0.787879, 0.925926, 0.892857, 0.912821, 0.913462, 0.920354, 0.913462, 0.937255, 0.902778, 0.937255, 0.915966, 0.910364, 0.912281, 0.883408, 0.775000, 0.886256, 0.897281, 0.903226, 0.948980, 0.870370, 0.960526, 0.795455, 1.000000, 0.872000, 1.000000, 0.898810, 0.956522, 0.847619, 0.969231, 0.893805, 1.000000, 0.892857, 0.944751, 0.893891, 0.917160, 0.917355, 0.940639, 0.898017, 0.943128, 0.900000, 0.877828, 0.906977, 0.947826, 
16.0, 0.887778, 0.950000, 0.814815, 0.936782, 0.787879, 0.925926, 0.875000, 0.902564, 0.903846, 0.907080, 0.903846, 0.929412, 0.888889, 0.917647, 0.907563, 0.896359, 0.903509, 0.874439, 0.775000, 0.874408, 0.894260, 0.870968, 0.938776, 0.851852, 0.947368, 0.795455, 1.000000, 0.864000, 0.981481, 0.892857, 0.945652, 0.847619, 0.953846, 0.884956, 0.980392, 0.885714, 0.933702, 0.887460, 0.911243, 0.909091, 0.922374, 0.892351, 0.928910, 0.891176, 0.868778, 0.900000, 0.921739, 
17.0, 0.880000, 0.950000, 0.796296, 0.931034, 0.757576, 0.918519, 0.857143, 0.897436, 0.894231, 0.902655, 0.894231, 0.921569, 0.875000, 0.913725, 0.899160, 0.887955, 0.894737, 0.869955, 0.775000, 0.864929, 0.885196, 0.838710, 0.938776, 0.833333, 0.947368, 0.772727, 1.000000, 0.848000, 0.981481, 0.880952, 0.945652, 0.847619, 0.953846, 0.876106, 0.980392, 0.875000, 0.933702, 0.877814, 0.905325, 0.900826, 0.917808, 0.883853, 0.928910, 0.882353, 0.864253, 0.893023, 0.913043, 
18.0, 0.867778, 0.925000, 0.759259, 0.919540, 0.727273, 0.911111, 0.839286, 0.892308, 0.884615, 0.898230, 0.884615, 0.913725, 0.861111, 0.898039, 0.890756, 0.876751, 0.885965, 0.865471, 0.775000, 0.855450, 0.864048, 0.838710, 0.928571, 0.833333, 0.934211, 0.772727, 1.000000, 0.848000, 0.962963, 0.875000, 0.934783, 0.838095, 0.953846, 0.867257, 0.960784, 0.867857, 0.928177, 0.868167, 0.899408, 0.892562, 0.904110, 0.869688, 0.919431, 0.873529, 0.859729, 0.876744, 0.895652, 
19.0, 0.856667, 0.925000, 0.759259, 0.919540, 0.727273, 0.903704, 0.839286, 0.882051, 0.884615, 0.889381, 0.884615, 0.913725, 0.847222, 0.898039, 0.882353, 0.871148, 0.877193, 0.856502, 0.725000, 0.845972, 0.854985, 0.838710, 0.928571, 0.833333, 0.934211, 0.772727, 1.000000, 0.832000, 0.962963, 0.863095, 0.934783, 0.819048, 0.953846, 0.853982, 0.960784, 0.857143, 0.928177, 0.858521, 0.893491, 0.884298, 0.904110, 0.858357, 0.919431, 0.864706, 0.855204, 0.867442, 0.895652, 
20.0, 0.848889, 0.925000, 0.740741, 0.919540, 0.727273, 0.903704, 0.839286, 0.882051, 0.875000, 0.889381, 0.875000, 0.913725, 0.847222, 0.898039, 0.873950, 0.871148, 0.868421, 0.856502, 0.675000, 0.843602, 0.836858, 0.838710, 0.928571, 0.814815, 0.934211, 0.750000, 1.000000, 0.824000, 0.962963, 0.851190, 0.934783, 0.819048, 0.953846, 0.840708, 0.960784, 0.839286, 0.928177, 0.839228, 0.893491, 0.876033, 0.904110, 0.844193, 0.919431, 0.847059, 0.855204, 0.853488, 0.895652, 
21.0, 0.845556, 0.925000, 0.740741, 0.919540, 0.727273, 0.903704, 0.839286, 0.882051, 0.875000, 0.889381, 0.875000, 0.913725, 0.847222, 0.898039, 0.873950, 0.871148, 0.868421, 0.856502, 0.675000, 0.843602, 0.830816, 0.838710, 0.928571, 0.814815, 0.934211, 0.750000, 1.000000, 0.824000, 0.962963, 0.851190, 0.934783, 0.819048, 0.953846, 0.840708, 0.960784, 0.835714, 0.928177, 0.836013, 0.893491, 0.876033, 0.904110, 0.838527, 0.919431, 0.841176, 0.855204, 0.846512, 0.895652, 
22.0, 0.841111, 0.912500, 0.740741, 0.913793, 0.727273, 0.903704, 0.839286, 0.882051, 0.855769, 0.889381, 0.855769, 0.905882, 0.847222, 0.890196, 0.857143, 0.865546, 0.850877, 0.856502, 0.675000, 0.838863, 0.830816, 0.806452, 0.918367, 0.796296, 0.921053, 0.750000, 0.979167, 0.816000, 0.944444, 0.839286, 0.923913, 0.809524, 0.938462, 0.831858, 0.941176, 0.828571, 0.922652, 0.829582, 0.887574, 0.859504, 0.899543, 0.832861, 0.909953, 0.835294, 0.855204, 0.841860, 0.895652, 
23.0, 0.832222, 0.912500, 0.685185, 0.908046, 0.666667, 0.896296, 0.821429, 0.876923, 0.846154, 0.880531, 0.846154, 0.898039, 0.847222, 0.882353, 0.857143, 0.857143, 0.850877, 0.852018, 0.650000, 0.831754, 0.818731, 0.806452, 0.918367, 0.777778, 0.921053, 0.704545, 0.979167, 0.808000, 0.944444, 0.827381, 0.923913, 0.800000, 0.938462, 0.823009, 0.941176, 0.817857, 0.917127, 0.819936, 0.881657, 0.859504, 0.894977, 0.821530, 0.905213, 0.826471, 0.850679, 0.832558, 0.895652, 
24.0, 0.824444, 0.900000, 0.685185, 0.890805, 0.666667, 0.881481, 0.821429, 0.861538, 0.836538, 0.867257, 0.836538, 0.882353, 0.847222, 0.866667, 0.848739, 0.845938, 0.842105, 0.834081, 0.650000, 0.819905, 0.812689, 0.806452, 0.908163, 0.759259, 0.907895, 0.704545, 0.958333, 0.800000, 0.925926, 0.821429, 0.913043, 0.800000, 0.923077, 0.818584, 0.921569, 0.810714, 0.900552, 0.813505, 0.857988, 0.851240, 0.881279, 0.815864, 0.886256, 0.820588, 0.837104, 0.827907, 0.886957, 
25.0, 0.816667, 0.887500, 0.685185, 0.885057, 0.666667, 0.874074, 0.785714, 0.856410, 0.817308, 0.858407, 0.817308, 0.874510, 0.819444, 0.858824, 0.831933, 0.840336, 0.824561, 0.829596, 0.650000, 0.812796, 0.803625, 0.806452, 0.897959, 0.740741, 0.894737, 0.704545, 0.937500, 0.792000, 0.907407, 0.815476, 0.902174, 0.790476, 0.907692, 0.809735, 0.901961, 0.803571, 0.895028, 0.807074, 0.852071, 0.834711, 0.876712, 0.807365, 0.876777, 0.814706, 0.828054, 0.820930, 0.878261, 
26.0, 0.808889, 0.887500, 0.666667, 0.873563, 0.636364, 0.866667, 0.767857, 0.846154, 0.807692, 0.849558, 0.807692, 0.862745, 0.805556, 0.847059, 0.823529, 0.831933, 0.815789, 0.820628, 0.650000, 0.805687, 0.794562, 0.774194, 0.897959, 0.722222, 0.894737, 0.659091, 0.937500, 0.768000, 0.907407, 0.797619, 0.902174, 0.780952, 0.907692, 0.796460, 0.901961, 0.792857, 0.883978, 0.794212, 0.852071, 0.826446, 0.867580, 0.796034, 0.862559, 0.802941, 0.819005, 0.811628, 0.878261, 
27.0, 0.800000, 0.887500, 0.648148, 0.867816, 0.606061, 0.859259, 0.750000, 0.841026, 0.798077, 0.840708, 0.798077, 0.854902, 0.791667, 0.835294, 0.815126, 0.823529, 0.807018, 0.816143, 0.650000, 0.798578, 0.785498, 0.741935, 0.887755, 0.722222, 0.894737, 0.636364, 0.937500, 0.760000, 0.907407, 0.785714, 0.891304, 0.761905, 0.907692, 0.787611, 0.901961, 0.785714, 0.878453, 0.781350, 0.846154, 0.818182, 0.858447, 0.784703, 0.853081, 0.788235, 0.809955, 0.800000, 0.869565, 
28.0, 0.793333, 0.887500, 0.629630, 0.862069, 0.575758, 0.859259, 0.750000, 0.841026, 0.798077, 0.840708, 0.798077, 0.847059, 0.791667, 0.823529, 0.815126, 0.815126, 0.807018, 0.816143, 0.625000, 0.789100, 0.779456, 0.741935, 0.877551, 0.722222, 0.894737, 0.613636, 0.937500, 0.752000, 0.907407, 0.779762, 0.880435, 0.752381, 0.892308, 0.778761, 0.901961, 0.778571, 0.872928, 0.774920, 0.834320, 0.818182, 0.849315, 0.779037, 0.848341, 0.782353, 0.809955, 0.795349, 0.852174, 
29.0, 0.785556, 0.887500, 0.629630, 0.856322, 0.575758, 0.851852, 0.732143, 0.830769, 0.788462, 0.831858, 0.788462, 0.839216, 0.777778, 0.815686, 0.806723, 0.806723, 0.798246, 0.807175, 0.625000, 0.779621, 0.776435, 0.709677, 0.877551, 0.703704, 0.894737, 0.613636, 0.937500, 0.744000, 0.907407, 0.773810, 0.880435, 0.733333, 0.892308, 0.769912, 0.901961, 0.771429, 0.867403, 0.768489, 0.828402, 0.809917, 0.844749, 0.773371, 0.838863, 0.776471, 0.805430, 0.790698, 0.834783, 
30.0, 0.776667, 0.887500, 0.629630, 0.850575, 0.575758, 0.837037, 0.732143, 0.815385, 0.778846, 0.814159, 0.778846, 0.823529, 0.777778, 0.800000, 0.798319, 0.792717, 0.789474, 0.793722, 0.625000, 0.767773, 0.770393, 0.709677, 0.877551, 0.703704, 0.894737, 0.613636, 0.937500, 0.744000, 0.907407, 0.767857, 0.880435, 0.723810, 0.892308, 0.761062, 0.901961, 0.764286, 0.856354, 0.762058, 0.822485, 0.801653, 0.831050, 0.767705, 0.824645, 0.767647, 0.791855, 0.783721, 0.817391, 
31.0, 0.766667, 0.887500, 0.611111, 0.850575, 0.545455, 0.837037, 0.696429, 0.815385, 0.750000, 0.814159, 0.750000, 0.823529, 0.750000, 0.800000, 0.773109, 0.789916, 0.763158, 0.793722, 0.550000, 0.763033, 0.752266, 0.677419, 0.877551, 0.666667, 0.894737, 0.590909, 0.937500, 0.720000, 0.907407, 0.738095, 0.880435, 0.695238, 0.892308, 0.738938, 0.901961, 0.739286, 0.856354, 0.739550, 0.816568, 0.776860, 0.831050, 0.747875, 0.824645, 0.747059, 0.791855, 0.767442, 0.817391, 
32.0, 0.763333, 0.887500, 0.611111, 0.850575, 0.545455, 0.837037, 0.696429, 0.815385, 0.750000, 0.814159, 0.750000, 0.823529, 0.750000, 0.800000, 0.773109, 0.789916, 0.763158, 0.793722, 0.550000, 0.763033, 0.743202, 0.677419, 0.877551, 0.666667, 0.894737, 0.590909, 0.937500, 0.720000, 0.907407, 0.738095, 0.880435, 0.685714, 0.892308, 0.725664, 0.901961, 0.728571, 0.856354, 0.729904, 0.816568, 0.776860, 0.831050, 0.739377, 0.824645, 0.738235, 0.791855, 0.760465, 0.817391, 
33.0, 0.757778, 0.887500, 0.611111, 0.850575, 0.545455, 0.837037, 0.696429, 0.815385, 0.740385, 0.814159, 0.740385, 0.819608, 0.750000, 0.800000, 0.764706, 0.787115, 0.754386, 0.793722, 0.550000, 0.760664, 0.737160, 0.677419, 0.877551, 0.648148, 0.894737, 0.590909, 0.937500, 0.712000, 0.907407, 0.732143, 0.880435, 0.685714, 0.892308, 0.716814, 0.901961, 0.721429, 0.856354, 0.723473, 0.816568, 0.768595, 0.831050, 0.730878, 0.824645, 0.729412, 0.791855, 0.751163, 0.817391, 
34.0, 0.744444, 0.887500, 0.611111, 0.839080, 0.545455, 0.829630, 0.696429, 0.800000, 0.721154, 0.800885, 0.721154, 0.811765, 0.750000, 0.792157, 0.747899, 0.775910, 0.736842, 0.780269, 0.550000, 0.748815, 0.728097, 0.677419, 0.867347, 0.629630, 0.881579, 0.590909, 0.937500, 0.704000, 0.907407, 0.720238, 0.880435, 0.685714, 0.892308, 0.707965, 0.901961, 0.710714, 0.850829, 0.710611, 0.804734, 0.752066, 0.821918, 0.722380, 0.819905, 0.717647, 0.782805, 0.741860, 0.817391, 
35.0, 0.732222, 0.887500, 0.611111, 0.827586, 0.545455, 0.822222, 0.678571, 0.789744, 0.701923, 0.792035, 0.701923, 0.803922, 0.736111, 0.780392, 0.731092, 0.764706, 0.719298, 0.771300, 0.550000, 0.739336, 0.712991, 0.645161, 0.857143, 0.611111, 0.881579, 0.590909, 0.937500, 0.688000, 0.907407, 0.696429, 0.869565, 0.666667, 0.876923, 0.690265, 0.901961, 0.692857, 0.839779, 0.691318, 0.792899, 0.735537, 0.812785, 0.705382, 0.810427, 0.700000, 0.773756, 0.725581, 0.800000, 
36.0, 0.727778, 0.887500, 0.611111, 0.821839, 0.545455, 0.822222, 0.660714, 0.784615, 0.682692, 0.787611, 0.682692, 0.800000, 0.722222, 0.776471, 0.714286, 0.761905, 0.701754, 0.766816, 0.550000, 0.736967, 0.703927, 0.612903, 0.857143, 0.592593, 0.881579, 0.590909, 0.937500, 0.680000, 0.907407, 0.690476, 0.869565, 0.657143, 0.876923, 0.681416, 0.901961, 0.685714, 0.834254, 0.684887, 0.792899, 0.719008, 0.808219, 0.699717, 0.805687, 0.694118, 0.769231, 0.718605, 0.800000, 
37.0, 0.725556, 0.887500, 0.574074, 0.821839, 0.484848, 0.822222, 0.660714, 0.784615, 0.682692, 0.787611, 0.682692, 0.800000, 0.722222, 0.776471, 0.714286, 0.761905, 0.701754, 0.766816, 0.550000, 0.736967, 0.697885, 0.612903, 0.857143, 0.592593, 0.881579, 0.568182, 0.937500, 0.664000, 0.907407, 0.678571, 0.869565, 0.657143, 0.876923, 0.672566, 0.901961, 0.678571, 0.834254, 0.678457, 0.792899, 0.719008, 0.808219, 0.694051, 0.805687, 0.688235, 0.769231, 0.713953, 0.800000, 
38.0, 0.715556, 0.875000, 0.555556, 0.816092, 0.484848, 0.814815, 0.660714, 0.779487, 0.682692, 0.778761, 0.682692, 0.792157, 0.722222, 0.768627, 0.714286, 0.756303, 0.701754, 0.757848, 0.525000, 0.727488, 0.688822, 0.612903, 0.846939, 0.592593, 0.868421, 0.545455, 0.937500, 0.664000, 0.907407, 0.678571, 0.858696, 0.647619, 0.861538, 0.668142, 0.901961, 0.671429, 0.828729, 0.672026, 0.781065, 0.719008, 0.803653, 0.685552, 0.796209, 0.682353, 0.755656, 0.706977, 0.791304, 
39.0, 0.711111, 0.875000, 0.555556, 0.804598, 0.484848, 0.807407, 0.660714, 0.769231, 0.682692, 0.769912, 0.682692, 0.784314, 0.722222, 0.760784, 0.714286, 0.750700, 0.701754, 0.748879, 0.525000, 0.722749, 0.685801, 0.612903, 0.846939, 0.592593, 0.868421, 0.545455, 0.937500, 0.664000, 0.907407, 0.678571, 0.858696, 0.638095, 0.861538, 0.663717, 0.901961, 0.667857, 0.817680, 0.668810, 0.775148, 0.719008, 0.794521, 0.682720, 0.786730, 0.676471, 0.746606, 0.702326, 0.791304, 
40.0, 0.703333, 0.875000, 0.537037, 0.804598, 0.454545, 0.800000, 0.660714, 0.764103, 0.673077, 0.765487, 0.673077, 0.776471, 0.722222, 0.756863, 0.705882, 0.745098, 0.692982, 0.739910, 0.525000, 0.715640, 0.676737, 0.580645, 0.846939, 0.592593, 0.868421, 0.545455, 0.937500, 0.664000, 0.907407, 0.666667, 0.858696, 0.638095, 0.861538, 0.654867, 0.901961, 0.653571, 0.812155, 0.655949, 0.775148, 0.710744, 0.789954, 0.671388, 0.781991, 0.664706, 0.737557, 0.693023, 0.782609, 
41.0, 0.694444, 0.875000, 0.537037, 0.804598, 0.454545, 0.800000, 0.642857, 0.764103, 0.653846, 0.761062, 0.653846, 0.772549, 0.694444, 0.752941, 0.680672, 0.736695, 0.666667, 0.739910, 0.525000, 0.706161, 0.670695, 0.516129, 0.846939, 0.592593, 0.868421, 0.545455, 0.937500, 0.664000, 0.907407, 0.654762, 0.858696, 0.619048, 0.861538, 0.646018, 0.901961, 0.646429, 0.812155, 0.649518, 0.775148, 0.685950, 0.785388, 0.660057, 0.781991, 0.658824, 0.733032, 0.683721, 0.782609, 
42.0, 0.685556, 0.875000, 0.518519, 0.793103, 0.424242, 0.792593, 0.607143, 0.753846, 0.634615, 0.752212, 0.634615, 0.764706, 0.666667, 0.745098, 0.663866, 0.731092, 0.649123, 0.730942, 0.500000, 0.701422, 0.655589, 0.483871, 0.836735, 0.555556, 0.868421, 0.522727, 0.937500, 0.632000, 0.907407, 0.630952, 0.847826, 0.580952, 0.846154, 0.623894, 0.901961, 0.628571, 0.801105, 0.630225, 0.775148, 0.669421, 0.776256, 0.643059, 0.772512, 0.641176, 0.723982, 0.669767, 0.773913, 
43.0, 0.680000, 0.862500, 0.518519, 0.781609, 0.424242, 0.792593, 0.607143, 0.748718, 0.634615, 0.743363, 0.634615, 0.749020, 0.652778, 0.733333, 0.655462, 0.719888, 0.640351, 0.726457, 0.500000, 0.691943, 0.652568, 0.483871, 0.826531, 0.555556, 0.855263, 0.522727, 0.937500, 0.632000, 0.907407, 0.630952, 0.836957, 0.580952, 0.830769, 0.623894, 0.901961, 0.628571, 0.790055, 0.630225, 0.769231, 0.661157, 0.767123, 0.643059, 0.758294, 0.641176, 0.714932, 0.667442, 0.756522, 
44.0, 0.671111, 0.862500, 0.518519, 0.770115, 0.424242, 0.777778, 0.589286, 0.738462, 0.625000, 0.730088, 0.625000, 0.741176, 0.625000, 0.725490, 0.638655, 0.711485, 0.622807, 0.717489, 0.475000, 0.684834, 0.637462, 0.451613, 0.816327, 0.537037, 0.855263, 0.522727, 0.937500, 0.624000, 0.907407, 0.625000, 0.826087, 0.561905, 0.830769, 0.610619, 0.901961, 0.617857, 0.779006, 0.620579, 0.763314, 0.644628, 0.757991, 0.631728, 0.748815, 0.632353, 0.701357, 0.655814, 0.739130, 
45.0, 0.661111, 0.862500, 0.518519, 0.758621, 0.424242, 0.755556, 0.589286, 0.723077, 0.615385, 0.712389, 0.615385, 0.733333, 0.625000, 0.713725, 0.630252, 0.700280, 0.622807, 0.704036, 0.475000, 0.675355, 0.631420, 0.451613, 0.816327, 0.537037, 0.855263, 0.522727, 0.937500, 0.624000, 0.907407, 0.625000, 0.826087, 0.561905, 0.830769, 0.606195, 0.901961, 0.614286, 0.767956, 0.614148, 0.745562, 0.636364, 0.748858, 0.626062, 0.734597, 0.623529, 0.683258, 0.648837, 0.721739, 
46.0, 0.651111, 0.850000, 0.500000, 0.741379, 0.393939, 0.740741, 0.571429, 0.712821, 0.605769, 0.703540, 0.605769, 0.717647, 0.611111, 0.701961, 0.621849, 0.689076, 0.614035, 0.690583, 0.475000, 0.663507, 0.625378, 0.451613, 0.806122, 0.537037, 0.842105, 0.522727, 0.916667, 0.624000, 0.888889, 0.625000, 0.815217, 0.561905, 0.815385, 0.606195, 0.882353, 0.610714, 0.751381, 0.610932, 0.721893, 0.628099, 0.735160, 0.620397, 0.720379, 0.620588, 0.669683, 0.641860, 0.721739, 
