time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, r14_l, r14_r, r15_l, r15_r, 
71.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
72.0, 0.998350, 1.000000, 1.000000, 1.000000, 1.000000, 0.987179, 1.000000, 0.992857, 1.000000, 0.993750, 1.000000, 0.995238, 1.000000, 0.994118, 1.000000, 0.996296, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.995816, 1.000000, 1.000000, 1.000000, 1.000000, 0.992958, 0.996575, 1.000000, 
98.0, 0.996700, 0.980000, 1.000000, 0.987342, 1.000000, 0.987179, 1.000000, 0.985714, 1.000000, 0.987500, 1.000000, 0.990476, 1.000000, 0.988235, 1.000000, 0.992593, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.995816, 1.000000, 1.000000, 1.000000, 1.000000, 0.992958, 0.993151, 1.000000, 
113.0, 0.995050, 0.980000, 1.000000, 0.987342, 1.000000, 0.987179, 1.000000, 0.978571, 1.000000, 0.981250, 1.000000, 0.985714, 1.000000, 0.982353, 1.000000, 0.988889, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.995816, 1.000000, 1.000000, 1.000000, 1.000000, 0.992958, 0.989726, 1.000000, 
114.0, 0.995050, 0.980000, 1.000000, 0.987342, 1.000000, 0.987179, 1.000000, 0.978571, 1.000000, 0.981250, 1.000000, 0.985714, 1.000000, 0.982353, 1.000000, 0.988889, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.995816, 1.000000, 1.000000, 1.000000, 1.000000, 0.992958, 0.989726, 1.000000, 
120.0, 0.993397, 0.960000, 1.000000, 0.974684, 1.000000, 0.987179, 1.000000, 0.971429, 1.000000, 0.975000, 1.000000, 0.980952, 1.000000, 0.976435, 1.000000, 0.985171, 1.000000, 0.991525, 1.000000, 1.000000, 1.000000, 0.994737, 1.000000, 0.991614, 1.000000, 1.000000, 1.000000, 1.000000, 0.985915, 0.986289, 1.000000, 
148.0, 0.993397, 0.960000, 1.000000, 0.974684, 1.000000, 0.987179, 1.000000, 0.971429, 1.000000, 0.975000, 1.000000, 0.980952, 1.000000, 0.976435, 1.000000, 0.985171, 1.000000, 0.991525, 1.000000, 1.000000, 1.000000, 0.994737, 1.000000, 0.991614, 1.000000, 1.000000, 1.000000, 1.000000, 0.985915, 0.986289, 1.000000, 
160.0, 0.991741, 0.940000, 1.000000, 0.962025, 1.000000, 0.987179, 1.000000, 0.964286, 1.000000, 0.968750, 1.000000, 0.976190, 1.000000, 0.970517, 1.000000, 0.981454, 1.000000, 0.983051, 1.000000, 0.990291, 1.000000, 0.989474, 1.000000, 0.987412, 1.000000, 1.000000, 1.000000, 1.000000, 0.978873, 0.982841, 1.000000, 
168.0, 0.991741, 0.940000, 1.000000, 0.962025, 1.000000, 0.987179, 1.000000, 0.964286, 1.000000, 0.968750, 1.000000, 0.976190, 1.000000, 0.970517, 1.000000, 0.981454, 1.000000, 0.983051, 1.000000, 0.990291, 1.000000, 0.989474, 1.000000, 0.987412, 1.000000, 1.000000, 1.000000, 1.000000, 0.978873, 0.982841, 1.000000, 
169.0, 0.990083, 0.940000, 1.000000, 0.962025, 1.000000, 0.974359, 1.000000, 0.957143, 1.000000, 0.962500, 1.000000, 0.971429, 1.000000, 0.964600, 1.000000, 0.977736, 1.000000, 0.983051, 1.000000, 0.990291, 1.000000, 0.984182, 1.000000, 0.983193, 1.000000, 1.000000, 1.000000, 1.000000, 0.978873, 0.979380, 1.000000, 
171.0, 0.988424, 0.940000, 1.000000, 0.949367, 1.000000, 0.974359, 1.000000, 0.957143, 1.000000, 0.956250, 1.000000, 0.966667, 1.000000, 0.964600, 1.000000, 0.974018, 1.000000, 0.983051, 1.000000, 0.990291, 0.995122, 0.984182, 0.995215, 0.983193, 1.000000, 0.995455, 1.000000, 0.996403, 0.978873, 0.979380, 0.995745, 
173.0, 0.986766, 0.940000, 1.000000, 0.949367, 1.000000, 0.961538, 1.000000, 0.957143, 1.000000, 0.950000, 1.000000, 0.961905, 1.000000, 0.964600, 1.000000, 0.970301, 1.000000, 0.983051, 1.000000, 0.990291, 0.995122, 0.984182, 0.995215, 0.983193, 1.000000, 0.995455, 1.000000, 0.996403, 0.978873, 0.979380, 0.991489, 
175.0, 0.985107, 0.940000, 1.000000, 0.949367, 1.000000, 0.948718, 1.000000, 0.950000, 1.000000, 0.943750, 1.000000, 0.957143, 1.000000, 0.958682, 1.000000, 0.966583, 1.000000, 0.974503, 1.000000, 0.980583, 0.995122, 0.978891, 0.995215, 0.978973, 1.000000, 0.995455, 0.967742, 0.996403, 0.971831, 0.975919, 0.991489, 
177.0, 0.983449, 0.940000, 1.000000, 0.949367, 1.000000, 0.948718, 1.000000, 0.950000, 1.000000, 0.943750, 1.000000, 0.957143, 1.000000, 0.958682, 1.000000, 0.962865, 1.000000, 0.974503, 1.000000, 0.980583, 0.990244, 0.978891, 0.990431, 0.978973, 0.993939, 0.990909, 0.967742, 0.992806, 0.971831, 0.975919, 0.987234, 
180.0, 0.981788, 0.920000, 1.000000, 0.936709, 1.000000, 0.948718, 1.000000, 0.942857, 1.000000, 0.937500, 1.000000, 0.952381, 1.000000, 0.952764, 1.000000, 0.959148, 1.000000, 0.965954, 1.000000, 0.980583, 0.990244, 0.973571, 0.990431, 0.974735, 0.993939, 0.990909, 0.967742, 0.992806, 0.971831, 0.972446, 0.987234, 
181.0, 0.980126, 0.920000, 1.000000, 0.936709, 1.000000, 0.935897, 1.000000, 0.935714, 1.000000, 0.931250, 1.000000, 0.947619, 1.000000, 0.946846, 1.000000, 0.955430, 1.000000, 0.957406, 1.000000, 0.980583, 0.990244, 0.968251, 0.990431, 0.970497, 0.993939, 0.990909, 0.934372, 0.992806, 0.964737, 0.968973, 0.987234, 
184.0, 0.978465, 0.920000, 1.000000, 0.936709, 1.000000, 0.935897, 1.000000, 0.928571, 1.000000, 0.925000, 1.000000, 0.942857, 1.000000, 0.940928, 1.000000, 0.951713, 1.000000, 0.948858, 1.000000, 0.980583, 0.990244, 0.962931, 0.990431, 0.966259, 0.993939, 0.990909, 0.934372, 0.992806, 0.964737, 0.965500, 0.987234, 
186.0, 0.978465, 0.920000, 1.000000, 0.936709, 1.000000, 0.935897, 1.000000, 0.928571, 1.000000, 0.925000, 1.000000, 0.942857, 1.000000, 0.940928, 1.000000, 0.951713, 1.000000, 0.948858, 1.000000, 0.980583, 0.990244, 0.962931, 0.990431, 0.966259, 0.993939, 0.990909, 0.934372, 0.992806, 0.964737, 0.965500, 0.987234, 
191.0, 0.976801, 0.920000, 1.000000, 0.936709, 0.995968, 0.935897, 1.000000, 0.928571, 0.995968, 0.925000, 1.000000, 0.942857, 0.995968, 0.940928, 0.995968, 0.951713, 0.996997, 0.948858, 1.000000, 0.980583, 0.990244, 0.962931, 0.990431, 0.962002, 0.993939, 0.990909, 0.934372, 0.992806, 0.957591, 0.962015, 0.987234, 
195.0, 0.975137, 0.899556, 1.000000, 0.923877, 0.995968, 0.935897, 1.000000, 0.921373, 0.995968, 0.918707, 1.000000, 0.938071, 0.995968, 0.934973, 0.995968, 0.947980, 0.996997, 0.940232, 1.000000, 0.980583, 0.990244, 0.957581, 0.990431, 0.957746, 0.993939, 0.990909, 0.934372, 0.992806, 0.957591, 0.958529, 0.987234, 
205.0, 0.973470, 0.899556, 1.000000, 0.923877, 0.991919, 0.935897, 1.000000, 0.921373, 0.991919, 0.918707, 0.996169, 0.938071, 0.991919, 0.934973, 0.991919, 0.947980, 0.993985, 0.940232, 1.000000, 0.980583, 0.990244, 0.957581, 0.990431, 0.957746, 0.987842, 0.990909, 0.934372, 0.989196, 0.957591, 0.958529, 0.982960, 
213.0, 0.973470, 0.899556, 1.000000, 0.923877, 0.991919, 0.935897, 1.000000, 0.921373, 0.991919, 0.918707, 0.996169, 0.938071, 0.991919, 0.934973, 0.991919, 0.947980, 0.993985, 0.940232, 1.000000, 0.980583, 0.990244, 0.957581, 0.990431, 0.957746, 0.987842, 0.990909, 0.934372, 0.989196, 0.957591, 0.958529, 0.982960, 
223.0, 0.971800, 0.899556, 1.000000, 0.923877, 0.991919, 0.935897, 1.000000, 0.921373, 0.991919, 0.918707, 0.996169, 0.938071, 0.991919, 0.934973, 0.991919, 0.947980, 0.990964, 0.940232, 1.000000, 0.970678, 0.990244, 0.952232, 0.990431, 0.953489, 0.987842, 0.990909, 0.901001, 0.989196, 0.950445, 0.955044, 0.982960, 
227.0, 0.970131, 0.879111, 1.000000, 0.911046, 0.991919, 0.922899, 1.000000, 0.914175, 0.991919, 0.912415, 0.996169, 0.933285, 0.991919, 0.929018, 0.991919, 0.944248, 0.990964, 0.931606, 1.000000, 0.960773, 0.990244, 0.946882, 0.990431, 0.949232, 0.987842, 0.990909, 0.901001, 0.989196, 0.943299, 0.951558, 0.982960, 
229.0, 0.970131, 0.879111, 1.000000, 0.911046, 0.991919, 0.922899, 1.000000, 0.914175, 0.991919, 0.912415, 0.996169, 0.933285, 0.991919, 0.929018, 0.991919, 0.944248, 0.990964, 0.931606, 1.000000, 0.960773, 0.990244, 0.946882, 0.990431, 0.949232, 0.987842, 0.990909, 0.901001, 0.989196, 0.943299, 0.951558, 0.982960, 
233.0, 0.968458, 0.858667, 1.000000, 0.898214, 0.991919, 0.909900, 1.000000, 0.906977, 0.991919, 0.906122, 0.996169, 0.928499, 0.991919, 0.923063, 0.991919, 0.940516, 0.990964, 0.931606, 1.000000, 0.960773, 0.990244, 0.946882, 0.990431, 0.944976, 0.987842, 0.990909, 0.901001, 0.989196, 0.943299, 0.948073, 0.982960, 
238.0, 0.966785, 0.858667, 1.000000, 0.898214, 0.991919, 0.896902, 1.000000, 0.899779, 0.991919, 0.899830, 0.996169, 0.923713, 0.991919, 0.917107, 0.991919, 0.936784, 0.990964, 0.922980, 1.000000, 0.950868, 0.990244, 0.941532, 0.990431, 0.940719, 0.987842, 0.990909, 0.901001, 0.989196, 0.936153, 0.944587, 0.982960, 
242.0, 0.965113, 0.838222, 1.000000, 0.885382, 0.991919, 0.883903, 1.000000, 0.892580, 0.991919, 0.893537, 0.996169, 0.918927, 0.991919, 0.911152, 0.991919, 0.933052, 0.990964, 0.922980, 1.000000, 0.950868, 0.990244, 0.941532, 0.990431, 0.936462, 0.987842, 0.990909, 0.901001, 0.989196, 0.936153, 0.941102, 0.982960, 
247.0, 0.963440, 0.838222, 1.000000, 0.885382, 0.987837, 0.883903, 1.000000, 0.892580, 0.987837, 0.893537, 0.992307, 0.918927, 0.987837, 0.911152, 0.987837, 0.933052, 0.987933, 0.922980, 1.000000, 0.950868, 0.990244, 0.941532, 0.990431, 0.936462, 0.987842, 0.990909, 0.901001, 0.989196, 0.936153, 0.937616, 0.982960, 
249.0, 0.961767, 0.838222, 1.000000, 0.885382, 0.987837, 0.870905, 1.000000, 0.885382, 0.987837, 0.887245, 0.992307, 0.914141, 0.987837, 0.905197, 0.987837, 0.929319, 0.987933, 0.914354, 1.000000, 0.940963, 0.990244, 0.936183, 0.990431, 0.932206, 0.987842, 0.990909, 0.901001, 0.989196, 0.929006, 0.934130, 0.982960, 
251.0, 0.960095, 0.817778, 1.000000, 0.872551, 0.987837, 0.857906, 1.000000, 0.878184, 0.987837, 0.880952, 0.992307, 0.909355, 0.987837, 0.899242, 0.987837, 0.925587, 0.987933, 0.914354, 1.000000, 0.931058, 0.990244, 0.930833, 0.990431, 0.927949, 0.987842, 0.990909, 0.867631, 0.989196, 0.921860, 0.930645, 0.982960, 
272.0, 0.956749, 0.797333, 1.000000, 0.859719, 0.987837, 0.857906, 1.000000, 0.870986, 0.987837, 0.868367, 0.992307, 0.899782, 0.987837, 0.893286, 0.987837, 0.918123, 0.987933, 0.905728, 0.995215, 0.931058, 0.985317, 0.925484, 0.985599, 0.923693, 0.987842, 0.986322, 0.867631, 0.985559, 0.921860, 0.927159, 0.978668, 
273.0, 0.956749, 0.797333, 1.000000, 0.859719, 0.987837, 0.857906, 1.000000, 0.870986, 0.987837, 0.868367, 0.992307, 0.899782, 0.987837, 0.893286, 0.987837, 0.918123, 0.987933, 0.905728, 0.995215, 0.931058, 0.985317, 0.925484, 0.985599, 0.923693, 0.987842, 0.986322, 0.867631, 0.985559, 0.921860, 0.927159, 0.978668, 
275.0, 0.955074, 0.797333, 1.000000, 0.859719, 0.987837, 0.844907, 1.000000, 0.863787, 0.987837, 0.862075, 0.992307, 0.894996, 0.987837, 0.887331, 0.987837, 0.914391, 0.987933, 0.897102, 0.995215, 0.921153, 0.985317, 0.920134, 0.985599, 0.919436, 0.987842, 0.986322, 0.834260, 0.985559, 0.914714, 0.923674, 0.978668, 
276.0, 0.955074, 0.797333, 1.000000, 0.859719, 0.987837, 0.844907, 1.000000, 0.863787, 0.987837, 0.862075, 0.992307, 0.894996, 0.987837, 0.887331, 0.987837, 0.914391, 0.987933, 0.897102, 0.995215, 0.921153, 0.985317, 0.920134, 0.985599, 0.919436, 0.987842, 0.986322, 0.834260, 0.985559, 0.914714, 0.923674, 0.978668, 
281.0, 0.953395, 0.776889, 1.000000, 0.846887, 0.987837, 0.844907, 1.000000, 0.856589, 0.987837, 0.862075, 0.992307, 0.890210, 0.987837, 0.881376, 0.987837, 0.910658, 0.987933, 0.888476, 0.995215, 0.921153, 0.985317, 0.920134, 0.985599, 0.915159, 0.987842, 0.986322, 0.834260, 0.985559, 0.914714, 0.920175, 0.978668, 
285.0, 0.950038, 0.776889, 1.000000, 0.846887, 0.983738, 0.844907, 1.000000, 0.856589, 0.983738, 0.855782, 0.988431, 0.885424, 0.983738, 0.881376, 0.983738, 0.906926, 0.984884, 0.888476, 0.995215, 0.921153, 0.985317, 0.920134, 0.985599, 0.915159, 0.981668, 0.986322, 0.834260, 0.981909, 0.914714, 0.920175, 0.974357, 
286.0, 0.948360, 0.756444, 1.000000, 0.834056, 0.983738, 0.831909, 1.000000, 0.849391, 0.983738, 0.849490, 0.988431, 0.880638, 0.983738, 0.875421, 0.983738, 0.903194, 0.984884, 0.888476, 0.995215, 0.921153, 0.985317, 0.920134, 0.985599, 0.910883, 0.981668, 0.986322, 0.834260, 0.981909, 0.914714, 0.916676, 0.974357, 
288.0, 0.946681, 0.756444, 1.000000, 0.834056, 0.983738, 0.818910, 1.000000, 0.842193, 0.983738, 0.843197, 0.988431, 0.875852, 0.983738, 0.869466, 0.983738, 0.899462, 0.984884, 0.888476, 0.995215, 0.921153, 0.985317, 0.920134, 0.985599, 0.910883, 0.981668, 0.986322, 0.834260, 0.978258, 0.914714, 0.916676, 0.974357, 
293.0, 0.945003, 0.756444, 1.000000, 0.834056, 0.983738, 0.805912, 1.000000, 0.834994, 0.983738, 0.836905, 0.988431, 0.871066, 0.983738, 0.863510, 0.983738, 0.895730, 0.984884, 0.879850, 0.995215, 0.911248, 0.985317, 0.914753, 0.985599, 0.906607, 0.981668, 0.986322, 0.834260, 0.978258, 0.907568, 0.913177, 0.974357, 
296.0, 0.945003, 0.756444, 1.000000, 0.834056, 0.983738, 0.805912, 1.000000, 0.834994, 0.983738, 0.836905, 0.988431, 0.871066, 0.983738, 0.863510, 0.983738, 0.895730, 0.984884, 0.879850, 0.995215, 0.911248, 0.985317, 0.914753, 0.985599, 0.906607, 0.981668, 0.986322, 0.834260, 0.978258, 0.907568, 0.913177, 0.974357, 
305.0, 0.943321, 0.756444, 1.000000, 0.834056, 0.983738, 0.805912, 1.000000, 0.827796, 0.983738, 0.836905, 0.988431, 0.866280, 0.983738, 0.857555, 0.983738, 0.891997, 0.984884, 0.879850, 0.995215, 0.911248, 0.985317, 0.909340, 0.985599, 0.906607, 0.981668, 0.986322, 0.834260, 0.978258, 0.907568, 0.909665, 0.974357, 
307.0, 0.941640, 0.736000, 1.000000, 0.821224, 0.983738, 0.792913, 1.000000, 0.820598, 0.983738, 0.830612, 0.988431, 0.861494, 0.983738, 0.851600, 0.983738, 0.888265, 0.984884, 0.871224, 0.995215, 0.911248, 0.985317, 0.903928, 0.985599, 0.902310, 0.981668, 0.986322, 0.834260, 0.978258, 0.900365, 0.906153, 0.974357, 
308.0, 0.938277, 0.736000, 1.000000, 0.821224, 0.983738, 0.779915, 1.000000, 0.813400, 0.983738, 0.824320, 0.988431, 0.856708, 0.983738, 0.845645, 0.983738, 0.884533, 0.981825, 0.862598, 0.995215, 0.891221, 0.985317, 0.893102, 0.985599, 0.893716, 0.981668, 0.986322, 0.800890, 0.978258, 0.885959, 0.899129, 0.974357, 
310.0, 0.938277, 0.736000, 1.000000, 0.821224, 0.983738, 0.779915, 1.000000, 0.813400, 0.983738, 0.824320, 0.988431, 0.856708, 0.983738, 0.845645, 0.983738, 0.884533, 0.981825, 0.862598, 0.995215, 0.891221, 0.985317, 0.893102, 0.985599, 0.893716, 0.981668, 0.986322, 0.800890, 0.978258, 0.885959, 0.899129, 0.974357, 
319.0, 0.938277, 0.736000, 1.000000, 0.821224, 0.983738, 0.779915, 1.000000, 0.813400, 0.983738, 0.824320, 0.988431, 0.856708, 0.983738, 0.845645, 0.983738, 0.884533, 0.981825, 0.862598, 0.995215, 0.891221, 0.985317, 0.893102, 0.985599, 0.893716, 0.981668, 0.986322, 0.800890, 0.978258, 0.885959, 0.899129, 0.974357, 
322.0, 0.938277, 0.736000, 1.000000, 0.821224, 0.983738, 0.779915, 1.000000, 0.813400, 0.983738, 0.824320, 0.988431, 0.856708, 0.983738, 0.845645, 0.983738, 0.884533, 0.981825, 0.862598, 0.995215, 0.891221, 0.985317, 0.893102, 0.985599, 0.893716, 0.981668, 0.986322, 0.800890, 0.978258, 0.885959, 0.899129, 0.974357, 
329.0, 0.936586, 0.736000, 0.995169, 0.821224, 0.979605, 0.779915, 0.995283, 0.813400, 0.979605, 0.824320, 0.984524, 0.856708, 0.979605, 0.845645, 0.979605, 0.884533, 0.978748, 0.862598, 0.995215, 0.891221, 0.985317, 0.887689, 0.985599, 0.889420, 0.981668, 0.986322, 0.800890, 0.978258, 0.878756, 0.895616, 0.974357, 
336.0, 0.934896, 0.736000, 0.995169, 0.821224, 0.979605, 0.766916, 0.995283, 0.806202, 0.979605, 0.817979, 0.984524, 0.851895, 0.979605, 0.839689, 0.979605, 0.880785, 0.978748, 0.853972, 0.995215, 0.881207, 0.985317, 0.882277, 0.985599, 0.885123, 0.981668, 0.986322, 0.767519, 0.978258, 0.871553, 0.892104, 0.974357, 
338.0, 0.929824, 0.736000, 0.995169, 0.821224, 0.979605, 0.753917, 0.995283, 0.799003, 0.979605, 0.811638, 0.984524, 0.847082, 0.979605, 0.827779, 0.979605, 0.869541, 0.978748, 0.845346, 0.995215, 0.871194, 0.985317, 0.876864, 0.985599, 0.880826, 0.981668, 0.986322, 0.767519, 0.978258, 0.864350, 0.888592, 0.974357, 
343.0, 0.928133, 0.736000, 0.995169, 0.821224, 0.979605, 0.753917, 0.995283, 0.799003, 0.979605, 0.811638, 0.984524, 0.847082, 0.979605, 0.827779, 0.979605, 0.869541, 0.975670, 0.845346, 0.995215, 0.871194, 0.985317, 0.876864, 0.985599, 0.876530, 0.981668, 0.986322, 0.767519, 0.978258, 0.864350, 0.885080, 0.974357, 
344.0, 0.926443, 0.736000, 0.995169, 0.821224, 0.979605, 0.753917, 0.995283, 0.799003, 0.979605, 0.811638, 0.984524, 0.847082, 0.979605, 0.821824, 0.979605, 0.865793, 0.975670, 0.836720, 0.995215, 0.871194, 0.985317, 0.871451, 0.985599, 0.872233, 0.981668, 0.986322, 0.767519, 0.978258, 0.864350, 0.881567, 0.974357, 
348.0, 0.924752, 0.736000, 0.995169, 0.821224, 0.979605, 0.740919, 0.995283, 0.791805, 0.979605, 0.805297, 0.984524, 0.842269, 0.979605, 0.815868, 0.979605, 0.862045, 0.975670, 0.836720, 0.995215, 0.871194, 0.985317, 0.871451, 0.985599, 0.872233, 0.981668, 0.986322, 0.767519, 0.978258, 0.864350, 0.878055, 0.974357, 
350.0, 0.923062, 0.736000, 0.995169, 0.821224, 0.979605, 0.740919, 0.995283, 0.791805, 0.979605, 0.805297, 0.984524, 0.842269, 0.979605, 0.815868, 0.979605, 0.862045, 0.972592, 0.836720, 0.995215, 0.861180, 0.985317, 0.866038, 0.985599, 0.867936, 0.981668, 0.986322, 0.767519, 0.978258, 0.857147, 0.874543, 0.974357, 
353.0, 0.921371, 0.736000, 0.990338, 0.821224, 0.975472, 0.740919, 0.990566, 0.791805, 0.975472, 0.805297, 0.980618, 0.842269, 0.975472, 0.815868, 0.975472, 0.862045, 0.969514, 0.836720, 0.995215, 0.861180, 0.985317, 0.866038, 0.985599, 0.867936, 0.981668, 0.986322, 0.767519, 0.978258, 0.857147, 0.871031, 0.974357, 
357.0, 0.919680, 0.715556, 0.990338, 0.808393, 0.975472, 0.727920, 0.990566, 0.784607, 0.975472, 0.798956, 0.980618, 0.837456, 0.975472, 0.809913, 0.975472, 0.858297, 0.969514, 0.828094, 0.995215, 0.861180, 0.985317, 0.860626, 0.985599, 0.863639, 0.981668, 0.986322, 0.767519, 0.978258, 0.849944, 0.867519, 0.974357, 
358.0, 0.917990, 0.715556, 0.990338, 0.808393, 0.975472, 0.727920, 0.990566, 0.777409, 0.975472, 0.792615, 0.980618, 0.832643, 0.975472, 0.803958, 0.975472, 0.854549, 0.969514, 0.819468, 0.995215, 0.851166, 0.985317, 0.855213, 0.985599, 0.859343, 0.981668, 0.986322, 0.767519, 0.978258, 0.842741, 0.864006, 0.974357, 
359.0, 0.914609, 0.695111, 0.990338, 0.795561, 0.975472, 0.714922, 0.990566, 0.770210, 0.975472, 0.786274, 0.980618, 0.827830, 0.975472, 0.798003, 0.975472, 0.850801, 0.966436, 0.802216, 0.995215, 0.831139, 0.985317, 0.844387, 0.985599, 0.850749, 0.981668, 0.986322, 0.700779, 0.978258, 0.828336, 0.856982, 0.974357, 
368.0, 0.914609, 0.695111, 0.990338, 0.795561, 0.975472, 0.714922, 0.990566, 0.770210, 0.975472, 0.786274, 0.980618, 0.827830, 0.975472, 0.798003, 0.975472, 0.850801, 0.966436, 0.802216, 0.995215, 0.831139, 0.985317, 0.844387, 0.985599, 0.850749, 0.981668, 0.986322, 0.700779, 0.978258, 0.828336, 0.856982, 0.974357, 
369.0, 0.912915, 0.695111, 0.990338, 0.795561, 0.975472, 0.714922, 0.990566, 0.770210, 0.975472, 0.786274, 0.976695, 0.827830, 0.975472, 0.798003, 0.975472, 0.850801, 0.963349, 0.793590, 0.995215, 0.831139, 0.985317, 0.838975, 0.985599, 0.846453, 0.981668, 0.986322, 0.700779, 0.978258, 0.828336, 0.853470, 0.974357, 
370.0, 0.911221, 0.695111, 0.990338, 0.795561, 0.975472, 0.714922, 0.990566, 0.770210, 0.975472, 0.786274, 0.976695, 0.827830, 0.975472, 0.792047, 0.975472, 0.847053, 0.963349, 0.793590, 0.995215, 0.831139, 0.985317, 0.833562, 0.985599, 0.842156, 0.981668, 0.986322, 0.700779, 0.978258, 0.828336, 0.849957, 0.974357, 
