time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, 
42.0, 0.963362, 0.988235, 0.943503, 0.978979, 0.943503, 0.979730, 0.953629, 0.973872, 0.954365, 0.946281, 0.985866, 0.941463, 0.978495, 0.974490, 0.967153, 0.949309, 0.985294, 0.947368, 0.982759, 
43.0, 0.960129, 0.988235, 0.935028, 0.978979, 0.935028, 0.979730, 0.947581, 0.973872, 0.948413, 0.946281, 0.985866, 0.934146, 0.978495, 0.971939, 0.967153, 0.949309, 0.985294, 0.947368, 0.982759, 
45.0, 0.959052, 0.988235, 0.932203, 0.978979, 0.932203, 0.979730, 0.945565, 0.973872, 0.946429, 0.942149, 0.985866, 0.931707, 0.978495, 0.971939, 0.963504, 0.949309, 0.985294, 0.947368, 0.982759, 
46.0, 0.956897, 0.988235, 0.926554, 0.978979, 0.926554, 0.979730, 0.941532, 0.973872, 0.942460, 0.933884, 0.985866, 0.926829, 0.978495, 0.971939, 0.959854, 0.944700, 0.985294, 0.940789, 0.982759, 
49.0, 0.954741, 0.988235, 0.920904, 0.978979, 0.920904, 0.979730, 0.937500, 0.973872, 0.938492, 0.929752, 0.985866, 0.921951, 0.978495, 0.969388, 0.956204, 0.944700, 0.985294, 0.940789, 0.982759, 
50.0, 0.953664, 0.988235, 0.918079, 0.978979, 0.918079, 0.979730, 0.935484, 0.973872, 0.936508, 0.925620, 0.985866, 0.919512, 0.978495, 0.969388, 0.956204, 0.940092, 0.985294, 0.937500, 0.982759, 
51.0, 0.952586, 0.988235, 0.918079, 0.975976, 0.918079, 0.979730, 0.935484, 0.971496, 0.936508, 0.925620, 0.985866, 0.919512, 0.976344, 0.969388, 0.956204, 0.935484, 0.985294, 0.934211, 0.982759, 
54.0, 0.952586, 0.988235, 0.918079, 0.975976, 0.918079, 0.979730, 0.935484, 0.971496, 0.936508, 0.925620, 0.985866, 0.919512, 0.976344, 0.969388, 0.956204, 0.935484, 0.985294, 0.934211, 0.982759, 
60.0, 0.951507, 0.988235, 0.915254, 0.975976, 0.915254, 0.979730, 0.933468, 0.971496, 0.934524, 0.925620, 0.985866, 0.917073, 0.976344, 0.969388, 0.956204, 0.935484, 0.985294, 0.934211, 0.982759, 
63.0, 0.950429, 0.988235, 0.912429, 0.975976, 0.912429, 0.979730, 0.931452, 0.971496, 0.932540, 0.921488, 0.985866, 0.914634, 0.976344, 0.969388, 0.956204, 0.930876, 0.985294, 0.930921, 0.982759, 
64.0, 0.949350, 0.988235, 0.909605, 0.975976, 0.909605, 0.979730, 0.929435, 0.971496, 0.930556, 0.917355, 0.985866, 0.912195, 0.976344, 0.969388, 0.952555, 0.926267, 0.985294, 0.927632, 0.982759, 
65.0, 0.948271, 0.988235, 0.906780, 0.975976, 0.906780, 0.979730, 0.927419, 0.971496, 0.928571, 0.917355, 0.985866, 0.909756, 0.976344, 0.969388, 0.952555, 0.926267, 0.985294, 0.927632, 0.982759, 
67.0, 0.946113, 0.988235, 0.903955, 0.975976, 0.903955, 0.979730, 0.923387, 0.971496, 0.924603, 0.913223, 0.982319, 0.907317, 0.974189, 0.966830, 0.948905, 0.921659, 0.985294, 0.924342, 0.982759, 
70.0, 0.943956, 0.988235, 0.901130, 0.975976, 0.901130, 0.979730, 0.919355, 0.971496, 0.920635, 0.909091, 0.978773, 0.904878, 0.972034, 0.964272, 0.945255, 0.917051, 0.985294, 0.921053, 0.982759, 
72.0, 0.942877, 0.988235, 0.898305, 0.975976, 0.898305, 0.979730, 0.917339, 0.971496, 0.918651, 0.904959, 0.978773, 0.902439, 0.972034, 0.964272, 0.941606, 0.912442, 0.985294, 0.917763, 0.982759, 
73.0, 0.941798, 0.988235, 0.895480, 0.975976, 0.895480, 0.979730, 0.915323, 0.971496, 0.916667, 0.904959, 0.978773, 0.900000, 0.972034, 0.964272, 0.941606, 0.912442, 0.985294, 0.917763, 0.982759, 
76.0, 0.940719, 0.988235, 0.892655, 0.975976, 0.892655, 0.979730, 0.913306, 0.971496, 0.914683, 0.900826, 0.978773, 0.897561, 0.972034, 0.964272, 0.941606, 0.912442, 0.985294, 0.914474, 0.982759, 
77.0, 0.939641, 0.988235, 0.889831, 0.975976, 0.889831, 0.979730, 0.911290, 0.971496, 0.912698, 0.900826, 0.978773, 0.895122, 0.972034, 0.961715, 0.941606, 0.912442, 0.985294, 0.914474, 0.979877, 
80.0, 0.938562, 0.988235, 0.887006, 0.975976, 0.887006, 0.979730, 0.909274, 0.971496, 0.910714, 0.900826, 0.978773, 0.892683, 0.972034, 0.961715, 0.941606, 0.912442, 0.985294, 0.914474, 0.979877, 
86.0, 0.937483, 0.988235, 0.884181, 0.975976, 0.884181, 0.979730, 0.907258, 0.971496, 0.908730, 0.900826, 0.978773, 0.890244, 0.972034, 0.959157, 0.941606, 0.912442, 0.985294, 0.914474, 0.976995, 
88.0, 0.935325, 0.984298, 0.884181, 0.972964, 0.884181, 0.976340, 0.905242, 0.969115, 0.906746, 0.900826, 0.975227, 0.890244, 0.967723, 0.956599, 0.937956, 0.912442, 0.985294, 0.911184, 0.974113, 
89.0, 0.934246, 0.984298, 0.881356, 0.972964, 0.881356, 0.976340, 0.903226, 0.969115, 0.904762, 0.896694, 0.975227, 0.887805, 0.967723, 0.956599, 0.934307, 0.907834, 0.985294, 0.907895, 0.974113, 
94.0, 0.933168, 0.984298, 0.878531, 0.972964, 0.878531, 0.976340, 0.901210, 0.969115, 0.902778, 0.892562, 0.975227, 0.885366, 0.967723, 0.956599, 0.930657, 0.907834, 0.985294, 0.904605, 0.974113, 
98.0, 0.932089, 0.984298, 0.875706, 0.972964, 0.875706, 0.976340, 0.899194, 0.969115, 0.900794, 0.888430, 0.975227, 0.882927, 0.967723, 0.956599, 0.927007, 0.903226, 0.985294, 0.901316, 0.974113, 
99.0, 0.932089, 0.984298, 0.875706, 0.972964, 0.875706, 0.976340, 0.899194, 0.969115, 0.900794, 0.888430, 0.975227, 0.882927, 0.967723, 0.956599, 0.927007, 0.903226, 0.985294, 0.901316, 0.974113, 
102.0, 0.931009, 0.984298, 0.872881, 0.972964, 0.872881, 0.976340, 0.897177, 0.969115, 0.898810, 0.884298, 0.975227, 0.880488, 0.967723, 0.956599, 0.923358, 0.903226, 0.985294, 0.898026, 0.974113, 
106.0, 0.929929, 0.984298, 0.870056, 0.972964, 0.870056, 0.976340, 0.895161, 0.969115, 0.896825, 0.880165, 0.975227, 0.878049, 0.967723, 0.956599, 0.919708, 0.903226, 0.985294, 0.894737, 0.974113, 
108.0, 0.928849, 0.984298, 0.867232, 0.972964, 0.867232, 0.976340, 0.893145, 0.969115, 0.894841, 0.876033, 0.975227, 0.875610, 0.967723, 0.956599, 0.916058, 0.903226, 0.985294, 0.891447, 0.974113, 
110.0, 0.927769, 0.984298, 0.867232, 0.972964, 0.867232, 0.976340, 0.891129, 0.969115, 0.892857, 0.876033, 0.975227, 0.875610, 0.965568, 0.956599, 0.912409, 0.898618, 0.985294, 0.888158, 0.974113, 
111.0, 0.926689, 0.984298, 0.867232, 0.972964, 0.867232, 0.972950, 0.891129, 0.966734, 0.892857, 0.876033, 0.975227, 0.873171, 0.965568, 0.954041, 0.912409, 0.898618, 0.985294, 0.888158, 0.971231, 
113.0, 0.925609, 0.984298, 0.867232, 0.972964, 0.867232, 0.972950, 0.891129, 0.964353, 0.892857, 0.876033, 0.975227, 0.870732, 0.965568, 0.951483, 0.912409, 0.898618, 0.985294, 0.888158, 0.968349, 
115.0, 0.922368, 0.984298, 0.864407, 0.972964, 0.864407, 0.969560, 0.887097, 0.961972, 0.888889, 0.876033, 0.975227, 0.865854, 0.963412, 0.948926, 0.908759, 0.894009, 0.985294, 0.884868, 0.965467, 
117.0, 0.921288, 0.984298, 0.861582, 0.972964, 0.861582, 0.969560, 0.885081, 0.961972, 0.886905, 0.871901, 0.975227, 0.863415, 0.963412, 0.948926, 0.905109, 0.889401, 0.985294, 0.881579, 0.965467, 
119.0, 0.920208, 0.984298, 0.861582, 0.972964, 0.861582, 0.969560, 0.883065, 0.961972, 0.884921, 0.871901, 0.975227, 0.863415, 0.961257, 0.948926, 0.901460, 0.889401, 0.985294, 0.878289, 0.965467, 
120.0, 0.918048, 0.984298, 0.855932, 0.972964, 0.855932, 0.969560, 0.879032, 0.961972, 0.880952, 0.867769, 0.975227, 0.858537, 0.961257, 0.948926, 0.897810, 0.884793, 0.985294, 0.875000, 0.965467, 
122.0, 0.916968, 0.984298, 0.853107, 0.972964, 0.853107, 0.969560, 0.877016, 0.961972, 0.878968, 0.863636, 0.975227, 0.856098, 0.961257, 0.948926, 0.894161, 0.880184, 0.985294, 0.871711, 0.965467, 
123.0, 0.915888, 0.984298, 0.853107, 0.972964, 0.853107, 0.969560, 0.877016, 0.961972, 0.876984, 0.863636, 0.975227, 0.856098, 0.961257, 0.948926, 0.894161, 0.880184, 0.985294, 0.871711, 0.962585, 
125.0, 0.913728, 0.984298, 0.850282, 0.969951, 0.850282, 0.969560, 0.875000, 0.959591, 0.875000, 0.863636, 0.975227, 0.853659, 0.959102, 0.946368, 0.894161, 0.880184, 0.985294, 0.871711, 0.962585, 
126.0, 0.912648, 0.980361, 0.850282, 0.966939, 0.850282, 0.966169, 0.875000, 0.957210, 0.875000, 0.863636, 0.971681, 0.853659, 0.956947, 0.943810, 0.894161, 0.880184, 0.980392, 0.871711, 0.959703, 
127.0, 0.909408, 0.980361, 0.841808, 0.966939, 0.841808, 0.966169, 0.868952, 0.957210, 0.869048, 0.855372, 0.971681, 0.846341, 0.956947, 0.941252, 0.886861, 0.875576, 0.980392, 0.868421, 0.956821, 
128.0, 0.908328, 0.980361, 0.838983, 0.966939, 0.838983, 0.966169, 0.866935, 0.957210, 0.867063, 0.851240, 0.971681, 0.843902, 0.956947, 0.941252, 0.883212, 0.870968, 0.980392, 0.865132, 0.956821, 
131.0, 0.907248, 0.980361, 0.836158, 0.966939, 0.836158, 0.966169, 0.864919, 0.957210, 0.865079, 0.847107, 0.971681, 0.841463, 0.956947, 0.941252, 0.879562, 0.870968, 0.980392, 0.865132, 0.956821, 
132.0, 0.906168, 0.980361, 0.836158, 0.966939, 0.836158, 0.966169, 0.862903, 0.957210, 0.863095, 0.847107, 0.971681, 0.841463, 0.954791, 0.941252, 0.879562, 0.870968, 0.980392, 0.865132, 0.956821, 
134.0, 0.905087, 0.980361, 0.833333, 0.966939, 0.833333, 0.966169, 0.860887, 0.957210, 0.861111, 0.847107, 0.971681, 0.841463, 0.954791, 0.941252, 0.879562, 0.870968, 0.980392, 0.865132, 0.956821, 
136.0, 0.901847, 0.980361, 0.827684, 0.966939, 0.827684, 0.966169, 0.854839, 0.957210, 0.855159, 0.838843, 0.971681, 0.836585, 0.954791, 0.941252, 0.872263, 0.861751, 0.980392, 0.858553, 0.956821, 
140.0, 0.900767, 0.980361, 0.824859, 0.966939, 0.824859, 0.966169, 0.852823, 0.957210, 0.853175, 0.834711, 0.971681, 0.834146, 0.954791, 0.941252, 0.868613, 0.857143, 0.980392, 0.855263, 0.956821, 
141.0, 0.899687, 0.980361, 0.822034, 0.966939, 0.822034, 0.966169, 0.850806, 0.957210, 0.851190, 0.834711, 0.971681, 0.831707, 0.954791, 0.938695, 0.868613, 0.857143, 0.975490, 0.855263, 0.953939, 
148.0, 0.898607, 0.976424, 0.822034, 0.963927, 0.822034, 0.962779, 0.850806, 0.954829, 0.851190, 0.834711, 0.968134, 0.831707, 0.952636, 0.936137, 0.868613, 0.857143, 0.975490, 0.855263, 0.951057, 
149.0, 0.897527, 0.976424, 0.819209, 0.963927, 0.819209, 0.962779, 0.848790, 0.954829, 0.849206, 0.830579, 0.968134, 0.829268, 0.952636, 0.936137, 0.864964, 0.857143, 0.975490, 0.855263, 0.951057, 
150.0, 0.896447, 0.976424, 0.816384, 0.963927, 0.816384, 0.962779, 0.846774, 0.954829, 0.847222, 0.830579, 0.968134, 0.826829, 0.952636, 0.936137, 0.864964, 0.857143, 0.975490, 0.855263, 0.951057, 
152.0, 0.894287, 0.976424, 0.810734, 0.963927, 0.810734, 0.962779, 0.842742, 0.954829, 0.843254, 0.822314, 0.968134, 0.821951, 0.952636, 0.936137, 0.861314, 0.852535, 0.975490, 0.851974, 0.951057, 
153.0, 0.891047, 0.976424, 0.805085, 0.963927, 0.805085, 0.962779, 0.836694, 0.954829, 0.837302, 0.814050, 0.968134, 0.817073, 0.950481, 0.936137, 0.854015, 0.847926, 0.975490, 0.848684, 0.951057, 
154.0, 0.889967, 0.976424, 0.805085, 0.963927, 0.805085, 0.962779, 0.834677, 0.954829, 0.835317, 0.814050, 0.968134, 0.817073, 0.950481, 0.936137, 0.850365, 0.843318, 0.975490, 0.845395, 0.951057, 
155.0, 0.887807, 0.976424, 0.802260, 0.963927, 0.802260, 0.962779, 0.830645, 0.954829, 0.831349, 0.814050, 0.968134, 0.814634, 0.948325, 0.936137, 0.846715, 0.838710, 0.975490, 0.842105, 0.951057, 
156.0, 0.886727, 0.976424, 0.799435, 0.963927, 0.799435, 0.962779, 0.828629, 0.954829, 0.829365, 0.809917, 0.968134, 0.812195, 0.948325, 0.936137, 0.843066, 0.838710, 0.975490, 0.842105, 0.951057, 
161.0, 0.885646, 0.976424, 0.796610, 0.963927, 0.796610, 0.962779, 0.826613, 0.954829, 0.827381, 0.809917, 0.968134, 0.809756, 0.948325, 0.933579, 0.843066, 0.838710, 0.975490, 0.842105, 0.951057, 
162.0, 0.884566, 0.976424, 0.796610, 0.963927, 0.796610, 0.962779, 0.824597, 0.954829, 0.825397, 0.809917, 0.964588, 0.809756, 0.946170, 0.931021, 0.843066, 0.838710, 0.975490, 0.842105, 0.951057, 
163.0, 0.882406, 0.976424, 0.793785, 0.963927, 0.793785, 0.959389, 0.822581, 0.952447, 0.823413, 0.809917, 0.964588, 0.804878, 0.946170, 0.925906, 0.843066, 0.838710, 0.970588, 0.842105, 0.945293, 
164.0, 0.881326, 0.972487, 0.793785, 0.960915, 0.793785, 0.955999, 0.822581, 0.950066, 0.823413, 0.809917, 0.961042, 0.804878, 0.944015, 0.923348, 0.843066, 0.838710, 0.970588, 0.842105, 0.942411, 
165.0, 0.879166, 0.972487, 0.788136, 0.960915, 0.788136, 0.955999, 0.818548, 0.950066, 0.819444, 0.805785, 0.961042, 0.800000, 0.944015, 0.923348, 0.843066, 0.838710, 0.970588, 0.838816, 0.942411, 
166.0, 0.878086, 0.972487, 0.785311, 0.960915, 0.785311, 0.955999, 0.816532, 0.950066, 0.817460, 0.801653, 0.961042, 0.797561, 0.944015, 0.923348, 0.839416, 0.834101, 0.970588, 0.835526, 0.942411, 
167.0, 0.877006, 0.972487, 0.782486, 0.960915, 0.782486, 0.955999, 0.814516, 0.950066, 0.815476, 0.801653, 0.961042, 0.795122, 0.944015, 0.920790, 0.839416, 0.834101, 0.970588, 0.835526, 0.939529, 
169.0, 0.875926, 0.972487, 0.779661, 0.960915, 0.779661, 0.955999, 0.812500, 0.950066, 0.813492, 0.797521, 0.961042, 0.792683, 0.944015, 0.920790, 0.835766, 0.829493, 0.970588, 0.832237, 0.939529, 
171.0, 0.874846, 0.972487, 0.779661, 0.957902, 0.779661, 0.955999, 0.812500, 0.947685, 0.813492, 0.797521, 0.961042, 0.792683, 0.941860, 0.920790, 0.835766, 0.824885, 0.970588, 0.828947, 0.939529, 
172.0, 0.873766, 0.968549, 0.779661, 0.954890, 0.779661, 0.952609, 0.812500, 0.945304, 0.813492, 0.797521, 0.957495, 0.792683, 0.939704, 0.918233, 0.835766, 0.824885, 0.965686, 0.828947, 0.936647, 
173.0, 0.871606, 0.968549, 0.774011, 0.954890, 0.774011, 0.952609, 0.808468, 0.945304, 0.809524, 0.789256, 0.957495, 0.787805, 0.939704, 0.918233, 0.828467, 0.815668, 0.965686, 0.822368, 0.936647, 
175.0, 0.870526, 0.968549, 0.774011, 0.954890, 0.774011, 0.952609, 0.808468, 0.942923, 0.809524, 0.789256, 0.957495, 0.785366, 0.939704, 0.915675, 0.828467, 0.815668, 0.965686, 0.822368, 0.933765, 
182.0, 0.868366, 0.964612, 0.771186, 0.951878, 0.771186, 0.949219, 0.806452, 0.940542, 0.807540, 0.785124, 0.953949, 0.782927, 0.937549, 0.913117, 0.824818, 0.811060, 0.965686, 0.819079, 0.930883, 
183.0, 0.866205, 0.964612, 0.765537, 0.951878, 0.765537, 0.949219, 0.802419, 0.940542, 0.803571, 0.780992, 0.953949, 0.778049, 0.937549, 0.913117, 0.821168, 0.806452, 0.965686, 0.815789, 0.930883, 
184.0, 0.865125, 0.964612, 0.762712, 0.951878, 0.762712, 0.949219, 0.800403, 0.940542, 0.801587, 0.776860, 0.953949, 0.775610, 0.937549, 0.913117, 0.817518, 0.806452, 0.965686, 0.815789, 0.930883, 
186.0, 0.864045, 0.964612, 0.759887, 0.951878, 0.759887, 0.949219, 0.798387, 0.940542, 0.799603, 0.776860, 0.953949, 0.773171, 0.937549, 0.913117, 0.817518, 0.806452, 0.965686, 0.815789, 0.930883, 
189.0, 0.862965, 0.964612, 0.759887, 0.951878, 0.759887, 0.945829, 0.798387, 0.938161, 0.799603, 0.776860, 0.953949, 0.770732, 0.937549, 0.910559, 0.817518, 0.806452, 0.965686, 0.815789, 0.928001, 
190.0, 0.861885, 0.964612, 0.757062, 0.951878, 0.757062, 0.945829, 0.796371, 0.938161, 0.797619, 0.776860, 0.953949, 0.768293, 0.937549, 0.908002, 0.817518, 0.806452, 0.960784, 0.815789, 0.925119, 
192.0, 0.860805, 0.964612, 0.757062, 0.951878, 0.757062, 0.945829, 0.796371, 0.935780, 0.797619, 0.776860, 0.953949, 0.768293, 0.937549, 0.908002, 0.817518, 0.806452, 0.960784, 0.815789, 0.925119, 
193.0, 0.859725, 0.964612, 0.754237, 0.951878, 0.754237, 0.945829, 0.794355, 0.935780, 0.795635, 0.772727, 0.953949, 0.765854, 0.937549, 0.908002, 0.813869, 0.801843, 0.960784, 0.812500, 0.925119, 
194.0, 0.858645, 0.964612, 0.751412, 0.951878, 0.751412, 0.945829, 0.792339, 0.935780, 0.793651, 0.768595, 0.953949, 0.763415, 0.937549, 0.908002, 0.813869, 0.797235, 0.960784, 0.809211, 0.925119, 
195.0, 0.857565, 0.964612, 0.748588, 0.951878, 0.748588, 0.945829, 0.790323, 0.935780, 0.791667, 0.764463, 0.953949, 0.760976, 0.937549, 0.908002, 0.810219, 0.792627, 0.960784, 0.805921, 0.925119, 
196.0, 0.856485, 0.964612, 0.748588, 0.948866, 0.748588, 0.945829, 0.790323, 0.933399, 0.791667, 0.764463, 0.953949, 0.760976, 0.935394, 0.908002, 0.810219, 0.788018, 0.960784, 0.802632, 0.925119, 
199.0, 0.855405, 0.964612, 0.748588, 0.948866, 0.748588, 0.942439, 0.790323, 0.931017, 0.791667, 0.764463, 0.953949, 0.758537, 0.935394, 0.905444, 0.810219, 0.788018, 0.955882, 0.802632, 0.922237, 
203.0, 0.854325, 0.964612, 0.748588, 0.948866, 0.748588, 0.942439, 0.788306, 0.931017, 0.789683, 0.764463, 0.953949, 0.758537, 0.935394, 0.905444, 0.806569, 0.788018, 0.955882, 0.802632, 0.922237, 
204.0, 0.853245, 0.964612, 0.748588, 0.948866, 0.748588, 0.942439, 0.786290, 0.931017, 0.787698, 0.764463, 0.950403, 0.758537, 0.933238, 0.902886, 0.806569, 0.788018, 0.955882, 0.802632, 0.922237, 
206.0, 0.852165, 0.964612, 0.745763, 0.948866, 0.745763, 0.942439, 0.784274, 0.931017, 0.785714, 0.764463, 0.950403, 0.756098, 0.933238, 0.900328, 0.806569, 0.788018, 0.950980, 0.802632, 0.919355, 
207.0, 0.851085, 0.964612, 0.745763, 0.945853, 0.745763, 0.942439, 0.784274, 0.928636, 0.785714, 0.764463, 0.950403, 0.756098, 0.931083, 0.900328, 0.806569, 0.783410, 0.950980, 0.799342, 0.919355, 
211.0, 0.850005, 0.964612, 0.742938, 0.945853, 0.742938, 0.942439, 0.782258, 0.928636, 0.783730, 0.764463, 0.950403, 0.753659, 0.931083, 0.900328, 0.806569, 0.783410, 0.950980, 0.799342, 0.919355, 
212.0, 0.847844, 0.964612, 0.740113, 0.942841, 0.740113, 0.942439, 0.780242, 0.926255, 0.781746, 0.760331, 0.950403, 0.751220, 0.928928, 0.900328, 0.802920, 0.774194, 0.950980, 0.792763, 0.919355, 
213.0, 0.845684, 0.964612, 0.734463, 0.942841, 0.734463, 0.942439, 0.776210, 0.926255, 0.777778, 0.756198, 0.950403, 0.746341, 0.928928, 0.900328, 0.799270, 0.774194, 0.950980, 0.792763, 0.919355, 
217.0, 0.844602, 0.964612, 0.734463, 0.939819, 0.734463, 0.942439, 0.776210, 0.923868, 0.777778, 0.756198, 0.950403, 0.746341, 0.926768, 0.900328, 0.799270, 0.769585, 0.950980, 0.789474, 0.919355, 
220.0, 0.843519, 0.964612, 0.731628, 0.939819, 0.731628, 0.942439, 0.774188, 0.923868, 0.775789, 0.752066, 0.950403, 0.743894, 0.926768, 0.900328, 0.799270, 0.769585, 0.950980, 0.789474, 0.919355, 
221.0, 0.842436, 0.964612, 0.731628, 0.939819, 0.731628, 0.942439, 0.772167, 0.923868, 0.773799, 0.752066, 0.946843, 0.743894, 0.924607, 0.897756, 0.799270, 0.769585, 0.950980, 0.789474, 0.919355, 
225.0, 0.841353, 0.964612, 0.728792, 0.939819, 0.728792, 0.942439, 0.770146, 0.923868, 0.771810, 0.752066, 0.946843, 0.741447, 0.924607, 0.897756, 0.799270, 0.769585, 0.950980, 0.789474, 0.919355, 
226.0, 0.840270, 0.964612, 0.725956, 0.939819, 0.725956, 0.942439, 0.768124, 0.923868, 0.769821, 0.752066, 0.946843, 0.739000, 0.924607, 0.897756, 0.799270, 0.769585, 0.950980, 0.789474, 0.919355, 
228.0, 0.839186, 0.964612, 0.723109, 0.939819, 0.723109, 0.942439, 0.766097, 0.923868, 0.767827, 0.747911, 0.946843, 0.736545, 0.924607, 0.897756, 0.795604, 0.769585, 0.950980, 0.789474, 0.919355, 
230.0, 0.838102, 0.964612, 0.720262, 0.939819, 0.720262, 0.942439, 0.764071, 0.923868, 0.765832, 0.747911, 0.946843, 0.734090, 0.924607, 0.895184, 0.795604, 0.769585, 0.950980, 0.789474, 0.916464, 
231.0, 0.838102, 0.964612, 0.720262, 0.939819, 0.720262, 0.942439, 0.764071, 0.923868, 0.765832, 0.747911, 0.946843, 0.734090, 0.924607, 0.895184, 0.795604, 0.769585, 0.950980, 0.789474, 0.916464, 
233.0, 0.837016, 0.960643, 0.720262, 0.936787, 0.720262, 0.939024, 0.764071, 0.921474, 0.765832, 0.747911, 0.943270, 0.734090, 0.922442, 0.892604, 0.795604, 0.769585, 0.946027, 0.789474, 0.913564, 
236.0, 0.835931, 0.960643, 0.720262, 0.933756, 0.720262, 0.939024, 0.764071, 0.919081, 0.765832, 0.747911, 0.943270, 0.734090, 0.920277, 0.892604, 0.795604, 0.769585, 0.946027, 0.786170, 0.913564, 
