time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, 
1.4, 0.852375, 0.752212, 0.889558, 0.748252, 0.887776, 0.736111, 0.887776, 0.783654, 0.889558, 0.800000, 0.900000, 0.790614, 0.886454, 0.825000, 0.875000, 0.871429, 0.875000, 0.886305, 0.752212, 
1.5, 0.839538, 0.699115, 0.883534, 0.706294, 0.881764, 0.694444, 0.881764, 0.750000, 0.883534, 0.800000, 0.900000, 0.765343, 0.880478, 0.825000, 0.875000, 0.871429, 0.875000, 0.878553, 0.699115, 
1.6, 0.833119, 0.690265, 0.877510, 0.699301, 0.875752, 0.687500, 0.875752, 0.740385, 0.877510, 0.800000, 0.866667, 0.758123, 0.874502, 0.825000, 0.875000, 0.871429, 0.875000, 0.870801, 0.690265, 
1.7, 0.820282, 0.672566, 0.867470, 0.678322, 0.865731, 0.659722, 0.865731, 0.721154, 0.867470, 0.800000, 0.866667, 0.740072, 0.864542, 0.800000, 0.854167, 0.857143, 0.854167, 0.860465, 0.672566, 
1.8, 0.818999, 0.663717, 0.867470, 0.671329, 0.865731, 0.652778, 0.865731, 0.716346, 0.867470, 0.800000, 0.866667, 0.736462, 0.864542, 0.800000, 0.854167, 0.857143, 0.854167, 0.860465, 0.663717, 
1.9, 0.813856, 0.654867, 0.863444, 0.664336, 0.861714, 0.638889, 0.861714, 0.706731, 0.863444, 0.800000, 0.866667, 0.729242, 0.860549, 0.800000, 0.854167, 0.842857, 0.854167, 0.857873, 0.654867, 
2.0, 0.806142, 0.654867, 0.855394, 0.664336, 0.853680, 0.631944, 0.853680, 0.701923, 0.855394, 0.766667, 0.866667, 0.722022, 0.852562, 0.800000, 0.833333, 0.842857, 0.833333, 0.847506, 0.654867, 
2.1, 0.797142, 0.637168, 0.847343, 0.650350, 0.845645, 0.618056, 0.845645, 0.692308, 0.847343, 0.766667, 0.866667, 0.711191, 0.844576, 0.800000, 0.833333, 0.842857, 0.833333, 0.837139, 0.637168, 
2.2, 0.794570, 0.637168, 0.845330, 0.650350, 0.843636, 0.618056, 0.843636, 0.692308, 0.845330, 0.766667, 0.866667, 0.707581, 0.842579, 0.800000, 0.833333, 0.842857, 0.833333, 0.834547, 0.637168, 
2.3, 0.790713, 0.637168, 0.841305, 0.650350, 0.839619, 0.618056, 0.839619, 0.692308, 0.841305, 0.766667, 0.866667, 0.703971, 0.838586, 0.800000, 0.833333, 0.842857, 0.833333, 0.831956, 0.637168, 
2.4, 0.786856, 0.628319, 0.837280, 0.643357, 0.835602, 0.611111, 0.835602, 0.687500, 0.837280, 0.766667, 0.866667, 0.700361, 0.834592, 0.800000, 0.833333, 0.842857, 0.833333, 0.826772, 0.628319, 
2.5, 0.780427, 0.619469, 0.829229, 0.636364, 0.827567, 0.611111, 0.827567, 0.682692, 0.829229, 0.766667, 0.866667, 0.696751, 0.826606, 0.800000, 0.812500, 0.842857, 0.812500, 0.816405, 0.619469, 
2.6, 0.776570, 0.619469, 0.823191, 0.636364, 0.821541, 0.611111, 0.821541, 0.682692, 0.823191, 0.766667, 0.866667, 0.696751, 0.820616, 0.800000, 0.791667, 0.842857, 0.791667, 0.811222, 0.619469, 
2.7, 0.768856, 0.601770, 0.819165, 0.622378, 0.817524, 0.597222, 0.817524, 0.668269, 0.819165, 0.766667, 0.866667, 0.682310, 0.816623, 0.800000, 0.791667, 0.842857, 0.791667, 0.806038, 0.601770, 
2.8, 0.766285, 0.601770, 0.815140, 0.622378, 0.813506, 0.597222, 0.813506, 0.668269, 0.815140, 0.766667, 0.866667, 0.682310, 0.812629, 0.800000, 0.791667, 0.842857, 0.791667, 0.800855, 0.601770, 
2.9, 0.759856, 0.584071, 0.811115, 0.608392, 0.809489, 0.583333, 0.809489, 0.658654, 0.811115, 0.733333, 0.866667, 0.671480, 0.808636, 0.800000, 0.791667, 0.842857, 0.791667, 0.795671, 0.584071, 
3.0, 0.750856, 0.566372, 0.801051, 0.594406, 0.799446, 0.576389, 0.799446, 0.649038, 0.801051, 0.733333, 0.866667, 0.664260, 0.798653, 0.775000, 0.791667, 0.814286, 0.791667, 0.787896, 0.566372, 
3.1, 0.748285, 0.557522, 0.799038, 0.587413, 0.797437, 0.569444, 0.797437, 0.644231, 0.799038, 0.733333, 0.866667, 0.660650, 0.796656, 0.775000, 0.791667, 0.814286, 0.791667, 0.785304, 0.557522, 
3.2, 0.745713, 0.548673, 0.799038, 0.580420, 0.797437, 0.569444, 0.797437, 0.639423, 0.799038, 0.700000, 0.866667, 0.653430, 0.796656, 0.775000, 0.791667, 0.814286, 0.791667, 0.785304, 0.548673, 
3.3, 0.739285, 0.548673, 0.793000, 0.580420, 0.791411, 0.569444, 0.791411, 0.639423, 0.793000, 0.666667, 0.866667, 0.646209, 0.790666, 0.775000, 0.791667, 0.814286, 0.791667, 0.777529, 0.548673, 
3.4, 0.735427, 0.539823, 0.790988, 0.573427, 0.789402, 0.555556, 0.789402, 0.629808, 0.790988, 0.666667, 0.866667, 0.638989, 0.788670, 0.775000, 0.791667, 0.814286, 0.791667, 0.777529, 0.539823, 
3.5, 0.728999, 0.530973, 0.784950, 0.566434, 0.783376, 0.548611, 0.783376, 0.625000, 0.784950, 0.666667, 0.866667, 0.631769, 0.782680, 0.775000, 0.791667, 0.814286, 0.791667, 0.769753, 0.530973, 
3.6, 0.726423, 0.530973, 0.780914, 0.566434, 0.779349, 0.548611, 0.779349, 0.625000, 0.780914, 0.666667, 0.866667, 0.631769, 0.778676, 0.750000, 0.791667, 0.800000, 0.791667, 0.767162, 0.530973, 
3.7, 0.719983, 0.513274, 0.776878, 0.552448, 0.775321, 0.541667, 0.775321, 0.610577, 0.776878, 0.666667, 0.866667, 0.620939, 0.774673, 0.750000, 0.791667, 0.800000, 0.791667, 0.764570, 0.513274, 
3.8, 0.717407, 0.513274, 0.772842, 0.552448, 0.771294, 0.541667, 0.771294, 0.610577, 0.772842, 0.666667, 0.866667, 0.620939, 0.770669, 0.725000, 0.791667, 0.785714, 0.791667, 0.761978, 0.513274, 
3.9, 0.717407, 0.513274, 0.772842, 0.552448, 0.771294, 0.541667, 0.771294, 0.610577, 0.772842, 0.666667, 0.866667, 0.620939, 0.770669, 0.725000, 0.791667, 0.785714, 0.791667, 0.761978, 0.513274, 
4.0, 0.713536, 0.513274, 0.766773, 0.552448, 0.765236, 0.541667, 0.765236, 0.610577, 0.766773, 0.666667, 0.866667, 0.620939, 0.764649, 0.725000, 0.791667, 0.771429, 0.791667, 0.756777, 0.513274, 
4.1, 0.708375, 0.495575, 0.762727, 0.538462, 0.761198, 0.527778, 0.761198, 0.600962, 0.762727, 0.666667, 0.866667, 0.613718, 0.760635, 0.725000, 0.791667, 0.771429, 0.791667, 0.751576, 0.495575, 
4.2, 0.707085, 0.495575, 0.762727, 0.538462, 0.761198, 0.527778, 0.761198, 0.596154, 0.762727, 0.666667, 0.866667, 0.610108, 0.760635, 0.725000, 0.791667, 0.771429, 0.791667, 0.751576, 0.495575, 
4.3, 0.703207, 0.486726, 0.760698, 0.524476, 0.759174, 0.513889, 0.759174, 0.586538, 0.760698, 0.666667, 0.866667, 0.602888, 0.758622, 0.700000, 0.791667, 0.757143, 0.791667, 0.751576, 0.486726, 
4.4, 0.701914, 0.486726, 0.758670, 0.524476, 0.757149, 0.513889, 0.757149, 0.586538, 0.758670, 0.666667, 0.866667, 0.602888, 0.756610, 0.675000, 0.791667, 0.742857, 0.791667, 0.751576, 0.486726, 
4.5, 0.700621, 0.486726, 0.758670, 0.524476, 0.757149, 0.513889, 0.757149, 0.586538, 0.758670, 0.633333, 0.866667, 0.599278, 0.756610, 0.675000, 0.791667, 0.742857, 0.791667, 0.751576, 0.486726, 
4.7, 0.698036, 0.477876, 0.756641, 0.517483, 0.755125, 0.506944, 0.755125, 0.581731, 0.756641, 0.633333, 0.866667, 0.595668, 0.754598, 0.675000, 0.791667, 0.728571, 0.791667, 0.751576, 0.477876, 
4.8, 0.696743, 0.469027, 0.756641, 0.510490, 0.755125, 0.506944, 0.755125, 0.576923, 0.756641, 0.633333, 0.866667, 0.592058, 0.754598, 0.675000, 0.791667, 0.728571, 0.791667, 0.751576, 0.469027, 
4.9, 0.695451, 0.469027, 0.754613, 0.510490, 0.753100, 0.506944, 0.753100, 0.576923, 0.754613, 0.633333, 0.866667, 0.592058, 0.752586, 0.675000, 0.770833, 0.728571, 0.770833, 0.748966, 0.469027, 
5.0, 0.694158, 0.469027, 0.752584, 0.510490, 0.751076, 0.506944, 0.751076, 0.576923, 0.752584, 0.633333, 0.866667, 0.592058, 0.750573, 0.650000, 0.770833, 0.714286, 0.770833, 0.748966, 0.469027, 
5.1, 0.691573, 0.469027, 0.748527, 0.510490, 0.747027, 0.506944, 0.747027, 0.576923, 0.748527, 0.633333, 0.866667, 0.592058, 0.746549, 0.650000, 0.770833, 0.714286, 0.770833, 0.743747, 0.469027, 
5.3, 0.686402, 0.451327, 0.746498, 0.496503, 0.745002, 0.493056, 0.745002, 0.562500, 0.746498, 0.633333, 0.866667, 0.581227, 0.744537, 0.650000, 0.770833, 0.714286, 0.770833, 0.741137, 0.451327, 
5.4, 0.682524, 0.433628, 0.746498, 0.482517, 0.745002, 0.479167, 0.745002, 0.548077, 0.746498, 0.633333, 0.866667, 0.570397, 0.744537, 0.650000, 0.770833, 0.714286, 0.770833, 0.741137, 0.433628, 
5.5, 0.681231, 0.433628, 0.746498, 0.482517, 0.745002, 0.479167, 0.745002, 0.548077, 0.746498, 0.633333, 0.866667, 0.566787, 0.744537, 0.650000, 0.770833, 0.714286, 0.770833, 0.741137, 0.433628, 
5.6, 0.678646, 0.433628, 0.744470, 0.475524, 0.742978, 0.472222, 0.742978, 0.543269, 0.744470, 0.633333, 0.866667, 0.563177, 0.742524, 0.650000, 0.770833, 0.714286, 0.770833, 0.738528, 0.433628, 
5.7, 0.676061, 0.424779, 0.742441, 0.468531, 0.740953, 0.465278, 0.740953, 0.538462, 0.742441, 0.633333, 0.866667, 0.559567, 0.740512, 0.650000, 0.770833, 0.700000, 0.770833, 0.738528, 0.424779, 
5.9, 0.676061, 0.424779, 0.742441, 0.468531, 0.740953, 0.465278, 0.740953, 0.538462, 0.742441, 0.633333, 0.866667, 0.559567, 0.740512, 0.650000, 0.770833, 0.700000, 0.770833, 0.738528, 0.424779, 
6.0, 0.669573, 0.407080, 0.738362, 0.454545, 0.736882, 0.444444, 0.736882, 0.524038, 0.738362, 0.633333, 0.866667, 0.548736, 0.736466, 0.650000, 0.770833, 0.700000, 0.770833, 0.733271, 0.407080, 
6.1, 0.665672, 0.398230, 0.734271, 0.447552, 0.732800, 0.437500, 0.732800, 0.519231, 0.734271, 0.633333, 0.866667, 0.545126, 0.732408, 0.650000, 0.770833, 0.700000, 0.770833, 0.730643, 0.398230, 
6.2, 0.665672, 0.398230, 0.734271, 0.447552, 0.732800, 0.437500, 0.732800, 0.519231, 0.734271, 0.633333, 0.866667, 0.545126, 0.732408, 0.650000, 0.770833, 0.700000, 0.770833, 0.730643, 0.398230, 
6.4, 0.664370, 0.389381, 0.734271, 0.440559, 0.732800, 0.430556, 0.732800, 0.514423, 0.734271, 0.633333, 0.866667, 0.541516, 0.732408, 0.650000, 0.770833, 0.700000, 0.770833, 0.730643, 0.389381, 
6.5, 0.661764, 0.389381, 0.732220, 0.440559, 0.730753, 0.423611, 0.730753, 0.509615, 0.732220, 0.633333, 0.866667, 0.537906, 0.730373, 0.650000, 0.770833, 0.700000, 0.770833, 0.728005, 0.389381, 
6.6, 0.660462, 0.389381, 0.730169, 0.440559, 0.728706, 0.423611, 0.728706, 0.509615, 0.730169, 0.633333, 0.866667, 0.537906, 0.728339, 0.650000, 0.770833, 0.700000, 0.770833, 0.725367, 0.389381, 
6.8, 0.659156, 0.380531, 0.730169, 0.433566, 0.728706, 0.423611, 0.728706, 0.504808, 0.730169, 0.633333, 0.866667, 0.534296, 0.728339, 0.650000, 0.770833, 0.700000, 0.770833, 0.725367, 0.380531, 
6.9, 0.653935, 0.371681, 0.726056, 0.426573, 0.724601, 0.409722, 0.724601, 0.495192, 0.726056, 0.633333, 0.866667, 0.527076, 0.724259, 0.650000, 0.750000, 0.700000, 0.750000, 0.722720, 0.371681, 
7.0, 0.652627, 0.362832, 0.726056, 0.419580, 0.724601, 0.409722, 0.724601, 0.490385, 0.726056, 0.633333, 0.866667, 0.523466, 0.724259, 0.650000, 0.750000, 0.700000, 0.750000, 0.722720, 0.362832, 
7.1, 0.651319, 0.353982, 0.726056, 0.412587, 0.724601, 0.402778, 0.724601, 0.485577, 0.726056, 0.633333, 0.866667, 0.519856, 0.724259, 0.650000, 0.750000, 0.700000, 0.750000, 0.722720, 0.353982, 
7.2, 0.648704, 0.353982, 0.721930, 0.412587, 0.720484, 0.402778, 0.720484, 0.485577, 0.721930, 0.633333, 0.866667, 0.519856, 0.720167, 0.650000, 0.750000, 0.700000, 0.750000, 0.720063, 0.353982, 
7.4, 0.647396, 0.353982, 0.719868, 0.412587, 0.718425, 0.402778, 0.718425, 0.485577, 0.719868, 0.633333, 0.832000, 0.519856, 0.718121, 0.650000, 0.750000, 0.700000, 0.750000, 0.717406, 0.353982, 
7.5, 0.643472, 0.345133, 0.717805, 0.405594, 0.716367, 0.395833, 0.716367, 0.480769, 0.717805, 0.633333, 0.832000, 0.512635, 0.716075, 0.650000, 0.750000, 0.700000, 0.750000, 0.714749, 0.345133, 
7.6, 0.639549, 0.345133, 0.711617, 0.405594, 0.710191, 0.395833, 0.710191, 0.480769, 0.711617, 0.633333, 0.832000, 0.512635, 0.709937, 0.650000, 0.750000, 0.700000, 0.750000, 0.706778, 0.345133, 
7.8, 0.636933, 0.336283, 0.709554, 0.398601, 0.708132, 0.388889, 0.708132, 0.475962, 0.709554, 0.633333, 0.832000, 0.509025, 0.707891, 0.650000, 0.750000, 0.700000, 0.750000, 0.704121, 0.336283, 
8.0, 0.635625, 0.336283, 0.707492, 0.398601, 0.706074, 0.388889, 0.706074, 0.475962, 0.707492, 0.633333, 0.832000, 0.509025, 0.705845, 0.650000, 0.750000, 0.700000, 0.750000, 0.701464, 0.336283, 
8.3, 0.635625, 0.336283, 0.707492, 0.398601, 0.706074, 0.388889, 0.706074, 0.475962, 0.707492, 0.633333, 0.832000, 0.509025, 0.705845, 0.650000, 0.750000, 0.700000, 0.750000, 0.701464, 0.336283, 
8.5, 0.634314, 0.336283, 0.705423, 0.398601, 0.704009, 0.388889, 0.704009, 0.475962, 0.705423, 0.633333, 0.832000, 0.509025, 0.703793, 0.625000, 0.750000, 0.685714, 0.750000, 0.701464, 0.336283, 
8.6, 0.633001, 0.336283, 0.705423, 0.398601, 0.704009, 0.388889, 0.704009, 0.475962, 0.705423, 0.600000, 0.832000, 0.505415, 0.703793, 0.625000, 0.750000, 0.685714, 0.750000, 0.701464, 0.336283, 
8.8, 0.631680, 0.327434, 0.705423, 0.391608, 0.704009, 0.388889, 0.704009, 0.471105, 0.705423, 0.600000, 0.832000, 0.501779, 0.703793, 0.625000, 0.750000, 0.685714, 0.750000, 0.701464, 0.327434, 
8.9, 0.629037, 0.318584, 0.703336, 0.384615, 0.701926, 0.388889, 0.701926, 0.466248, 0.703336, 0.600000, 0.832000, 0.498143, 0.701723, 0.625000, 0.750000, 0.685714, 0.750000, 0.698786, 0.318584, 
9.0, 0.625072, 0.300885, 0.703336, 0.370629, 0.701926, 0.375000, 0.701926, 0.451678, 0.703336, 0.600000, 0.832000, 0.487235, 0.701723, 0.625000, 0.750000, 0.685714, 0.750000, 0.698786, 0.300885, 
9.2, 0.623751, 0.300885, 0.703336, 0.370629, 0.701926, 0.375000, 0.701926, 0.446821, 0.703336, 0.600000, 0.832000, 0.483599, 0.701723, 0.625000, 0.750000, 0.685714, 0.750000, 0.698786, 0.300885, 
9.4, 0.622429, 0.300885, 0.703336, 0.363636, 0.701926, 0.368056, 0.701926, 0.441964, 0.703336, 0.600000, 0.832000, 0.479963, 0.701723, 0.625000, 0.750000, 0.685714, 0.750000, 0.698786, 0.300885, 
9.5, 0.621108, 0.292035, 0.703336, 0.356643, 0.701926, 0.361111, 0.701926, 0.437108, 0.703336, 0.600000, 0.832000, 0.476327, 0.701723, 0.625000, 0.750000, 0.685714, 0.750000, 0.698786, 0.292035, 
9.6, 0.621108, 0.292035, 0.703336, 0.356643, 0.701926, 0.361111, 0.701926, 0.437108, 0.703336, 0.600000, 0.832000, 0.476327, 0.701723, 0.625000, 0.750000, 0.685714, 0.750000, 0.698786, 0.292035, 
9.7, 0.619778, 0.292035, 0.703336, 0.356643, 0.701926, 0.361111, 0.701926, 0.432251, 0.703336, 0.600000, 0.832000, 0.472690, 0.701723, 0.625000, 0.750000, 0.685714, 0.750000, 0.698786, 0.292035, 
9.8, 0.618448, 0.292035, 0.701230, 0.356643, 0.699825, 0.361111, 0.699825, 0.432251, 0.701230, 0.600000, 0.832000, 0.472690, 0.699635, 0.625000, 0.750000, 0.685714, 0.750000, 0.696088, 0.292035, 
10.1, 0.617115, 0.292035, 0.699118, 0.356643, 0.697717, 0.361111, 0.697717, 0.432251, 0.699118, 0.600000, 0.832000, 0.472690, 0.697540, 0.625000, 0.750000, 0.671429, 0.750000, 0.696088, 0.292035, 
10.2, 0.614443, 0.283186, 0.696999, 0.349650, 0.695603, 0.354167, 0.695603, 0.427394, 0.696999, 0.600000, 0.832000, 0.469054, 0.695439, 0.625000, 0.750000, 0.671429, 0.750000, 0.693380, 0.283186, 
10.5, 0.614443, 0.283186, 0.696999, 0.349650, 0.695603, 0.354167, 0.695603, 0.427394, 0.696999, 0.600000, 0.832000, 0.469054, 0.695439, 0.625000, 0.750000, 0.671429, 0.750000, 0.693380, 0.283186, 
10.6, 0.613105, 0.283186, 0.696999, 0.349650, 0.695603, 0.354167, 0.695603, 0.427394, 0.696999, 0.600000, 0.832000, 0.465390, 0.695439, 0.625000, 0.750000, 0.671429, 0.750000, 0.693380, 0.283186, 
10.8, 0.610421, 0.265487, 0.696999, 0.335379, 0.695603, 0.340278, 0.695603, 0.417569, 0.696999, 0.600000, 0.832000, 0.458061, 0.695439, 0.625000, 0.750000, 0.671429, 0.750000, 0.693380, 0.265487, 
10.9, 0.610421, 0.265487, 0.696999, 0.335379, 0.695603, 0.340278, 0.695603, 0.417569, 0.696999, 0.600000, 0.832000, 0.458061, 0.695439, 0.625000, 0.750000, 0.671429, 0.750000, 0.693380, 0.265487, 
11.0, 0.609071, 0.265487, 0.694855, 0.335379, 0.693462, 0.340278, 0.693462, 0.417569, 0.694855, 0.600000, 0.832000, 0.458061, 0.693313, 0.625000, 0.750000, 0.671429, 0.750000, 0.690628, 0.265487, 
11.1, 0.607720, 0.256637, 0.694855, 0.328243, 0.693462, 0.340278, 0.693462, 0.412656, 0.694855, 0.600000, 0.832000, 0.454396, 0.693313, 0.625000, 0.750000, 0.671429, 0.750000, 0.690628, 0.256637, 
11.2, 0.607720, 0.256637, 0.694855, 0.328243, 0.693462, 0.340278, 0.693462, 0.412656, 0.694855, 0.600000, 0.832000, 0.454396, 0.693313, 0.625000, 0.750000, 0.671429, 0.750000, 0.690628, 0.256637, 
11.3, 0.606361, 0.256637, 0.694855, 0.328243, 0.693462, 0.340278, 0.693462, 0.407744, 0.694855, 0.600000, 0.832000, 0.450732, 0.693313, 0.625000, 0.750000, 0.671429, 0.750000, 0.690628, 0.256637, 
11.4, 0.604995, 0.247788, 0.694855, 0.320949, 0.693462, 0.333333, 0.693462, 0.402771, 0.694855, 0.600000, 0.832000, 0.447037, 0.693313, 0.625000, 0.750000, 0.671429, 0.750000, 0.690628, 0.247788, 
11.6, 0.603626, 0.247788, 0.692677, 0.320949, 0.691289, 0.333333, 0.691289, 0.402771, 0.692677, 0.600000, 0.832000, 0.447037, 0.691153, 0.625000, 0.750000, 0.671429, 0.750000, 0.687844, 0.247788, 
11.7, 0.603626, 0.247788, 0.692677, 0.320949, 0.691289, 0.333333, 0.691289, 0.402771, 0.692677, 0.600000, 0.832000, 0.447037, 0.691153, 0.625000, 0.750000, 0.671429, 0.750000, 0.687844, 0.247788, 
11.9, 0.603626, 0.247788, 0.692677, 0.320949, 0.691289, 0.333333, 0.691289, 0.402771, 0.692677, 0.600000, 0.832000, 0.447037, 0.691153, 0.625000, 0.750000, 0.671429, 0.750000, 0.687844, 0.247788, 
12.0, 0.602251, 0.238938, 0.692677, 0.313655, 0.691289, 0.326389, 0.691289, 0.397799, 0.692677, 0.600000, 0.832000, 0.443343, 0.691153, 0.625000, 0.750000, 0.671429, 0.750000, 0.687844, 0.238938, 
12.1, 0.602251, 0.238938, 0.692677, 0.313655, 0.691289, 0.326389, 0.691289, 0.397799, 0.692677, 0.600000, 0.832000, 0.443343, 0.691153, 0.625000, 0.750000, 0.671429, 0.750000, 0.687844, 0.238938, 
12.2, 0.602251, 0.238938, 0.692677, 0.313655, 0.691289, 0.326389, 0.691289, 0.397799, 0.692677, 0.600000, 0.832000, 0.443343, 0.691153, 0.625000, 0.750000, 0.671429, 0.750000, 0.687844, 0.238938, 
12.3, 0.600857, 0.238938, 0.690457, 0.313655, 0.689073, 0.326389, 0.689073, 0.397799, 0.690457, 0.600000, 0.832000, 0.443343, 0.688952, 0.625000, 0.750000, 0.671429, 0.750000, 0.684989, 0.238938, 
12.4, 0.598063, 0.238938, 0.686016, 0.313655, 0.684642, 0.326389, 0.684642, 0.397799, 0.686016, 0.600000, 0.832000, 0.443343, 0.684549, 0.625000, 0.750000, 0.671429, 0.750000, 0.679281, 0.238938, 
12.5, 0.596665, 0.238938, 0.683796, 0.313655, 0.682426, 0.326389, 0.682426, 0.397799, 0.683796, 0.600000, 0.832000, 0.443343, 0.682348, 0.625000, 0.750000, 0.671429, 0.750000, 0.676427, 0.238938, 
12.6, 0.591076, 0.238938, 0.681576, 0.306187, 0.680210, 0.319136, 0.680210, 0.387466, 0.681576, 0.600000, 0.832000, 0.431975, 0.680147, 0.625000, 0.750000, 0.671429, 0.750000, 0.673573, 0.238938, 
12.7, 0.591076, 0.238938, 0.681576, 0.306187, 0.680210, 0.319136, 0.680210, 0.387466, 0.681576, 0.600000, 0.832000, 0.431975, 0.680147, 0.625000, 0.750000, 0.671429, 0.750000, 0.673573, 0.238938, 
12.8, 0.589675, 0.238938, 0.679356, 0.306187, 0.677995, 0.319136, 0.677995, 0.387466, 0.679356, 0.600000, 0.832000, 0.431975, 0.677946, 0.625000, 0.750000, 0.656832, 0.750000, 0.673573, 0.238938, 
12.9, 0.586867, 0.238938, 0.674901, 0.306187, 0.673549, 0.319136, 0.673549, 0.387466, 0.674901, 0.600000, 0.794182, 0.431975, 0.673529, 0.625000, 0.750000, 0.642236, 0.750000, 0.670707, 0.238938, 
13.0, 0.585457, 0.230088, 0.674901, 0.298719, 0.673549, 0.311883, 0.673549, 0.382230, 0.674901, 0.600000, 0.794182, 0.428152, 0.673529, 0.625000, 0.750000, 0.642236, 0.750000, 0.670707, 0.230088, 
13.1, 0.582601, 0.212389, 0.674901, 0.283400, 0.673549, 0.297377, 0.673549, 0.371613, 0.674901, 0.600000, 0.794182, 0.420438, 0.673529, 0.625000, 0.750000, 0.642236, 0.750000, 0.670707, 0.212389, 
13.2, 0.579731, 0.194690, 0.674901, 0.268081, 0.673549, 0.282870, 0.673549, 0.360995, 0.674901, 0.600000, 0.794182, 0.412723, 0.673529, 0.625000, 0.750000, 0.642236, 0.750000, 0.670707, 0.194690, 
13.3, 0.578285, 0.185841, 0.674901, 0.260421, 0.673549, 0.275617, 0.673549, 0.355607, 0.674901, 0.600000, 0.794182, 0.408830, 0.673529, 0.625000, 0.750000, 0.642236, 0.750000, 0.670707, 0.185841, 
13.5, 0.575394, 0.185841, 0.670294, 0.260421, 0.668951, 0.275617, 0.668951, 0.355607, 0.670294, 0.600000, 0.794182, 0.408830, 0.668963, 0.597826, 0.750000, 0.626180, 0.750000, 0.667765, 0.185841, 
13.6, 0.573948, 0.176991, 0.670294, 0.252762, 0.668951, 0.275617, 0.668951, 0.350219, 0.670294, 0.600000, 0.794182, 0.404936, 0.668963, 0.597826, 0.750000, 0.626180, 0.750000, 0.667765, 0.176991, 
13.7, 0.573948, 0.176991, 0.670294, 0.252762, 0.668951, 0.275617, 0.668951, 0.350219, 0.670294, 0.600000, 0.794182, 0.404936, 0.668963, 0.597826, 0.750000, 0.626180, 0.750000, 0.667765, 0.176991, 
