time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, 
173.0, 0.986722, 0.911765, 1.000000, 0.953125, 1.000000, 0.962025, 1.000000, 0.960317, 1.000000, 0.955882, 1.000000, 0.958924, 1.000000, 0.957672, 1.000000, 0.966855, 1.000000, 1.000000, 0.909091, 1.000000, 0.940000, 1.000000, 0.940000, 1.000000, 0.939394, 0.972724, 1.000000, 
175.0, 0.985058, 0.911765, 1.000000, 0.953125, 1.000000, 0.962025, 1.000000, 0.960317, 1.000000, 0.948529, 1.000000, 0.953041, 1.000000, 0.952381, 1.000000, 0.962706, 1.000000, 1.000000, 0.909091, 1.000000, 0.940000, 1.000000, 0.940000, 1.000000, 0.939394, 0.968136, 1.000000, 
177.0, 0.981730, 0.911765, 1.000000, 0.953125, 1.000000, 0.949367, 1.000000, 0.952381, 1.000000, 0.941176, 1.000000, 0.947158, 1.000000, 0.947090, 1.000000, 0.958556, 1.000000, 1.000000, 0.909091, 1.000000, 0.920000, 1.000000, 0.920000, 1.000000, 0.939394, 0.963548, 1.000000, 
180.0, 0.980063, 0.911765, 1.000000, 0.937500, 1.000000, 0.936709, 1.000000, 0.944444, 1.000000, 0.933824, 1.000000, 0.941275, 1.000000, 0.941799, 1.000000, 0.954407, 1.000000, 1.000000, 0.878788, 1.000000, 0.900000, 1.000000, 0.900000, 1.000000, 0.939394, 0.958959, 1.000000, 
181.0, 0.978396, 0.911765, 1.000000, 0.937500, 1.000000, 0.936709, 1.000000, 0.944444, 1.000000, 0.926471, 1.000000, 0.935392, 1.000000, 0.936508, 1.000000, 0.950257, 1.000000, 1.000000, 0.878788, 1.000000, 0.900000, 1.000000, 0.900000, 1.000000, 0.939394, 0.954371, 1.000000, 
184.0, 0.976730, 0.911765, 1.000000, 0.937500, 1.000000, 0.924051, 1.000000, 0.936508, 1.000000, 0.919118, 1.000000, 0.929509, 1.000000, 0.931217, 1.000000, 0.946107, 1.000000, 1.000000, 0.878788, 1.000000, 0.900000, 1.000000, 0.900000, 1.000000, 0.939394, 0.949783, 1.000000, 
186.0, 0.976730, 0.911765, 1.000000, 0.937500, 1.000000, 0.924051, 1.000000, 0.936508, 1.000000, 0.919118, 1.000000, 0.929509, 1.000000, 0.931217, 1.000000, 0.946107, 1.000000, 1.000000, 0.878788, 1.000000, 0.900000, 1.000000, 0.900000, 1.000000, 0.939394, 0.949783, 1.000000, 
191.0, 0.975060, 0.911765, 1.000000, 0.937500, 0.995951, 0.924051, 0.995633, 0.936508, 0.995951, 0.919118, 0.996587, 0.929509, 0.996711, 0.931217, 1.000000, 0.946107, 0.995633, 1.000000, 0.878788, 0.995392, 0.900000, 0.996094, 0.900000, 1.000000, 0.939394, 0.949783, 1.000000, 
195.0, 0.973390, 0.911765, 1.000000, 0.921610, 0.995951, 0.911217, 0.995633, 0.928504, 0.995951, 0.911705, 0.996587, 0.923589, 0.996711, 0.925896, 1.000000, 0.941939, 0.995633, 1.000000, 0.847403, 0.995392, 0.879545, 0.996094, 0.879545, 1.000000, 0.939394, 0.945172, 1.000000, 
205.0, 0.971718, 0.911765, 1.000000, 0.921610, 0.991886, 0.911217, 0.995633, 0.928504, 0.991886, 0.911705, 0.993162, 0.923589, 0.996711, 0.925896, 0.996154, 0.941939, 0.995633, 1.000000, 0.847403, 0.995392, 0.879545, 0.992172, 0.879545, 0.995283, 0.939394, 0.945172, 0.993671, 
213.0, 0.971718, 0.911765, 1.000000, 0.921610, 0.991886, 0.911217, 0.995633, 0.928504, 0.991886, 0.911705, 0.993162, 0.923589, 0.996711, 0.925896, 0.996154, 0.941939, 0.995633, 1.000000, 0.847403, 0.995392, 0.879545, 0.992172, 0.879545, 0.995283, 0.939394, 0.945172, 0.993671, 
223.0, 0.970042, 0.911765, 1.000000, 0.921610, 0.991886, 0.911217, 0.995633, 0.928504, 0.991886, 0.911705, 0.989726, 0.923589, 0.993399, 0.925896, 0.996154, 0.941939, 0.995633, 1.000000, 0.847403, 0.990762, 0.879545, 0.988250, 0.879545, 0.995283, 0.939394, 0.945172, 0.993671, 
227.0, 0.968367, 0.882353, 1.000000, 0.905720, 0.991886, 0.898383, 0.995633, 0.920499, 0.991886, 0.904293, 0.989726, 0.917669, 0.993399, 0.920574, 0.996154, 0.937772, 0.995633, 1.000000, 0.847403, 0.990762, 0.879545, 0.988250, 0.879545, 0.995283, 0.909091, 0.940562, 0.993671, 
229.0, 0.968367, 0.882353, 1.000000, 0.905720, 0.991886, 0.898383, 0.995633, 0.920499, 0.991886, 0.904293, 0.989726, 0.917669, 0.993399, 0.920574, 0.996154, 0.937772, 0.995633, 1.000000, 0.847403, 0.990762, 0.879545, 0.988250, 0.879545, 0.995283, 0.909091, 0.940562, 0.993671, 
233.0, 0.966689, 0.852941, 1.000000, 0.889831, 0.991886, 0.898383, 0.995633, 0.912495, 0.991886, 0.896881, 0.989726, 0.911748, 0.993399, 0.915253, 0.996154, 0.933604, 0.995633, 1.000000, 0.847403, 0.990762, 0.879545, 0.988250, 0.879545, 0.995283, 0.878788, 0.935951, 0.993671, 
238.0, 0.965010, 0.852941, 1.000000, 0.889831, 0.991886, 0.885549, 0.995633, 0.904491, 0.991886, 0.889469, 0.989726, 0.905828, 0.993399, 0.909932, 0.996154, 0.929436, 0.995633, 1.000000, 0.847403, 0.990762, 0.879545, 0.988250, 0.879545, 0.995283, 0.878788, 0.931340, 0.993671, 
241.0, 0.963332, 0.852941, 1.000000, 0.889831, 0.991886, 0.885549, 0.995633, 0.904491, 0.991886, 0.882056, 0.989726, 0.899907, 0.993399, 0.904611, 0.996154, 0.925268, 0.995633, 1.000000, 0.847403, 0.990762, 0.879545, 0.988250, 0.879545, 0.995283, 0.878788, 0.931340, 0.993671, 
242.0, 0.961654, 0.852941, 1.000000, 0.873941, 0.991886, 0.885549, 0.995633, 0.896486, 0.991886, 0.874644, 0.989726, 0.899907, 0.993399, 0.899289, 0.996154, 0.925268, 0.995633, 1.000000, 0.847403, 0.990762, 0.879545, 0.988250, 0.879545, 0.995283, 0.878788, 0.926730, 0.993671, 
247.0, 0.959976, 0.852941, 1.000000, 0.873941, 0.987788, 0.885549, 0.995633, 0.896486, 0.987788, 0.874644, 0.986277, 0.899907, 0.993399, 0.899289, 0.992278, 0.925268, 0.995633, 1.000000, 0.847403, 0.990762, 0.879545, 0.988250, 0.879545, 0.995283, 0.878788, 0.922119, 0.993671, 
249.0, 0.958297, 0.852941, 1.000000, 0.873941, 0.987788, 0.872714, 0.995633, 0.888482, 0.987788, 0.867232, 0.986277, 0.893987, 0.993399, 0.893968, 0.992278, 0.921100, 0.995633, 1.000000, 0.847403, 0.990762, 0.879545, 0.988250, 0.879545, 0.995283, 0.878788, 0.917509, 0.993671, 
251.0, 0.956619, 0.823529, 1.000000, 0.858051, 0.987788, 0.859880, 0.995633, 0.880478, 0.987788, 0.859820, 0.986277, 0.888066, 0.993399, 0.888647, 0.992278, 0.916932, 0.995633, 1.000000, 0.847403, 0.990762, 0.879545, 0.988250, 0.879545, 0.995283, 0.848485, 0.912898, 0.993671, 
272.0, 0.954941, 0.794118, 1.000000, 0.842161, 0.987788, 0.847046, 0.995633, 0.872473, 0.987788, 0.852407, 0.986277, 0.882146, 0.993399, 0.883326, 0.992278, 0.912764, 0.995633, 1.000000, 0.816017, 0.990762, 0.859091, 0.988250, 0.859091, 0.995283, 0.818182, 0.908287, 0.993671, 
273.0, 0.954941, 0.794118, 1.000000, 0.842161, 0.987788, 0.847046, 0.995633, 0.872473, 0.987788, 0.852407, 0.986277, 0.882146, 0.993399, 0.883326, 0.992278, 0.912764, 0.995633, 1.000000, 0.816017, 0.990762, 0.859091, 0.988250, 0.859091, 0.995283, 0.818182, 0.908287, 0.993671, 
275.0, 0.953260, 0.794118, 1.000000, 0.842161, 0.987788, 0.847046, 0.995633, 0.872473, 0.987788, 0.844995, 0.986277, 0.876225, 0.993399, 0.878005, 0.992278, 0.908597, 0.995633, 1.000000, 0.816017, 0.990762, 0.859091, 0.988250, 0.859091, 0.995283, 0.818182, 0.903677, 0.993671, 
276.0, 0.953260, 0.794118, 1.000000, 0.842161, 0.987788, 0.847046, 0.995633, 0.872473, 0.987788, 0.844995, 0.986277, 0.876225, 0.993399, 0.878005, 0.992278, 0.908597, 0.995633, 1.000000, 0.816017, 0.990762, 0.859091, 0.988250, 0.859091, 0.995283, 0.818182, 0.903677, 0.993671, 
281.0, 0.949891, 0.764706, 1.000000, 0.826271, 0.987788, 0.821378, 0.995633, 0.856465, 0.987788, 0.830171, 0.986277, 0.864385, 0.993399, 0.872683, 0.992278, 0.900261, 0.995633, 1.000000, 0.816017, 0.990762, 0.838636, 0.988250, 0.838636, 0.995283, 0.787879, 0.894456, 0.993671, 
285.0, 0.946523, 0.764706, 1.000000, 0.826271, 0.983672, 0.821378, 0.995633, 0.856465, 0.983672, 0.830171, 0.982817, 0.864385, 0.993399, 0.867362, 0.988386, 0.896093, 0.995633, 1.000000, 0.816017, 0.990762, 0.838636, 0.988250, 0.838636, 0.995283, 0.787879, 0.894456, 0.987260, 
286.0, 0.944839, 0.735294, 1.000000, 0.810381, 0.983672, 0.821378, 0.995633, 0.848460, 0.983672, 0.822759, 0.982817, 0.858464, 0.993399, 0.862041, 0.988386, 0.891925, 0.995633, 1.000000, 0.816017, 0.990762, 0.838636, 0.988250, 0.838636, 0.995283, 0.757576, 0.889845, 0.987260, 
288.0, 0.943154, 0.735294, 1.000000, 0.810381, 0.983672, 0.821378, 0.995633, 0.848460, 0.983672, 0.822759, 0.982817, 0.852544, 0.993399, 0.856720, 0.988386, 0.887757, 0.995633, 1.000000, 0.816017, 0.990762, 0.838636, 0.988250, 0.838636, 0.990498, 0.757576, 0.889845, 0.987260, 
293.0, 0.941470, 0.735294, 1.000000, 0.810381, 0.983672, 0.808544, 0.995633, 0.840456, 0.983672, 0.815346, 0.982817, 0.846623, 0.993399, 0.851398, 0.988386, 0.883589, 0.995633, 1.000000, 0.816017, 0.990762, 0.838636, 0.988250, 0.838636, 0.990498, 0.757576, 0.885234, 0.987260, 
296.0, 0.941470, 0.735294, 1.000000, 0.810381, 0.983672, 0.808544, 0.995633, 0.840456, 0.983672, 0.815346, 0.982817, 0.846623, 0.993399, 0.851398, 0.988386, 0.883589, 0.995633, 1.000000, 0.816017, 0.990762, 0.838636, 0.988250, 0.838636, 0.990498, 0.757576, 0.885234, 0.987260, 
305.0, 0.939783, 0.735294, 1.000000, 0.810381, 0.983672, 0.795710, 0.995633, 0.832451, 0.983672, 0.807934, 0.982817, 0.840703, 0.993399, 0.851398, 0.988386, 0.879421, 0.995633, 1.000000, 0.816017, 0.990762, 0.838636, 0.988250, 0.838636, 0.990498, 0.757576, 0.880624, 0.987260, 
307.0, 0.938096, 0.705882, 1.000000, 0.794492, 0.983672, 0.782876, 0.995633, 0.824447, 0.983672, 0.800522, 0.982817, 0.834782, 0.993399, 0.846077, 0.988386, 0.875254, 0.995633, 1.000000, 0.816017, 0.990762, 0.838636, 0.988250, 0.838636, 0.990498, 0.757576, 0.876013, 0.987260, 
308.0, 0.934721, 0.705882, 1.000000, 0.794492, 0.983672, 0.782876, 0.995633, 0.824447, 0.983672, 0.793110, 0.979356, 0.828862, 0.990043, 0.840756, 0.988386, 0.871086, 0.995633, 1.000000, 0.816017, 0.986066, 0.838636, 0.984282, 0.838636, 0.990498, 0.757576, 0.871403, 0.987260, 
316.0, 0.933034, 0.705882, 1.000000, 0.794492, 0.983672, 0.770042, 0.995633, 0.816443, 0.983672, 0.785697, 0.979356, 0.822941, 0.990043, 0.835435, 0.988386, 0.866918, 0.995633, 1.000000, 0.816017, 0.986066, 0.838636, 0.984282, 0.838636, 0.990498, 0.757576, 0.866792, 0.987260, 
319.0, 0.933034, 0.705882, 1.000000, 0.794492, 0.983672, 0.770042, 0.995633, 0.816443, 0.983672, 0.785697, 0.979356, 0.822941, 0.990043, 0.835435, 0.988386, 0.866918, 0.995633, 1.000000, 0.816017, 0.986066, 0.838636, 0.984282, 0.838636, 0.990498, 0.757576, 0.866792, 0.987260, 
322.0, 0.933034, 0.705882, 1.000000, 0.794492, 0.983672, 0.770042, 0.995633, 0.816443, 0.983672, 0.785697, 0.979356, 0.822941, 0.990043, 0.835435, 0.988386, 0.866918, 0.995633, 1.000000, 0.816017, 0.986066, 0.838636, 0.984282, 0.838636, 0.990498, 0.757576, 0.866792, 0.987260, 
329.0, 0.931341, 0.705882, 1.000000, 0.794492, 0.979521, 0.770042, 0.991148, 0.816443, 0.979521, 0.785697, 0.975871, 0.822941, 0.986664, 0.835435, 0.984464, 0.866918, 0.991148, 0.994186, 0.816017, 0.981326, 0.838636, 0.980280, 0.838636, 0.990498, 0.757576, 0.866792, 0.987260, 
336.0, 0.929647, 0.705882, 1.000000, 0.794492, 0.979521, 0.770042, 0.991148, 0.816443, 0.979521, 0.778285, 0.975871, 0.817021, 0.986664, 0.830113, 0.984464, 0.862750, 0.991148, 0.994186, 0.816017, 0.981326, 0.838636, 0.980280, 0.838636, 0.990498, 0.757576, 0.862181, 0.987260, 
338.0, 0.924567, 0.705882, 1.000000, 0.794492, 0.979521, 0.770042, 0.991148, 0.816443, 0.979521, 0.770873, 0.975871, 0.811101, 0.986664, 0.824792, 0.984464, 0.858582, 0.991148, 0.994186, 0.816017, 0.981326, 0.838636, 0.980280, 0.838636, 0.990498, 0.757576, 0.857571, 0.980765, 
343.0, 0.922874, 0.705882, 1.000000, 0.794492, 0.979521, 0.770042, 0.991148, 0.816443, 0.979521, 0.770873, 0.975871, 0.811101, 0.986664, 0.824792, 0.984464, 0.858582, 0.991148, 0.994186, 0.816017, 0.981326, 0.838636, 0.980280, 0.838636, 0.990498, 0.757576, 0.852960, 0.980765, 
348.0, 0.921181, 0.705882, 1.000000, 0.794492, 0.979521, 0.770042, 0.991148, 0.816443, 0.979521, 0.763461, 0.975871, 0.805180, 0.986664, 0.819471, 0.984464, 0.854414, 0.991148, 0.994186, 0.816017, 0.981326, 0.838636, 0.980280, 0.838636, 0.990498, 0.757576, 0.848350, 0.980765, 
350.0, 0.919487, 0.705882, 1.000000, 0.794492, 0.979521, 0.770042, 0.991148, 0.816443, 0.979521, 0.763461, 0.975871, 0.805180, 0.983285, 0.819471, 0.984464, 0.854414, 0.991148, 0.994186, 0.816017, 0.981326, 0.838636, 0.976279, 0.838636, 0.990498, 0.757576, 0.848350, 0.980765, 
353.0, 0.917794, 0.705882, 0.995098, 0.794492, 0.975371, 0.770042, 0.986664, 0.816443, 0.975371, 0.763461, 0.972386, 0.805180, 0.979906, 0.819471, 0.980542, 0.854414, 0.986664, 0.988372, 0.816017, 0.976585, 0.838636, 0.972278, 0.838636, 0.990498, 0.757576, 0.843739, 0.980765, 
357.0, 0.916101, 0.676471, 0.995098, 0.778602, 0.975371, 0.757208, 0.986664, 0.808438, 0.975371, 0.756048, 0.972386, 0.799260, 0.979906, 0.814150, 0.980542, 0.850246, 0.986664, 0.988372, 0.816017, 0.976585, 0.838636, 0.972278, 0.838636, 0.990498, 0.757576, 0.839128, 0.980765, 
358.0, 0.914407, 0.676471, 0.995098, 0.778602, 0.975371, 0.744374, 0.986664, 0.800434, 0.975371, 0.748636, 0.972386, 0.793339, 0.979906, 0.808828, 0.980542, 0.846078, 0.986664, 0.988372, 0.816017, 0.976585, 0.838636, 0.972278, 0.838636, 0.990498, 0.757576, 0.834518, 0.980765, 
359.0, 0.911021, 0.647059, 0.995098, 0.762712, 0.975371, 0.731540, 0.986664, 0.792430, 0.975371, 0.741224, 0.968900, 0.787419, 0.976527, 0.803507, 0.980542, 0.841911, 0.986664, 0.988372, 0.784632, 0.971844, 0.818182, 0.968277, 0.818182, 0.990498, 0.727273, 0.825297, 0.980765, 
360.0, 0.909327, 0.647059, 0.995098, 0.746822, 0.975371, 0.718706, 0.986664, 0.784425, 0.975371, 0.733812, 0.968900, 0.781498, 0.976527, 0.803507, 0.980542, 0.837743, 0.986664, 0.988372, 0.784632, 0.971844, 0.797727, 0.968277, 0.797727, 0.990498, 0.696970, 0.820686, 0.980765, 
368.0, 0.909327, 0.647059, 0.995098, 0.746822, 0.975371, 0.718706, 0.986664, 0.784425, 0.975371, 0.733812, 0.968900, 0.781498, 0.976527, 0.803507, 0.980542, 0.837743, 0.986664, 0.988372, 0.784632, 0.971844, 0.797727, 0.968277, 0.797727, 0.990498, 0.696970, 0.820686, 0.980765, 
369.0, 0.907631, 0.647059, 0.995098, 0.746822, 0.975371, 0.718706, 0.986664, 0.784425, 0.975371, 0.733812, 0.965402, 0.781498, 0.973136, 0.803507, 0.976604, 0.837743, 0.986664, 0.982524, 0.784632, 0.967080, 0.797727, 0.964259, 0.797727, 0.990498, 0.696970, 0.816075, 0.980765, 
370.0, 0.904238, 0.647059, 0.995098, 0.746822, 0.975371, 0.718706, 0.986664, 0.784425, 0.975371, 0.733812, 0.965402, 0.769657, 0.973136, 0.792865, 0.976604, 0.829407, 0.986664, 0.982524, 0.784632, 0.967080, 0.797727, 0.964259, 0.797727, 0.990498, 0.696970, 0.806854, 0.980765, 
371.0, 0.902541, 0.647059, 0.995098, 0.746822, 0.971203, 0.718706, 0.986664, 0.784425, 0.971203, 0.733812, 0.961905, 0.769657, 0.973136, 0.792865, 0.972666, 0.829407, 0.986664, 0.982524, 0.784632, 0.967080, 0.797727, 0.960242, 0.797727, 0.990498, 0.696970, 0.806854, 0.980765, 
372.0, 0.900845, 0.647059, 0.990172, 0.746822, 0.967034, 0.718706, 0.982158, 0.784425, 0.967034, 0.733812, 0.958407, 0.769657, 0.969746, 0.792865, 0.972666, 0.829407, 0.982158, 0.982524, 0.784632, 0.962316, 0.797727, 0.956224, 0.797727, 0.990498, 0.696970, 0.802244, 0.980765, 
374.0, 0.899148, 0.647059, 0.990172, 0.746822, 0.967034, 0.718706, 0.982158, 0.784425, 0.967034, 0.733812, 0.958407, 0.769657, 0.969746, 0.792865, 0.972666, 0.825239, 0.982158, 0.982524, 0.784632, 0.962316, 0.797727, 0.956224, 0.797727, 0.985643, 0.696970, 0.802244, 0.980765, 
375.0, 0.897452, 0.647059, 0.990172, 0.746822, 0.967034, 0.718706, 0.982158, 0.784425, 0.967034, 0.726399, 0.958407, 0.763737, 0.969746, 0.787543, 0.972666, 0.821071, 0.982158, 0.982524, 0.784632, 0.962316, 0.797727, 0.956224, 0.797727, 0.985643, 0.696970, 0.797633, 0.980765, 
377.0, 0.895755, 0.617647, 0.990172, 0.730932, 0.967034, 0.705872, 0.982158, 0.776421, 0.967034, 0.718987, 0.958407, 0.757817, 0.969746, 0.782222, 0.972666, 0.816903, 0.982158, 0.982524, 0.753247, 0.962316, 0.777273, 0.956224, 0.777273, 0.985643, 0.666667, 0.793023, 0.980765, 
379.0, 0.894059, 0.617647, 0.990172, 0.715042, 0.967034, 0.693038, 0.982158, 0.768417, 0.967034, 0.711575, 0.958407, 0.751896, 0.969746, 0.776901, 0.972666, 0.812735, 0.982158, 0.982524, 0.721861, 0.962316, 0.756818, 0.956224, 0.756818, 0.985643, 0.636364, 0.788412, 0.980765, 
385.0, 0.892362, 0.617647, 0.985246, 0.715042, 0.962866, 0.693038, 0.977653, 0.768417, 0.962866, 0.711575, 0.954909, 0.751896, 0.966355, 0.776901, 0.968728, 0.812735, 0.977653, 0.982524, 0.721861, 0.962316, 0.756818, 0.956224, 0.756818, 0.980787, 0.636364, 0.788412, 0.974227, 
